ID,Comentario,Clasificacion_ISO_25010_2023,Justificacion
615,"tienes bastantes fallos en momentos donde debes pagar recibos, no lo descarguen es muy defectuoso",not_applicable,"Fallas en momentos críticos de pago"
616,"yape sigue con la misma falla se había mejorado pero otra vez está que falla no puedo realizar mis pagos xq me para diciendo intenté más tarde necesito ayuda",not_applicable,"Regresión de mejoras - fallas recurrentes"
617,"No se que le pasa ala aplicación no hagen recarga por yape al fre fire ya que yo recargue 30/06/25 y asta ahora no me llega la recarga espero solucionen",integrity,"Recarga Free Fire no llegó desde 30/06/25"
618,"Osea no me deja entrar me dice que introduzca mi número de teléfono pero no coje osea mi número empieza por 310 y dice que no es válido solo se puede el numero nueve de primero No entiendo que alguien me explique como es eso???????",not_applicable,"Solo acepta números que empiecen con 9"
619,"siempre aparece ""ocurrió un error, inténtelo más tarde"" es incómodo",not_applicable,"Error genérico constante"
620,"se acaba de caer, la aplicación, tengo perdida en ventas, nadie se hace responsable. impotencia y caos, trae ese tipo de problemas. necesitamos disculpas a todas las personas que usan la app.",not_applicable,"Pérdidas comerciales por caídas sin responsabilidad"
621,"No hay cambios significativos pero a cada rato pide actualización",not_applicable,"Actualizaciones frecuentes sin mejoras"
622,"a cada rato actualizan la app y no se puede usar si no lo actualizo, es molesto!!!!",not_applicable,"Actualizaciones obligatorias frecuentes"
623,"Buenas noches. Por qué se pone lento el yape al momento de escribir un número para yapear. Solo pasa con yape. Las demás aplicaciones instaladas en mi celular funcionan correctamente.",not_applicable,"Lentitud específica al escribir números"
624,"Se cae el yape y no avisan sobre problemas que cólera con eso estamos apunto de pagar y no ay con que",not_applicable,"Caídas sin aviso en momentos de pago"
625,"en este momento necesito pagar con este aplicativo y no se puede hacer el depósito siempre tiene ese problema la aplicación Es estresante cuando pasa eso",not_applicable,"Problema recurrente impide depósitos urgentes"
626,"Muy buena app es eficaz y puedes pagar todo dsde casa.. Gracias",not_applicable,"Comentario positivo"
627,"te cobra por gusto con las transacciones financieras y también con las remesas te quita 10 soles de tu cuenta no es justo y cuando otros bancos te hacen depósito a tu cuenta cuando tú retiras el dinero del BCP Perú en yape te ponen 10 soles so pretexto de impuestos...y encima debe usarse también para recargar el Metropolitano así cómo se usa la tarjeta interbank por favor Gracias.",integrity,"Cobros ocultos de 10 soles bajo pretexto de impuestos"
628,"deberíamos tener más opciones de pago, está app se cae a cada rato.",not_applicable,"Caídas frecuentes limitan opciones"
629,"pésimo me sale cada rato verificando conexión si uso wifi y datos móviles en alta velocidad",not_applicable,"Error falso de conexión con wifi y datos"
630,"Siempre deja de funcionar cuando más se necesita, un desastre de aplicación",not_applicable,"Fallas en momentos críticos"
631,"la aplicacion es buena pero cambie mi numero de telefono y ahora no reconoce mi cuenta de yape",accountability,"Pérdida de cuenta tras cambio de número"
632,"he desinstalado la aplicación Yape y la he vuelto a descargar para entrar desde el inicio y no puedo ingresar a mí cuenta porque al poner mi clave de seis dígitos como me lo piden sale cargando y no me permite acceder al siguiente procedimiento se congelo y sale cargando la he vuelto a desinstalar varias veces y la he vuelto a instalar y tengo el mismo problema no se que está pasando con yape , ya no sirve tenerlo porque en caso reinicies tu celular y quieras instalar yape no podrás",accountability,"Cuenta inaccesible tras reset - carga infinita en clave"
633,"la plataforma no está funcionando como debe ser ... quiero cambiar mi NRO de teléfono y e podido .no corrobora los datos",authenticity,"Imposibilidad de cambiar número - no corrobora datos"
634,"Muy mala app, no te deja entrar si te comparten datos, tienes que usar tus propios datos (mejor usen plin). Borren yape",not_applicable,"Requiere datos propios - recomendación de competencia"
635,"Supuestamente los comercios de comida que ofrecen deberían ser serios, ya que está de por medio el pago a través de Yape, es lo que creía. Pues ni siquiera me contesta el comercio, pido mi devolución y Yape se limita a contestar que los términos y condiciones no aplica devolución. Inclusive, en la web aparece como temporalmente cerrado. Osea...?",accountability,"Negativa de devolución para comercio cerrado"
636,"No me parece nada agradable que pongan que tenemos que actualizar obligatoriamente cuando nisiquiera se puede ingresar ! Pide una y otra vez q se vuelva a intentar , en lugar de favorecer solo provoca un disgusto , se nesecita ingresar a la aplicación para trabajar urgentemente en pagos ! Y no sé puede ! Nesecitamos solución ! No que estemos enviando correos !",not_applicable,"Actualizaciones obligatorias bloquean acceso urgente"
637,"Al 13 de mayo, y no solamente a mi, Yape a veces no aparecen los números en el teclado... Que feo tener que reinicisryel teléfono. Estaba bien hasta Mediados de febrero.",not_applicable,"Números desaparecen del teclado - problema masivo"
638,"tengo una observación, y es que cuando no tienes una buena conectividad se yapea doble, tengan cuidado y revisen bien el historial cuando realizan una operación",integrity,"Pagos dobles por mala conectividad"
639,"TE ME CAISTE YAPE cuento con dos yapes , unk con dni y otro con mi número de cuenta del BCP , hace unos días mi hermana hizo una transferencia fuerte de 2500 soles a mi yape con el que tengo mi número de cuenta y el yape llegó a mi otra cuenta con el número de dni, nosé como pero llegó, y no llego esa cantidad, de los 2500 solo llegaron 2100 , literalmente yape se comió 400 soles, y en las configuraciones que pude hacer no se ve que me transfirieron los 2100, parece como si fuese una falla .",integrity,"YAPE se comió 400 soles de transferencia de 2500 - redirigió a cuenta incorrecta"
640,"Realmente me parece horrible, me equivoque al yapear a una persona externa y que al final su única solución sea ""Esperar la buena voluntad de la persona"" uno cree que es así, pero realmente todos sabemos que nadie te lo va a devolver, una tontería y decepción está app.",non_repudiation,"Única solución para errores: esperar buena voluntad"
641,"no me parece que cada semana o mes tenga q estar actualizando el yape y lo peor no te dan opción a elegir si uno desea o no actualizar. sino es si o si y no me parece.",not_applicable,"Actualizaciones semanales/mensuales obligatorias"
642,"No me permite crear yape con ningún número me dice acceso bloqueado y ya lleva días así lo he desinstalado y nada y está actualizado y ya he consultado y me dice que ya desbloquearon mis datos y que ya ingresé pero lo he realizado y sigue con el mismo problema",accountability,"Acceso bloqueado días pese a desbloqueo confirmado"
643,"Ahora se lamenta, y no solo basta lamentarse, que yape presente propuesta de acciones en cuanto a sus procedimientos , usualmente las extorsiones se dan mediante WhatsApp o telegram y los pagos por dichas extorsiones se llevan a cabo a través de yape plin o transferencia, no hay muchas restricciones para contar con dicha app👀",not_applicable,"Crítica sobre facilidad para extorsiones vía YAPE"
644,"Todos ya saben lo bueno Pero yo diré lo malo, necesitas tener datos o wifi para poder usar el yape, se tiene que actualizar frecuentemente, raras veces se bloquea o lagea",not_applicable,"Dependencia de datos/wifi y actualizaciones frecuentes"
645,"No pasa nada cada vez peor... hasta el tono yape ya no funciona.. era lo que caracterizaba a yape de otras apps... ahora no se sade si es de yape o cualquier app... vean ese tema... ( Del tono yape )",not_applicable,"Pérdida del tono característico YAPE"
646,"Hace poco cambiaron todo en YAPE para que no haya estafas!! Lo que no sabían es que YAPE FAKE también ya actualizó todo igual 😆🤣 NUNCA VAN A PODER COMBATIR CON LOS ESTAFADORES Porque solo les estafan a los confiados😒 USTEDES? lo único que están haciendo es sobrecargar la aplicación y hacer que se lenteé mas😐😐",not_applicable,"Cambios anti-estafa inútiles - YAPE FAKE se adapta"
647,"Me parece que está fallando al momento de crear mi cuenta DNI cuando confirmo la clave parece otro indicando que cree el clave paro no aparecen los números ya o será q mi teléfono ya no es compatible con el app",authenticity,"Falla al crear cuenta con DNI - números no aparecen"
648,"Es la aplicación con más fallas, y bajas que he visto, con lo demás todo bien cumple con lo que promete, pero tiene demasiados errores, espero solucionen éso.",not_applicable,"App con más fallas conocida por usuario"
649,"Les dejo 3 estrellas debido que soy cliente de bcp y yape hace varios añoss y la opción de créditos yape no me la habilitan, además yape en ocasiones de cae la plataforma.",accountability,"Cliente antiguo sin acceso a créditos YAPE"
650,"esta actualización es horrible no salen los números🔢 que raios. Uno tiene que estar esperando y no es así uno necesitan al instante..tambien deberían sacar bloqueo en yape, ya que también por ahí te puede mnadae msj🥲yo tengo bloqueado a una persona de mi celu , redes pensé que ahí quedó 😒pero yape empezó mensajear colera",not_applicable,"Números no aparecen + falta opción de bloqueo"
651,"para mi no vale por que asta ahora no puedo bajar el aplicación de yape cada vea que quiero instalar sale error ya casi un año ni nada . fui a bcp no te dan solución muy mal muy mal",not_applicable,"Un año sin poder instalar - BCP no da solución"
652,"Malograron la app, ahora me demoro un montón en hacer una transferencia de ido a qué tengo que marcar una y otra vez los números. Espero que actualicen urgente, sino cambiaré todo a Plin",not_applicable,"Deterioro de app - amenaza de migración a Plin"
653,"Si es buena app solo que desde el dìa de hoy tuve fallas y me aparecio para actualizarlo eh incluso lo hice y volví a ingresar, pero igual me sale para actualizar porque queria retirar mi dinero que tengo ahí, porfavor solucionen ese problema.",not_applicable,"Bucle de actualización impide retirar dinero"
654,"Sucede que muchas veces para que me llegue la notificación de que me han yapeado, tengo que abrir primero el app, sino; no me llegan las notificaciones. 🥺🥺",not_applicable,"Notificaciones solo llegan al abrir app manualmente"
655,"Esta fallando. No permite cambiar el límite diario de yapeo. En la última confirmación sale "hubo un error"" y allí se queda.",not_applicable,"Error al cambiar límite diario de yapeo"
656,"Con las dos últimas actualizaciones no puedo digita bien los nombres tengo que digitar letra por letra y bien lento para escribir los nombres, ahora a empeorado ya no me permite digitar bien. Esto es una porquería",not_applicable,"Deterioro progresivo en digitación tras actualizaciones"
657,"Es solo a mi o con la actualización cada vez q voy a poner los números se pasa a letras? Me pasa a mi y a otros usuarios que conozco. Hace incómodo y toca poner el número en otro lado copiarlo y pegarlo",not_applicable,"Bug masivo: teclado cambia de números a letras"
658,"Aunque es muy práctica, la última actualización no permite ni escribir. El teclado se retrasa y a veces ni se puede escribir.",not_applicable,"Teclado no funciona tras última actualización"
659,"A cada rato piden actualizar y uno a veces está contra el tiempo, y es un poco incómodo esa situación.",not_applicable,"Actualizaciones interfieren con urgencias"
660,"la aplicación si es buena, es accesible,pero deben permitir ver el saldo que queda en yape.para saber si contamos con saldo o no.",not_applicable,"Solicitud de visualización de saldo"
661,"Después de la última actualización todo se puso horrible, se traba para poner el número para yapear, se borran los números. Aparte ya no sale notificaciones 😞",not_applicable,"Deterioro total tras última actualización"
662,"De verdad que decepción ...a pesar que tengo la aplicación yape mi pareja no me puede pagar, aun así buscando por mi número, de verdad espero que solucionen ese problema, me da ganas de desinstalar, es el colmo",not_applicable,"Pareja no puede encontrar número para pagar"
663,"Intento pagar pagos de steam por boacompra y al final dice error al leer el código qr, y por banca móvil bcp hubo un error al último momento, llevaba así un día.",not_applicable,"Error QR en Steam + error BCP simultáneo"
664,"Hace 3 días q no puedo ingresar a mi yape....se borró la aplicación... De nuevo lo instalé y ahora ya no se puede...se congela en ratificar clave....no puedo ingresar 😭",authenticity,"3 días sin acceso - se congela en ratificar clave"
665,"Normalmente me beneficiado de muchos créditos de 200 soles en cada oportunidad, pero la política crediticia del BCP deja mucho que desear, ya que en campañas reducen los créditos al mínimo - es cuando uno necesita de un verdadero apoyo - ellos ofrecen un sencillo de 50 soles - están jugando? - me resulta de burla aquella oferta 🉐",not_applicable,"Reducción de créditos de 200 a 50 soles en campañas"
666,"Dañaron el app con la ultima actualizacion cuando digitas los numeros de telefono para yapear se digitan algunos de los q marcas o se ralentiza por codigo qr si todo bien y no es mi tlf son ustedes hasta reinicie la configuracion de teclado son ustedes y eso se presta para estafas ya q puedes yapear a otra persona sin culpa ojo con eso",integrity,"Falla de digitación puede causar pagos erróneos - riesgo de estafa"
667,"Aún no me pasa, pero si tienen que ayudar de alguna forma a aquellas personas que yapean por error y en la mayoría de casos pierden el dinero, no solo personas jóvenes usan la app, si no también adultos mayores ya sea por necesidad u otro motivo",non_repudiation,"Solicitud de ayuda para pagos erróneos especialmente adultos mayores"
668,"Agregaron publicidad y notificaciones (viajes, dólares, etc) que interfieren cuando uno desea realizar el pago lo más rápido posible.",not_applicable,"Publicidad interfiere con rapidez de pagos"
669,"Por favor. la actualizacion no ďebe ser obligatoria. Resulta que para actualizar me piden desinstalar programas importantes que tengo en mi telefono. si no se actualiza no se puede ingresar a Yape.",not_applicable,"Actualización obligatoria exige desinstalar programas importantes"
670,"No sé qué sucede cuando va a validar tu rostro, hace días que no me carga. No me pasaba ese problema con mi antiguo celular, ahora ya no puedo crear mi cuenta yape, porque no reconoce el rostro.",authenticity,"Validación facial no funciona en nuevo celular"
671,"La verdad deberian arreglar su ptoblema tecnico ya que no se puede ingresar , la app no carga y es una molestia que sea asi y no me permite crear una cuenta",not_applicable,"App no carga impide crear cuenta"
672,"Sería bueno que en sus filtros , que puedas buscar a cierto número y te salga todo lo que le has yapeado durante el mes o como yape 15, 30 , 90 días .",not_applicable,"Sugerencia de filtros de búsqueda por número"
673,"muy buena aplicación y lo uso a diario pero últimamente no me deja yapear , aveces me sale que el pago salió procesado y no me arroja la captura de pago y no se si ala persona le llegó o no , arreglen porfavor",integrity,"Pagos procesados sin captura - incertidumbre si llegó"
674,"Es buena aplicación, pero he tenido un problema, realize una compra de 3.85 soles para mobile Legends y cuando realizó el canje me aparece en pantalla que el código no existe",integrity,"Compra Mobile Legends - código no existe tras pago"
675,"toda la vida se demora un monton en entrar, la interfaz es molesta, lenta y siempre se anda trabando y no entra a la aplicación, muy nefasto",not_applicable,"Lentitud crónica e interfaz problemática"
676,"un vez activas el seguro es difícil de cancelarlo así que se te cobrará de forma automática hasta que anules tu cuenta, se cobra de forma automática y es imposible cancelar el seguro con excusas absurdas es un robo",integrity,"Seguro imposible de cancelar - cobro automático hasta anular cuenta"
677,"Desde la última actualización ya no puedo escribir rápido al momento de hacer los yapeos el escribir se hace eterno, no tengo ese problema con otras aplicaciones bancarias.",not_applicable,"Escritura lenta tras última actualización"
678,"Porque mi dinero desaparece cada sierto tiempo Primero desaparece 6 soles después otros 6 y ahora desapareció 13 sols sin deja rastro en q se gasto.no aparece en el historial de envíos. Me están robando o el mis yape me cobra de algo? Hoy 13 de marzo 2025 porque sigue desaparecido mi dinero hoy me fijé y a desaparecido 10soles me cobran algo o me están robando",integrity,"Desaparición sistemática: 6+6+13+10 soles sin rastro en historial"
679,"nosé que tiene la app no me deja entrar me sale que algo salió mal y no me deja entrar para nada , ya volví a instalar 3 veces yape y nada sigue igual , ayuda por favor .",not_applicable,"Algo salió mal persistente tras 3 reinstalaciones"
680,"porque me sale usp cierre la aplicación y vuelva a intentarlo fijo para actualizar y ya está y no me deja entrar ya estoy con ese problema ase 10 horas al final solución o recomendaciones",not_applicable,"Error UPS por 10 horas bloqueando acceso"
681,"a alguien más no le funciona la tienda?por qué desde un principio era normal ahora más de 2meses no habré ,me sale la típica,algo salió mal intenté más tarde ..........espero que solucionen esto y para que los que dicen que solo me pasa Ami no es así en mi casa a todos no lea funcionan la tienda 💩",not_applicable,"2 meses sin acceso a tienda - problema familiar masivo"
682,"Hace 6 días que se queda en inicio cargando al igual que la APK del BCP, lo actualice, luego los desinstale y lo volví instalar pero el problema persiste.",not_applicable,"6 días con carga infinita YAPE y BCP"
683,"El Yape funcionaba muy bien hasta hace una semana. Luego lo tuve que reinstalar porque me hicieron una reposición de tarjeta, y después de eso ya no me llegan las notificaciones cuando me yapean, y tengo que entrar para verificar la transacción, lo cual es una perdida de tiempo. El soporte de WhatsApp solo te dice que actives los permisos en el celular, pero a pesar de que están todos activados, sigue con el mismo problema. Espero lo resuelvan pronto.",not_applicable,"Pérdida de notificaciones tras reposición de tarjeta"
684,"A veces cae, ha mejorado, aunque sigue un poco lento para pagar cuando estás en apuros.",not_applicable,"Lentitud persiste en momentos críticos"
685,"Ya no funciona como antes se tarda mucho para entrar y aveces no entre solo se queda hay cargando diciendo validando datos y nada más",authenticity,"Deterioro funcional - validando datos infinito"
686,"La aplicación era buena en su uso anteriormente, no sé a qué se debe este problema actual que está sucediendo o que estoy teniendo lo cual se basa que a la hora de ingresar a la aplicación sale cuando quiero hacer digamos un envío a una persona o pago de otra cosa sale este problema de que hubo un error al realizar esta operación esto me está saliendo ya muy seguido o sino sale de llegaste al máximo de intentos de consultas o envios y eso que por día solo llego hacer de 1 a 7 pagos menos de 60.",not_applicable,"Límite máximo de intentos con solo 1-7 pagos diarios"
687,"no funciona o no abre la aplicación. sale cache lleno limpio todo y nada arreglen me esta perjudicando con mi pequeño negocio. gracias",not_applicable,"Cache lleno bloquea app - afecta negocio"
688,"Mala aplicación reconoce datos todo y después dice que los datos no han sido validados ya llevo días así que clase de aplicación es esta antes estaba chévere pero ahora😖",authenticity,"Datos reconocidos pero no validados por días"
689,"la app deja de funcionar todo el tiempo, y mas en horarios nocturnos, lo que vuelve muy dificil que mis clientes realicen pagos por este medio, e incluso, no es capas de leer codigos QR correctamente, no se cuando van a solucionar ese problema, que ya lleva bastante tiempo. Sin duda un pesimo servicio",not_applicable,"Fallas constantes nocturnas + QR defectuoso afectan negocio"
690,"no se puede comprar nada en gaming se queda morado la pantalla, lo intento varias veces igual.",not_applicable,"Gaming inaccesible - pantalla morada persistente"
691,"no suena o no hay la opción cambiar sonido de notificación del yape en Android 14",not_applicable,"Sin sonido ni opción de cambio en Android 14"
692,"La aplicación tiene un gran problema de validación del DNI físico, solo acepta el DNI azul y no el electrónico blanco. Tuve que buscar el DNI viejo de mi mamá para que pueda validarlo, ya que ella es una persona mayor y tiene el electrónico desde hace años que no caduca.",authenticity,"Solo acepta DNI azul - discrimina electrónico blanco"
693,"cuando voy a pagar de repente no me lo permite, porque tengo que actualizar y en muchas ocaciones es realmente tedioso y una gran perdida de tiempo",not_applicable,"Actualizaciones bloquean pagos urgentes"
694,"Totalmente insatisfecha, quiero ingresar a mi cuenta, realizo todo lo que me pide para que al final diga ERROR, lo he intentado como díez veces y nada.",not_applicable,"Error tras completar todos los pasos - 10 intentos"
695,"Pondría 5 pero es una molestia que no sirva de madrugada cuando uno necesita dinero virtual.",not_applicable,"No sirve de madrugada cuando se necesita"
696,"Han habido ocasiones en las que la aplicación se cuelga o no me ha permitido pagar algo que estaba comprando. Por otro lado deberían crear una opción en yape que te permita guardar pagos favoritos y nombrarlos, sobre todo a los número que no agregamos como contacto, así podríamos agilizar el pago para ciertos comercios como por ejemplo: panaderias, lavanderías, lavacarros, bodegas, ferreterías, etc.",not_applicable,"Cuelgues en compras + sugerencia de favoritos"
697,"Tengo problema con la aplicación, quiero usar yape para pagar algunas compras, no quiere abrír se queda congelado en logo, espero como 5 minutos y sale ups algo salió mal, cierre la aplicación y vuelve a intenterlo. Lo intento y sigue igual congelado no quiere abrir para poner mi contraseña, ya tengo 2 días intentandolo. Por favor alguna solución al respecto, gracias.",not_applicable,"2 días congelado en logo - ciclo infinito"
698,"Muy buen aplicativo como medio de pago, ya que agiliza la forma de compra y venta de los productos; sin embargo, recientemente presenta un problema importante el cual es que se genera un doble pago o 'yapeo' sin darse uno cuenta. Ya me van pasando 3 veces y por ello ya pienso desistir de usar Yape. Pues a veces el segundo yapeo erroneo no aparece al instante sino después y eso es muy molesto, pues es perdida de dinero.",integrity,"3 casos de pagos dobles no detectados inmediatamente"
699,"Mejoro bastante con las ultimas actualizaciones.",not_applicable,"Comentario positivo sobre mejoras"
700,"Excelente me facilita la vida el problema que a veces se atora se atrampa es pesado el app y no me gusta que deba poner GPS me siento vigilado",confidentiality,"Solicitud obligatoria de GPS genera sensación de vigilancia"
