ID,Comentario,Clasificacion_ISO_25010_2023,Justificacion
511,"Últimamente he tenido el problema de que cada vez que ingreso a la aplicación me aparece un cuadro diciendo ""la aplicación se detuvo"" o ""esperar"". El cuál resulta algo incómodo, a pesar de que ya se ha forzado la detención de la aplicación y se ha vuelto a instalar. Pero aún así nada. Cómo se podría solucionar ese inconveniente, pese a que la app se encuentra actualizada y el equipo que tengo no es de gana abaja o antiguo. Gracias",not_applicable,"App se detiene constantemente pese a reinstalación"
512,"Aplicación de un solo uso, al principio es una maravilla. Pero si formateas o cambias el celular, etc. pierdes el acceso por completo a la cuenta, no permite iniciar seccion en otro. lo peor no permite ni siquiera cerrar seccion, como otras aplicaciones de su tipo. su soporte de whatsapp es un chiste, pues sigues lo pasos para dicha acción y no hace nada prácticamente 🤡 En otras palabras no confien su dinero en esta aplicación lo pueden perder todo, si pierden el acceso a ese celular.",accountability,"Pérdida total de acceso al cambiar dispositivo - dinero atrapado permanentemente"
513,"Realmente uno quiere utilizar esta aplicación pero cada vez que lo instalo la pantalla no se carga y luego me aparece que hay un fallo en la app y me parece justo esperar tanto tiempo para solo hacer una transferencia, desde la actualización no se carga y solo aparece la pantalla morada. Ahora quiero que me den una solución porque tenia una cuenta y como no puedo abrir el yape como lo transfiero. Pido solución a todo este problema",accountability,"Dinero atrapado por pantalla morada persistente tras actualización"
514,"párese que la jodieron en la actualización porque ya no verificas si estás realizando el yape a la persona correcta, solo presionas yapear y se envía automáticamente, sin validar el código como antes. En mi opinión la versión anterior estaba más cómodo y seguro que en esta actualización. y por eso les doy una estrella, solo porque no puedo dar menos.",non_repudiation,"Eliminación de verificación de destinatario - envío automático sin confirmación"
515,"Todo está bien, pero cuando compras cualquier producto en línea, si no estás satisfecho, no te devuelven tu dinero, te ponen un montón de pretexto,. La 2da.es que compraste un producto en línea y se te olvido, recogerlo, lo perdiste, porque no te hacen caso se peloteando, entre el establecimiento y yape.... 3era.vez una oferta o promoción, en línea, lo compras, te dicen tus pedidos a cualquier día y a cualquier hora, Gran mentira, los Establecimientos, te despachan, cuando le dan la gana.",accountability,"Falta de responsabilidad en compras online - no devoluciones, promesas falsas"
516,"yo Cinceramente, estoy decepcionada en estos momentos con yape, ya que cada día a la hora de la actualización del yape y bcp, me roba dinero y nisiquiera aparece como movimiento, (ejem. supongamos que veo s/.200 de saldo, luego se pone en mantenimiento, ingreso y solo veo s/.120...sale faltando plata.. después que se actualiza tan solo aparece s/.185 y mas nunca vuelve a aparecer mi dinero, reclamo y ninguna solución me dan, me roban ni poner en que se usó. muy mal 👎🏻👎🏻👎🏻",integrity,"Robo sistemático durante actualizaciones: S/.200→S/.120→S/.185 sin movimientos registrados"
517,"La verdad me siento en mucho descontento con la app, anteriormente trabajaba con sus créditos y todo excelente, les pagaba puntuales, jamás me retrase y aun así de la nada dejo de prestarme, a la fecha son más de dos meses y sigue sin habilitarme préstamos dándome a entender que da lo mismo si eres cumplido o no porque se de muchos otros que si se han retrasado y normal les da créditos... deberían ser más justos porque de eso de trata cuando estas al día con tus pagos.",accountability,"Cancelación arbitraria de créditos pese a historial perfecto - discriminación"
518,"Cada vez peor Yape, hace unos días en mi celular se realizaron compras sin mi autorización y la solución de Yape fue que según terminó de comprar no había devoluciones, pero yo nunca hice esas compras y solo esa fue su respuesta. Deficiencia en el proceso de compras en la app, mala calidad de solución de problemas y fallos en los procesos de Yape. Más parecen estafadores y ladrones de dinero.",integrity,"Compras no autorizadas sin posibilidad de devolución - negativa total"
519,"Yo considero que es una porquería de aplicación, siempre tiene problemas de conexión. En varias ocasiones intento yapear a plin y sale el mensajito de que hubo problemas con alguno de los bancos y que lo intente más tarde, después de 30 intentos sigue saliendo el mismo error. Lo peor es la vergüenza que uno pasa en los negocios cuando intentas yapear y no se puede.",not_applicable,"Fallas constantes de conexión interbancaria tras 30 intentos"
520,"nos estas ofreciendo un seguro de 4.99 soles por mantener la seguridad de nuestro dinero que depositamos en tu banco osea,que quieres decirnos que nuestro dinero no esta seguro en tu banco que los hackeadores son mejores,que uds en violar nuestras claves de los cuales,uds como banco son los unicos responsables confiamos en guardar nuestro dinero nos decepcionas bcp",not_applicable,"Crítica por cobrar seguro admitiendo inseguridad del sistema"
521,"Creo que para las personas como yo que pagamos nuestros créditos yape puntualmente o hasta con algunos días de anticipación deberían de darnos la facilidad de acceder nuevamente a otro crédito yape con más rapidez incluso el mismo día que uno hizo el pago del crédito. por lo demás todo está bien.",not_applicable,"Sugerencia para agilizar créditos por buen historial"
522,"Quiten las notificaciones o promociones inmediatamente después de yapear, es molesto, se queda colgada la app!!!!",not_applicable,"App se cuelga por promociones post-transacción"
523,"me parece una buena app. pero en la parte de créditos, y lo que se necesita para aprobar el crédito deberían colocar. NO SER EXTRANJERO. tengo yape desde que se creó pero aún así no me aprueban créditos y nunca he tenido deudas con TDC, mi carro lo pago al día. solo por ser extranjero no lo aprueban. y no es que he necesitado solo es para que sepan que por ser extranjero no lo darán. acá conozco muchos peruanos que no usan yape porque pidieron préstamo y no lo pagaron nunca.",not_applicable,"Discriminación por nacionalidad en créditos"
524,"En cualquier momento deja de funcionar sin previo aviso ni programación y simplemente no se puede acceder. pésima aplicación",not_applicable,"Caídas imprevistas sin comunicación"
525,"No me permite entrar a la tienda, ya lo instale y lo desistale varias veces pero aún más nada, me comunique al wasap qué sale en ayuda y no me dan solución, ya va haver un mes y nada que me solucionan eso enserio!!! No puedo hacer compras ni nada! A ver si me pueden ayudar como n eso porfavor, gracias!",not_applicable,"Un mes sin acceso a tienda pese a soporte"
526,"TODO mi dinero ha desaparecido y no hay ninguna transacción nueva que yo halla echo para retirar el dinero en la sección de movimientos. Además aunque haga nuevos yapeos a mi cuenta igual no suma en nada, mi cuenta continúa en 0. Es indignante no recibir ninguna notificación, información o pequeña explicación por parte de yape de porque sucede esto y de como recuperar mi dinero.",integrity,"TODO el dinero desaparecido sin transacciones - cuenta permanente en 0"
527,"Demora en cargar y mucho y solo actualizar no arreglan nada durante este año nada se cae a cada rato el yape",not_applicable,"Lentitud creciente y caídas frecuentes"
528,"primera vez, ya ando en problemas de generar mi cuenta con el DNI Y falla según con problemas.. y mala iluminación, para nada es de servir está opción que es la más sencilla 😐",authenticity,"Falla en registro con DNI por problemas de iluminación"
529,"una basura el servicio de ayuda practicamente se lavaron las manos de mi problema, y no solucionaron nada,lo peor es que es culpa por la ultima actualizacion, que al parecer le da fallos a los que se registraron con dni y al parecer voy a perder toda la plata que tenia",accountability,"Dinero perdido por actualización - soporte abandona problema"
530,"es buena App, pero me resulta incómodo cuando comienza a aparecer que la App no responde, y sale un mensaje con las opciones cerrar app o esperar. colocas esperar y vuelve a aparecer. hay que desinstalar o actualizar la app. es muy molesto, ocurre muy frecuente.",not_applicable,"Mensaje App no responde muy frecuente"
531,"se malogro la app o sus desarrolladores en vez de salir la portada principal para realizar el pago ,han hecho q primero salga promoción de su tienda en vez de enfocarse en el apuro q uno tiene en el día a día al pagar algo tan simple como un pasaje ,ojalá eliminen eso q es molestoso e inapropiado ps es como sacar una billetera y revisar el papelito de un anuncio antes de pagar una cuenta ,ps al q debemos no nos va a esperar",not_applicable,"Promociones interfieren con urgencia de pagos"
532,"me gustaría usar yape ya que varios amigos me dicen que es muy fácil de usar pero lamentablemente solo está disponible con números de peru",not_applicable,"Limitación geográfica"
533,"Hola gracias por responder mis sugerencias... Pero surge la necesidad de recargar las tarjetas del metropolitano, el metro línea 1 y los corredores ... Es urgente porque a veces no se puede porque no hay recargadores, dinero en efectivo o sencillo . Es un gran problema que me gustaría que solucionen con una función de recarga de tarjetas como en otras empresas de transporte urbano .. Gracias...",not_applicable,"Sugerencia de funcionalidad transporte público"
534,"No me funciona bien el yape en un honor 200 lite y también en la opción tiene no me carga y sale un error supuestamente dice que están trabajando y me pregunto si están trabajando para corregir ese error, ya es demasiado tiempo, y aún sigo teniendo problemas con yape y el mismo error",not_applicable,"Error persistente en Honor 200 Lite"
535,"es mala ya intenté con reconocimiento facial eliminar cuenta y me pide mas opciones y al final no encuentras la manera de eliminar y al final solo te manda al WhatsApp es pésimo sus opciones mediocres",accountability,"Imposibilidad de eliminar cuenta pese a reconocimiento facial"
536,"La aplicación tiene muchos beneficios para compras y ventas evitando el dinero físico ya que el uso esdistio nuevas personas se integran a este método de pago ,solo q últimamente falla cuando quiero yapear se congela y al digitar los 9 números de celular a yapear después de digitar el segúndo número de congela y no puedo digitar el resto debe pasar aprox 1 minuto para q fluya.",not_applicable,"Congelamiento al digitar números - demora 1 minuto"
537,"Siempre se cuelga siempre hay errores no pasa nada con esta aplicación, lo mismo de siempre sigue sin arreglar",not_applicable,"Errores constantes sin solución"
538,"la app no debería tener la fastia opción de escanear el rostro por que los que tenemos pésima çamara no lo podemos hacer 😡😤",authenticity,"Verificación facial inaccesible por calidad de cámara"
539,"muy inestable la aplicación . a cierta hora de la madrugada se cae y ya me dejando mal la aplicación en las madrugadas",not_applicable,"Inestabilidad nocturna recurrente"
540,"el codigo QR no sirve, y cuando lo comparto tampoco, nadie puede yapearme mediante el código QR porque aparece "" lo sentimos, el código QR es incorrecto"" ya es obsoleta la aplicación por mas que la actualice",authenticity,"Código QR persistentemente incorrecto pese a actualizaciones"
541,"muy mala estos días no nos a dejado entrar solo nos dice (ups algo salió mal) y no nos deja entrar demasiado mal, parece que no funcionara arregla esos errores 😡🤬😠",not_applicable,"Error Ups persistente impide acceso"
542,"actualmente se pueden recargar en juegos desde yape yo no puedo no me aparece la opción de Gaming eso es muy malo porque yo quiero recargar mis juegos y no puedo",not_applicable,"Opción Gaming no disponible para usuario"
543,"se cae a cada rato, lamentablemente es la billetera digital más popular en Perú, con plin no tengo estos problemas.",not_applicable,"Caídas frecuentes vs competencia estable"
544,"hola desarrolladores de yape quiero saber porque la aplicación ya no está disponible para mi teléfono TCL TENGO 2 AÑOS CON ESTE CELULAR Y YAPE ME INDICA QUE LA APLICACIÓN YA NO ES COMPATIBLE CON MI TELÉFONO A QUE SE DEBE SI ES ANDROID",not_applicable,"Pérdida de compatibilidad en TCL tras 2 años"
545,"malísimo la app todos los días entro a ver y nunca tengo dinero siempre está en 0 no entiendo cuando es que tendré dinero Dx!",integrity,"Saldo permanentemente en 0 pese a ingresos esperados"
546,"Últimamente no está funcionando en las madrugadas.. Y eso nos complica demasiado y se generan pérdidas en los negocios",not_applicable,"Pérdidas comerciales por fallas nocturnas"
547,"siempre que regreso se entra en notificaciones y demora mucho en volver, a la página principal.",not_applicable,"Navegación lenta entre secciones"
548,"la mejor billetera virtual que conozco en mi corta línea de vida, le daría 5 estrellas pero si arreglan el problema de que desde la media noche a plan 2am no se puede pagar por yape.",not_applicable,"Restricción nocturna 12AM-2AM"
549,"Por fin se activó mi yape y me esta siendo servicial para algunos pequeños pagos, y recibir tambien algunos pequeños montos...recomiendo..",not_applicable,"Comentario positivo de nuevo usuario"
550,"Esta fallando de nuevo y esta vez no hubo ni aviso Av es uno se confía de la app porfavor arreglen eso.",not_applicable,"Fallas sin aviso previo"
551,"Yape debería actualizarse y poner la opción de eliminar algunos movimientos, o hacer devolución en caso de algún yapeo erróneo",confidentiality,"Solicitud de privacidad para eliminar movimientos"
552,"los anuncios de yape que ponen en otras aplicacions que son muy insistentes hacen que me desagrade más la app de yape",not_applicable,"Molestia por publicidad intrusiva"
553,"Me parece bien la aplicación de YAPE, se ha vuelto muy necesaria é impresindible para la mayoría de personas, pero una sugerencia no hagan tan seguido las actualizaciones, ya que eso pone lento a veces para abrir la aplicación. así como está ahora me parece bien, espero que en meses todavía halla una nueva actualización.",not_applicable,"Sugerencia de reducir frecuencia de actualizaciones"
554,"sigue siendo basura de aplicativo no me permite yapear me registro con mi tarjeta de debito que esta activa continuar le coloco mi numero de tarjeta año vencimiento que porqeria de programadores contratan",not_applicable,"Problema de registro con tarjeta de débito"
555,"pami la app es pésima no quiere aceptar mi número de celular es muy injusto la verdad y no debería pasar estas cosas y también no me gusto lo q pasó yo pensé q la app era buenísima pero ya veo q no yo lo hice por q me recomendaron y no es como lo esperaba",not_applicable,"No acepta número de celular para registro"
556,"no suena en las notificaciones al momento de recibir los yapes pese a que están activados en el celular las notificaciones",not_applicable,"Notificaciones silenciosas pese a configuración"
557,"Tanto tiempo con la aplicación desde su lanzamiento y no pueden corregir que el sistema se caiga siempre a las 2 am todos los días? Supuestamente son las 24hrs del día pero no es así, siempre que son las 2am se cae su servicio. Consideren corregirlo por favor.",not_applicable,"Caída sistemática diaria a las 2 AM"
558,"Yo quisiera que se pueda yapear las 24 horas, ya que, ante cualquier emergencia podrías respaldarnos con ayuda de la aplicación. No me parece que sea buena idea de un horario establecido, debería ser, como dije, 24 horas al día.",not_applicable,"Solicitud de servicio 24/7"
559,"No me está funcionando la app, cuando abro la app me sale error y que cierre para q vuelva a intentarlo luego. Y lo estoy desinstalando e instalando y me sigue saliendo error en la app. Necesito una solución, no es la primera vez que me pasa ésto. Pido una solución .",not_applicable,"Error persistente pese a reinstalaciones múltiples"
560,"hola ..tengo un inconveniente ayúdenme porfavor que está pasando con yape..días atrás cambie de número y correo..por problemas de mi equipo celular anterior...estos día me registre normal funciona a momentos .luego me sale que ..upps algo salió mal .sigue .... intentando ..y es todos los benditos días .. solucionen ok . gracias",not_applicable,"Error Ups diario tras cambio de número y correo"
561,"deben dar aviso cuando deja de funcionara app normalmente apartir de media noche ya no responde la app",not_applicable,"Solicitud de comunicación sobre restricciones nocturnas"
562,"👎👎👎No me llaga ninguna NOTIFICACIÓN de yape, la lo actualice, lo cambie de sonido de notificación y aún así es un problema grave que no tenga notificaciones. ya ingresé a configuración, aplicación, yape y notificaciones. y aún así no me llega ninguna notificación 👎👎👎👎 llame al número que brindan y no existe ese número 👎👎👎👎👎👎👎👎👎👎👎👎",not_applicable,"Falta total de notificaciones - número de soporte inexistente"
563,"Nunca sirve bien. En general todo software de BCP es mediocre en su mejor momento.",not_applicable,"Crítica general a software BCP"
564,"La aplicación tiene varias fallas: 1. Cuando ingreso, al momento de poner los números tiene que ser bastante preciso para que se marquen de manera correcta osea que sí estoy apura no puedo abrir la aplicación de manera rápida, igual cuando hago clic en la x para cerrar una pestaña o anuncio, demora unos segundos en cerrarse, antes no era así. 2. Cuando quiero yapear a plin no me deja, dice error, saldo insuficiente y tengo saldo. 3. Se demora en cargar cuando entro a tienda o promociones.",not_applicable,"Múltiples fallas: precisión, interbancario, lentitud"
565,"Con la ultima actualización no me permite abrir mi yape, ingreso la clave y sale validando datos, por mas que espero mas 5 min sigue igual. desinstalé la app y la volvi a instalar y me pasa lo mismo, lo que me obliga ir al banco para solucionar el problema.",authenticity,"Validación infinita tras última actualización"
566,"señores yape está que carga y carga para poder entrar para hacer mis operaciones demora mucho tiempo tengo que cerrar volver a entrar y a veces entra a veces sigue demorando por favor esto es un error solucionar consumo de urgencia me quita mucho tiempo en esperar que cargue en más de un dispositivo ya probé",not_applicable,"Carga infinita en múltiples dispositivos"
567,"Yape funcionaba excelente para nosotros los trabajadores, ahora poco a poco lo están haciendo muy pesado incorporando demasiada publicidad y otros ""servicios"" innecesarios como las tiendas. Cada vez demora más en abrir y responder y ya casi no llega las notificaciones de yapeo y la opción de ver los movimientos de los último 7, 15, 90, 30 días ya no funciona, deberian lanzar una versión ""Lite"", ""básic"", ""essential"", etc, para los que queremos usarlo solo para pagar y recibir dinero.",not_applicable,"Deterioro por sobrecarga de funciones - solicitud versión Lite"
568,"Estoy presentando problemas, los asesores me dicen que es el software de mi teléfono pero con otras apps de banco no tengo problemas, hasta ayer funcionaba bien ahora no puedo abrir, y me quedé con mis compras en las manos a devolver, igual me sucede con el banco que respalda esta app.",not_applicable,"Falla simultánea YAPE y BCP desde ayer"
569,"Es muy buena aplicación, lo malo es que en la madrugada no pude yapear al taxista, y no contaba con efectivo",not_applicable,"Problemas nocturnos afectan transporte"
570,"No me da para realizar el yape de mi cuenta quisiera saber a que se debe que me pide actualizar y cuándo lo realizo no me suelta pidiéndome compartir con otros dispositivos quiero una solución 0ara poder realizar los movimientos en mi yape se le pide su rpt cuanto antes si o que esta pasando o como puedo ingresar la actualización lo que me pide el el dispositivo del yape",not_applicable,"Bucle de actualización que impide operaciones"
571,"No reconoce mi identidad con la cámara, he intentado de todo iluminación, ángulos y nada de un celular antiguo en la primera reconoce, deberían de tener otro método de identificación por lo visto no soy la única persona que le pasa.",authenticity,"Reconocimiento facial deficiente - discrimina celulares antiguos"
572,"Muy buena la aplicación me ayuda mucho, pero su defecto es que no suenan las notificaciones cuando alguien me realiza un pago no emite ni un sonido nada, antes sonaba ahora yo no sé si me han realizado el pago o no, tengo que estar abriendo la aplicación para saber si llegó o no y luego que se pone lenta la aplicación",not_applicable,"Pérdida de notificaciones sonoras obliga verificación manual"
573,"estaba todo bien,pero últimamente el app se Cierra o no permite realizar un nuevo yape también muchas veces se queda cargando y no abre y hay que cerrarlo y volver a abrirlo y eso hace más demorado cuando una está apurada. Corrijan eso",not_applicable,"Cierre automático y carga infinita en urgencias"
574,"Lo malo de esta aplicación es de que no satisface las necesidades del usuario al cien por cien cuando uno lo requiere, sale un comunicado : lo sentimos estamos trabajando para servirlo mejor, especialmente en el horario nocturno.",not_applicable,"Falla sistemática nocturna con mensaje genérico"
575,"El diseño todo morado, estaba mucho mejor que el blanco que se ve desde lejos por la noche la pantalla. hay una transición lenta al colocar el pin y entrar a la app. Antes no sucedía.",not_applicable,"Diseño morado menos visible - transición lenta de PIN"
576,"Se ha convertido en una app indispensable. Sin embargo, no han mejorado la capacidad de la aplicación y es muy lenta a la hora de ingresar un número o hacer una búsqueda de contacto. Incluso no es compatible con algunos teclados.",not_applicable,"Lentitud en funciones básicas - incompatibilidad teclados"
577,"Hola, necesito ayuda, no funciona el yape, no me permite ver mi dinero, igualmente con la app del BCP :( ayudaaaa",not_applicable,"Falla simultánea YAPE y BCP - no ve dinero"
578,"bueno es fácil y exelente pero yo a la hora de intentar yapear a la opción gaming no se que pasa pero me aparece toda la pantalla morada y tengo que salirme volver a entrar para Aser otras actividades desearía de que arreglen ese error o si es un error gracias",not_applicable,"Pantalla morada en sección Gaming"
579,"todo estaba bien, hasta, hace unos meses atrás cuando recargue en un agente desapareció algo de 13 soles, ahora ya desapareció más de 30 soles y no hay ningún rastro de ello. voy eliminar mi cuenta. mala experiencia.",integrity,"Desaparición escalada de dinero: 13→30 soles sin rastro"
580,"es útil, buena, pero lo que no me gusta son todas las actualizaciones que tiene eso me desagrada por k en un momento de urgencia que tengo para pagar y no tengo dinero me hace la jugada de k se tiene que actualizar ff",not_applicable,"Actualizaciones bloquean acceso en emergencias"
581,"Sigo sin poder entrar a la sección de tienda yape, me he comunicado varias veces y siempre es la misma respuesta que ""lo están evaluando"" ya han pasado meses desde este problema y hasta ahora no le dan solución",not_applicable,"Meses sin acceso a tienda pese a múltiples reportes"
582,"Desde el día de ayer está fallando la app, ni bien pongo mi clave se cierra y no carga, hoy sigue igual, estuvo perfecto todo hasta ayer que estuvo fatal y sigue así, solucionar eso por favor",authenticity,"App se cierra inmediatamente tras ingresar clave"
583,"La app iba bien pero de la nada al entrar a la sección de Tienda o gaming se queda la pantalla morada de yape y nunca carga y un dato adicional es que ahora se tarda mucho la app en abrir y es tedioso 😩😩",not_applicable,"Pantalla morada en Tienda/Gaming + lentitud general"
584,"Muchas veces se cae el sistema, estoy intentando hace más de 2 horas ingresar a la aplicación y sale error, no es la primera vez...",not_applicable,"2 horas intentando acceder con errores"
585,"deseo crear mi cuenta y al momento que voy a abrir la app me sale que hubo un inconveniente y que cierre la app. lo hice y nuevamente me sale lo mismo, he desinstalado e instalado nuevamente pero nada funciona.",not_applicable,"Imposible crear cuenta por error persistente"
586,"le doy 3 estrellas porque tengo dos grandes problemas con yape ya que no puedo acceder a yape gaming (se queda la pantalla en morado y carga) también no valía mis pagos de servicios en Bitel por lo que no puedo realizar llamadas pero lo demás está bien espero lo resuelvan gracias",not_applicable,"Gaming inaccesible + falla en pagos Bitel"
587,"Mí yape no se abre a menos que esté conectado a un wi-fi y eso me dificulta muchas cosas. no sé si a alguien más le ocurrirá lo mismo, pero esto es muy desesperante, necesito una solución urgente.",not_applicable,"Requiere WiFi obligatorio para funcionar"
588,"Estoy teniendo problemas para poder ingresar a mi Yape ya que puse la contraseña correcta pero no me la esta validando, alguna solución para el problema que estoy presentando hoy día por el aplicativo de Yape!!",authenticity,"Contraseña correcta no es validada"
589,"es una porquería de aplicación, en la noche no funciona y sus problemas de operatividad son cada vez mayores, usaré plin y lo recomiendo para no estar en la incertidumbre.",not_applicable,"Fallas nocturnas crecientes - migración a competencia"
590,"Me gusta la aplicación porque facilita mucho, pero deberia dar la facilidad de dar credito siempre, no solo una vez o 2 veces, si uno paga puntual creo que debian dar esa facilidad de credito",not_applicable,"Sugerencia de créditos continuos por buen historial"
591,"A mí desde el principio me fue regular. Casi siempre me es imposible hacer un pago cuando más lo necesito. A veces. he tenido q ir al Bco averiguar el motivo dl problema. de mi cta Soles me cargaban S/7.43 x mantenimiento..osea ..",not_applicable,"Fallas crónicas + cobros de mantenimiento S/7.43"
592,"que pasa con yape se está haciendo muy lento. se supone que yape es algo fácil y rápido y todo se está complicando con la lentitud al momento de ingresar",not_applicable,"Deterioro de velocidad contradice propósito de rapidez"
593,"el día de hoy quería recargar a un juego pero el problema es q no me carga la parte gaming de yape, se queda cargando de un color morado y nunca entra.",not_applicable,"Gaming no carga - pantalla morada persistente"
594,"no entiendo dice que es gratis, y tres veces me han descontado la primera fue 6 soles la segunda 13 soles y ka tercera más de 15 soles por esta razón ya no lo uso solo si es urgente y retiro mi dinero antes que descuenten.",integrity,"Descuentos progresivos pese a ser gratuito: 6→13→15+ soles"
595,"que está sucediendo con yape , al enviar un monto hacia un plin o yape no está llegando , pero si lo están descontando al emisor pero le está llegando el efectivo al destinatario, llega la notificación y todo pero no. suma el saldo. Urge una denuncia ante Indecopi. esto está ocurriendo desde su última actualización",integrity,"Dinero descontado del emisor pero no llega al destinatario - fraude sistemático"
596,"Lo que no me gusta de esta app es de cuando te envían el código para ingresar atu cuenta que dura al menos 15 segundos y se va corriendo los segundos, no me tiempo de poner el código. deberían agregar por lo menos 20 segundos",authenticity,"Código de acceso expira en 15 segundos - insuficiente"
597,"Tengo problemas para activar Biometrica Dijital en Android teléfono redmi note 13 4G. Lo intente varias veces y sale ""ocurrió un error intente más tarde"" lo intente muchas veces y volví hacer lo mismo el unas hora y me salio lo mismo.",authenticity,"Falla persistente en activación biométrica Redmi Note 13"
598,"no la calificó bien porque cuando uno más lo necesitan están en mantenimiento en la madrugada así que déjense de tonterías hagan bien las cosas y no le hagan mantenimiento en la noche ya que yo trabajo de noche",not_applicable,"Mantenimientos nocturnos afectan trabajadores de noche"
599,"por favor reinicie mi celular de fabrica teniendo mi yape ahi , ahora quise abrir el mismo yape en otro celular con el mismo chip y si descargo pero , no logro ingresar a mi yape pese a q pongo mi cuenta y mi contraseña y si pongo olvidé mi contraseña la cámara NO reconoce la foto que me tomo ya muchas veces en lugares muy pero ,muy iluminado, trabajo tiempo con yape desde sus inicios. ACLAREN, ESO POR FAVOR Q QUIERE DECIR SI HAY SALDO SE PIERDE TODO o solución por favor los del BCP gracias.",accountability,"Dinero atrapado tras reset - reconocimiento facial no funciona"
600,"No reconoce mi identidad con la cámara, intenté con iluminación y en todos los ángulos posibles: se queda en el mensaje: ""Acerque su rostro un poco a la cámara"" lo acerco y sin resultado alguno, mi dispositivo es Sony Xperia 5 ii.",authenticity,"Reconocimiento facial falla en Sony Xperia 5 ii pese a instrucciones"
