ID,Comentario,Clasificacion_ISO_25010_2023,Justificacion
1211,"Sobre el bloqueo por haber fallado tres veces, es un error terrible por parte de bcp, te obliga a recurrir a otros medios (empresas bancarias). Deberían solucionarlo, sobre todo cuando en las preguntas te dan opciones erradas, lo que te obliga a fallar inevitablemente.",authenticity,"3 fallas obliga otros bancos + opciones erradas fuerzan fallar"
1212,"HORRIBLE LA ÚLTIMA ACTUALIZACIÓN!! En mi Poco x3 Pro desde hoy me dice que no hay conexión a internet, cuando claramente si tengo conexión y uso mis apps de manera normal... A otras personas con otro cel si les funciona... Arreglen eso, les habia dado 5 estrellas pero deben mejorar ese tema",not_applicable,"Última actualización: Poco X3 Pro no reconoce internet"
1213,"Último cada actualización daba minimos cambios o nada sobre la app, cosa que ni servia tanto o no cambiaba nada, pero ahora ni con algunos modelos es compatible la app. Osea que ahora ni yape puedes usar con cualquier modelo de celular. Se supone que es para dar facilidad de pago y ahora aparte de las constantes fallas y caídas de sistema con la app viene con esto.👎🏻",not_applicable,"Actualizaciones incompatibles modelos + constantes fallas"
1214,"Hace 5 horas estoy intentando ingresar a la app y me aparece un anuncio diciendo ""algo salió mal"". Cerré la app, la volví a abrir y lo mismo, la descargar nuevamente y no cambió el resultado. Últimamente se ha venido presentando ese problema. Solucionen eso, por favor!.",not_applicable,"5 horas algo salió mal + problema recurrente"
1215,"La aplicación viene presentando problemas, no permite el acceso la ingreso de la clave, cuando carga la página no muestra los números, por lo que no se puede acceder al aplicativo. Impide utilizarlo de manera regular, no ofrece ningún tipo de ayuda o número para reportar el inconveniente",authenticity,"No muestra números clave + sin ayuda reportar problema"
1216,"Completamente decepcionada, te aparece como si no podrías hacer la transferencia, intentas varias veces, sigue sin figurar la transferencia. Revisas tu banca móvil, y te das con la sorpresa que si se ha transferido la cantidad y las veces que has estado intentando. Pésimo servicio. Ahora cómo se supone que recupare el dinero transferido involuntariamente.",integrity,"Transferencias múltiples involuntarias aparecen banca móvil"
1217,"Hice una transferencia una sola vez de S/12 después de eso no la volví a utilizar al siguiente mes quise volver a hacerlo y me dijo q había excedido mi límite respondí las preguntas correctamente y me dijo q no era yo q estaba mal y me bloqueaba la cuenta por días, lo desinstale y volví a instalar y ahora me sale lo mismo de las preguntas para reactivar mi límite pero el problema es a ahora las preguntas no sale, es una falla total está app, no sirve para nada gente.",authenticity,"12 soles → límite excedido + preguntas correctas rechazadas + reinstalar sin preguntas"
1218,"Desde antes de año nuevo vengo teniendo problemas con la aplicación, como que nunca se envíen los yapes que deseo realizar, pero al momento de revisar mi cuenta del BN figura que he relizado un yape, pero no fue así, afortunadamente te devuelven el dinero a los días, pero ya llevo varios dias con este problema",integrity,"Yapeos no enviados pero figuran Banco Nación + devuelven días después"
1219,"Las primeras veces usé la app con normalidad, pero un día me salió la opción que debo reactivar mi cuenta para aumentar mi saldo. Le doy a la opción y me aparece un notificación que ha ocurrido un error y que lo vuelva a intentar. He probado varias veces reinstalando la aplicación y sigue sin funcionar.",not_applicable,"Reactivar cuenta error persistente pese reinstalaciones"
1220,"Puede resultar útil, buena aplicación en momentos que uno la necesita, pero, no todo es color de rosa, hay movimientos que se realizan sin embargo en la app yape no aparecen, y el descuento se logra y nadie te lo devuelve, comunicarse con el fan page de facebook es perdida de tiempo , deberían mejorar , pero y la plata, y la plata, la plataaaaa",integrity,"Movimientos se realizan sin aparecer + descuentos sin devolución"
1221,"Al momento en que realizamos un yape a un número que no tenemos agregado, este debería aparecer como dato junto con el nombre del usuario para que en el caso de yapear por error podamos hallar la manera de solucionarlo. Actualicen eso, es necesario, sobre todo para quienes tienen negocio.",not_applicable,"Sugerencia mostrar nombre/número yapeos erróneos negocios"
1222,"Mi comentario va más allá que simples fallos de app... Recientemente hubieron muchos casos de yapeos con intereses, personas que se dedican a yapear un dinero y extorcionandote para que pagues ese monto más intereses qué te ""prestaron"", cuando ni siquiera pediste nada, creo que una buena manera de contrarrestar esto es colocando un aviso de confirmación cuando recibes un monto de dinero, qué el receptor del monto acepte qué recibirá esa cantidad de dinero... Esto pondría fin a esos casos...",confidentiality,"Yapeos extorsivos con intereses + sugerencia confirmación receptor"
1223,"Un total fastidio he realizado 2 yapeos en los cuales han salido que hay inconveniente y sin embargo se ha descontado de mi tarjeta, aparte de ser perdida de tiempo perjudica, que desastrosa la aplicación. Ahora me dicen de devolver acercarme al BN, cuando uno no cuenta ni con tiempo.",integrity,"2 yapeos inconveniente pero descuenta tarjeta + BN presencial sin tiempo"
1224,"No es la peor app de bancos pero está cerca ya que contiene demasiadas acciones por hacer dentro, está bien que haya pagos de servicios pero ya es una app con mucha propaganda publicidad es súper pesada hasta en los celulares de alta gama se demora proque carga muchas cosas no la hacen realmente efectiva y práctica sino la saturan haciendo un dolor de cabeza usarla, incómoda la verdad espero mejoren porque es innecesario tener tantas cosas dentro, espero dejen de saturar tanto una app.",not_applicable,"Saturada publicidad + pesada alta gama + dolor cabeza usar"
1225,"La aplicación en sí ayuda bastante en las transferencias de eso no hay problema .lo que debe mejorar es la rapidez pues a mi me demora en abrir la página lo cual dificulta e incomoda a los clientes del restaurant de mi señora para dar vuelto en yape o que paguen por yape mucho demora en abrir la página",not_applicable,"Restaurant: demora abrir incomoda clientes vuelto/pago"
1226,"Todo bien con Yape . Lo único incómodo es que no se pueda pagar con QR desde la Galería de tu celular muchas veces no queremos compartir nuestro número por privacidad .Fuera excelente habiliten esa opción que se pueda pagar con QR desde tu celular y no sea preciso dar número todos los otros bancos tienen esa opción",not_applicable,"Sugerencia QR galería privacidad + otros bancos sí tienen"
1227,"Buenas noches señores del BCP , en primer lugar quisiera saber porque lanzan una nueva actualización con fallas desde que la actualice solo recibo el siguiente mensaje ""Ups algo salio mal"" o en otros casos me vuelve a pedir registro , nueva clave de 6 digitos ( lo cual se me hace rarisimo porque ya cuento con una cuenta registrada) todo para luego despues se ternine colgando , por favor arreglen estos problemas.",authenticity,"Nueva actualización: ups algo salió mal + pide registro cuenta existente"
1228,"porque cambiaron ustedes sobre cuando uno yapea y aparezca, ustedes no saben que aparece el código personal ahora sale en público arreglen.",confidentiality,"Código personal ahora aparece público al yapear"
1229,"Lamentable el último update, tenía root en mi dispositivo, eliminé completamente el root para poder seguir usando la aplicación, y sigue mostrando el mismo mensaje. A ver si le ponen más empeño a la funcionalidad y a corregir bugs que a aumentar excesivamente la protección root. Vuelvo a mencionar que ya eliminé el root y sigue el problema. Dejaré de usar Yape hasta que lo arreglen",confidentiality,"Root eliminado pero persiste mensaje + dejará usar hasta arreglar"
1230,"Funcionaba bien pero ahora cuando estoy tecleando los números se pasa a letras muy seguido.",authenticity,"Números se convierten letras frecuentemente al teclear"
1231,"Estoy muy preocupada porque hace unos dias realice una transferencia mediante este aplicativo y me aparecia error, por lo que intenté varias veces y resulta que la tranferencia no se concreta, sin embargo los montos si han sido descontados de mi cuenta. Por favor, necesito el reembolso pues me encuentro muy molesta y además veo que no soy la única a la que le pasó dicha sitiación.😡",integrity,"Transferencia error múltiples intentos + montos descontados sin concretar"
1232,"Estaba mejor la otra versión , no hay vercion oscura y la los números de la clave ya no se dispersan están en la misma posición y eso no es seguro . Aparte q la mayoría de veces yape apartir de las 12 de la madrugada no empieza a funcionar bien 😡 q tome un driver quiero pagar con yape y no deja",authenticity,"Sin modo oscuro + números clave fijos no seguros + falla post-medianoche"
1233,"Buenas, con la nueva actualización no me permite entrar, dice que hay una nueva actualización, me lleva a play store, no me da la opción de actualizar y no me deja hacer nada, desinstale y volví. Instalar y cuando entro me dice lo mismo de que hay una nueva actualización pero no me da la opción de actualizar, reinicie el celular y pasa lo mismo. No logro entrar al aplicativo para yapear a una persona.",not_applicable,"Bucle actualización: Play Store sin opción actualizar"
1234,"Quiero hacer una compra en yape gaming y no me carga el apartado, los otros apartados están bien pero eso está dando fallas",not_applicable,"YAPE gaming no carga - otros apartados bien"
1235,"al entrar todo normal pero a la hora que quiero entrar a yape gaming no me deja se pone la pantalla en blanco revisé si era mi internet pero no espero se solucione",not_applicable,"YAPE gaming pantalla blanco - internet verificado"
1236,"en éste último mes yape no me deja entrar con normalidad, siempre me aparece un mensaje que dice cerra app o esperar 🤦‍♀️",not_applicable,"Último mes: siempre cerrar app o esperar"
1237,"Problemas de seguridad,no permite dar de baja una cuenta,no permite cambiar de celular,no permite modificar tu cta de banco. Existe un alto riesgo de que si te roban celular,puedan hacer operaciones sobre tus cuentas. No tiene opciones para modificar tu información, no tiene contacto para atender problemas en una agencia Bcp, todo lo atienden por redes sociales, tarde o nunca. Esta App es peligrosa,no la descarguen.",confidentiality,"Sin dar baja/cambiar celular/modificar cuenta + robo celular operaciones + app peligrosa"
1238,"Nose que está sucediendo 😤😡!! pongo mi clave y me dice que es incorrecto! no me deja ingresar! cambie mi clave,la pongo y tampoco me deja ingresar! 😡😡 Que está pasando?!!",authenticity,"Clave incorrecta + cambio clave tampoco funciona"
1239,"La ultima actualizacion es pesima no deja escribir las letras rapido para yapear se cuelga totalmente y es bien molesto 😡😡",not_applicable,"Última actualización: escritura lenta yapear se cuelga"
1240,"Acabo de actualizar yape y ahora aparece un mensaje que el yape no se puede utilizar en dispositivos que hayan obtenido privilegios de administrador. Lamentablemente tantas actualizaciones que en vez de mejorar la experiencia del usuario lo que hace es perder tiempo que se resume en dinero para el usuario. Por favor solucionar esta fallaa la brevedadposible. Gracias",confidentiality,"Actualización bloquea dispositivos administrador + pierde tiempo=dinero"
1241,"Buenas tardes tengo un problema había una actualización del yape, hice la actualización y después de la nada me dejó de funcionar el yape, se queda en la pantalla morada y el logo de ahí no avanza, ya desinstale y volví a instalar la aplicación y nada, apague el celular y lo volví a reiniciar y sigue igual, si hay un problema con la app me lo pueden decir porque no me funciona",not_applicable,"Actualización: pantalla morada permanente pese reinstalar/reiniciar"
1242,"Malo, acabo de crear una cuenta en caja ica y con mi cpp ( nuevo docunento se extranjeria para los extranjeros) y no existe la opción de habilitar un yape con cpp la cual me parece descriminacion si se consideran un buen servicio seria estupendo si habilitaran de poder crear una cuenta yape con cpp (cabe resaltar que e intentado con todas las opciones que ofrece pero no deja).",authenticity,"CPP extranjería no habilitado - discriminación servicio"
1243,"arreglen un problema con el yape no me carga y me vota y no aparece el nombre al quien voy a yapear no se puede hay falla",not_applicable,"No carga + expulsa + sin nombre destinatario"
1244,"Terrible esta última actualización. Hize un yapeo a un amigo pero no le llego el dinero y tampoco figura la transferencia en mi cuenta yape. Me acerque a BCP para solucionar este problema y me dijeron solo que podía poner una queja/reclamo porque era YapeCard y que esperara unos días hasta que el dinero retorne a mi cuenta pero no fue así. No la recomiendo, siempre hay problemas con esta app!!! 0 estrellas",integrity,"Yapeo amigo no llega + no figura cuenta + BCP sin solución YapeCard"
1245,"Útil Bueno Ahora sale que debo actualizar y sale error Así q ya paso una semana y sigue igual 😠",not_applicable,"1 semana actualización error persistente"
1246,"desde hace unas semanas . ya no se escucha el sonido de yape cuando me yapean no suena quiero saber a qué se debe",not_applicable,"Semanas sin sonido YAPE yapeos recibidos"
1247,"todo bien pero con la última actualización ya no se puede recargar a videojuegos se hace en blanco",not_applicable,"Última actualización: recargas videojuegos pantalla blanco"
1248,"Es imposible abrir la aplicación a ciertas horas, sale mucho error (verifica tu conexión a Internet, hubo un error) Pensé que era alguna incompatibilidad con mi equipo pero leo que es un problema recurrente en su última actualización. Espero solucionen los problemas pronto.",not_applicable,"Ciertas horas imposible abrir + problema recurrente actualización"
1249,"horrible aplicativo, su límite es 500so diarios, y si es urgencia? no sean ps razonen un poco señores de yape",not_applicable,"Límite 500 diarios horrible para urgencias"
1250,"en determinados horarios no puedo hacer transferencias y eso genera desconfianza en la app",not_applicable,"Horarios específicos sin transferencias genera desconfianza"
1251,"Me robaron dinero 900 de mi yape y su supuesto sistema de seguridad 0. Y ni me dan razón de como entraron a mi yape. Me dicen que supuestamente an adivinado mi clave cosa que es raro por qué mi clave es difícil. Pésimo sistema de seguridad. Aparte no me pueden retornar el dinero a la cuenta que le a llegado. En pocas palabras no les importa nada. 😡😡😡🤬🤬😡😡😡",integrity,"900 soles robados + sistema seguridad 0 + clave difícil adivinada + sin retorno"
1252,"Estuvo bien hasta que tuve que cambiar de tarjeta. Configuré correctamente la nueva tarjeta pero la app ya no me permitía yapear. En atención al cliente por messenger me pidieron para ""autenticarme"" que envíe: foto de mi DNI y un selfie sosteniéndo mi DNI. Ridículo. Deben haber al menos 10 formas de autenticar más prácticas",authenticity,"Cambio tarjeta bloquea yapear + autenticación ridícula DNI+selfie"
1253,"Pésimo. No se puede yapear en la madrugada y es muy tedioso. Sale que ""están trabajando"" para un mejor servicio pero es la misma tontería. Hay personas que salen de trabajar tarde, o simplemente vuelven a su casa tarde y a partir de las 12 el yape ya tiene esos problemas de acceso, realmente la app era mejor antes, ahora se ha malogrado por completo.",not_applicable,"Madrugada sin yapear + trabajadores tardíos + post-12 problemas acceso"
1254,"Apenas la instalé, el celular detectó que ""Está aplicación ha sido reportada por otras personas y que se han detectado varios problemas en las funciones y rendimiento general, por lo que no se recomienda instalarla"". Así que decidí desinstalarla. No sé si podrían por favor darme alguna ayuda al respecto.",confidentiality,"Celular detecta app reportada problemas + no recomienda instalar"
1255,"Desde la última actualización presentó problemas de distorsión (Las letras son más grandes de lo mormal) al abrir la aplicación, y luego sale una notificación que no se puede realizar la transferencia indicando que lo intente en unos minutos, ya son varios días que sigue.",not_applicable,"Última actualización: letras grandes distorsión + varios días sin transferir"
1256,"Es de verdad detestable cuando intentas realizar un abono/yapeo y tenga que salir el mensaje de ""llegaste al maximo de consultas intentanlo mas tarde"" es muy molesto de verdad la cantidad de tiempo que tienes que esperar...",not_applicable,"Máximo consultas detestable + tiempo espera molesto"
1257,"Deberían cambiar de desarrolladores y soporte, una app tan útil que es usada por miles de personas no puede estar presentando problemas así, tengo el ingreso bloqueado temporalmente porque al usar el reconocimiento biométrico me da error y al ingresar mi clave lo mismo. Espero estos errores se solucionen.",authenticity,"Cambiar desarrolladores + biométrico/clave errores bloquean ingreso"
1258,"También tengo el problema de muchos, lentitud al digitar número del abonado para Yapear. No es el equipo, por tema de espacio, tengo de sobra. Coincido qué al llegar la última actualización cambio todo. Ya me comuniqué con un asesor y no dio respuesta satisfactoria.",not_applicable,"Lentitud digitar números + última actualización cambió todo + asesor sin respuesta"
1259,"Cómo es posible que una apps que está asocisociada con el bcp tenga fallos la momento de yapear. Se ahiga restado el dinero y no salga el comprobante de pago y ala otra persona que le llega el yape tampoco le salga y quedé en nada y el dinero que se a yapeado no lo tenga nadie. Pésima aplicación ya me a pasado más de 3 veces",integrity,"BCP app: dinero restado sin comprobante + destinatario sin recibir + 3+ veces"
1260,"Tengo el mismo problema llevo mas de una semana sin poder yapear ni recibir abonos. Mi dicen que desintalen y que vuelva a descargar lo hice miles de veces y sigue el mismo problema. Al actualizar su app revisen bien que todos puedan seguir trabajando con normalidad.",not_applicable,"Semana+ sin yapear/recibir + miles reinstalaciones + actualización revisar"
1261,"Hace dos días intento crear un usuario pero nada. Cuando intento con tarjeta del banco te pide la clave de la tarjeta y todos los datos de la tarjeta. Cuando uso dni dice en estos momento hay un error no es posible validar. Anteriormente tuve yape y al cambiar de celular fuera rapido habilitar con solo la clave de ingreso. Ahora empeoró la validación",authenticity,"2 días crear usuario: tarjeta pide todo + DNI error validar + empeoró validación"
1262,"Qué poco intuitivo se ha puesto. Cuando se quiere yapear servicios, ahora hay que buscar el servicio a pagar y digitar los números número por número. Antes estaba todo a la vista, se seleccionaba y se buscaba en los contactos el número a pagar. Ahora no. Es un retroceso.",not_applicable,"Yapear servicios: antes visual/contactos, ahora buscar/digitar - retroceso"
1263,"He tenido dificultades con la última actualización, cuando hice un pago no se visualizo en mis movimientos pero si en mi monto, no hice el screen por lo que no tenia manera de probar que hice el yape. Por otro lado, he notado que el monto que se visualiza en el yape no coincide con los movimientos que tengo, el dinero que tengo no coincide con que refleja la app, solucionen eso por favor, esta nueva actualización no esta trayendo beneficios para nada.",integrity,"Pago no aparece movimientos + monto no coincide movimientos + sin beneficios actualización"
1264,"Hace unas horas, al abrirla, aparecía una actualización, yo ingenuo la permití, ahora ya no abre, se cierra al toque, escribí a su correo de yape y no me dan solución, qué mal, pensaba darle 3 estrellas, pero ahora las daría pero en negativo. Consejo: al estilo Melcochita «NO ACTUALICEN!»",not_applicable,"Actualización cierra app + correo sin solución + consejo NO ACTUALICEN"
1265,"No sirve, si cambias de numero la app no da opción de colocar el nuevo y te mandan a desinstalar e instalar nuevamente y el problema sigue, no dan solución. Muy vala la aplicación porque quedan tus datos pero si cambias el número dice que ya esta registrado. No sirve deben mejorar muchas cosas.",not_applicable,"Cambio número: sin opción colocar + reinstalar sin solución + ya registrado"
1266,"No puedo ingresar a la aplicación,no me deja ingresar,no paso de la imagen principal que dice ""yape"" se congela justo ahí y ni ingresa,probé de muchas formas ,y no hubo solución,desinstale e instale 4 veces y sigo con la misma falla,si no puedo ingresar entonces no podre dar una buena reseña a la app yape disculpe",not_applicable,"Congela imagen principal YAPE + 4 reinstalaciones misma falla"
1267,"La aplicación es bastante buena, pero a los que tenemos discapacidad visual y utilizamos de un lector de pantalla no nos es facil desde la actualisación del 28 del 11 del 2023, y tenemos que depender de otras personas para realizar nuestras operaciones. Esto es muy incómodo, porque no siempre estamos con una persona comfiable. Ojalá solucionen porque nos excluyen y tengo que asta reiniciar mi teléfono para seguir uzando mi celular. Solucionen eso, o dejaré la app Utiliso el tolkbak y un shiaomi",authenticity,"Discapacidad visual: actualización 28/11/23 excluye + lector pantalla inaccesible"
1268,"Desde hace unos días no podía ingresar a la aplicación. Entro y se me congela la App y no muestra ni siquiera la parte donde ingresamos la contraseña. Ya lo desinstale y volví a instalar y sigue el mismo problema, espero alguna respuesta si no dejaré de usar esta aplicación.",not_applicable,"Días congelada sin mostrar contraseña + reinstalar sin solución"
1269,"Muy mal Yape, eres bueno pero por tu culpa casi me voy al cerro de la ciudad cuando mi destino está por el centro, para pagar el micro nesecitaba entrar a la app por qué justos se me olvidó traer sencillo y cuando tuve que hacerlo por Yape no podía entrar por qué me pedía actualización obligatoria! deberían tener un aviso antes de dos días y ese momento tampoco tenía internet por eso te pongo una estrella! Está bien las actualizaciones para más mejoras pero por qué obligatorio ¿? por favor... !!",not_applicable,"Actualización obligatoria sin internet - casi perdido cerro vs centro"
1270,"La última actualización lo empeoró totalmente, la interfaz está horrible, no se adecua a la pantalla, no se puede buscar los contactos y a cada rato se pierde la conexión y en cada instante te aparece el mensaje de ""Hemos encontrado un problema"". 🤦🤦🤦🤦 Inservible app.",not_applicable,"Última actualización empeoró: interfaz horrible + sin contactos + conexión perdida"
1271,"Hace más de una semama trato de eingresar al yape y no puedo utilizarlo la aplicación de un momento q otro solo sale la pantalla donde dice yape y ahy se queda y no avanza nada no abre nada la aplicación me pueden ayudar ya me está armando esto no encuentro solución ya lo reinicie, ya lo actualice y nada de todas las maneras de poder que se abra pero nada",not_applicable,"Semana+ pantalla YAPE estática + todas soluciones intentadas sin éxito"
1272,"Se me ha cerrado dos veces al intentar ingresar y como iba a mitad del registro, tuve que borrar el caché porque la única opción que me daba era ingresar ... Luego no acepta la contraseña que le puse, no sé si seguía aceptando la anterior contraseña y el problema no es solo eso, sino que no te permite retroceder, es decir si te equivocas te jodiste porque primero debes completar ese paso, ni me dejó cambiar la contraseña. No recomiendo Yape solo ocupa más espacio en tu cel.",authenticity,"Cierra mitad registro + contraseña no acepta + sin retroceder pasos"
1273,"APLICATIVO DEFECTUOSO SU SISTEMA SE CAE Y NO DEJA Hacer PAGOS, IGUALMENTE EL BCP, NO SE COMO SE HACEN LLAMAR.BANCO CON ESE NIVEL DE SEGURIDAD EN SUS SERVICIOS.",not_applicable,"APLICATIVO DEFECTUOSO + BCP sin nivel seguridad servicios"
1274,"Deben devolver la versión anterior antes se podía ingresar sin datos ni wifi para poder hacer Recargas o escanear el qr o hacer algunos pagos pero ahora nada todo es diferente incluso en modo oscuro lo sacaron a veces ni siquiera da ganas de utilizar más bien dan ganas de desinstalarlo me gustaría que sea como la versión anterior incluso el sonido que decía (yape) ahora ya no dice nada",not_applicable,"Versión anterior: sin datos/WiFi + modo oscuro + sonido YAPE - ahora nada"
1275,"Todo iba bien hasta que actualizaron la App. Cuando realice la actualizacion, cada vez que abria la APP, me salía un mensaje de error: ""Ups! Yape no responde, intentalo mas tarde"". Llevo mas de 3 dias intentando entrar, pero me sale lo mismo. Lo desinstale y volví a instalar pero no respondía. Espero que se solucione, para volver a darle 5 estrellas.",not_applicable,"Actualización: 3+ días UPS Yape no responde + reinstalar sin respuesta"
1276,"La App funcionaba de maravilla, pero ahora ya no puedo crear una cuenta otra vez, ya que mi tarjeta se estropeó y tuve que sacar otra nueva, y ya no me deja crear mi cuenta en la App, muy aparte que cuando la instalado aparece una alerta de que la App ha Sido denunciada por otras personas, ojo con eso gente, una pena verdad.",authenticity,"Tarjeta nueva no permite crear cuenta + alerta app denunciada personas"
1277,"El app presenta problemas cada vez que se actualiza, ya que tengo que desinstalar y de nuevo instalar para de poner correo electrónico nuevo, en serio si es para actualizar no debería haber tanto problema, por favor , arreglen ese problema porque ya es muy consecuente ultimamente,,,,,,,,",not_applicable,"Cada actualización: desinstalar/instalar + correo nuevo - problema consecuente"
1278,"Buenos días antes yape era más útil a comparación de hoy en día, al hacer yapeo sale constantemente el aviso de error y cuando vuelves a verificar tus saldos de cuenta te das con la sorpresa que se han cobrado un yape y la persona a la que supuestamente debe llegar el yape no recibe nada, que mal que uno busca solucion y solo atinan a mandar a qué me atiendan por Whatsapp o messenger. Lastimosamente pésimo su servicio y su app",integrity,"Yapeo error constante + cobrado sin llegar destinatario + WhatsApp sin solución"
1279,"Me molesta que cada vez que hay una actualización me obliguen a actualizarlo, no tengo espacio y aun así no les importa, quiero hacer un deposito, pagar unos recibos y no puedo porque tengo que actualizarlo, no quiero actualizarlo, pero te obligan hacerlo o si no, no podrás usar el app muy mal la verdad, no obliguen si uno no desea hacerlo.",not_applicable,"Actualizaciones obligatorias sin espacio + no usar app si no actualiza"
1280,"No sé que pasó desde el 31,no puedo usar el yape, cuando cambie de teléfono y tarjeta porque ne robaron. He ido al banco como 3 veces me dicen que ta está y nada. Estoy siguiendo todas las indicaciones que me puso la página de yape y nada. Por eso estoy desintalando y luego volver a instalar a ver si se puede.",not_applicable,"Desde 31: cambio teléfono/tarjeta robo + 3 veces banco + indicaciones sin éxito"
1281,"Esta aplicación me resultaba genial hasta que por casualidad eliminé mi cuenta, y cuando quiero crear una nueva, no me permite... No me llega el código de validación... Ya lo probé muchas veces y no me llega ni un solo mensaje... No sé que fue lo que pasó",authenticity,"Cuenta eliminada: nueva no permite + códigos validación no llegan"
1282,"Malo, me parece q algunas personas les sirve por cuestión de suerte, no más.... Pero a mi me limita en mis envíos, solo me permite mandar 100 soles por día, teniendo más saldo del máximo permitido. cuando el máximo supuestamente es de 500 soles, mando 110 soles, y me sale huy exede su limite diario!! A pesar de q lo instale y lo desinstale hasta tres veces, estoy desepcinado",not_applicable,"Límite 100 vs 500 prometidos + 110 excede límite + 3 reinstalaciones"
1283,"Esta última actualización no carga para nada, no cambia de la pantalla morada y no permite ingresar a revisar mis yapeos que me han hecho ya he reiniciado el celular he revisado el almacenamiento, he borrado caché, lo desinstale y lo volví a abrir y nada de poder abrir el yape, lo peor que necesito revisar un envío que me realizaron con suma urgencia y simplemente no se puede y encima en el fanpage de Facebook tampoco contestan",accountability,"Última actualización: pantalla morada + envío urgente sin revisar + Facebook sin respuesta"
1284,"La verdad es que la primera vez que lo probé edtaba excelente, pero decidí eliminar mi cuenta porque habia perdido mi número de celular, y ahora que decidí regresar tengo problemas para crear mi cuenta con DNI siempre me sale una notificación de ""Ups ocurrió un inconveniente, inténtelo más tarde"" y esto me aparece a cada rato e incluso ya me harté. Lo",not_applicable,"Número perdido: cuenta DNI nueva UPS inconveniente constante"
1285,"No logro actualizar la aplicación, y al desinstalar la aplicación tampoco puedo volver a instalarla, he probado con WiFi, datos, mi conexión es buena, reinicié mi celular. No logro usar la aplicación por 02 días. Solución urgente.",not_applicable,"2 días: no actualizar ni reinstalar + conexión buena verificada"
