ID,Comentario,Clasificacion_ISO_25010_2023,Justificacion
322,"es una app muy buena si no tienes efectivo al instante,pero con esto de las actualizaciones constantes ya no se si sea una buena app 🤨🤨🤨🤨,hace 1 mes actualize ahora me vuelve a pedir lo mismo",not_applicable,"Dudas sobre calidad por actualizaciones constantes"
323,"buena .",not_applicable,"Comentario positivo"
324,"muy mal la apk no me deja instalar en mi celular versión 12",not_applicable,"Problema de instalación en Android 12"
325,"pesimo",not_applicable,"Opinión general negativa"
326,"su servicio de atención es un m",not_applicable,"Crítica al servicio de atención"
327,"Ok",not_applicable,"Comentario neutral"
328,"Buena",not_applicable,"Comentario positivo"
329,"excelente aplicación,me facilita pagos de comprás sin cargar en el monedero por seguridad",not_applicable,"Comentario positivo sobre seguridad"
330,"no puedo entrar a mi yape",not_applicable,"Problema de acceso"
331,"esta wue v4da vuelta pide Actualizar. hace 1 semana lo actualize.. tanto pide borrar para tan solo 60Mb ... borre mas 500Mb tube q borrar fotos videos Aplicaciones . pero q pndjadaaaaaa",not_applicable,"Frustración por actualización tras borrar 500MB"
332,"con yape trabajo correctamenta es muy practico para los negocios",not_applicable,"Comentario positivo para negocios"
333,"porq tengo auctulizar tanto a yape",not_applicable,"Molestia por actualizaciones frecuentes"
334,"pésima app te obligan actualizar cuando uno no quiere",not_applicable,"Crítica por actualizaciones forzadas"
335,"No se puede actualizar mi yape",not_applicable,"Problema de actualización"
336,"oy no",not_applicable,"Comentario ambiguo"
337,"no entra",not_applicable,"Problema de acceso"
338,"demasiadas veces se actualiza siendo esto molestoso, porque en el momento que más se necesita pide actualizar y lamentablemente aveces esta llena la memoria Interna y no se puede actualizar automáticamente.",not_applicable,"Bloqueo por actualizaciones en momentos críticos"
339,"por que no puedo utilizar yape en mi moto g9 play. si es android 11",not_applicable,"Incompatibilidad con Moto G9 Play Android 11"
340,"es la era digital",not_applicable,"Comentario general"
341,"chévere yape....pero mucho siempre pide actualizar🙄",not_applicable,"Molestia por actualizaciones frecuentes"
342,"muy lento",not_applicable,"Problema de rendimiento"
343,"es muy buena para todo trabajo",not_applicable,"Comentario positivo"
344,"no carga mi yape..muy lento",not_applicable,"Problema de carga lenta"
345,"SI YAPE EMPEZARA A COBRAR COMISIONES , TODOS DEBERIAS BUSCAR OTRAS APP. Y DEBERIAN CAMBIARSE .",not_applicable,"Advertencia sobre posibles comisiones"
346,"por que de ves en cuando desaparece mi dinero y no aparece en que se fue no que registro de si es un cobro que hace yape o otra entidad",integrity,"Desaparición de dinero sin registro o transparencia"
347,"x que no puedo tenerlo en mi celular si antes estaba bien",not_applicable,"Problema de compatibilidad tras cambio"
348,"no quiero actualizarlo",not_applicable,"Resistencia a actualización"
349,"todos sabemos q aveces se traba",not_applicable,"Conocimiento común de fallas"
350,"Me siento presionada con hostilidad para actualizar el Yape. Es violento. Actualize el 20 de marzo 2025 por q obligan ACTUALIZAR. Un ABUSO. Demasiado intimidante, agresivo,obligan pues de otra manera NO permiten el uso del YAPE. Hace un mes actualice 😭25/07/25/",not_applicable,"Percepción de violencia por actualizaciones forzadas"
351,"como puedo recuperar mi yape interior",not_applicable,"Consulta de recuperación"
352,"no deseo actualizar",not_applicable,"Resistencia a actualización"
353,"No entran las actualizaciones",not_applicable,"Problema de instalación de actualizaciones"
354,"Es buena me soluciona mis problemas de pagos rápido.",not_applicable,"Comentario positivo"
355,"muy necesaria para todos gracias",not_applicable,"Comentario positivo"
356,"no puedo actualizar la app de yape",not_applicable,"Problema de actualización"
357,"No puedo autualizar yape",not_applicable,"Problema de actualización"
358,"Le doy tres estrellas porque siempre pide actualización, si no fuera por eso le daría las cinco, de ahí por lo demás todo bien",not_applicable,"Reducción de calificación por actualizaciones"
359,"prefiero el antiguo",not_applicable,"Preferencia por versión anterior"
360,"muy buena app ahora todo es fácil",not_applicable,"Comentario positivo"
361,"Bueno Yape me sirve para hacer pagos,depósitos,giros pero aquí donde vivo cerraron y tengo que viajar a Pasco o Huanuco para hacer retiros y eso demanda gastos de pasaje y las colas en las agencias son muy largas.",not_applicable,"Problema de acceso físico para retiros"
362,"al solicitar préstamo lo hacen de inmediato mil gracias",not_applicable,"Comentario positivo sobre préstamos"
363,"no puedo entrar en la aplicación",not_applicable,"Problema de acceso"
364,"debería existir la opción de eliminar movimientos de yape",confidentiality,"Solicitud de privacidad para eliminar movimientos"
365,"Mi Yape falla muy seguido y la empresa no soluciona",not_applicable,"Fallas frecuentes sin solución"
366,"estoy bien así...para q ...nada nuevo...y q lo impngan....uso y abuso de poder",not_applicable,"Crítica por imposición de cambios"
367,"Buena para todos, bendiciones.",not_applicable,"Comentario positivo"
368,"No puedo ingresar la ap de yape",not_applicable,"Problema de acceso"
369,"recién la estoy usando",not_applicable,"Usuario nuevo"
370,"excelente",not_applicable,"Comentario positivo"
371,"buen opcion para elmovimiento economico",not_applicable,"Comentario positivo"
372,"no se puede usar sin datos",not_applicable,"Limitación de uso sin conexión"
373,"no puedo descargar YAPE, desde que me pidio actualizar el aplicatico en mi movil....",not_applicable,"Problema de descarga tras solicitud de actualización"
374,"ayer estaba normal pero hoy día dice que ya no es compatible con mi dispositivo",not_applicable,"Pérdida repentina de compatibilidad"
375,"muy lento mucho se demora",not_applicable,"Problema de rendimiento"
376,"Muy bueno",not_applicable,"Comentario positivo"
377,"tengo clientes de mi negocio que me necesitan yapear el pago de un producto pero no sé puede sale código QR incorrecto y sale que mi número no registro en Yape",authenticity,"Error en QR y falta de registro para recibir pagos comerciales"
378,"interesante puedes pagar,en cualquier momento con yape",not_applicable,"Comentario positivo"
379,"buena",not_applicable,"Comentario positivo"
380,"trato de escanear mi DNI, pero a la hora de escanear la parte posterior no escanea, no se si seguir intentando o desinstalar, no sé si recomendarla.",authenticity,"Falla en escaneo de DNI parte posterior"
381,"le daría 5 estrellas pero hay muchas funciones importantes que no funcionan. como cambiar dolares y otros",not_applicable,"Falta de funcionalidades importantes"
382,"buena",not_applicable,"Comentario positivo"
383,"cuando quiero hacer pagos, es muy lento",not_applicable,"Lentitud en pagos"
384,"con el servicio actual estoy conforme !!",not_applicable,"Comentario positivo"
385,"no puedo ingresar al yape ni puedo actualizar q paso necesito hacer mis compras",not_applicable,"Bloqueo total por problemas de actualización"
386,"Muy buena Aplicación, lo malo es que ponen más actualizaciones.. parece el fortnite.",not_applicable,"Comparación negativa con Fortnite por actualizaciones"
387,"no me gusta actualizar cada mes",not_applicable,"Molestia por actualizaciones mensuales"
388,"me apoya en los pagos de los servicios",not_applicable,"Comentario positivo"
389,"muy buena",not_applicable,"Comentario positivo"
390,"Buenas en su facilidad",not_applicable,"Comentario positivo"
391,"Mi experiencia hasta el 2015 fue muy buena, hasta que Uds. en complicidad con la municipalidad de S.J.L. me extrajeron 1500.oo dólares de mi cuenta de ahorros y hasta fecha se me sigue extrayendo de mi yape ,sin orden judicial. sin motivo alguno porque estaba al día con los pagos municipales, reclamé hasta que me cansaron y lo dejé allí, y hasta la fecha no pago en rebeldía, porque nos siguen robando, chantajear y más.",integrity,"Extracción continua de dinero sin orden judicial - $1500 y extracciones desde 2015"
392,"buena",not_applicable,"Comentario positivo"
393,"por qué mi yape se leentea horrible necesito una solución 🙂",not_applicable,"Problema grave de lentitud"
394,"no quiero actualizar como se que no es engaño?",authenticity,"Desconfianza sobre legitimidad de actualizaciones"
395,"necesito saber por qué no es compatible con mi motog9 power 😵😵",not_applicable,"Incompatibilidad con Moto G9 Power"
396,"yape me ayuda muchísimo. quiero seguir usando.",not_applicable,"Comentario positivo"
397,"no lo vuelvo a instalar me aprecio que mi cuenta no está activa y no me deja entrar y Yape no ase nada al respecto",accountability,"Cuenta inactiva sin solución de YAPE"
398,"En primer lugar, las actualizaciones debieran ser voluntarias, el echo de estar de ""rehenes"" de las actualizaciones es incómodo, 2° lugar, no describe claramente cuáles son los cambios específicos que se están actualizando(""pequeños cambios para grandes mejoras"" ??!), 3° lugar, te pide acceso a casi todas las funciones del teléfono,cuáles serían las razónes?, 4°la app funciona medianamente normal, a veces falla, pediría un poco más de seriedad a la hora de intentar mejoras...",confidentiality,"Solicitud de acceso excesivo a funciones del teléfono sin justificación"
399,"ayuda a resolver los problemas económicos 😃",not_applicable,"Comentario positivo"
400,"No sean inoportunos",not_applicable,"Crítica general"
