ID,Comentario,Clasificacion_ISO_25010_2023,Justificacion
715,"Desde hace algun tiempo, Yape (en teléfonos Android) muestra un error cuando se ingresa un número que no está en la agenda. Sale un mensaje de consultas máximas y no se puede hacer el trámite. Sin embargo, cuando se guarda el número, el proceso funciona sin problemas. Por favor corrijan ese problema, ya que es bastante molesto tener estar guardando números. Esto no pasa con la competencia directa.",not_applicable,"Error consultas máximas con números no guardados"
716,"Al principio funcionó muy bien y de verdad es una manera muy fácil de realizar las transacciones. Ahora que se enlaza con el banco directamente no hace las operaciones como debe o presenta fallos en los envíos. Ha dejado de ser eficiente de hace unos días para acá. Me parece que en vez de agilizar todo, lo que está haciendo es enrollaras las cosas",not_applicable,"Deterioro tras enlace directo con banco"
717,"EL SISTEMA CAE CADA RATO!!! Y AHY HRS: EN LAS CUALES NO SE PUEDE RETIRAR EFECTIVO. falta mejorar mucho! X otro LADO : SI, TE EKIBOCAS YAPEANDO no hay, forma, de cancelar el yape NECESITAN PONERLE ESA, OPCIÓN URGENTE OSEA AL, MENOS, K, TENGAS UNA, SEMANA, PA, CANCELAR UN, YAPE QUÉ ISISTE X CASUALIDAD O TE EKIBOKASTE DE NRO :",non_repudiation,"Caídas constantes + falta opción cancelar yapeos erróneos"
718,"Ami no me permite ingreses me quedo en donde se pone el sirculo con la cámara i pues la verdad mo hay para en ningun lado poder presionar para tomar la foto .",authenticity,"Interfaz cámara sin botón para tomar foto"
719,"A veces se cuelga así tengas buen internet.no puedes pagar o dice reintente .luego te fijas que ya enviaste el monto cometiendo doble envío .si a un desconocido no devuelve pero a veces un conocido es consiente.espero que mejoren.traten de tener otro app de pagos para no quedar colgado.bien yape se sigue colgando .hay internet ilimitado y no entiendo por qué se bloquea.acualizo se corrige,pero cuando hago una operación sigue colgando desde que se actualizo hace un año vienen los problemas.",integrity,"Cuelgues causan envíos dobles - problema de 1 año"
720,"tengo dudas ,xq cuando la instale me apareció q no me recomienda descargar la aplicación xq tienen muchas denuncias y luego me apareció dos opciones una era desinstalarlo la aplicación y la otra era mantener la aplicación en el teléfono xq?",not_applicable,"Sistema advierte muchas denuncias contra la app"
721,"Que le paso a yape, ahora quiero poner un número de corrido y no deja tengo que ponerlo lentamente, y si quiero escribir un nombre igual letra por letra antes tu ponías y al tq reconocía ahora, quita tiempo y fastidia",not_applicable,"Digitación forzada lenta letra por letra"
722,"Al principio funcionó muy bien. Luego no podía hacer ni un yapeo, me decía que el banco con el que me había registrado tenía inconvenientes. Cuando quise hacerlo solo con DNI, no me permitía escoger la tarjeta, ya que también presentaba inconvenientes. Leo los comentarios y no soy la única, deben dar una solución pronto.",not_applicable,"Problemas bancarios impiden yapeos y registro"
723,"Yape estaba ok hasta haces unos días pero estas últimas 48 horas me aparece un mensaje ""Ups, Yape no responde...... ocurrió un error inténtalo en unos minutos"" y la verdad nada de responder. Creo que deberían revisar y ver cuál es el error. Porque no es posible realizar un Yape y no hay forma de que salve de apuros. Por eso solo le calificare con una estrellita. Debe mejorar ese extremo de los errores que son del mismo apps.",not_applicable,"48 horas con error Yape no responde"
724,"La experiencia dentro de la app me pareció buena, pero YAPE tiene un gran problema. Tuve un problema con una transferencia de Yape a Plin, llamé de inmediato y lo que hicieron fue pasearme x 4 semanas para que al final me digan que el dinero no es reconocido porque fue mandado a una cuenta plin. Tienen un grave problema de seguridad, en caso de que por ejemplo te roben el celular y transfieran todo tu dinero al plin, Yape prácticamente no va a hacer nada. Si tienen la posibilidad borren YAPE.",accountability,"4 semanas de paseadas - no reconocen transferencias a Plin"
725,"Renové mi cuenta de yape al momento que me enviaron un porcentaje de dinero alto, el saldo no aparece, pero si llega la confirmación del yapeo 🤌",integrity,"Dinero alto enviado con confirmación pero sin saldo"
726,"La app fue muy util para mi persona , pero ultimamente e tenido errores como evitarme el acceso a mi cuenta de yape , diciendome que es un error y que debo ingresar más tarde , pero cuando cierro y quiero abrirla más tarde conforme me dice la aplicación , otra vez sale con lo mismo , y a finales ya la aplicacion en difinitiva me a negado el ingreso , y me a incomodado por el hecho de que en mi cuenta tenia dinero , entonces con esto quiere decir que perdi mi dinero por confiar en la app.",accountability,"Acceso denegado definitivamente con dinero adentro"
727,"Hay un error hace 1 mes está asi. La casilla donde se busca o se coloca el número para pagar, s hizo un poco más ancha o alta. Y cuando coloco un número no se digita todo. Si que tengo que colocar un número y esperar 1 segundo y colocar otro número y así hasta poner los 9 números. Eso demora bastante. Un abez lo solucioné reinstalado el app. Pero ahora ya no puedo solucionar más.",not_applicable,"1 mes con digitación lenta forzada - reinstalación no soluciona"
728,"Transferir dinero, perfecto. La tienda, ese es un gran problema. Llevo días(sino es que semanas) tratando de ingresar a la tienda pero no funciona. Siempre sale un ""TUVIMOS UN INCONVENIENTE"". Acabo de borrar la caché. Desinstale e instale la aplicación y nada funciona.",not_applicable,"Semanas sin acceso a tienda pese a todas las soluciones"
729,"Encuentro un detalle y es muy muy mala, sucede que cuando recargo a mi operador ya sea bitel, claro, etc. No me llega la recarga completo, por ejemplo : cuando recargo de 5 soles me llega 3.20 de saldo y no 5 de saldo como debería de ser, osea ahí me están robando 😠😠😠ya es muchas veces y exijo una explicación 😠.",integrity,"Robo sistemático en recargas: 5 soles→3.20 soles"
730,"Bueno la app es entre buena y aceptable, siempre y cuando no bloqueen el acceso (a veces ni te informan a q se debe o el porqué) xq ahora mismo me impiden el ingreso y en vez d aligerar las cosas me hablan de horas para q la app vuelva a funcionar o puedan realizar verificaciones o validaciones. Así las cosas lamentablemente "NO SIRVE"; xq era necesario en el momento y justo hoy debo esperar 24 horas o más...Vaya h...!!!",accountability,"Bloqueos sin explicación - 24+ horas de espera"
731,"la app está muy lento no me brinda una buena inf. para realizar mis movimientos del yape sería tan amable de poder dar una buena solución se le agradecería mucho",not_applicable,"Lentitud extrema impide movimientos"
732,"le daria 5 estrellas si hubiese hecho una reseña asé 15 días .pero solo le doy 3 por que desde hace unos días no se me permite ingresar a yape por que algo salió mal",not_applicable,"Días sin acceso por algo salió mal"
733,"malo pésimo justo cuando vas a pagar de emergencia te sale actualizar y lo peor que ni se puede actualizar x q hay lugares que no hay internetaña aplicación",not_applicable,"Actualización forzada en emergencias sin internet"
734,"Ya no tiene el sonido caracteristo que suena YAPEEEE. Ya esta activada las notificaciones pero igual no tiene el sonido catacteristico",not_applicable,"Pérdida definitiva del sonido YAPE"
735,"Hola Yape! Tu aplicación es muy buena y muy fácil solo pido que deberían añadir una tarjeta virtual porfavor. 🙏",not_applicable,"Sugerencia de tarjeta virtual"
736,"está buena la app ayuda bastante pero demasiadas fallas en su sistema ya son 3 veces que necesito yapear de manera urgente y no puedo yapear porque su sistema falla",not_applicable,"3 fallas en emergencias urgentes"
737,"como es eso de que a la hora de compartir aparece imagen incompatible y justo en los momentos que estoy apurado.",not_applicable,"Error imagen incompatible en momentos críticos"
738,"muchas veces no abre la aplicación yape, tengo que apagar y reiniciar mi celular ahí recién se abre",not_applicable,"Requiere reinicio de celular para abrir"
739,"buenas tardes no puedo ingresar a la aplicación, desde la ultima actualización, me sale una notificación. yape sigue detenida. que puedo hacer?",not_applicable,"Yape detenida desde última actualización"
740,"cuando se les da la gana funciona , cuando es importante pagar un servicio es cuando se va el sistema o tienen problemas en el aplicativo",not_applicable,"Fallas selectivas en momentos importantes"
741,"recibo notificaciones pero ya no sale el sonido que dice yapee, solo un ring ton aparece. como lo soluciono porque antes si me salía el sonido de yape",not_applicable,"Sonido YAPE reemplazado por ringtone genérico"
742,"he estado teniendo fallas, algunas veces aparece con en esperar a la app o cerrar, incluso si está ya la cerré me sigue apareciendo ese anuncio.",not_applicable,"Mensaje persistente esperar/cerrar app"
743,"le doy dos estrellas porque me aparesen demasiados anuncios a cada rato y eso es etresante",not_applicable,"Exceso de anuncios estresantes"
744,"Pésima, solo se permite número de Perú (soy de república dominicana) y es algo injusto que solo se pueda con un chip de Perú.",not_applicable,"Restricción geográfica injusta"
745,"Ahora con la actualización esta muy lenta ca vez compartió el yapeado se demora en cargar y parte siempre sale solo morado y no se ve nada",not_applicable,"Lentitud + pantalla morada al compartir"
746,"Me quise instalar Yape y es muy incómodo registrarse, al principio no me llagaba el código de verificación, después de varios intentos me llegaron varios códigos a la vez, cuando solo debería llegar una. El problema es que solo te dan 20 segundos para validarlo y se hace tedioso, lo he intentado más de 6 veces y ahora sale intentélo más tarde, al día siguiente quise hacer lo mismo y me salio el mismo mensaje. Ni siquiera lo he usado y ya me está dando problemas pésima ap espero solucionen eso.",authenticity,"Códigos múltiples simultáneos con 20 segundos límite"
747,"a cada rato pide actualización y más pesado en almacenamiento. la vez pasada borre una o dos aplicaciones y nuevamente lo mismo. es un fas tidio",not_applicable,"Actualizaciones frecuentes consumen almacenamiento"
748,"deben de corregir el error a veces uno necesita yapear a. horas de la noche y sale que ocurrió un inconveniente y luego de esperar tanto daa yape",not_applicable,"Errores nocturnos tras esperas largas"
749,"intento abrír la aplicación y me dice (UPS! algo salió mal)...desde hace buen rato. ya lo desintale y lo volví a instalar y aún así no abre.",not_applicable,"UPS persistente pese a reinstalación"
750,"últimamente lo veo Espesa la app Se paraliza cada cierto tiempo. a veces uno quiere pagar rápido y nada se queda pegao cargando🤨",not_aplicable,"App espesa se paraliza en pagos rápidos"
751,"Hay dos cosas que mejorar. Una es que siempre se actualiza.. La otra es que si te equivocaste no Puedes cancelar el yape y eso tienen que arreglar. Porque hay muchos casos que esta pasando deberían tener 24 oras para sustentar cualquier error o reclamo de hambas partes. O 5 minutos. Mínimo.",non_repudiation,"Solicitud 24 horas o 5 minutos para cancelar errores"
752,"no me gusta actualizar a cada momento molesta ahora necesito yapear y me pone actualizar y no habré eso es molestoso",not_applicable,"Actualización bloquea yapeo urgente"
753,"no sé que hicieron pero nada de práctico tiene que después de yapear te mandé a notificaciones y para poder ver tu saldo o enviar otro yape se demora un montón",not_applicable,"Redirección a notificaciones ralentiza operaciones"
754,"Demasiado lento el yape muy lento",not_applicable,"Lentitud extrema"
755,"es una mrd la nueva actualización que le han metido, yapeas una vez y luego sale una ventana horrible que no sirve para nada y si quieres salir se congela horrible",not_applicable,"Ventana post-yapeo congela app"
756,"Sufro mucho para yapear en buscar en la lupa los contactos pones el nombre y nada se queda ahí con la primera letra y no cambia ni busca.",not_applicable,"Búsqueda de contactos no funciona"
757,"Está fallando en este momento, ya es reiterativo... Tienen demasiados usuarios que no pueden controlar",not_applicable,"Fallas reiterativas por saturación"
758,"todo bien pero para registrarte es un asco mejorar eso seria mejor demoras mucho en hacerlo",not_applicable,"Registro muy demorado"
759,"estaba bien no tenía problemas con está nueva actualización se empeoró ahora no abre sale algo salió mal cerrar la aplicación o intentar más tarde por favor arreglar para confiar en está aplicación",not_applicable,"Empeoramiento tras nueva actualización"
760,"pésima aplicación falla todas la noches para que ponen si no va funcionar",not_applicable,"Fallas sistemáticas nocturnas"
761,"Era buena ahora ya no sirve p A cada momento se sierra y se pone lenta",not_applicable,"Deterioro: se cierra constantemente y lentitud"
762,"no me deja entrar a la app de yape y no me gusta se queda en la pantalla de carga",not_applicable,"Bloqueado en pantalla de carga"
763,"No funciona el reconocimiento facial en honor Magic 70x pueden solucionar ese problema señores del bcp por favor",authenticity,"Reconocimiento facial no funciona en Honor Magic 70x"
764,"ingreso al app de yape pongo cambie de número de celular sigo todos los pasos y me sale ocurrió un inconveniente por favor inténtalo mas tarde por favor solucionar mi problema gracias",not_applicable,"Error al cambiar número de celular"
765,"Actualicen bien su servicio, da rabia que se necesite internet para usar la app, solo debería funcionar con los datos activos, pero su servicio requiere internet, antes eso no era así.",not_applicable,"Requiere internet - cambio de funcionamiento"
766,"Todo muy bien, pero desde hace unos meses no puedo acceder yape tienda, me sale disculpe estamos teniendo inconvenientes... Quisiera que solucionen eso por favor",not_applicable,"Meses sin acceso a tienda"
767,"Antes podía entrar a yape y yapear sin tener datos, ahora no me permite ni entrar a la app. No me sirve nada ahora si estoy fuera de casa y quiero pagar algo",not_applicable,"Cambio: ahora requiere datos obligatoriamente"
768,"muy buena aplicación pero su publicidad en otras aplicaciones que hacen que se habrá directamente el aplicativo, es un práctica cuestionable y que genera incertidumbre de quienes lo hacen y riesgo de usar yape ahora",not_aplicable,"Publicidad intrusiva genera desconfianza"
769,"en estos ultimos dias no me permite escribir rapido los numeros de telefono en el recuerdo, aparecen de forma lenta y no entiendo el porque.?!",not_applicable,"Escritura forzada lenta en números recientes"
770,"te sale un mensaje de ""no sé ha procesado el pago, intente nuevamente"" y te cobra el doble. La app no se hace responsable en ningún momento. una basura",integrity,"Cobro doble sin responsabilidad de la app"
771,"Arreglen el reconocimiento facial, no reconoce y se bloquea después de 3 intentos.",authenticity,"Reconocimiento facial bloquea tras 3 intentos"
772,"Abrir la aplicación de yape esta siendo muy lento y tengo q reiniciar mi teléfono para poder abrir sino no logro ver el yape",not_applicable,"Requiere reinicio de teléfono para abrir"
773,"Arregla tus fallos pe yape, hoy día quise yapear a cineplanet para unas entradas y un combo y al escanear el QR me salía error , no pudimos leer el QR en estos momentos",not_applicable,"Error QR en Cineplanet impide compras"
774,"Cuando quiero poner monto alto de transacción no se puede, pide mi correo. Pongo el mismo que está registrado en yape y dice que no es😖",authenticity,"No reconoce correo registrado para montos altos"
775,"En la nueva actualización el diseño de los boucher está feo , pero feo mal ,muy soso el modelo lo hicieron con Word o paint?",not_applicable,"Diseño de comprobantes deteriorado"
776,"Yape. está todo bien. Pero debería haber una opción donde se pueda actualizar nuestros datos sin estar yendo a una agencia de BCP",not_applicable,"Sugerencia actualizar datos sin ir al banco"
777,"estába yape tan bien usándolo y hasta que hoy me yapearon en partes primero 20 y yo yapeo 10 y de por ley me debe de queda 10 pues y luego me yapean 10 más y ya tenía 20 y vuelvo a yapear 10 y entonces me debería de quedar 10 y ahora no tengo mis 10 soles nunca me había pasado basura de aplicación",integrity,"Error de cálculo: recibe 20+10, paga 10+10, debería quedar 10 pero queda 0"
778,"No entiendo porque no me carga el yape... se me queda pegada la pantalla principal... y eso me preocupa porque necesito hacer pagos con Yape... por favor necesito una solución. Gracias",not_applicable,"Pantalla principal congelada impide pagos"
779,"el problema es de noche creo que no funciona ya varias veces he intentado yapear de noche y no me deja ni entrar a la app",not_applicable,"No funciona de noche - no permite ni entrar"
780,"está aplicación es súper mejor cn la nueva actualización y tienes grandes beneficios q nos ahorra tiempo al realizar diferentes pagos ala vez",not_applicable,"Comentario positivo sobre nueva actualización"
781,"la app es genial pero no me deja cambiar el modo biometrico y tampoco hay una consulta que ayude con eso en todo lo demás es increíble",authenticity,"No permite cambiar modo biométrico"
782,"No puedo realizar transferencia de YAPE, no abre y vuelvo a instalar y no funciona la app ""YAPE continúa fallando""",not_applicable,"Transferencias imposibles - reinstalación no funciona"
783,"Por qué no puedo escanear la parte posterior de mi DNI electrónico para crear mi cuenta de Yape ? Es el tercer día que lo intento y nada 😵",authenticity,"3 días sin poder escanear parte posterior DNI electrónico"
784,"Aumenten el tamaño de los números al yapear, no se ve cuando mi cliente me muestra su yapeo, a comparación de antes",not_applicable,"Números pequeños dificultan visualización comercial"
785,"Si quieren perder su tiempo con un app que es una porquería, descarguen esto, les garantizo que solo les traerá dolores de cabez",not_applicable,"Advertencia general muy negativa"
786,"No tengo cuenta de ahorros ni tarjeta de ningún tipo, se puede aun crear yape con solo DNI, o ya no esta disponible",not_applicable,"Consulta sobre crear cuenta solo con DNI"
787,"actualizan mucho a cada rato , no me agrada que en menos de un mes tenga q actualizar 2 veces @!",not_applicable,"2 actualizaciones en menos de un mes"
788,"buenas tardes, muy buena app, hasta hoy que me pidió que actualice, lo actualice pero ahora no abre, se cierra. que fue lo que paso",not_applicable,"App se cierra tras actualización"
789,"Porfavor quiero que suene la notificación cuando me llega un yapeo no suena y tampoco aparece las notificaciones mejoren esooo",not_applicable,"Sin sonido ni notificaciones de yapeos recibidos"
790,"deberían mejorar sus sistemas y corregir errores que son demasiados normalmente no tiene buen soporte técnico",not_applicable,"Errores excesivos y mal soporte técnico"
791,"la APP está teniendo fallas en mi celular y me manda mensajes a cerrar la app o a esperar. solución por favor",not_aplicable,"Mensajes constantes cerrar/esperar"
792,"falta mejorar el sistema de devolución al equivocarse al momento de realizar un yape a nro incorrecto",non_repudiation,"Solicitud mejorar sistema de devoluciones"
793,"hola buen día, fuera bueno que cuando por equivocación yapeas a otra persona nos ayudarán a detener el pago yo hice una vez por error undeposito y no me dieron solución me dijeron que cuando es por aplicativo no pueden ayudar solo te ayudan a sacar los datos de la persona que le rapeaste por error ,pero eso más bien ayuda a lertar a la persona que le yapeas, devén tener una protección también, porque al final el dinero está en su banco. gracias",non_repudiation,"Solo dan datos del receptor erróneo - no hay protección"
794,"No es la primera vez que me sale que no puedo abrir yape y no me sale ninguna actualización para hacerla y tengo q estar desintalando e instalando de nuevo",not_applicable,"Ciclo repetitivo desinstalar/instalar"
795,"aplicación poca confiable ya como hace 5 horas hice una recarga para un juego, y hasta ahora no a llegado y solo me dice que llegara en breve, les recomiendo usar otras aplicaciones",integrity,"Recarga gaming no llega tras 5 horas"
796,"la última actualización está un asco, se demora un montón para poder yapear , para buscar en contactos peor le pongo un 0 y recomiendo no actualizar",not_applicable,"Última actualización deteriora velocidad"
797,"Estoy muy ocupado para actualizar cada 7 días. Y es molesto y lo peor si no les gusta la calificación es peor y es falso en adelante me voy a plin.",not_applicable,"Actualizaciones cada 7 días - migración a Plin"
798,"deben actualizar y poner la camara trasera a la hora de registrarse porque varias personas sufren problemas con la camara frontal y deben agregar las dos opciones",authenticity,"Solo cámara frontal causa problemas de registro"
799,"está funcionando el tema de las recargas, me aparece que no puedo realizar y que lo intente más tarde, pero ya pasó 1hr y nada😣",not_applicable,"Recargas no funcionan tras 1 hora"
800,"Terrible la nueva actualización, después de yapear se cuelga y tengo q cerrar el aplicativo cada rato.",not_applicable,"Nueva actualización causa cuelgues post-yapeo"
