ID,Comentario,Clasificacion_ISO_25010_2023,Justificacion
444,"Yape es una herramienta que ayuda mucho con la disposición del tiempo , enviando y recibiendo dinero ya sea pagos , cobros , o intercambios ...; pero me está ocasionando muchas molestias con las actualizaciones ., estas son impuestas y con ella lleva la desinstalaciontalacion de alguna Apple. Lo cual me pone en apuros . y lo único que me queda es acceder a ello y luego volver a recuperar la aplicación que me hizo eliminar.",not_applicable,"Actualizaciones forzadas que causan desinstalación de otras apps"
445,"Esta versión, luego de la vez N que desinstalé e instalé, por fin funciona normal. Deben considerar a los que no tenemos aparatos nuevos, ya que jamás funcionó, ni funciona la opción de la huella digital. A mis 61 años, hay veces que no recuerdo la contraseña. En otras apps, gracias a la huella, puedo ingresar aunque la olvide. Aquí jamás funcionó. Si arreglan eso, quitan el límite de servicios recurrentes, incluyen pago de FONOCLARO y ponen contactos favoritos, tendrían 5⭐s o más si se pudiera.",authenticity,"Falla crónica de autenticación biométrica en adulto mayor"
446,"Me funcionaba muy bien, hasta que tuve problemas respecto al iniciar sesión nuevamente en mi cuenta, ya que sin querer eliminé mi huella dactilar con el que estaba, la cuestión es que no me deja entrar luego de haberse salido y se bugueó por ratos, intenté de todo, pero solo me salía para eliminar mi cuenta más no para recuperarla, actualmente estoy preocupada porque tengo un saldo alto allí y no se como conseguir entrar.",accountability,"Saldo alto atrapado tras falla de huella - solo opción de eliminar cuenta"
447,"mi aplicativo dejo de funcionar hace 2 días y sólo me sale un mensaje mencionando que cierre y vuelva abrir. se ha convertido en un problema porque no me permite realizar mis pagos. Desintale el App y vuelve con el mismo mensaje, Espero contar con una respuesta rápida porfavor.",not_applicable,"Falla persistente por 2 días pese a reinstalación"
448,"¡Buenas noches! 🌙 Me preocupa que su nueva app YapePos de la Play Store no funcione. 📱 Muchos usuarios se quejan y ustedes no responden en sus comentarios. 😠 Dado que allí no hay respuesta, me veo forzado a comentar aquí, en la sección de su app principal Yape, para quejarme de un servicio que, siendo de una entidad bancaria, debería tener soporte adecuado en ambas aplicaciones. ¡Espero una solución! 🤔",accountability,"Falta de soporte en app YapePos - migración de quejas por abandono"
449,"es sorprendente las características que tiene, pero su uso en dispositivos Android se mueve de Guatemala a Guatepeor. que pésimo que está optimizado, a pesar de contar con un equipo decente como lo es el Poco x4 GT, está aplicación parece que fue hecha por estudiantes principiantes en el desarrollo de aplicaciones. Dios que lento es para retroceder después de haber entrado a cualquier apartado, es preferible cerrar la app y volverla abrir, es más rápido que esperar a que cargue.",not_applicable,"Pésima optimización incluso en equipos high-end"
450,"hoy me decepcionó la app, tengo la opción de colocar mi clave o mi huella, pero no sé que ha pasado, dicen que arreglaran el inconveniente, pero que coincidencia que cuando voy a hacer una compra importante pasa ello, la verdad que molesto que una app falle en un momento que no debería de fallar.",authenticity,"Falla de autenticación en momento crítico de compra importante"
451,"Me gusto que añadieron el apartado gamer para comprar pases, suscripciones, gifts cards y todo eso. Pero quitaron de su tienda la bendición lunar de Genshin Impact y algunos paquetes de Crunchyroll que antes estaban, una pena realmente. Creo que lo hacen por colaboración de otras tiendas pero la app me permitía hacerlo más rápido y fácil, ahora he visto que la tienda que vendía esos paquetes ya no colabora con Yape. Ojalá encuentren una solución ya que hacerlo en páginas y tarjetas es lento.",not_applicable,"Pérdida de productos gaming específicos"
452,"Aburre que haya pop ups al abrir, que hacen lento el cel y quitan tiempo. Además no entiendo porque ponen un tipo de cambio al digitar el monto. Pero cuando ya se va confirmar la compra o venta de dólares, bajan o aumentan un 0.01. porque desde el inicio no lo colocan y no se andan jugando con el cliente??",integrity,"Manipulación de tipo de cambio durante transacción - cambio de 0.01"
453,"a mí no me gusta la app ya que no permite que los menores de edad puedan usar la aplicación ya que muchos jóvenes necesitamos el uso de esta aplicación ya que muchas veces se nos dificulta tener que llevar siempre dinero en físico ya es más fácil robarnos si tenemos dinero en efectivo además que muchos otros jóvenes tienen acceso a la app a mí me parece injusto que otros no podamos contar con el apoyo de nuestros padres para poder manejar la app ya que muchos no lo permiten",not_applicable,"Crítica por restricción de edad"
454,"El aplicativo a pesar de volverlo a instalar no funciona, solo muestra upss, algo salió mal y no ingresa. ya voy dos días con este problema. Ahora cuando mandarán la solución no podemos estar dependiendo de ustedes para mover nuestro dinero.",not_applicable,"Falla persistente por 2 días con error Ups"
455,"Pésima aplicación el código nunca llega estoy esperando horas ...algún día llegará y no me digan que me equivoqué en el número porque lo he verificado varias veces si podría calificar con cero le pondría cero ...pero uno no está mal aunque es mucho sigue siendo pésima esta aplicación no abre durante horas esto es una burla a los usuarios la calificó con cero estrellas ,aunque por obligación tenga que marcar una estrella pero es cero",authenticity,"Códigos que nunca llegan tras horas de espera"
456,"Todo bien, hasta la última actualización. Al momento de escribir los números de teléfono con el teclado numérico, cambia al teclado alfabético de manera automática. Representa una pérdida de tiempo además de una incomodidad, puesto que toca pedir a la persona que está dictando el número que lo repita en reiteradas ocasiones. ** Comprobé que sólo sucede en la app de Yape y desde que descargué la actualización.",not_applicable,"Bug de teclado tras última actualización"
457,"excelente aplicación para movimiento, de dinero pero una pésima experiencia en la tienda yape, ya que ay productos tecnológicos que específica la marca más no el lugar de fabricación, pedi unos audífonos Lenovo, con buenas características y que me llegó un producto chino con nada de las características ofrecidas, al menos en lo referente a audio verifiquen bien.",integrity,"Producto falsificado vendido como Lenovo - estafa en tienda YAPE"
458,"Cada ves que entro a la tienda de yape me sale error y que lo intente más tarde. Ya hace varias semanas que no puedo ingresar.. A que se debe ese falla presentada y si dirán que es por el cel o otra cosa el sistema operativo que tengo es Android 15",not_applicable,"Tienda YAPE inaccesible por semanas en Android 15"
459,"Yape tiene este error. te compras un nuevo chip de cualquier operador, instalas tu yape y resulta que este número ya tiene una cuenta yape nombre de una señora X. cómo es posible que números al asar ya tengan una cuenta yape y el número celular no estaba siendo utilizado.",accountability,"Números telefónicos reciclados con cuentas YAPE preexistentes"
460,"Aunque puede sacar de apuros, no me parece bien que, al iniciar una cuenta en Yape, la aplicación no permita leer el contrato en su totalidad. Después de unos minutos, es necesario repetir todo el proceso de creación de la cuenta, lo que impide tener las cosas claras debido al funcionamiento de la propia App. Ahora suena más claro y preciso. ¿Quieres que refine algo más?",accountability,"Imposibilidad de leer contrato completo - expira y obliga a reiniciar"
461,"La aplicación tiene problemas para cambiar los límites transaccionales, supuestamente te manda un código a tu correo, el cual nunca llega, estoy más de 1 semana esperando.",authenticity,"Código para cambiar límites que no llega por más de 1 semana"
462,"el teclado no me carga, me dice ""encontramos un problema, vuelve en unos minutos"" desde ayer, demora demasiado en abrir (hasta 2 minutos) es un celular nuevo, no tengo problemas con ninguna otra app uu",not_applicable,"Teclado no funciona desde ayer - demora 2 minutos en abrir"
463,"hoy 26/06/25 1:35 am está pasando lo mismo. necesoto yapear, pero me sale q tengo 20 soles. creo q ya no usaré yape. está robando. Los yapes q te mandan se demoran en aparecer en la cuenta. Me sigue pasando, después de estar un rato aparecen. Ayer tenía S/ 0.00 soles pero si aparecían las dos personas q habían yapeado, más no el saldo",integrity,"Saldo incorrecto de 20 soles - demora en aparición de transferencias recibidas"
464,"Está fallando, hace tiempo que aparece ""No tienes conexión a internet"", cuando no es así, hay que cerrar y volver a abrir la app y recién abre bien. Es una pérdida de tiempo.",not_applicable,"Error falso de conexión a internet"
465,"Mejoras decentes, pero sostengo que en versiones anteriores era más rápida, muy estético pero no muy práctico, ojalá lo regresen a lo simple y optimizado en ves de la cosas vistosa de ahora, además de que cada vez que uno ingresa te pide que active la ubicación, ya marque varias veces que no quiero y sigue pidiendolo, retrasando el inicio de sesión, además quitaron la opción de la barra de búsqueda en restaurantes y al menos para mí lo hace más complicado, fuera de eso, todo bien.",confidentiality,"Solicitud persistente de ubicación ignorando negativas del usuario"
466,"Es un fastidio, se cuelga a cada momento y no permite ver el saldo, ni el código de aprobación para hacer pagos a partir de las 12 de la noche incluso antes de esa hora. te deja en aprietos porque no puedes pagar con el dinero que tienes en esta billetera electrónica. Igual ocurre con el aplicativo del Banco. lo que obliga a tener efectivo de todas maneras.",not_applicable,"Fallas nocturnas sistemáticas que obligan a usar efectivo"
467,"Muy buena aplicación fácil y sencilla pero esta última semana a presentado errores me sale un mensajito diciendo que ""yape a dejado de funcionar"" no todas las veces pero sí debés en cuando, antes nunca me había pasado.",not_applicable,"Errores recientes de funcionamiento"
468,"se invita a todos los usuarios que lean esto a que en los comentarios soliciten el modo oscuro, el modo oscuro es una accesibilidad y una solución oftálmica a pacientes que tienen problemas para visualizar su pantalla en el modo claro, de repente así los ingenieros lo toman más en cuenta y actualizan esta app, el hecho de que el community manager responde con una respuesta programada de yape, no significa que realmente escuche y tome en cuenta los comentarios de los usuarios,",not_applicable,"Solicitud de accesibilidad - modo oscuro para problemas oftálmicos"
469,"Ingreso a la app con mi huella y se cierra diciendo que mi sesión se ha cerrado, literalmente acabo de abrirla con mi huella 🤡 me hace perder el tiempo, además desde su última actualización no se pueden hacer pagos rápidamente, trato de cerrar la ventana del pago que acabo de hacer para hacer otro pago, le pulso varias veces y no se cierra, insisto tanto que se abren las notificaciones, que desesperación. 😡",authenticity,"Sesión se cierra inmediatamente tras autenticación biométrica"
470,"Le doy tres estrellas porque yo necesito que me yapeen en las madrugadas porque mi horario de trabajo es de 8 pm hasta las 6 am , Pero el yape no funciona desde la 1 am hasta las 3 am y por esa razón pierdo ventas , mejoren esto y les doy 4 estrellas. y para darle la quinta estrella incluyan poder recargar la tarjeta del Metropolitano y del Metro de Lima.",not_applicable,"Pérdida de ventas por fallas nocturnas 1-3 AM"
471,"tenía una cuenta anterior de yape y en lugar de mandarme el montó a mi cuenta actual le enviaron a mi cuenta anterior y nisiquiera hubo un aviso dé que habían dos cuenta ni nada sólo lo enviaron ustedes así mejoren éso o avisen que sucede cuándo hay dos cuentas de yape con el mismo número",accountability,"Envío a cuenta incorrecta sin aviso de cuentas duplicadas"
472,"una buena app pero una pésima gestión como no se va poder usar en celulares con root , menos mal el bbva deja usar celulares con root y uso plin desde esa app 10000% mejor que esta app antigua sin sentido por el advanze que es tener un celular rooteado",not_applicable,"Incompatibilidad con dispositivos rooteados vs BBVA"
473,"es una aplicación muy útil, pero mi experiencia usándola es TERRIBLE. ESPERO ME PUEDAN AYUDAR. A mí no me salen las opciones de recargar o pagar para videojuegos, o pagar servicios ni nada. NI SIQUIERA PUEDO VER MI SALDO directamente desde la app. No sé a qué se debe. por favor solucionen eso...",not_applicable,"Imposibilidad de ver saldo y opciones de pago"
474,"Antes hacer yapeos consecutivos a contactos diferentes, era fácil y fluido, ahora desde que implementaron el código seguridad, es tedioso y lento, prefiero mover mi dinero a otra billetera (hay variedad), más fluidas y sencillas",not_applicable,"Lentitud por implementación de código de seguridad"
475,"mi saldo no coincide y aún no me han devuelto el dinero tenía un saldo de 400 Pero solo me aprecia que tenía 200 y resulta de como hace un mes hice un pago de 200 porque tenía un saldo d 900 en ese entonces ahora me dicen q es porque me descontaron de ese movimiento q es algo ilógico y lo peor q no aparece mi dinero. Ya no puedo confiar q me dinero llegue a yape porque no aparece mi dinero",integrity,"Saldo inconsistente: 400→200, descuento retroactivo ilógico sin transparencia"
476,"es buena la app pero tiene algunos errores al abrí, sale que algo salió mal, que cierres la app y vuelva a entrar y lo ago pero sige igual algunas veces para en momentos de apuro. Espero que arreglen esto",not_applicable,"Error persistente en momentos críticos"
477,"Antes mis notificaciones de sonido sonaban con su vocecita ""YAPE"" ahora ya no lo hace... suena solo un sonido predeterminado del propio teléfono... y tengo toooodooo activado por si acaso, q feo está 😞",not_applicable,"Pérdida permanente de sonido característico"
478,"desde ayer en la noche no puedo ingresar a la app, me sale ups, algo salió mal, ya lo desinstalé y reinicie el celular varias veces pero me sigue saliendo el error",not_applicable,"Error Ups persistente desde ayer pese a reinstalación"
479,"Tuve problemas con el aplicativo cuando pagué desde el BCP al yape a un taxista, ya que a este no le aparecía el movimiento, pero a mí sí, tuve que pagar el doble. Pésimo",integrity,"Pago doble por inconsistencia entre BCP y YAPE"
480,"No me permite realizar yapeos a otros numeros y la aplicación se congela y no permite realizar ninguna acción o navegar paara ver las diferentes opciones dentro de la misma app",not_applicable,"Congelamiento total que impide operaciones"
481,"Entras a la app y a los segundos se cierra...tienes que entrar como 5 veces para que no se cierre, realmente es molesto. Y no les voy a dar acceso a mi ubicación.",not_applicable,"Cierre automático - requiere 5 intentos para funcionar"
482,"es buena la aplicación el único problema es k cuando me ases una transferencia no llega la notificación, sino hasta tengo que dentrar para ver si me mandaron o no. como podria hacer con laa notificaciones del yape",not_applicable,"Falta de notificaciones de transferencias recibidas"
483,"En la noche no tiene disponibilidad para yapear esta mal siempre pasa lo mismo y no mejoran eso hacen actualizaciones pero no mejoran ese problema es muy fastidioso que no mejoren eso deberían de dejar yapear pasando la media noche",not_applicable,"Indisponibilidad nocturna persistente sin mejoras"
484,"arreglen la app para entrar stoy una hora intentando entrar y solo me sale ups algo salió mal y así está más de una hora y justo cuando más lo necesito la verdad mejor plin por qué no tiene esos problemas",not_applicable,"Una hora intentando entrar con error Ups"
485,"Pueda que yape este en todos lados y sea fácil de usar , pero últimamente sus servidores o red se andan cayendo o no cargan frecuentemente. Esto es fatal si sale un pago de improvisto.",not_applicable,"Caídas frecuentes de servidores en momentos críticos"
486,"mucho demora en cargar la aplicación, lo cual demora al momento de querer realizar un yape se pone lento, y se congela tengo que reiniciar el equipo para yapear",not_applicable,"Lentitud extrema que requiere reinicio de equipo"
487,"Las primeras horas del día jueves 12 junio 1:08 am uno quiere usar el yape y no hay sistema siempre los mismo falla en el momento donde uno tiene que pagar y gracias a esta app tiene uno que esperar muy mal",not_applicable,"Fallas sistemáticas específicas 1:08 AM"
488,"Hola, el día de hoy no pude ingresar a mi cuenta, la Aplicación es 100% genial, pero la cuenta no ingresa hace más de 15 días y hoy me indican que mi cuenta no existe, quiero una solución, a la brevedad posible!",accountability,"Cuenta que no existe tras 15 días sin acceso"
489,"al principio normal me funcionaba, ahora con cada actualización se pone más lento a tal punto que ahora me sale una notificación de que el aplicativo no responde",not_applicable,"Deterioro progresivo con actualizaciones"
490,"Si bien cumple su fin para usarlo como medio de pago, en mi equipo nunca puedo entrar a las promos a pesar que actualizo ctte la app. Cuando lo intento se cuelga.",not_applicable,"Imposibilidad de acceder a promociones pese a actualizaciones"
491,"quiero denunciar que su app no funciona correctamente hoy tenía que pagar algo muy importante puse la contraseña correctamente y no me carga asta ahora sigue igual me solucionan el problema o me veré forzado a denunciar la empresa del BCP y el mismo yape si quieren pruebas contáctenme",authenticity,"Falla de autenticación en pago importante - amenaza de denuncia"
492,"Lo q me fastidia de data aplicación q solo te deja yapear un monto mínimo y creo q es cosa de cada quien yapear lo q queramos mi limite es de 500 tengo en mi yape más y quiero hacer pago de acá y no se puede y tengo q gastar e ir a un agente a sacar el dinero deberia ser ilimitado no es su plata es la de nosotros y veremos lo q hacemos",not_applicable,"Limitaciones de monto que obligan ir a agente"
493,"además de dejar de funcionar en momentos aleatorios, es lenta y me sale un aviso de 'No responde, continuar o cerrar app'",not_applicable,"Fallas aleatorias con aviso de no respuesta"
494,"Esta bien, pero aveces falla cierro todas las app y sale ocurrió error, tmb cuando se abre al principio, dice error y/o esperar app",not_applicable,"Errores al inicio y funcionamiento"
495,"problemas con mi yape . me sale ( yape no responde) . te go que intentar unas 2 o 3 veces para poder ingresar y la vrdd es bien incómodo ya he actualizado la aplicación. incluso asta lo desinstale y volví ha instalar de nuevo todo el procedimiento y no ha mejorado en nada .",not_applicable,"Mensaje Yape no responde - requiere 2-3 intentos"
496,"acabo de tener un problema a la hora de pagar la promoción de una pizza, me dijeron q solo para tiendas seleccionadas y cuando puse ver más pues al final dice Real y nada más entonces no dice si es de cusco o nada entonces en todo caso mejor pongan promociones directamente por ciudades en vez de poner tiendas x",not_applicable,"Información ambigua en promociones locales"
497,"los mismos errores a la hora de Recargar mi celular, porque pasa lo mismo, antes todo bn y ahora, cada q me recargo, me figura error, no es posible, y encima ni me reembolsaron lo gaste en la recarga, 😡😡",integrity,"Errores en recarga sin reembolso del dinero gastado"
498,"No me deja entrar 🤬🤬🤬me sale Ups algo salió mal !!!!!! 😞😞😞 Porfavor arreglen eso🫩🫩🫩🫩yo tengo dinero en Yape y no puedo retirarlo porque no me deja entrar se los suplico arreglen ese problema,y yo no soy el único a varias personas les ha pasado lo mismo mi yape estaba bien y de la nada no me deja entrar",not_applicable,"Dinero atrapado por error Ups - problema masivo"
499,"ultimamente esta pésimo la aplicación, haguen algo por solucionar. ya varias veces me falló ala ora de pagar y es una perdida de tiempo tener que estar esperando a que yape reaccione para poder pagar.",not_applicable,"Fallas múltiples al pagar"
500,"Es una buena aplicación, me isu útil al comprar productos. Pero recientemente e tratado de comprar cosas pero me sale q no están disponible, así sea cualquier cosa, alguien me puede explicar porque esta pasando el día eso..",not_applicable,"Todo aparece no disponible en compras"
