ID,Comentario,Clasificacion_ISO_25010_2023,Justificacion
836,"Esta nueva actualización me disgusta mucho. No me permite el modo oscuro y no puedo ingresar a la app cuando estoy en la calle, porque no cuento con un plan de datos, y antes sí permitía. Además que cuando quiero yapear sale que ocurrió un error, es un desastre, pasa muy seguido.",not_applicable,"Sin modo oscuro + requiere plan datos obligatorio"
837,"Parecia muy buena la aplicacion, pero una vez q la usas es decepcionante, el dia de hoy hice un yapeo de S/. 50.00, pero en la app me aparecio error, hasta el momento no aparece en el historial la transaccion q realice, pero entro a mi cuenta y aparece q si se realizo la transaccion, tampoco le llego el monto a la persona a quien realice el yapeo, a donde puedo reclamar??? Espero me den una solucion.",integrity,"50 soles descontados sin llegar al receptor"
838,"Es un desastre la aplicación hace un momento actualice y ahora no me habré, anteriormente estaba con un montón de errores (tenia que esperar una eternidad para que habrá) ¿en verdad están mejorando la aplicación? por que no veo ninguna mejora, es más, hasta da miedo manipularla por que en la mayoría de las veces se demora al yapear o aveces no llega. Y ahora que hago no puedo ingresar, hasta que arreglen el problema sera para el otro año, no se quien esta a cargo pero hace un pésimo trabajo.",integrity,"Da miedo usar - yapeos no llegan + no abre"
839,"Nuevamente lo mismo, hace apenas un mes que me pidió actualizar la app, con todos los problemas que eso me genera. Hace 2 días que no puedo usar la app por nuevamente actualizar, ya liberé más del espacio necesario y sigo sin poder actualizar, solo me sale que por problemas no se puede, es muy cansado y tedioso estar en este proceso cada mes. Pésimo servicio.",not_applicable,"2 días sin usar por actualización mensual"
840,"Que pésima aplicación la actualización es mala , me permite ingresar un par de veces y luego sale error y ya no abre nunca más lo desinstalo luego lo instalo de nuevo pero sigue igual , entro una vez y luego sale ocurrió un inconveniente inténtelo más tarde y nada y nunca funciona y de nuevo reinstalar y ingreso y luego así así así lo mismo , que mala aplicación deben de arreglarla es con errores",not_applicable,"Ciclo eterno: entra 1 vez → error → reinstalar"
841,"Llevo dos días queriendo entrar a la aplicación y me sale ""ocurrió un error inténtalo más tarde"" todo estaba bien, pero desde la última actualización aparece eso y no es mi teléfono porque a otros también les sale lo mismo, realmente es muy fastidioso, que pena que pase eso con una app que consideraba muy buena y útil, ahora que no funciona supongo que mucha gente dejará de usarla, le pongo 2 estrellas porque tengo la esperanza de que se solucione ese problema y pueda volver a usarla.",not_applicable,"2 días error masivo post-actualización"
842,"Que tal está última versión de yape la verdad no sé si fue actualizada para mal, debido a que cuando ingreso me ya no me sale los números aleatorios, segundo tengo problemas para Yapear o plinear tercero y último tengo yapeos del diario, y cuando sumo la cantidad de los yapeos correspondientes no me sale la cantidad (el total) me sale una cantidad menor a lo que tengo registrados... Me gustaría que por favor analicen bien esta app ya que es muy importante debido a que trabajo con ello.",integrity,"Sin números aleatorios + sumas erróneas en yapeos diarios"
843,"Uds Yape y BCP a cada rato están con actualizaciones y por lo visto son del mismo equipo de desarrollo que no testean para nada una nueva actualización o lo hacen entre uds. o el programador lo hace solo y de seguro porque su jefe le dijo que la actualización podía estar para ayer para quedar en alguna reunión con gerencia. Además justo en el momento que debo utilizar una de las apps aparecen con su actualizaciones que ya sabemos los problemas trae y muchos usuarios lo reseñan.",not_applicable,"Actualizaciones sin testing + timing malicioso"
844,"Es una pésima APP me fallaba varias veces pero durante esta semana me falló 4 veces a la hora de realizar y recibir y yapeo. Es demasiado . Me sale una error de banco y al final me descontaron el monto y ahora dicen que tengo que esperar 4 días para que puedan solucionarlo. Y los asesores te cortan las las llamadas cuando llamas.",integrity,"4 fallas esta semana + descuentos + 4 días espera"
845,"Una decepción total. Quise crearme una cuenta en más de una ocasión pero me sale. ""UPS hubo un error, vuelve a intentar más tarde"". Lo intenté varias veces pero no se puede crear la cuenta. Sin duda me quedo con Plin que está mucho mejor el servicio. Cero estrellas.",not_applicable,"Imposible crear cuenta - migración a Plin"
846,"Xfavor si van a actualizar las App traten xq se q no somos perfectos y q siempre hay casos e inconvenientes q escapan d uds o nosotros , pero el caso es q xq sin q actualicen hay problemas d : Acceder o sale d q Uy algo fallo no se puede acceder está en problemas inténtalo más tarde y peor q hay una nueva actualización ... Y si es q no se hace o se espera a eso d q no sé cómo se arregle o sino tengo más d 100 o 200MB para actualizar o no se lo q me salga no lo puedo usar y a veces hasta me bota",not_applicable,"Problemas sin actualizar + actualizaciones pesadas"
847,"He tenido problemas con esta APP desde el incio,abri exclusivamente una cta de ah en el BCP para poder gozar de los beneficios y seguridad que ofrece este banco,sin embargo ha sido y es toda una odisea el tema del YAPE,nunca puedo abrir el aplicativo de forma normal, la unica manera que tengo de hacerlo es desactivando el aplicativo y volviendo a instalar y esto asi no puede ser,no es normal de ninguna manera. Mi celular no es la octava maravilla ni mucho menos,no creo que esta sea la razon.",not_applicable,"Cuenta BCP exclusiva para YAPE - solo funciona reinstalando"
848,"La ultima actualización de Yape no me permite ingresar a realizar operaciones, que incluso estando conectado a Internet y/o Wifi me sale de que ""No se ha podido identificar tu conexión a Internet o red Wifi"". Solucionen ese problema ya que perjudica terriblemente en simplificar mi tiempo para realizar otras actividades.",not_applicable,"No reconoce internet/WiFi conectado"
849,"Hola buen día, mi experiencia con yape había sido muy buena hasta que descargue la última versión, después que la descargué no puedo realizar yape ni con número, ni con QR me sale un cuadrito donde dice que an detectado un problema y están solucionandolo, pero estas es la fecha y aún persiste el problema, sería bueno que lo solucionaran cuanto antes, ya que yo debo utilizar esta app a diario por mi trabajo... De antemano muchas gracias 🤗",not_applicable,"Sin yapear número ni QR por trabajo diario"
850,"La última actualización de Yape están habiendo muchas fallas, las letras están demasiados grandes, los número están en un solo lugar ya no cambian, ya no hay seguridad y lo otro es que el sonido de Yape que normalmente te avisaba ya no está, por favor arreglen eso porque la mayoría de empresarios trabajamos con eso, espero que haya una solución pronto.",authenticity,"Números fijos sin seguridad + sin sonido empresarios"
851,"Día 65 sigo sin poder crear mi cuenta de yape y es el cuarto dispositivo que utilizo en 2 meses todo por ese perfeccionadisimo reconocimiento facial para la dichosa selfie enserio que la app en si es buena pero si no puedo crear una cuenta que sentido tiene ,muchas personas solo tienen la opción de pagarme por yape pero así no se puede pues...",authenticity,"65 días + 4 dispositivos sin crear cuenta facial"
852,"Buenos días, alguien pudo encontrar la solución para el app funcione correctamente en Android 13?? Porque si bien es cierto se configura, una vez que se sale de la aplicación sale error y hay que realizar el proceso de recuperación de contraseña y repetir este proceso cada vez que se quiere realizar alguna operación. De ser el caso compartir la solución, por favor. Tengo un Samsung A52S y Motorola Edge 40 Neo. Gracias.",authenticity,"Android 13: recuperar contraseña cada operación"
853,"Primero me pedía actualizar y se quedaba pensando y pensando y no aplicaba nada, decidi desinstalar y ahora q quiero instalar otra vez, igual! Se queda dando vueltas y vueltas y no hace nada 🤦🏻‍♀️, necesito urgente está aplicación!!! Y si, si tengo espacio suficiente en el cel para bajar, tengo wifi, tengo datos, tengo todo y no pasa nada!",not_applicable,"Instalación infinita pese a tener todo"
854,"Hola desde ya les digo que es una solución muy mala para mí uso tengo limitación al transferir, no se puede hacer transferencia como uno quisiera es una pérdida de tiempo. Prefiero usar PLIM u LIGO, recomiendo plimmmm. Con esa app no tengo problemas al hacer mis transferencias. El día que solucionen esos temas daré una buena reseña por el momento digo que muy mala, solo se pierde el tiempo solo esa solución es para comprar caramelos.",not_applicable,"Limitaciones transferencia - migración PLIM/LIGO"
855,"Desde que actualice la app hace unas 2 semanas.... Se me hizo muy difícil volver a tener el yape.... Ya elimine, ya volví a descargar varias veces, seguí los pasos que me dice el robot por el messenger y nada.... Se volvió complicado muy obsoleto.... Espero se puedan contactar conmigo y ayudarme.... Para mi esta aplicación es una herramienta de trabajo pero por lo que veo ya no sirve para nada....",not_applicable,"2 semanas sin yape - herramienta trabajo inútil"
856,"Pésima ya que estoy tratando de utilizar esta APP y no responde hasta ahora, han pasado 30minutos, no me salgan que me tengo que comunicar o ingresar al (FACEBOOK) es una estupidez cuando no resuelven en el momento adecuado y oportuno, deberían tener un respaldo o una fuente de soluciones rápidas y no dejar esperando a uno como si fuera un idiota. Pero es un abuso y algo muy absurdo no tener respuesta inmediata sobre estos casos, deseo que me puedan solucionar este tema lo más antes posible.",not_applicable,"30 minutos sin respuesta - abuso al usuario"
857,"La app va de mal en peor, ayer 7 de octubre intale la nueva actualización de yape y mi telefono me impide ingresar a mi cuenta yape con cuenta bcp, solo ingresa por única vez cuando reinstalo la app, ya he consultado a soporte, funciona para un momento y luego igual, deberían realizar una aplicación para todos los dispositivos, antiguos y nuevos.",not_applicable,"Solo ingresa 1 vez tras reinstalar - empeora"
858,"Ojalá fuera posible ni dar una estrella. Ahora tengo que esperar 48 días porque el reconocimiento facial no me reconoce. Es lo peor. Que frustrante! Desaniman a los nuevos usuarios. Realmente necesito este medio de pago pero por ese problema no puedo utilizarlo. Ahora a esperar 48 horas porque la aplicación no me reconoce con mi foto de DNI. (Increíble porque esa foto es de hace unos meses :) )",authenticity,"48 horas bloqueo facial con foto reciente DNI"
859,"Tiene problemas cuando voy a mi perfil se cierra inesperadamente, cuando escribo el número para yapear se atasca y demora mucho en dejarme escribir el celular, en la notificación no llega el mensaje que el usuario remite hay que estar entrando para ver dicho mensaje y es tedioso por que el tiempo de sesión es corto, si el mensaje llegara en la notificación sería genial o que envíen un correo por cada yape que me hacen",not_applicable,"Cierre en perfil + escritura atascada + sin notificaciones"
860,"No puede ser posible que teniendo años el aplicativo siga con errores comunes, no puedo yapear desde hace dos días con la descripción de ""ocurrio un error, vuelve a intentarlo más tarde"" el aplicativo ya debería estar fuera de ese tipo de complicaciones. También que no puede ser posible que solo dejen yapear diariamente 500 soles, lamentablemente uno esta atado a este aplicativo, ya que es el más popular.",not_applicable,"2 días sin yapear + límite 500 diarios"
861,"Da muchísimos problemas, el más reciente; me pide actualizar pero cuando voy a la app del store a actualizar no hay actualización disponible aparente. La vez pasada quede sin poder recibir ni emitir pagos por terrores de su plataforma y eso duro un mes. Muchisimo tiempo para una app que te debe servir y ayudar en tu negocio.",not_applicable,"Pide actualizar sin actualización + 1 mes sin pagos"
862,"Todo estaba bien hasta que se actualizo,no puedo ingresar mi clave hace varios días,no puedo yapear, es un fastidio enorme son errores que la aplicación está teniendo y no lo solucionan,haber si lo arreglan, por lo visto no es el único error que esta teniendo, ojalá que no se vuelva a comerte los mismos errores que tienen...lo desinstale pero sigue con el error..necesito por que es más fácil hacer un deposito por yape que por número de cuenta . por eso lo descargue pero esta siendo un fastidio",not_applicable,"Varios días sin ingresar clave ni yapear"
863,"Estuvo bien antes de esta actualización, ahora me envía un mensaje de error el cual no me permite ingresar a la aplicación y en verdad me molesta mucho ya paso mas de una semana que sigo instalando la y desinstalandola y nada siempre el mismo error a pesar de ya a verme desafiliado, ojala se mejore.",not_applicable,"Más de 1 semana instalando/desinstalando"
864,"Todo estaba funcionando muy bien, no sé qué es lo que sucede ahora que no se puede ingresar a la app... Me sale un mensaje que dice: "" UPS, ocurrió un problema"", Cierra la aplicación y vuelve a intentarlo..... Lo he hecho varias veces y nada.... Lo acabo de desinstalar, lo volví a instalar y sigue el mismo problema..... Por favor solucionen el problema, ya que necesito hacer pagos urgente y sólo tengo en Yape, el dinero, no por banco.... Espero la pronta solución",accountability,"UPS persistente con dinero solo en YAPE"
865,"La reciente actualización de la app yape es un desastre total, me esta generando malestar. Tienen que solucionarlo rápido. Mucho contenido lo estas agregando por eso esta sobrecargado, lo deberian dejatr como antes era. Si saben que van generar malestar a sus clientes no deberian realizar esas decesiones y después no lo van controlar o solucionar. Tambien esta sucediendo el mismo problema o mas fallas tiene en su app banca móvil BCP, esta escapado de sus manos, queremos solución y no problemas",not_applicable,"Actualización desastre total sobrecargada"
866,"Sr. Yape, ya hace 1 un año que tengo este problema y no he podido utilizar la aplicación por dicho este. Cada que pongo mi información y pongo mi foto para crear cuenta, me dice que mis datos son incorrectos, no sé podría haber otra solución que no sea esperar los superación de los intentos, gracias. Solucionenlo pues, ya!",authenticity,"1 año sin poder crear cuenta por datos incorrectos"
867,"Al momento de yapear me sale q ocurrió un error y no se pudo yapear.. Pero me doy con la sorpresa que me descuenta el saldo, sin embargo no tengo ninguna constancia de yapeo, simplemente me descontó mi saldo y ahora a quien reclamo?? Exijo una solución comoe S posible que pasen están cosas. Se supone q es una app que te facilita los depósitos y no que te perjudique.!!!",integrity,"Error yapeo pero descuenta saldo sin constancia"
868,"Descargue la app , todo bien hasta que llegue a la parte donde pongo mi DNI la clave y todo, le doy siguiente y me aparece ¡UPS ocurrió un error! Inténtelo después , ya voy varios días intentándolo y no me permite crear una cuenta , eliminó la app y la vuelvo a instalar y nada el problema persiste.",not_applicable,"Varios días sin crear cuenta pese a reinstalar"
869,"En un pago me salia operación fallida más tarde me realizo 2 veces el cobro a mi tarjeta por la transacción que no se había podido realizar, hice un reclamo y me devolvieron el dinero pero me bloquearon del sistema de yape y no lo puedo utilizar, llevo meses comunicandome con el banco para que lo resuelvan y solo me dices que ya reiniciaron mi usuario y que en 3 días vuelva a instalar la aplicación pero deje pasar hasta una semana y nada, me pasean diciendo eso siempre y no resuelven nada aún",accountability,"Bloqueado tras reclamo - meses de paseadas BCP"
870,"Es muy práctico. Decepcionante a la vez ,quise pagar por yape oopps no cargo, derrepende pensé con un reinicio y fue constante. Trato de instalar peroooo se queda pensando en el play store . Sigo esperando una semana y naaa. Tan bien estuve en Plin jamás fallo. Bien dice el dicho no dejes lo viejo por lo nuevo.",not_applicable,"1 semana instalando - Plin nunca falla"
871,"Lamentablemente no funciona, y coincido con varias personas que recien han instalado el aplicativo, muy lento en todo el proceso de rellenar datos, clave, responder preguntas y luego te sale error o Inténtelo más tarde, veo que las personas han seguido insistiendo y llevan un mes asi. No lo recomiendo instalarlo por ahora hasta que lo arreglen.",not_applicable,"1 mes problema masivo en instalación"
872,"Hice un yapeo y este se realizó 2 veces, pero a la persona solo le llegó 1 vez el yapeo, pensé que era error de la app o algo así, así que espere 2 semanas pero nunca llegó. 2do comentario por qué el primero no se qué pasó y no es la primera ni segunda vez que me pasa, estoy decepcionado la verdad. PD: Nunca responden el privado y así dicen que lo solucionan.",integrity,"Yapeo doble cobrado pero solo llega 1 - nunca responden"
873,"Acabo de yapiar y se hizo todo, pero a la otra parte no le llegó mi yapeo , aparte de eso , no aparece ese yapeo en la plataforma , es decir nunca se hizo el yapero, pero me descontaron mi dinero , estoy llamando al BCP y no , contestas, nunca tuve problemas con yape , pero después de esta actualización de la nueva versión , han ocurrido muchas fallas , yape ya no es seguro, ya no confío en esta app",integrity,"Yapeo fantasma: descuenta pero no llega + BCP no contesta"
874,"El día de hoy descargué e instalé la aplicación en mi SmartPhone, registré mi número de teléfono, mi correo y una clave personal. En la parte final del registro me apareció la opción de elegir el diseño de mi tarjeta Yape, pero cada vez que selecciono algún diseño siempre aparece el mensaje: ""Ups, ocurrió un inconveniente. Por favor inténtelo nuevamente."" Espero solucionen ese error ya que, según las reseñas de esta app, no soy el único usuario que experimenta este error.",not_applicable,"Error al elegir diseño tarjeta - problema masivo"
875,"Hola Yape. Tengo el problema de no poder utilizar la aplicacion hace varios dias. No me aparece la opcion de actualizar la App. Y tuve que desinstalar y volver a inatalar la aplicacion como manera de solucion. Dentro de la App no me permite ver mis saldos por ejemplo. Y me sale el mismo mensaje de que espere y lo intente mas tarde. Que solucion me pueden dar. Gracias.",not_applicable,"Varios días sin poder ver saldos"
876,"Maldita app!!! Como si no fuera bastante problema el que tenga constantes caídas de conectividad encima no tiene forma de cambiar tarjeta si no es eliminando la cuenta. Luego es un drama ingresar otra vez la cuenta con tarjeta nueva pues es un parto tratar de volver a verificar identidad. Llevo 3 días intentando y la app ""no me reconoce"". De lejos PLIN y TUNKI son más amigables.",authenticity,"3 días sin verificar identidad - PLIN/TUNKI mejores"
877,"Estaba bien hasta la semana pasada, el 2 de junio aproximadamente, las letras salieron más grandes de lo normal y no me deja ingresar con los datos moviles, me sale ""ups ocurrió un error"" solo puedo entrar con el wifi, es incómodo eso, ya que en la calle no siempre hay red wifi y uno como usuario no puede utilizar su yape",not_applicable,"Solo funciona WiFi desde 2 junio"
878,"Es práctico, pero hay horas e incluso días en que no se puede yapear y sale el mensaje ""Ups, yape no responde..."" No hablo de solo mi dispositivo, hablo de muchos dispositivos (familiares, amigos u otros) Y este problema no es reciente, ya tiene un buen tiempo. A pasado tantas actualizaciones y aún no lo corrigen... Lamentable señores...",not_applicable,"Fallas masivas días enteros múltiples dispositivos"
879,"Deberían permitir hacer recargas a los que tienen cuentan asociada a DNI, no solo a los que están asociados a sus cuentas, de alguna manera discriminan o limitan al grupo que no quiso vincular su cuenta al yape. Las promociones que sacan cada cierto tiempo,de recarga con yape, terminan resultando tortuosas. En todo caso al inicio deberían poner como opción dichas modalidades y con letra bien grande, Una tiene limitaciones y otra no.",not_applicable,"Discriminación usuarios DNI vs cuenta bancaria"
880,"Se me agota la paciencia. Ya lo descargue e intente crear la cuenta sin exagerar casi 15 veces y en todas se acababa el tiempo de registro, no me reconocía el código de validación o cuándo estaba en los últimos pasos se reiniciaba repentinamente al todo al primer paso. Hasta ahora no pude crear la bendita cuenta.",authenticity,"15 intentos crear cuenta - códigos no reconocidos"
881,"Muy mala experiencia, pésima aplicación Yapie a un número y luego de unos minutos arrojó que había ocurrido un problema y que me comunique con el BCP, luego verificando mi estado de cuenta me dí con la sorpresa que si se había realizado la transferencia, a lo cual no se me brindo ninguna solución, pésimo servicio.",integrity,"Error yapeo pero transferencia realizada - sin solución"
