ID,Comentario,Clasificacion_ISO_25010_2023,Justificacion
69,"cree mi cuenta con mi visa no sirvió que mal 👎",not_applicable,"Problema en creación de cuenta con tarjeta Visa"
70,"no puedo instalar yape ayuda",not_applicable,"Problema de instalación"
71,"no puedo descargar",not_applicable,"Problema de descarga"
72,"no sé puede actualizar el yape",not_applicable,"Problema de actualización"
73,"Yape es una aplicación de porquería no vale la pena descargarla debería de eliminarla más bien de Play Store",not_applicable,"Opinión general muy negativa"
74,"Tengo un motorola G power no puedo acceder a mi cuenta por que mi dispositivo no es compatible dice.......",not_applicable,"Incompatibilidad con Motorola G Power"
75,"no puedo ingresar a la aplicación",not_applicable,"Problema de acceso"
76,"No se puede ingresar a partir de las 5 de la tarde a pesar que ya lo e actualizado",not_applicable,"Problema de acceso en horario específico"
77,"no hay sonidos de yape",not_applicable,"Problema de notificaciones de sonido"
78,"Una app muy fácil de usar.",not_applicable,"Comentario positivo"
79,"No responde",not_applicable,"Problema de funcionamiento general"
80,"constantemente se cobran el dinero de las recargas y no me llega nada cuando necesito con urgencia",integrity,"Cobros de recargas sin entrega del servicio - violación de integridad"
81,"estoy muy molesto porque pixverse y otro más aps me vienen sacando o robando mi dinero sin mi autorización,solo TikTok me lo pide la autorización y está bien pero los demás no se ustedes permiten eso,ya van cuatro meses,eso no deben de permitir ustedes.",integrity,"Cobros no autorizados por aplicaciones de terceros por 4 meses - violación grave"
82,"no me da préstamo y siempre estoy al día con mis pagos",not_applicable,"Problema con servicios de préstamo"
83,"no me llega las notificaciones de yate, cuando me yapean como hago.",not_applicable,"Problema de notificaciones"
84,"necesito actualizar la app, sin borrar lo único que puedo y quiero tener en el cel...existe alguna otra opción?",not_applicable,"Consulta sobre actualización sin pérdida de datos"
85,"primera vez voy a instalar que sea buena aplicación",not_applicable,"Comentario de nuevo usuario"
86,"Que estúpido que no deje crear mi cuenta solo porque no tengo 18 años, nunca más usaré esta basura...",not_applicable,"Molestia por restricción de edad"
87,"Lo mío no es opinión, es consulta, según la sucursal de Chiclayo, ustedes no tienen manejos en Euros y estoy a punto de recibir una donación para un ORFANATO por €552,000.00 euros, próximamente abriré con ustedes la cuenta de mi ONG'D CENTRO DE ESTUDIOS SOCIALES DESARROLLO AGRARIO Y APOYO AL ADULTO MAYOR. CESDAAM.",not_applicable,"Consulta sobre manejo de divisas para ONG"
88,"tiene problema la app para crear una cuenta no llega el codigo de verificación 😥",authenticity,"Código de verificación que no llega para creación de cuenta"
89,"Ya fue",not_applicable,"Comentario ambiguo"
90,"Me acaban de yapear 15.40 soles y llega la notificación pero mi saldo no sube nada xq xq bcp explicame esto",integrity,"Notificación de pago recibido pero saldo no se actualiza - inconsistencia"
91,"después de las 12 no te deja yapear ni nada",not_applicable,"Problema de funcionamiento nocturno"
92,"cuando intento ingresar con mis datos (no wifi) me sale que algo salió mal",not_applicable,"Error de conexión sin WiFi"
93,"hey tenido un problema con la actualisacion de yape tengo un monto y no sale el saldo me sale 00.00 no tengo manera de como utilizar mi saldo restante .",integrity,"Saldo desaparecido tras actualización - muestra 0.00 - violación de integridad"
94,"no sé puede usar para menores de edad y eso no me gusta",not_applicable,"Molestia por restricción de edad"
95,"ok",not_applicable,"Comentario neutral"
96,"tengo problema con mi yape",not_applicable,"Problema general sin especificar"
97,"No puedo crear mi cuenta algo raro 😑",not_applicable,"Problema en creación de cuenta"
98,"Regular",not_applicable,"Opinión neutral"
99,"se satura en días de pago fines de semana, quincena y mensual",not_applicable,"Problema de saturación en fechas de pago"
100,"un poco vien",not_applicable,"Comentario neutral/positivo"
