ID,Comentario,Clasificacion_ISO_25010_2023,Justificacion
118,"no puedo abrir mi cuenta con yape no sale el codigo",authenticity,"Código de acceso que no aparece"
119,"ya pe no es para anuncios todo es negocio y admira como por un sistema monopolizan a la gente ya pe ahora es un servicio y es propagandas que lástima que se valgan de un servicio para engatusar a la gente",not_applicable,"Crítica por exceso de publicidad"
120,"Bien",not_applicable,"Comentario positivo"
121,"muy lento",not_applicable,"Problema de rendimiento"
122,"la app es muy buena y facilita los pagos a terceros ..pero pienso que la privacidad es importante y esta app envia datos completos de la persona del negocio a el comprador..y esto abre una puerta a tus datos nombre completos para malas personas ..deberia haber una opcion para esconder datos y en su lugar configurar el dueño del yape con una palabra clave .asi la privacidad se mantiene..",confidentiality,"Exposición de datos completos del receptor comprometiendo privacidad"
123,"no permite pagar importes altos",not_applicable,"Limitación en montos de pago"
124,"siempre falla",not_applicable,"Fallas constantes"
125,"no suena notificación de yapeo",not_applicable,"Problema de notificaciones"
126,"que es muy bueno con el",not_applicable,"Comentario positivo"
127,"Aun no puedo usar la aplicación pero es muy buena e importante",not_applicable,"No puede usar pero opina positivamente"
128,"Primero esta muy buena, pero ahora quiero crear yape y no puedo, me sale número de celular ya se encuentra aprobado en otra cuenta, me ayudan",accountability,"Número registrado en otra cuenta - problema de gestión de cuentas"
129,"Desde ayer no puedo entrar esta que repite lo mismo Algo salio mal así nomas esta que sale",not_applicable,"Error persistente de acceso"
130,"importante",not_applicable,"Comentario neutral"
131,"No me agrada que le hayan cambiado el tono de notificación clásica que tiene, ahora suena como un timbre simple",not_applicable,"Molestia por cambio de notificación"
132,"dejen de actualizar no tengo memoria y no qero perder plata",not_applicable,"Temor a pérdida de dinero por actualizaciones"
133,"agregando paypal a yape también para transferir dinero se paypal a yape o de yape a paypal.",not_applicable,"Sugerencia de funcionalidad"
134,"no permite compartir por WhatsApp los pagos",not_applicable,"Problema de funcionalidad de compartir"
135,"A alguien le ha pasado que cuando se instalan yape suena su notificación con una vocesita que dice yape y después ya no suena?. Ahora solo suena el sonido genérico de notificacion. Mi consulta es como regresar el sonido original del yape",not_applicable,"Pérdida de notificación característica"
136,"no me deja usar yape a pesar que reseteé mi celular 5 veces, que basuras",not_applicable,"Problema persistente pese a múltiples resets"
137,"todo está bien yo que uso continuo ningun prestamo otros que tienen el historial en rojo califican prefiero prex porque hasta prestamos dan y también se puede yapear y planear y siempre hay promociones y descuentos al comprar.",not_applicable,"Comparación con competencia"
138,"la aplicacion esta bien pero lo que no me gusta es que cuando quiero iniciar sesión en otro dispositivo no valida mi rostro aunque se vea nitida o sea igual al de la ultima ves, deberian arreglar ese problema.👎",authenticity,"Falla en reconocimiento facial al cambiar de dispositivo"
139,"no pued abrir l aplicación en mi zte v70",not_applicable,"Incompatibilidad con ZTE V70"
140,"Podrían agregar opciones de accesibilidad a la aplicación para cambiar el tamaño de letras y la interfaz. etc Gracias",not_applicable,"Sugerencia de accesibilidad"
141,"me sale error mi yape",not_applicable,"Error general"
142,"Por qué motivo Yape no acepta mi identidad? no logro obtener una cuenta 😶Y demora en aceptar mi identidad facial, a qué se debe el problema? necesito la App porque me dijeron que es muy útil.",authenticity,"Rechazo de identidad y demoras en verificación facial"
143,"no puedo acceder ala aplicación",not_applicable,"Problema de acceso"
144,"no suena el yape",not_applicable,"Problema de notificaciones"
145,"Porque ya no se puede recargar diamantes para el frefire?",not_applicable,"Problema con recargas de gaming"
146,"tengo un reclamo hace unos minutos me descontaron de mi yape 10 soles quiero que me ayuden",integrity,"Descuento no autorizado de 10 soles"
147,"No me gusta que se retrase en la notificaciones con los pagos",not_applicable,"Demora en notificaciones"
148,"estoy sin yape 8 días ,cambie de operador y ahora no me llegan los msj de confirmación de yape ni del app BCP conatacte por Whatsapp a yape y dicen que tienen problemas para enviar los sms",authenticity,"8 días sin acceso por falla en SMS tras cambio de operador"
149,"no puedo abrir mi yape no me deja poner la contraseña ni por último mi huella, se lajea",authenticity,"Falla en autenticación por contraseña y huella"
150,"la app tiene bastantes fallas, ya 2 recargas que no me llegan el saldo, arreglen su app por favor :)",integrity,"2 recargas sin recepción de saldo"
151,"na sería un 5 estrellas pero no se puede eliminar el historial, a menos de que lo elemines yo quiero que se borre como Google se pueda borrar algo del historial",confidentiality,"Imposibilidad de eliminar historial - problema de privacidad"
152,"porque mi yape no tiene la notificación yape",not_applicable,"Falta de notificación característica"
153,"se queda cargando",not_applicable,"Problema de carga"
154,"buena bcp",not_applicable,"Comentario positivo"
155,"quiero ingresar a promo en yape y lo puedo se pone todo blanco",not_applicable,"Error en sección de promociones"
156,"no puedo ingresar",not_applicable,"Problema de acceso"
157,"está lento",not_applicable,"Problema de rendimiento"
158,"es muy lento para entrar, donde ses que me encuentre, que operador de telefonía me recomiendan uds. gracias",not_applicable,"Problema de velocidad de acceso"
159,"yape no me funciona nose que hacer no me deja ingresar nose que tiene la aplicación necesito que me ayuden",not_applicable,"Problema general de funcionamiento"
160,"la verdad me parece genial , pero acabo de tener un problema Desapareció dinero solo sin yo hacer Algún tipo de transferencia y le doy un 1",integrity,"Desaparición de dinero sin realizar transferencias"
161,"No emtiendo porque crean un app que siempre falla en todas las madrugadas y en hora punta todavía más 12 am y de 2 a 3 am.",not_applicable,"Fallas sistemáticas nocturnas y en horas punta"
162,"no puedo habrir mi app, estoy muy incomodo",not_applicable,"Problema de acceso"
163,"ULTIMAMENTE FALLA MUCHO EL SISTEMA DE LA APLICACIÓN",not_applicable,"Fallas sistemáticas recientes"
164,"Vergüenza con su Préstamo de Crédito , Por eso 1 estrella",not_applicable,"Crítica a servicios de crédito"
165,"muy bueno",not_applicable,"Comentario positivo"
166,"Han eliminado las notificaciones de audio por yapeo? el popular YAPE?",not_applicable,"Consulta sobre eliminación de notificación característica"
167,"Me disgusta que ahora se demoren en evaluar el crédito, antes era mejor",not_applicable,"Demoras en evaluación crediticia"
168,"es muy útil y ahorrador.. gracias",not_applicable,"Comentario positivo"
169,"Gracias a Sunat nadie esta usando yape :)",not_applicable,"Comentario sobre impacto de regulación fiscal"
170,"no me deja ingresar el número completo cómo puedo hacerle",not_applicable,"Problema de interfaz"
171,"no quiero actualizar",not_applicable,"Resistencia a actualización"
172,"mucha actualización,ya da cólera y ensima te exigen Grrrr",not_applicable,"Molestia por frecuencia de actualizaciones"
173,"Por qué le quitaron el sonido yape...",not_applicable,"Pérdida de sonido característico"
174,"no funciona",not_applicable,"Problema general de funcionamiento"
175,"las alertas no suenan ni por mas que le puse las del celular. Eso me decepciona :-(",not_applicable,"Falla en alertas pese a configuración"
176,"No sirve la función de activar compras por Internet 🙁",not_applicable,"Falla en funcionalidad de compras en línea"
177,"que esta pasando por q demora demasiado",not_applicable,"Problema de rendimiento"
178,"no deja hacer nada aparir de las 12 am",not_applicable,"Restricción nocturna de funcionalidades"
179,"la app funciona bien pero cada vez que ingreso, me pide que active la ubicación por GPS. Tengo un celular Xiaomi",confidentiality,"Solicitud repetitiva de ubicación GPS"
180,"no habré la aplicación en mi cel",not_applicable,"Problema de apertura"
181,"buenas",not_applicable,"Comentario neutral"
182,"e bien",not_applicable,"Comentario positivo"
183,"no puedo autenticar la verificación por rostro",authenticity,"Falla en autenticación facial"
184,"Sres de yape tengo un inconveniente al registrarme en yape AL ESCANEAR MI DNI LA APLICACIÓN NO LO ESCANEA , ME COMUNIQUE CON USTEDES AL WASAP QUE MENCIONAN E HICE LO QUE DIJERON Y NADA, SIGUE IGUAL Y AL FINAL SU ASESOR ME MANDO AL BCP DICIENDO QUE NO PUEDE HACER MÁS, MI mobil TIENE BUENA CALIDAD DE IMAGEN, el problema Es LA APP de PORQUERÍA ,TE PIDEN DE TODO, Y AL FINAL TE MANDAN A LA AGENCIA EN DONDE NO TE AYUDAN , y te dicen que tienes que abrir una cuenta BCP, eso no quiero , arreglen esto",authenticity,"Falla persistente en escaneo de DNI pese a soporte técnico"
185,"Terrible aplicación perdí mi dinero cuando yapee",integrity,"Pérdida de dinero durante transacción"
186,"Quisiera tener yape pero como tengo 15 anos no puedo ingresar a la app hasta tener los 18 años y me gustaría que bajen la edad para ingresar a yape,por favor🥹.",not_applicable,"Restricción por edad"
187,"no sé actualiza fácil ,estoy un poco descontento",not_applicable,"Dificultad en actualización"
188,"llevo días que mi aplicación de yape no me funciona ...no sé qué a que se debe si alguien me podría ayudar",not_applicable,"Problema prolongado de funcionamiento"
189,"tengo más de 300 megas en prepago y no me deja ingresar 😡 para hacer mis recargas ¿ cuánto quieres 1 giga? 👎",not_applicable,"Problema de acceso pese a datos suficientes"
190,"bueno",not_applicable,"Comentario positivo"
191,"como activo el sonido yape ?",not_applicable,"Consulta sobre activación de sonido"
192,"no puedo abrir esta app",not_applicable,"Problema de apertura"
193,"Se pone lenta",not_applicable,"Problema de rendimiento"
194,"exele te",not_applicable,"Comentario positivo"
195,"muy buena",not_aplicable,"Comentario positivo"
196,"🥰🥰🥰",not_applicable,"Comentario positivo con emojis"
197,"Añadan la opción de editar el nombre, tambien ya no me suena la notificación de yape. Solucionen eso y para cuando el modo oscuro",not_applicable,"Sugerencias de funcionalidad y pérdida de notificación"
198,"pésimo servicio desde la última actualización ... no me deja ingresar",not_applicable,"Problema de acceso tras actualización"
199,"no puedo abrir el yape 0/0",not_applicable,"Problema de apertura"
200,"dicen que no se hacen responsables por los servicios de terceros que promocionan a pesar de lo pedimos que puedan ser y luego de las quejas todavía lo siguen promocionando.",accountability,"Falta de responsabilidad por servicios de terceros promocionados"
