ID,Comentario,Clasificacion_ISO_25010_2023,Justificacion
259,"no pongan tantas actualizaciones por q después dice que no hay espacio y cuando dice eso yo lo necesito urgente....gracias...",not_applicable,"Problemas de espacio por actualizaciones"
260,"Es muy tedioso estar lidiando siempre con las actualizaciones que prácticamente no mejoran nada, sigue siendo igual",not_applicable,"Actualizaciones sin mejoras perceptibles"
261,"bueno",not_applicable,"Comentario positivo"
262,"todo bien lo malo piden actualizacion cada rato y uno no tiene memoria pero si su dinero ahi y no se.puede usar sin actualizar se pasan",not_applicable,"Bloqueo de acceso con dinero por no actualizar"
263,"regular",not_applicable,"Opinión neutral"
264,"últimamente está fallando bastante se queda congelada",not_applicable,"Fallas recientes de congelamiento"
265,"lamentablemente no puedo usar su aplicación no reconoce ni alguna solución",authenticity,"Falla de reconocimiento sin solución"
266,"bueno",not_applicable,"Comentario positivo"
267,"no me sirve",not_applicable,"Opinión general negativa"
268,"es buena la aplicación solo que la palabra que decía yape ya no dice no sé si es error del sistema por favor que alguien me responda",not_applicable,"Pérdida de voz característica"
269,"mucho nos ase actualizar ocupa bastante espacio",not_applicable,"Molestia por espacio de actualizaciones"
270,"esta solucionando problemas de pago",not_applicable,"Comentario positivo"
271,"todo bien pero ya mucha actualización a cada rato y cada vez ocupa más espacio",not_applicable,"Aumento progresivo de espacio"
272,"la aplicación nesecita una actualización que se pueda permitir hacer transferencias de yape a interbank débito",not_applicable,"Sugerencia de funcionalidad"
273,"que cosas actualizaran a cada rato muy mal 👎",not_applicable,"Molestia por actualizaciones frecuentes"
274,"Naa lo mejor👍👍",not_applicable,"Comentario positivo"
275,"buena",not_applicable,"Comentario positivo"
276,"ayudaaa no puedo instalar la última actualización",not_applicable,"Problema de instalación de actualización"
277,"No me fue compatible para ninguno de mis 6 dispositivos , arreglen esta app",not_applicable,"Incompatibilidad en 6 dispositivos"
278,"No me deja ingresar a yape a pesar que ya tengo 18 años la edad necesaria para tener ya mi yape, y también tengo mi dni amarillo pero aún así no me deja quiero una solución ante este problema",authenticity,"Falla en verificación de edad pese a cumplir requisitos"
279,"Mala estoy intentando actualizar la App más de 6horas y nada , no puedo usar el aplicativo",not_applicable,"Falla de actualización por 6 horas"
280,"no puedo entrar a mi yape, hace un mes. ya lo instalé y desintale como 3 veces. El técnico dice que fallo del sistema ya estoy harta",not_applicable,"Problema persistente por un mes pese a soporte"
281,"soy Amelia lachira Villegas estoy buscando que a Bra pasado con mi yape estoy buscando a ayuda que no funciona ayúdenme por favor gracias y muchas bendiciones 🙏",not_applicable,"Problema general de funcionamiento"
282,"ya aburre mucha actualización",not_applicable,"Molestia por actualizaciones"
283,"Es muy incomodo querer realizar un pago y no poder entrar a la aplicación al momento, tiene muy buen servicio por lo general pero lo que no es justo es no ingresar al momento que se desea , ya son muchas las veces que este problema se viene presentando",not_applicable,"Problema recurrente de acceso en momentos críticos"
284,"se queda congelado",not_applicable,"Problema de congelamiento"
285,"está a la mano muy bien",not_applicable,"Comentario positivo"
286,"Mucha actualización cada mes es una abuso",not_applicable,"Molestia por actualizaciones mensuales"
287,"es una buena aplicación no he tenido problema pero últimamente tengo ese problema de que no puedo actualizar mi yape porque dice que la aplicación no está permitido en el dispositivo",not_applicable,"Problema de permisos para actualizar"
288,"no deseo actualizar por el momento por favor no interfiera mi activividad . gracias",not_applicable,"Resistencia a actualización forzada"
289,"en caso de urgencia me ocupa un poco de tiempo hacer está actualización, pero bien",not_applicable,"Demora en actualizaciones urgentes"
290,"hacen lo que quieren",not_applicable,"Crítica general"
291,"Las actualizaciones acarrean desconfianza en estos tiempos. deberían ser voluntarias.",not_applicable,"Desconfianza por actualizaciones obligatorias"
292,"debería haber filtros para buscar el historial de pagos y cobros por nombre y número",not_applicable,"Sugerencia de funcionalidad"
293,"buena",not_applicable,"Comentario positivo"
294,"por que me pide consecutivamente que actualice la aplicación, otros usuarios no tienen ese problema.",not_applicable,"Problema específico de actualizaciones repetitivas"
295,"ojalá puedan avilitar el envío de dinero a más países Latinoaméricanos como argentina y Venezuela",not_applicable,"Sugerencia de expansión internacional"
296,"Es buena",not_applicable,"Comentario positivo"
297,"nd bueno",not_applicable,"Comentario neutral"
298,"estoy descontenta por las actualizaciones que piden a cada momento, hay veces que he yapeado y no sale, y vuelvo a yapear doble vez, y ahora no sé, cuántas veces he realizado pagos dobles, ya tengo miedo de volver a realizar pagos por este medio...",integrity,"Pagos dobles por fallas de confirmación - miedo a usar la app"
299,"Ya tengo como 2 años y nunca me ofrece un crédito para subir mi historial crediticio",not_applicable,"Ausencia de ofertas crediticias"
300,"Buena",not_applicable,"Comentario positivo"
