ID,Comentario,Clasificacion_ISO_25010_2023,Justificacion
1151,"Todo iba bien hasta que un dia me muestras un mensaje para actualizar. Pero ahora ya no quiere actualizarse y me nuestra un mensaje diciendo ""ups algo salio mal. Una semana ya me tiene así., me preocupa por que ya no puedo hacer ninguna consulta y ni gun pago.antrs lo hacia sin ningun problema.😡",not_applicable,"1 semana actualización ups algo salió mal - sin consultas/pagos"
1152,"Me sale ""algo salió mal, cierre y vuelva a intentarlo"" desde ayer no puedo ingresar.",not_applicable,"Desde ayer algo salió mal cierre/reintente"
1153,"Pesima aplicación y peor de un tremendo banco tanto les cuesta crear una buen app todo lo ven dinero nada más horrible, no aparece mi saldo no puedo yapear me salta error una porquería de app Y lo vuelvo a recalcar hoy 18 de septiembre del 2024 basura de aplicativo tengo que pagar una cuenta y me deja diciendo que no me pueden mostrar mi saldo que hago ahorita! Avisen anuncien cuando van a actualizar esta porquería, para que no dejen a sus usuarios en el aire",accountability,"18 sept 2024: sin saldo/yapear + cuenta por pagar - usuarios aire"
1154,"Me estaba funcionando la app correctamente hasta que el día de hoy intenté yapear a un número que tengo en la lista de contactos y se salía del app, al inicio lo tome súper normal, pero intenté nuevamente y seguía con el mismo error, deje un tiempo de espera y sigue sin poder hacer el yapeo y es más no responde la app a la lista de contactos y no puedo poner números que no estén en listados , no sé si se deba a la actualización de la app, o que es lo que está pasando?",not_applicable,"Contactos guardados salen app + números no listados bloqueados"
1155,"Estuvo perfecto asta hace algunos días atrás . Ahora ya no puedo ingresar con mis datos móviles por qué al momento de ingresar aparece cierre la aplicación y vuelva a ingresar Me conecto con wifi y ahí si ingresa Me gustaría que sea como antes que normal podía ingresar con mis datos móviles ...grasias...",not_applicable,"Datos móviles cierra app - solo WiFi funciona"
1156,"Es horrible, me quería crear una cuenta de manera reciente, pero al momento de reconocimiento facial no me acepta y ya van varias veces que estoy intentando hacer eso, pero no, es imposible deberían poner otra manera para la validación, teniendo en cuenta que las personas cambian, de modo que es imposible vernos como cuando nos tomamos la foto del dni, pero bueno hasta ahí lo dejaré, si no ven otro modo perderán nuevos usuarios, porque no solo soy yo también hay más personas con este problema.",authenticity,"Facial múltiples intentos falla - personas cambian vs DNI"
1157,"Deberían avisar la hora de su mantenimiento... para saber que no tendré el monedero digital. Justo cuando quiero pagar mi cuenta de menú no había sistema... y estoy esperando a que vuelva o tendre llamar a alguien que me alcanze efectivo... faltan muchas mejoras a la aplicación..",not_applicable,"Mantenimiento sin aviso - pago menú bloqueado"
1158,"Debería poder desactivarse los anuncios y todas las notificaciones q saltan cuando entras a la aplicación, uno solo quiere entrar a ver si ya está el yapeo porq aveces ni notifica y se demora en entrar, y cuando porfin cargo, te sale publicidad de cosas q no quieres y si apretas rapido para ver transacciones seguro q entras a otro lado porq entras a las publicidades que ni cargan, hay gente q no le interesa sus ofertas, pero lastimosamente hay gente q prefiere yapearte y nos obligan a tenerlo.",not_applicable,"Publicidad obliga usar app + redirige sin querer"
1159,"Realicé un yapeo a una tienda de abarrotes, y a las horas la señora me dice que nunca le llegó, a pesar de haber visto que el yapeo había sido exitoso. Tuve que pagarle en efectivo y hasta el día de hoy no hay respuesta del yapeo realizado. Se efectuó el descuento en mis movimientos de tarjeta pero en el yape ya no aparece.",integrity,"Yapeo exitoso pero nunca llegó + pagó efectivo - descuento sin registro"
1160,"Sin motivo alguno Yape me indicó que mi tarjeta estaba bloqueada o vencida (vence en 2027). Desinstalé la app y al reinstalar me salió lo siguiente: Esta aplicación ha sido denunciada por varias personas. No recomendamos instalarla. ¿Alguien me puede explicar qué está pasando? 2 Hace un momento me respondieron y derivaron a su WhatsApp. Allí, ninguna opción me es útil.",authenticity,"Tarjeta vence 2027 bloqueada + app denunciada múltiples personas"
1161,"Todo iba bien con el yape hasta la nueva actualización... Hoy cuando estaba pagando mi servicio de DirecTV me salió un mensaje para que lo intente otra vez en un rato, y al volver a intentarlo la recarga del DirecTV nunca llegó, en los registros del yapeo figura que está pagado, pero no tengo cable!!! Solución por favor.",integrity,"DirecTV pagado registros pero sin cable - nueva actualización"
1162,"No he podido siquiera ingresar a la app ya que solo es para la comunidad peruana al parecer y creo les aria muy bien el poderse expandir a más países como a México por ejemplo y así manejar el cambio de divisas también, creo que esto les ayudaria a crecer exponencialmente y en gran medida beneficiaria a su comunidad de usuarios.",not_applicable,"Sugerencia expansión internacional México divisas"
1163,"Hace dos días que funciona pésimo No se puede ingresar, no siquiera deja poner la clave. Y cuando entra, no permite yapear, ni muestra el saldo. Sale un mensaje que dice ""hubo un error, inténtalo luego"". Afortunadamente tenemos otros aplicativos más eficientes, porque con éste, es una lotería.",not_applicable,"2 días pésimo: sin clave/yapear/saldo - otros apps eficientes"
1164,"Que horror estaba funcionando normal, incluso yo estoy recomendando la aplicación pero desde hace dos días que no puedo ingresar me aparece error, en mantenimiento, hay una nueva actualización, pero cuando le doy actualizar me sigue apareciendo lo mismo y nunca puedo ingresar. Y me preocupa porque tengo dinero en mi yape",accountability,"2 días recomendando pero error + dinero retenido preocupa"
1165,"Tiene un fallo la app , la uso desde hace unos meses y todo bien , el problema es que me salio ups algo anda mal y no puedo entrar a la aplicación desde hace dos días , ya la instale varias veces , actualize , reinicie mi teléfono y nada.Yo uso la aplicación diariamente y necesito tener acceso a ella , espero arreglen este problema lo más rápido posible",not_applicable,"2 días ups algo mal pese múltiples reinstalaciones - uso diario"
1166,"Desde la última actualización no puedo entrar, a menos que haga todo el proceso de cambiar mi contraseña, recibir el código para luego validar con mi rostro y finalmente colocar una nueva contraseña, permanezco en la app y puedo hacer transferencias, pero a lo que cierre la app o expire el tiempo de sesión, al volver a ingresar me sale que ocurrió un problema y es imposible ingresar colocando solo mi clave. Ahora es más eficiente hacer una transferencia bancaria u optar por otra app.",authenticity,"Última actualización: proceso facial completo cada sesión"
1167,"Me había funcionado bien al principio, pero desde que me pidió actualizar no puedo ingresar, cuando quiero poner la contraseña se cierra la app. Revisando los comentarios veo que casi todos los usuarios tienen el mismo problema, así que deberían tomar cartas en el asunto YA! No es posible que tantas personas estén reportando este problema y aún no han arreglado ese inconveniente. Por favor solución lo más pronto posible.",authenticity,"Actualización: contraseña cierra app - problema masivo usuarios"
1168,"Quieren saber que es lo peor de volver a ingresar, tener que pasar por el sistema de reconocimiento facial , es literalmente una basura , porque demonios me piden tanto una foto de mi rostro si mi DNI ya lo tiene? Estoy como más de 3 semanas intentando y me sale el bendito error de "" Ha excedido la cantidad de veces en usar el reconocimiento facial y quedará bloqueado por un día"" me quieren explicar porque? No pueden pedir otro recurso que no sea el reconocimiento facial?",authenticity,"3+ semanas facial bloqueado 1 día - sin alternativas DNI"
1169,"La app me está funcionando muy bien, Hasta que el día de hoy, cuando quería ingresar, me dice que hay una nueva actualización, le doy para actualizar y hace su proceso, hasta que en el último momento dice que hubo un error y no se puede actualizar y ya no puedo ingresar, por favor necesito soluciones porque la app es muy indispensable y se maneja muy bien todo pero que no puede ingresar no me da la oportunidad de hacer mis pagos por este medio",not_applicable,"Actualización error último momento bloquea ingreso permanente"
1170,"Hola, la verdad ya me estoy desanimando a seguir utilizando esta app, lo instale hace 1 semana para mi negocio y el problema es que cuando quiero verificar el pago del cliente, la aplicación demora en abrir muchísimo tiempo haciendo que se valla, hay veces que ni habré y tengo que dejarlo ahí. Ahora cuando logro entrar y verifico cuanto ya tengo recaudado no pasa ni un minuto que la app por si solo me bota. Me gustaría que me ayuden o lancen una actualización rápidamente porfavor.",not_applicable,"Negocio 1 semana: clientes se van por demora + expulsa 1 minuto"
1171,"Es pésimo el escaner biometrico que pusierón ya voy dos veces que e intentado registrarme y me dice que no coincide con mi DNI. Y ahora me bloquearón por 48 horas más. Ni una estrella se debería dar a la aplicación. Espero que solucionen ese problema lo más antes posible ya que otras apps funcionan de los mejor.",authenticity,"2 veces biométrico no coincide DNI + bloqueado 48h"
1172,"No deberían cobrar 3% en yape empresa en realidad debería ser una tarifa mensual, me desanima sinceramente en utilizarlo como medio de pago a mis clientes, mejor si es así sigo usando izipay que me cobra lo mismo y es más cómodo para el cliente, una tarifa mensual sería mucho mejor y más cómodo para todos los que tenemos negocio.",not_applicable,"YAPE empresa 3% vs izipay - sugerencia mensual"
1173,"Hay que mejorar la plataforma, porque genial y fácil para hacer pagos, pero está fallando el sistema y no figura en el historial los movimientos y me ha traído varios problemas. Porque piensan que no se ha realizado la transacción pero en el saldo si se ha descontado.",integrity,"Movimientos no figuran historial pero saldo descontado"
1174,"Acá rato me sale el mensaje de que ""no tengo saldo"" cuando claramente si lo tengo. No sé qué pasa con la aplicación que falla tanto. No puedo transferir a nadie que no tenga con contacto. Cuando hay que escanear el QR casi nunca funciona y cuando me comunico por las plataformas no me dan solución.",integrity,"Saldo existe pero marca sin saldo + QR falla + sin soporte"
1175,"Pésima aplicación. Tenía instalada con mi número de celular. Llevo más de una semana tratando de hacerlo con cuenta BCP y encima que no me llegaba el código por mensaje de texto, cuando me llegó ahora escaneo el reverso de mi DNI varias veces y no sale el check. Si sale cuando escaneo el anverso (dónde está la foto). Ya me cansé",authenticity,"Semana BCP: códigos no llegan + reverso DNI múltiples intentos"
1176,"Esta fallando la aplicación no se si solo esta pasando eso a mi pero no puedo acceder a la aplicación tampoco me permite ingresar. Ya llevo días así por favor requiero una solución lo más antes posible. Necesito entrar a mi cuenta urgente. Es la primera vez que me pasa eso y no se que hacer a ver si pueden solucionarlo. Es lo único que requiero, por favor solucionen este problema lo más antes posible no puedo estar sin acceder a la aplicación me sale error y que vuelva a entrar pero sigue igual.",not_applicable,"Días sin acceso urgente + error reingresar cíclico"
1177,"No me funciona la app, quiero crearme una cuenta. Y cada vez que coloco carnet de extranjería se cierra. Hasta con la chica del banco lo hice e igual sucedió. He borrado cache, he desinstalado la app, he reiniciado el tlf, de TODO y nada. Estoy segura que no es mi celular. Bcp si funciona pero esto no, horrible :( ayúdenme",authenticity,"Extranjería cierra app + banco confirmó problema"
