ID,Comentario,Clasificacion_ISO25010
945,No entra a la aplicación.,not_applicable
946,Por que borraron la opción de yapear a otros números,not_applicable
947,Mala aplicación cada rato pide actualizar,not_applicable
948,Esta caída app no funciona no te dice cuando dinero tienes en realidad,not_applicable
949,No sé puede abrir,not_applicable
950,Muy lenta,not_applicable
951,"Estimado Banco de la Nacion , les pido solucionar lo mas pronto el sistema no puedo transferir desde ayer el sistema esta colgado .",not_applicable
952,"Hola a todos, como hago para saber mi saldo estoy en Europa y no puedo descargar el App BN, tengo depósito en el banco de la nación del Perú y no puedo mantenerme informada. Que hago?",not_applicable
953,"Fatal, hice transferencia a celular y salió constancia pero no llego el dinero a los destinarios ni yape ni plin, hice reclamo dijeron 15 días y hasta ahora pasaron 35 días y no hay devolución ni respuesta al reclamo,un asco la app Desactivare la app",integrity
954,"Piden actualizacion, pero no mejora en nada. Por el contrario esta peor con cada actualizacion. Mas lento, absolutamente disfuncional.",not_applicable
955,"No funciona bien , muchas veces me dice que no se puede procesar la operación",not_applicable
956,"No sirve, se congela. ¿Hasta cuándo seguirá así?, ¿cuándo van a solucionarlo? ¿Leen las quejas?",not_applicable
957,No entra la app pésimo,not_applicable
958,"setiembre 2024, continúa el problema en el app, solo me sale el mensaje de: 'intente más tarde'",not_applicable
959,W@ no,not_applicable
960,"Tiene error con generar la clave, es una perdida de tiempo esta app mediocre",authenticity
961,No me funciona la aplicacion encima me dice que no puedo trasnferir,not_applicable
962,Porque no abre,not_applicable
963,Esta fallando la aplicación no se puede realizar recargas,not_applicable
964,No se puede instalar,not_applicable
965,"No abre mi aplicación, podrían revisarlo, Porfavor ojalá no me estén robando.... :(",confidentiality
966,"Buenas tardes,tengo 2 días que no puedo ,hanriry la aplicación,pará efectuar pagós Gracias",not_applicable
967,Qe soy una ama de casa,not_applicable
968,Está aplicación está en cero no abre l aplicación,not_applicable
969,"No la recomiendo está aplicación es un asco 😡😡😡 no se puede ingresar, no merece ni una estrella",not_applicable
970,"Que esta pasando con ésta última actualización, no se puede compartir el baucher de tranferencia. Antes sí se podía con toda normalidad.",non_repudiation
971,Asquerosa,not_applicable
972,Aún marcha bien,not_applicable
973,"La aplicación es una basura, funciona cuando le apetece, los servicios de transferencia a contactos funciona de vez en cuando, ahora mismo traté de pagar por medio de esa característica y no me dejó hacerlo, regresando a casa resulta que se me dejó hacer el pago, arreglen su aplicación ya que si no van a dejar que los usuarios de sus tarjetas de débito usen yape al menos podamos hacer esas transferencias con normalidad.",not_applicable
974,Muy básica la aplicación.,not_applicable
975,"El sistema esta congelado, no se puede realizar ninguna operación",not_applicable
976,"Por favor qusiera ayuda eh realizado una Transacción y su sistema se paralizo eh hizo una tranferencia sin mi permiso, necesito la devolución de mi dinero.",integrity
977,"El día de hoy no funciona, al querer abrir se cierra solo ,solucionen por favor .",not_applicable
978,"No funciona hace días que está así como congelado no ingresa, se le actualizado y sigue así, soluciones ese problema urgente.",not_applicable
979,"Deberian darnos la opción de visualizar mas movimientos, y también la opcion de enviar movimientos a nuestro correo, es importante controlar y verificar nuestros movimientos.",non_repudiation
980,no ingresa,not_applicable
981,"No sirve la aplicación, no me deja entrar ni a la interfaz",not_applicable
982,"Muy mala la app, no m deja entrar a mi cuenta y llevo más de un mes teniendo este problema, cero recomendado",not_applicable
983,"Recién actualicé, espero sea de verdad mejor, porque, es realmente dificultoso hacer uso, casi siempre sale que en este momento no se puede que lo vuelva a intentar más tarde, osea cuándo ya no lo necesito, cuando se supone esnpara slavarnos de apuros y para facilitar todo tipo de transacciones, los horarios son muy limitadosnpara las transferencias, no como otros bancos que lo puedes hacer las 24 horas y rápido. Tienen mucho por mejorar.",not_applicable
984,"La reinstalé porque volví a tener actividad en este banco pero resulta que la actualización de la aplicación está peor que la anterior. Todo iba bien hasta que me dijo que traté de ingresar 3 veces incorrectamente, lo cual no sucedió (por lo menos no de mi parte) y nunca más pude volver a entrar. Me salía error, en estos momentos no podemos atender su solicitud, una y otra vez en varios días así que la desintalé de nuevo. No sé si les importa pero están haciendo un PÉSIMO trabajo",authenticity
985,"MAL ESTA APLICACIÓN, (por más que la actualizo) Y es que; 1 vez al mes o cada 2 meses, en mi primer intento(y sin equivocar clave internet); me advierte un texto que Yo, ""ya hice 3 intentos errados"" y por ESO no podré ingresar a mi cuenta. Y esperar 24 horas a más tal vez. Demasiado mal. Y peor siendo en estás fechas cuando uno lo necesita más. Luego cuando llamo a informar o reclamar al banco, simplemente te contestan ""que no pueden ayudarte"" o que tal vez no lo use correctamente. Solo en b/n.",authenticity
986,"Me funcionó muy bien durante el año, sin embargo estos días, está terrible, no abre. Y sale un mensaje ""en este momento no hemos podido procesar la operación. Por favor intentar más tarde"". Realmente espero lo solucionen, ya que me es de mucha utilidad y ahorro de tiempo, realizar mis operaciones desde la app. PSD: la página de multired virtual, está igual.",not_applicable
987,"Por favor Banco de la Nación, solucionen la falla del aplicativo; desde la última actualización en agosto, no permite ingrsar ningún dato; van para dos meses con este inconveniente, se supone que los cambios son para mejorar, no para perder el tiempo yendo al banco a realizar largas colas. Pésimo el aplicativo, espero lo mejoren y solucionen el problema de muchos.",not_applicable
988,"Utilizar esta aplicación del BN, es una verdadera tortura, pero es menos insufrible que ir al mismo banco. De tanto en tanto, indica que se ha ingresado 3 veces la clave de manera incorrecta, cuando en realidad se ingresó bien y una sola vez; parecería que los delincuentes están tanteando a ver si les liga. Y las más de las veces, simplemente es imposible acceder a la aplicación por algún error o imposibilidad del mismo sistema. En fin, si no fuese necesario este banco, estaría quebrado.",authenticity
989,"La aplicación no funciona en mi dispositivo desde la última actualización, abre y no se puede escribí en ninguno de los campos para poder ingresar los datos de inicio de sesión. Agradeceré cualquier solución a este problema. Aún con la nueva actualización sigue igual con el mismo problema no aparece el teclado para poder escribir los datos de inicio de sesión. M Fui al banco y me dijeron que desinstale aplicaciones y lo formatee y nada!!!!!!",not_applicable
990,No puedo ingresar desde el app...se congela y solo se cierra. Es más...no siquiera carga el app...aparece la pantalla roja en un segundo y luego se cierra por sí sola el app. Por favor señores...solucionen el problema. Será un tema de actualización o qué será pero ya actualicé hasta mi celular y nada doy con la solución al problema. Así llevo una semana completa. Gracias por la atención a la presente.,not_applicable
991,"BN tiene un deprimente sistema virtual y físico, por ejemplo: el aplicativo en muchas ocasiones, no carga en horarios de oficina: 8am a 5pm, las tarjetas físicas siendo nuevas y estando en óptimas condiciones de conservación, son rechazadas en diferentes tiendas comerciales, etc. Los administradores del BN deben tener mayor profesionalismo y compromiso al verificar la clase de servicio que están brindando, supervisando mejor a las áreas que corresponden dichos procesos. Espero soluciones.",not_applicable
992,Hay demasiados errores además de las transferencias entre el mismo banco y diferentes bancos. No pueden solucionar esos problemas. No te ayuda en momentos de emergencia además de que se congela la misma aplicación. La única razón por la cual lo tengo es porque estoy esperando mi tarjeta BCP qué es un banco mucho mejor que el de la nación. Ahora mismo necesito dinero de emergencia y no puedo hacer una transferencia por la culpa de esta app tremenda porquería de m*****,not_applicable
993,"Esta actualización me parece pésima, se me venció mi tocken, fui a ventanilla y dicen q ahora es por msj de texto. No se puede abrir la app sin antes realizar la actualización de datos, llega la clave de ms y sale el bendito anuncio que en estos momentos no podemos atender la actualización de datos. Señores BN, realicen una app para facilitarnos las operaciones.",authenticity
994,"Una pésima experiencia desde que ingresas a la app. Para que crean una aplicación si lo único que van a permitir realizar es ver tu saldo!!!. No se puede hacer transferencias, pagos, giros ni nada. Hasta ahora no activan el token digital, y cuando te das la molestia de ir al banco para activarlo, te dicen que no está disponible. Realmente la utilidad de la app es casi nula!. Un asco de aplicación.",authenticity
995,"está app se va de mal en peor, no abre, sale que está fallando, que cuando ingreso la clave que ya ingresé tres veces seguidas y erróneas, demora en abrir, cuando transfieres no llega la clave, si pusieran un poco mas de atención a la app seria bueno, pero no hacen nada por arreglarlo, y estás fallas son de meses.",authenticity
996,"Es la peor aplicación, no puedo abrir para ver mis saldos, casi siempre sale el mensaje, lo sentimos, vuelva intentarlo más tarde. Y las veces q logro ingresar y quiero hacer transferencia el mismo mensaje, en estos momentos no podemos atenderlo, intenté más tarde. Así mismo, sucede cuando voy a pagar con la tarjeta, sale rechazado... Es todo un tema y pérdida de tiempo. NO LO RECOMIENDO...",not_applicable
997,"Tengo una cuenta en este banco por una cuestión circunstancial, la mantuve x ser consecuente con la banca del estado, y quizá aprovechar los pagos de servicios, de tramitaciones de licencias, etc, pero al querer activar el token dijital, su aplicación de pésima calidad, siempre sale el mensaje que están teniendo problemas que lo intente más tarde, etc terrible la verdad",authenticity
998,"Esta aplicación es muy mala. Se demora mucho para abrir y cuando lo hace te dice ""intenta más tarde"", en otra ""no se puede realizar en estos momentos tu transacción""y sino, ""intentaste tres veces y no puedes ingresar."" Deben actualizar bien la aplicación. Es una pérdida de tiempo. No agiliza nada.",authenticity
999,"En los últimos meses la experiencia es decepcionante, la app manda a actualizar y luego no abre, no está disponible las transferencias interbancarias,etc. No puede ser que siempre el mensaje del banco sea que está en mantenimiento. Una app no debe servir solo para saber si ya te abonaron, sino para solucionarte la vida no fastidiarte.",not_applicable
1000,"Buenas noches. Es una falta de respeto que no den solución a tantos comentarios que sucede respeto a esta APP, que suena a siglas de partido político. Bueno, igual se congela la pantalla y no responde el cursor para el teclado, lo desinstalo una y otra vez y nada. Mi equipo es Redmi Note 9 Pro. Espero la pronta solución toda vez que ya estamos cerrando el mes y necesito hacer mis transferencias. Apoyo todos los comentarios vertidos en este foro. NOTA: en otros móviles no tengo problema. Gracias.",not_applicable
