id,Comentario,Clasificacion_ISO_25010
2413,"Por qué me indica que he realizado 3 intentos erróneos, cuándo no he intentado ingresar a la aplicación? Pueden solucionar ese GRAN problema que tienen.",authenticity
2414,"No puedo abrir la app, se congela a cada momento. No. Muestra el saldo. Es la peor app",not_applicable
2415,"Tengo problemas para ingresar a la cuenta y lo unico que me apare es ""erro 3 veces"" ya llevo desinstalando la app mucho y no se que hacer para ingresar a la cuenta",authenticity
2416,Si pudiera no le doy ni una *. La app no sirve ni la clave digital y la banca por Internet tampoco. Son ineficientes y nos perjudica a los clientes q terminamos yendo a la agencia 😡,not_applicable
2417,"Pesima aplicación, no se puede ni entrar a la app manda un mensaje de que ""la aplicacion no puede ejecutarse en modo de depuración""; cuando la piensan solucionar",resistance
2418,"Decepcionante este banco, telefono fuera de servicio aplicativo que no habre y no actualiza no se puede hacer ningun tipo de transferencia... En conclusión PÉSIMO...",not_applicable
2419,"Un desastre está aplicación, en todo el día te sale INTENTALO MAS TARDE. Desde hace 1 mes con el mismo error.",not_applicable
2420,"Su app ya no sirve, apenas abro la app y se cierra de inmediato, solucionen el problema ya!! Porque yo uso la app para hacer mis pagos y ahora no puedo hacerlo",not_applicable
2421,Sinceramente no se que está pasando últimamente la aplicación se tiene k estar actualizando cada 15 días.... Muy mal aveces necesitamos el srrvio con urgencia y ...,not_applicable
2422,"Pésimo servicio, a pesar de tener el Token no permiten hacer operaciones desde el aplicativo, y en las últimas semanas no permite abrir la APP indica LA APLICACION NO PUEDE EJECUTARSE EN MODO DE DEPURACIÓN, solución URGENTE POR FAVOR",resistance
2423,Cuando se van a poder hacer pagos y transferencias vía aplicativo o x Internet. Quieren que hagamos colas inmensas con riesgo de contagiarnos de COVID..... Es imperativo que arreglen sus aplicativos.,not_applicable
2424,"Una vez me parco un saldo incorrecto para luego volver a cargar decirme que la apk se detuvo y darme un saldo menor a qué me mostró, realmente horrible.",integrity
2425,"No puedo utilizar la aplicación cuando entro me sale el mensaje ""en estos momentos no hemos pudimos procesar la operación. Por favor intente más tarde"" ya va pasando varios días y sigue igual",not_applicable
2426,"Todo el tiempo se encuentra en mantenimiento, estas actualizaciones estan cada dia más pésimas. Sugiero resolverlo en brevedad posible.",not_applicable
2427,Reinstale y no abre. Cuál es el chiste de la actualización. Si sólo abre la portada y no se puede entrar. Un poco más de criterio para los usuarios.,not_applicable
2428,No abre. No se puede hacer pagos ni transferencias con facilidad. Y ahora vuelvo a instalar y me pide actualizar. Es imposible acceder a la app,not_applicable
2429,Porfavor dar solución al aplicativo hasta el día de hoy no se puede usar el aplicativo ni siquiera ingresar creo ya llevan demasiado tiempo con este problema el cual no tiene una solución.,not_applicable
2430,Por qué no funciona el app? Quiero ingresar a revisar mis últimos movimientos porque tenía dinero y ahora me sale saldo insuficiente cuando voy a retirar a un agente y por último ni se puede hacer consultas ahí.,not_applicable
2431,Cada vez que quiero ingresar a la app me sale que he intentado más de 3 veces la misma clave y ahora llamo por teléfono y me hacen poner mi clave y mi tarjeta y no me dan mi saldo y me cuelgan. Nose que ESTA pasando con el banco por varias plataformas no está dando buen resultado.,authenticity
2432,Esta app no resuelve ningún tipo de problemas con la aplicación .por más que quiero saber quién entro a mi cuenta llamo a la línea y tampoco me responden te ponen una música y no hacen caso no les importa nada ...,accountability
2433,"Buenas noches, cuando trato de ingresar a la aplicación de banco d la nación no se puede ingresar casi siempre sucede esto cuando uno lo necesita x favor solucionen es urgente xfavor",not_applicable
2434,"Es un porquería de app, antes de la última actualización si funcionaba. Deben de dejar de pedir actualización a cada rato.",not_applicable
2435,"Todo bien , solo que cuando se querie realizar recarga de celular , el vendido sms llega después de años y cuando introduces ya sirve, arregle esa baina y talvez le de una estrella mas, es desesperante esto",not_applicable
2436,"Aveces es muy lenta o necesita actualizarse constantemente, pero para hacer transacciones es muy buena.",not_applicable
2437,"Solucionen yaaaaa!!! No se puede ingresar los datos, ya reinicie mi dispositivo, borre la ap, la volví a instalar y nada, ya esta así varios meses, hasta cuando esperaremos??",not_applicable
2438,"Por favor, cuando arreglarán el problema con el app?? Se desaparece la pantalla sola y no puedo realizar ningún movimiento bancario.",not_applicable
2439,"La pantalla de la app está congelada, no tengo forma de acceder, la he desinstalado y volví a instalar pero está igual, no puedo acceder ni a poner mi número de cuenta.",not_applicable
2440,Acabo de actualizar la app. Ingresé con mi clave y me dice que he tenido 3 intentos fallidos con clave incorrecta. 🤷,authenticity
2441,Esta app es inservible por que al mi parecer no quieren que vea mi saldo por que yo coloque mi clave y todo bien pero no puedo entrar dice que escribí tres palabras erróneas pero se que todo esta bien solucionen eso por favor,authenticity
2442,No hay buenos programadores para esta app?? cada rato pide actualizar muy molestoso cada 6 meses o cada año debería actualizar.,not_applicable
2443,"Sres. Hace semanas que el aplicativo no abre. Solo sale la pantalla roja y se cierra, tampoco se puede actualizar.",not_applicable
2444,"Es una porquería esta aplicación, hay constantes fallas, llevo 5 días intentando hacer transferencias y hasta ahora sin éxito.",not_applicable
2445,"Buenas tardes por favor cuando van a solucionar el tema de la aplicación perjudica, al tratar de entrar se sale de manera inmediata pésimo servicio, NECESITO UNA SOLUCIÓN PARA MI PROBLEMA",not_applicable
2446,"El app no funciona en mi celular, al momento de ejecutar sale un mensaje diciendo que no se puede ejecutar en modo de depuración.",resistance
2447,"Muy mala aplicación, incluso ni siquiera se puede ingresar a ella porque no carga, además de muchas otras fallas dentro de ella.",not_applicable
2448,"Esta app es una porquería cada vez que quiero transferir o hacer un pago no me lo hace porque esta en mantenimiento desde hace días, arreglarlo, pésimo servicio.",not_applicable
2449,"No me deja entrar a la app desde hace ya casi una semana me sale que ""No se a podido completar la transacción y que lo intente más tarde"".",not_applicable
2450,Hace mucho tiempo q no puedo hacer transferencias interbancarias . Siempre me sale q el servicio esta en mantenimiento.. SOLUCIONEN ESE PROBLEMA YAA!!!!!!!,not_applicable
2451,Ultimamente esta fallando mucho. Me aparece que en este momento no hemos podido procesar intenta mas tarde todos los dias. Ya no es recomendable.,not_applicable
2452,"Es increible que este banco tenga una app con tantos problemas, eso solo muestra que no hay personas capaces, solo contratan gente por afiliacion y no por merito, clasico de una burocracia.",not_applicable
2453,"Descargue la última actualización, y no me permite realizar nada, desde el inicio. Actualizar no me sirvio para nada.",not_applicable
2454,"La app está con error desde hace 1 semana no puedo utilizarla me sale ""la aplicación no puede ejecutarse en modo depuración"" porfavor arreglenla.",resistance
2455,"Por ratos se va el sistema y no dejar ingresar, para mi es importante ya que esta tarjeta solo es para depositos de la manutención de mis hijos, y normalmente nunca se cuando deposita el señor.",not_applicable
2456,Justo la app cuando más lo necesitas no ingresa sale la pantalla de inicio y se queda cargando y luego en estos momentos no hemos podido procesar la operación un asco la aplicacion,not_applicable
2457,Pésimo funcionamiento de la aplicación al igual que su servicio. No me permite ingresar a dicha aplicación después de haberlo instalado nuevamente.,not_applicable
2458,"Hace un mes que el aplicativo esta fallando cuando intentas ingresar automáticamente te sale como si ya hubieras hecho intentos errados, arreglen urgente eso.",authenticity
2459,"Piden obligatotiamente permisos que son innecesarios,corrigan eso deja mucho que desear que no se pueda usar la app si uno deniega esos permisos que no tienen porque ser obligatorios en este caso.",confidentiality
2460,"No sirve para hacer transferencias, funciona cuando le da la gana y casi todo el tiempo no hay sistema del propio banco, pésimo servicio.",not_applicable
2461,"Intento ingresar a mi cuenta y dice que tengo 3 intentos incorrectos y no me deja entrar a la cuenta, llame al banco y solo me dicen que genere una contraseña nueva pero note dice como ni porque sale esa tontería de los 3 intentos incorrectos, cómo si uno no supiera su misma contraseña 😤😤😤😤",authenticity
2462,"Está aplicación es una porquería desde la última actualización se bloqueó y no deja escribir nada, tanto dinero en este banco y no pueden contratar buenos programadores",not_applicable
2463,Agradable y cómoda para su uso y los distintos usuarios que día a día realizamos todo tipo de movimientos que nos permite realizar esta plataforma bancaria y a la vez es segura la cual me hace sentirme segura gracias,not_applicable
2464,Tengo esta y la BCP. En la del BCP no necesitas un tokem por que este está dentro de la aplicación. Eso es lo que le falta a esta app. Pero claro comprar esos aparatitos seguro que permite inflar las licitaciones...,not_applicable
2465,La app se cierra en mi celular en el celular de mi pareja no que pasa por que no programan bien. Abre y cierra la app apenas entra.,not_applicable
2466,"Por favor, arreglen la actualización, no se puede ingresar porque la app automáticamente se cierra.",not_applicable
2467,"He tenido sustracción de saldo por parte de una aplicación que en ningún momento he contratado, y en esta app no encuentro ninguna opción de reclamos o quejas para poder anular lo antes mencionado.",accountability
2468,"Falta correjir el error de ingresar al aplicativo, sale error se realizó 3 intentos fallidos cuando recién va ser 1 intento, error grave del aplicativo porque se necesita acceder de manera rapida",authenticity
2469,Muy mala aplicación. Frecuentemente no realiza las operaciones solicitadas. No dan solución inmediata y en la agencias tampoco saben orientar cómo solucionar los problemas de esta aplicación.,not_applicable
2470,Piden actualizar la actualizo y cuando la abro me dice que la aplicacy no puede ejecutarse en modo de depuración. Ya la desinstale e instale como cuatro veces y nada. Que habría que hacer,resistance
2471,No sirve. Más de un mes congelado. Lo he vuelto a instalar muchas veces y sigue sin permitir ingresar datos como dni y clave.,not_applicable
2472,"La aplicación es pésima no saca de apuro , sale siempre el anuncio que no se le puede atender la solicitud,es un caos... porfavor mejorarla o crear otra App.",not_applicable
2473,"La instale y no se puede usar, te pide permisos y luego se queda en la pantalla roja sin opción a nada Que mal, una pérdida de tiempo",confidentiality
2474,En el momento que más se necesita falla la aplicación; incluso en días particulares y de día. Espero hagan feebak e invierten en mejorar este servicio,not_applicable
2475,"Su app es una basura se lajea y aveces cuando quiero entrar dice, usted hizo 3 intentos erroneos y apenas intente una vez y puse bien mi clave y no se puede transferir a otro bancos es una mierd#",authenticity
2476,Este aplicativo es una porquería.. Toda la vida parece ese dichoso mantenimiento.. O dice que actualizar datos.. Y cuando uno quiere sacar dinero en agentes.. Te dicen que excedí varios movimientos y ni siquiera lo use.. Que horror x dios,not_applicable
2477,"No habré el aplicativo estaba mucho mejor el *551#, cambiaron para mal elijan otro opción perjudican a los que desean hacer operaciones ya voy dos días y nada de abrir el aplicativo, espero solucionen todoooo",not_applicable
2478,desde hace 5 días esta fallando está aplicación no puedo ingresar a ver nada ni carga solo carga y me sale del aplicativo es un error porfavor arreglen esto que esta fallando hace días,not_applicable
2479,"Hace 4 meses que no funciona el aplicativo en mi celular Android. He hecho la prueba y en un Iphone si funciona. Señores programadores, cuándo van a solucionar el problema? No quiero comprar un Iphone solo para usar la app del Banco de la Nación.",not_applicable
2480,No sirve para nada cuando quiero abrirlo me sale en mensaje en este momento no podemos atenderlo inténtalo más tarde y así me paso todo el día y nunca llega el momento en el que se habrá mejorenlo y si no sirve entonces no ofrezcan un servicio que no ayuda al cliente,not_applicable
2481,"No se puede abrir el app, no carga y se cierra automáticamente, deberían solucionar ese inconveniente.",not_applicable
