ID,Comentario,Clasificacion_ISO25010
650,"La app el día de hoy presenta problemas, no permite enviar dinero.",not_applicable
651,Sistema de banco de la nación es lento,not_applicable
652,"Recontra malo, lento recontra lento",not_applicable
653,"Es la aplicación más lenta de todas de banca móvil q tengo, se para lajeando y a cada rato se cuelga, sale el mensaje en este momento no podemos atender su solicitud cada que quiero hacer un pago o transferencia, malisima",not_applicable
654,Se cierra automáticamente,not_applicable
655,"Con esta nueva actualización 2025, está muy lento.",not_applicable
656,Si pudiera darle 0 estrellas lo aria... Mejoren su aplicación..en vez de arreglarlo la vuelven más ineficiente.,not_applicable
657,Es una porquería .. se ha puesto mal lento,not_applicable
658,"Ya anda fallando la aplicación, pero que es lo que pasa xd. Más lento se puso el aplicativo, Ya actualicen no podemos andar con este tipo de problemas.",not_applicable
659,"desde que la uso ,más de 5 años de mal en peor , nunca me brindó un servicio óptimo y la actualización del 2025 es la peor, un reverenda desgracia , no sirve .",not_applicable
660,Horrible cuando mas la. Necesitas es cuando se pone lenta o se cuelga no sirve esa vaina pero como tienes tu dinero ahy no queda otra que usarlo es una mrd son porquería de app,not_applicable
661,Su última actualización deja mucho que desear .,not_applicable
662,No sirve,not_applicable
663,"No se merece ninguna estrella, es demasiado lento y cuando se quiere hacer una transferencia a cualquier momento hasta incluso no sé puede hacer hay que esperar más de 15 minutos y más para que funcione hasta incluso tener que salir y volver a entrar al aplicativo deverdad denle una mejora inmediata 😒",not_applicable
664,"Nunca se puede transferir el dinero por contacto de celular, después de una larga tortura puedes lograrlo; demás casi siempre tienes la falla que no hay sistema de la aplicación. Pésimo",not_applicable
665,"Nunca funciona o demora mucho para abrir la aplicación, desde su actualización está recontra lento",not_applicable
666,La app más lento del Perú,not_applicable
667,"La aplicacion esta igual que la atencion que te da el mismo banco, tan mal, por que no mejoran por lo menos en eso?",not_applicable
668,"Pésimo servicio, la peor aplicación, y lo más lamentable que los del sector público no podemos escoger otra entidad bancaria para el abono del sueldo 😤😠😡🤬",not_applicable
669,Fatal la nueva actualización no carga,not_applicable
670,Si sistema está peor . Muy lento 👎,not_applicable
671,"En vez de que mejore la actualización de esta app, solo lo en peoraron, lento y demora en cargar su opción, una total falla.",not_applicable
672,Por favor solucionar pantalla congelada,not_applicable
673,"Demasiada lenta, ya no se puede acceder, siempre sale mensajes. En este momento no podemos atenderlo. Mejorar lo más PRONTO!!!",not_applicable
674,"Demasiado lenta, se ralentiza en operaciones básicas.",not_applicable
675,"pésima, no funciona cuando más lo necesitas",not_applicable
676,"Fatal, a veces no carga, dice error, otras simplemente ni abre. Deberían mejorarlo",not_applicable
677,No me permite ingresar a la app,not_applicable
678,"Está es la peor app de banco en el Perú...casi siempre falla, después de la última actualización está exageradamente lenta.",not_applicable
679,"Desde la última actualización, el sistema de tranferencia funciona mal",not_applicable
680,No abre la app,not_applicable
681,Por qué no puedo ver me sale que está mal el aplicativo,not_applicable
682,"Increíble que en pleno 2025 esta porquería de aplicación sea tan pero tan pésima de verdad, con la nueva actualización se cierra sola y es algo que pasa a seguido.",not_aplicable
683,Facilita tus gestiones bancarias.,not_applicable
684,Horrible mas lento todos,not_applicable
685,Siempre me encuentro con dificulta para ingresar a la aplicación,not_applicable
686,Es bueno,not_applicable
687,Nunca está cuando se le necesita,not_applicable
688,"Todavía ni logré ingresar. Me sale inválido... ya hice todos los métodos, revisé como veinte veces para ver si está correcto todo y nada. Sigue saliendo ""inválido"" hasta llamé y consulté a una agente del banco y me dijo que ese problema siempre pasa... que la aplicación no siempre sirve. ARREGLEN LA APP!! ME URGE",authenticity
689,No me gusta el tema de clave que se hace error .,not_applicable
690,Excelente,not_applicable
691,Mala,not_applicable
692,Que pésimo ahora no habre y solo se sale,not_applicable
693,No puedo ingresar ala aplicacion,not_applicable
694,Muy mala demora mucho o nunca llega la clave dinámica digital para realizar transferencias,authenticity
695,"Tienen que arreglar está aplicación desde la última actualización no se puede abrir, entra y sale al mismo tiempo",not_applicable
696,La aplicacion siempre aparece una nube que dice que se tiene que actualizar,not_applicable
697,Si es una empresa seria felicitaciones,not_applicable
698,"Es demasiada mente lento, demora en cargar. No pasa nada, mejor está la versión anterior.",not_applicable
699,No abre la app,not_applicable
700,está aplicación es un estrés cada vez que quiero trasferir o yapear no funciona y si funciona de suerte y sola se bloquea tengo que ir al banco nación y formar una cola de 10 cuadras para que lo desbloquee es una estrés total estamos en la era digital y no es posible que esté banco este en la era de piedra trabajen señores del BN al menos para desbloquear sea por teléfono y no ir al mismo banco y formar unas colas inmensas ,authenticity
