numero_comentario,comentario,clasificacion_iso_25010
929,"No sé que ha pasado pero desde la última actualización no me permite entrar a la aplicación por más que la.he vuestro a instalar, por favor solucionarlo",not_applicable
930,"A veces se congela, y hora resulta que no puedo ingresar, indica que hay una versión nueva pero no actualiza en el PlayStore",not_applicable
931,Pesimo,not_applicable
932,Trato de actualizar App y no me permite,not_applicable
933,Ahora no abre la app con la última actualización sale no hay detalles para versión 8.8.3 que mal,not_applicable
934,No funciona la app de Scotiabank movil,not_applicable
935,Bien,not_applicable
936,llevo dos días sin poder usar el app,not_applicable
937,Acaba de cambiar la versión y no tengo acceso por no se AND. Y AHORA?,not_applicable
938,"No se puede ingresar, es una perdida de tiempo",not_applicable
939,No puedo entrar al aplicativo,not_applicable
940,No puedo ingresar a la aplicación No me permite En la banca por internet me dice que la tarjeta está bloqueada,authenticity
941,Justo ahora hay un problema pide actualizar pero no hay ninguna actualización activa,not_applicable
942,No permite ingresar al app,not_applicable
943,Pésima calidad del sistema,not_applicable
944,Pésima aplicación ahora no puedo ingresar y emiten mensaje de que no está disponible en play store,not_applicable
945,Para fallando el app,not_applicable
946,Actualice la App y ya no me deja ingresar,not_applicable
947,No puedo abrirla la necesito urgente,not_applicable
948,La aplicación falla prácticamente diaria mente,not_applicable
949,Por qué no se puede ingresar al aplicativo móvil necesito hacer pagos transferencias al momento de querer ingresar al aplicativo sale nueva versión disponible no hay detalles para AND 8.3.3..... y ni si quiera se puede actualizar y sigue igual a pesar de haber desinstalado y instalara de nuevo,not_applicable
950,no funciona el aplicativo,not_applicable
951,Tiene fallas no logro ingresar a su anunciada nueva versión,not_applicable
952,Es la peor de Scotiabank muy mala app cada actualización es peor que la anterior y lo peor q uno va a plataforma y ellos no saben ni que contestar es una app y tiene fallas me dijeron la última vez q pregunté....no se compara con la del BCP x lejos,not_applicable
953,Una completa desgracia.,not_applicable
954,"No puedo abrir con esta actualización, con la anterior no tenía problema alguno...",not_applicable
955,Porque no puedo entrar a la app de mi banco,not_applicable
956,Ni siquiera se puede entrar al aplicativo,not_applicable
957,MALISIMA ..QUE PASA CON ESTA APP DEL BANCO .. DEBERÍA ESTAR ACTUALIZADA Y SEGURA Y ES TODO LO CONTRARIO..HAY UNA VERSION NUEVA Y NO ME DEJA ACTUALIZAR NI HABRIR PARA VER OH HACER MOVIMIENTOS,not_applicable
958,Mal,not_applicable
959,Falla constante del aplicativo.. En casos de emergencia no es garantía de buen servicio,not_applicable
960,"Para variar, la App no funciona, indica que hay una actualización, pero esta no aparece en ninguna tienda. Lástima, un mal servicio.",not_applicable
961,No puedo abrir mi app,not_applicable
962,No me abre la aplicación,not_applicable
963,"Pésimo, no puedo ingresar a mi cuenta, ni para planear. Un desastre.",not_applicable
964,"No funcionaba el plin con qr, la funcionaria del banco me recomendó que desinstale el app y la vuelva descargar. Un desastre!!! Ahora ni siquiera puedo entrar al app estoy peor que antes.",not_applicable
965,Recién saqué mi tarjeta después de un robo que tuve y ahora es imposible entrar a mi app,not_applicable
966,Siempre falla.,not_applicable
967,No funciona,not_applicable
968,Dejo de funcionar mi pling motivo q me me sale autorización de detalles del ADN a la nueva versión 8.8.3 . No se como resolverlo,not_applicable
969,Malisima porque no me deja ingresar al aplicativo,not_applicable
970,No abre la aplicación me sale actualización disponible pero al actualizar sigue igual . Alguien más tiene las mismas fallas ?,not_applicable
971,La última actualización pésimo no deja abrir la app y se supone que es compatible con mi celular,not_applicable
972,Mala mala,not_applicable
973,no puedo instalar el app me indica que le falta AND versión 8.8.3,not_applicable
974,Por que de la nada me apareció no hay detalles para AND versión 8.8.3,not_applicable
975,"No deja entrar, dicen que hay nueva actualización y uno entra a la play store y ni actualización hay.",not_applicable
976,Figura actualización pendiente en el app pero nada en playstore,not_applicable
977,"Mala, no ingresa, pide que reinstale y sigue igual",not_applicable
978,"Mala aplicacion, no puedo abrir aplicación debido a la nueva actualización, pésimo servicio",not_applicable
979,La banca es marítima pensé quebtenia mejoras con el app pero la verdad estoy insatisfecho,not_applicable
980,Horrible,not_applicable
981,"Cada vez se pone peor el aplicativo Scotiabank, deberían mejorar mi empeorar",not_applicable
982,No puedo abrir el app porque me sale no hay detalle para AND versión 883😡😡,not_applicable
983,Actualize a la última versión y no puedo tramitar nada,not_applicable
984,Una porquería! No puedo ingresar a la aplicación y no puedo disponer de mi dinero!,not_applicable
985,Que mal la aplicación de Scotiabank no abre .... La actualización es peor que la anterior ...,not_applicable
986,No ingresa a mi cuenta error AND,not_applicable
987,Fatal está app,not_applicable
988,"Basura de aplicación, cada actualización va de mal en peor. Ni siquiera para retirar el dinero que necesito. Ni en banco ni en la banca movil. Pesimo Scotiabank",not_applicable
989,"No abre, estaba bien hasta que llego para actualizar y no abre Muy malo el aplicativo",not_applicable
990,Ya no puedo ingresar ala app versión de Android a ver si actualizan,not_applicable
991,No sirve la aplicación,not_applicable
992,"No sé que está pasando pero no me deja ingresar, dice algo de AND 8.8.3..",not_applicable
993,No puedo abrir el app,not_applicable
994,"Una porquería,eh llamado al soporte haciendo un reclamo que porque no puedo ingresar a mi aplicación para hacer mis operaciones mas fáciles y me dicen que es por una nueva versión que no es compatible para Android , pero para otras si , debería ser igual todo, primera vez que este banco hace estás cosas , una total desgracia , tendré que cambiarme a otro banco porque este ya no me convence",not_applicable
995,"Me aparece error al abrir la app ... No hay detalles para AND versión 8.8.3... ya desinstale, volví a instalar y el error persiste",not_applicable
996,Malisima,not_applicable
997,No puedo ingresar porque me pide actualizar pero no hay actualización disponible.,not_applicable
998,"No me permite abrir la app, me dice que hay una actualizacion, pero no disponible para mi Android, osea.... no tengo app del banco por no tener celular mas moderno? Tengo Samsung A34....",not_applicable
999,"Sale error al ingresar, me pide actualización pero en el play store esta actualizado, arreglen eso porfavor",not_applicable
1000,"Quiero ingresar al aplicativo y ahora da un error de versión voy actualizar y no permite. Por otra parte cuando hago plin tengo que estar muy atenta por si de descuenta el dinero, ya que me ha pasado que da un error y al final descuenta el dinero. No es muy de confiar",integrity
