comentario_id,contenido,clasificacion_seguridad,justificacion
2420,"Actualizen la app que sea compatible para con todos los modelos y versiones de Android, tengo un celular Mate 20lite y lo actualize al Emui 10 y ya no se puede abrir la aplicación, estoy esperando que lo arreglen hace tiempo 😕",not_applicable,"Problema de compatibilidad sin aspectos específicos de seguridad"
2421,"Pesima!!! Solo sale mensaje diciendo que ha ocurrido un error en la App. Se supone que uno quiere hacer operaciones de forma rápida y no estar entrando a la web.",not_applicable,"Error técnico general sin aspectos específicos de seguridad"
2422,"Llevo tres días intentando configurar la aplicación pero siempre sale un mensaje que dice ""Hubo un error. Intente más tarde"". Qué pena que hayan arruinado algo que funcionaba bien.",not_applicable,"Error en configuración persistente sin aspectos específicos de seguridad"
2423,"Considero que está muy mal que saquen a producción un aplicativo que no está funcionando bien. Deberían revisar sus procesos de actualización de aplicativos para evitar perjuicios al cliente.",not_applicable,"Crítica de procesos de desarrollo sin aspectos específicos de seguridad"
2424,"No entiendo por que no puedo entrar a la app desde hace una semana que no puedo siempre se aparece un msj diciendo que hubo un error con la aplicación y no me deja ingresar ya lo desinstalé la app 3 veces y sigue con lo mismo espero que se solucione esto",not_applicable,"Error técnico prolongado sin aspectos específicos de seguridad"
2425,"Buenas noches Desde hace 3 días estoy intentando registrar mi tarjeta de crédito única en mi app de SCOTIABANK Pero no me da ninguna opción para registrar nuevas cuentas y tampoco hay un app específico para la tarjeta única Visa de crediscotia. Si alguien pueda brindarme su ayuda, por favor!",not_applicable,"Problema de registro de productos sin aspectos específicos de seguridad"
2426,"Pésima, desde noviembre hasta hoy no puedo acceder a la app, que fatal sin poder efectuar ningún trámite rápido y encima ninguna solución, he realizado todos los pasos indicados y nada.. 😠😠😠😠 Ojalá se dignen en dar solución a sus cientos de clientes con este inconveniente.",not_applicable,"Error técnico extremadamente prolongado sin aspectos específicos de seguridad"
2427,"La verdad no se por q la app da solo cuando le da la gana, con esta app he tenido muchos problemas ya q cuando toca pagar la app bota error al pago o si no dice q esta en mantenimiento... Esto fastidia mucho la verdad. Arreglenlo porfavor... 🙃",not_applicable,"Error intermitente en pagos sin aspectos específicos de seguridad"
2428,"Para poder ingresar debo intentar más de 5 veces y a pesar de escribir correctamente la clave siempre sale error. Es perder tiempo. Ojalá puedan corregir y el acceso sea más rápido.",authenticity,"Rechazo sistemático de clave correcta requiere múltiples intentos comprometiendo autenticación"
2429,"Es el colmo que te obliguen a actualizar tus datos en el mismo banco para poder usarla. Los usuarios tenemos el derecho de tener acceso rapido a la aplicacion! Cambiare mis cuentas a otro banco en donde traten mejor a los usuarios.",authenticity,"Requerimiento obligatorio de actualización presencial de datos para acceso digital"
2430,"He llenado toda la información varias veces y cada vez me sale un mensaje que dice ""Hubo un error en la aplicación. Por favor intente más tarde"". Me dijeron en el banco que la desinstale y la vuelva a instalar. Lo hice y sigue igual.",not_applicable,"Error post-completar información con soporte inefectivo sin aspectos de seguridad"
2431,"""hubo un error en la aplicación"" Justo en el momento que más necesito la aplicación no funciona. Deberria estar disponible en cualquier momento; no he podido realizar un pago por culpa de este error Deberían ponerse en el lugar del cliente, pasar por los inconvenientes que nosotros pasamos por culpa del mal servicio",not_applicable,"Error técnico en momento crítico sin aspectos específicos de seguridad"
2432,"Que paso??????Despues de la actualizacion no permite realizar ningun tipo de pago lo ultimo que quise hacer es una recarga prepago Claro y tampoco acepta Indica que lo intente nuevamente que hay un error con la app.",not_applicable,"Pérdida total de funcionalidad de pagos post-actualización sin aspectos de seguridad"
2433,"La aplicación está yendo super mal, no puedo realizar las transacciones, se demora un montón y a cada rato sale que hubo un error, por favor en estos tiempos es muy complicado ir a la banco yo realizo todo por la app y ahora no puedo hacer nada",not_applicable,"Error técnico general sin aspectos específicos de seguridad"
2434,"Ni siquiera puedo entrar a mi cuenta. Ingreso mi DNI y me sale un cuadro diciendo que hay un error de la aplicacion y que lo intente mas tarde. Claro que si vuelvo a intentarlo dentro de 2 horas, el resultado será igual.",not_applicable,"Error técnico inmediato al ingresar DNI sin aspectos específicos de seguridad"
2435,"Desde ayer martes 28 de marzo no se puede realizar transferencia desde ésta app. Llamé varias veces para reportar la falla y me dijeron que es una falla de su parte solo para teléfonos de alta gama con respecto solo a transferencias y q "" espere x q ellos me devuelverán la llamada"" ??",not_applicable,"Falla específica en transferencias por tipo de dispositivo sin aspectos de seguridad"
2436,"Uff ...pensé que a mí celular le había pasado algo y veo los comentarios y la mayoría tiene el mismo problema sobre el mensaje de que el celular esta ruteado, espero lo solucionen pronto por favor, ya que queremos hacer nuestras transacciones. Gracias",resistance,"Falso positivo masivo en detección de dispositivos rooteados bloquea transacciones"
2437,"No la descarguen, hay noticias en youtube sobre Scotiabank que dicen que roban a los clientes y a unode ellos le robó un total de 20,000 soles. Y al parecer si es verda Hace dos semanas me llegó un mensaje de Scotiabank diciendo que mi cuenta está bloqueada y la verda no se porque motivo y no me deja ingresar. Dice Error en la aplicacion Porque le roban a la gente de esta manera😡? Espero que por esto quiebren montón de ladrones. Y por bloquear cuentas si motivo con mi dinero encima.😡😡Que asco",integrity,"Bloqueo de cuenta sin justificación con fondos del cliente y alegaciones de robo sistemático"
2438,"La última actualización es pésima. Tiene problemas al momento de pagar las tarjetas propias, y quiero registrar un viaje y tampoco es posible. Sólo me dice que ""vuelva a intentarlo más tarde""",not_applicable,"Error en funcionalidades específicas post-actualización sin aspectos de seguridad"
2439,"buenos dias, esta nueva aplicacion lo he actualizado, lo he desinstalado lo he instalado ya varias veces, y no puedo ingresar, me sale error, sres. de scotiabank hagan algo porfavor ya que al igual que yo hay varias personas q pasamos por el mismo inconveniente .",not_applicable,"Error técnico generalizado post-actualización sin aspectos específicos de seguridad"
2440,"Desde ya varios dias no puedo ingresar a la app, y no puedo hacer transacciones. No es una respuesta adecuada que indiquen que puedo hacerlo por Scotiabank en Línea, porque para este motivo instalé la app para poder hacer mis pagos online. Qué mal con esta actualización.",not_applicable,"Error técnico prolongado sin aspectos específicos de seguridad"
2441,"Ya es tercera vez que la descargo y de verdad que deja mucho que desear. Abre cuando le da la gana. Son pocas las veces que funciona al 100%. No entiendo cómo un banco tan prestigioso pueda tener una app tan poco eficiente.",not_applicable,"Error técnico intermitente sin aspectos específicos de seguridad"
2442,"Al intentar entrar en la aplicación me sale un mensaje de ""la aplicación no se puede utilizar"" y por lo que veo parece que es un error recurrente. Es intolerable en este tipo de aplicaciones tan importantes para los usuarios.",not_applicable,"Mensaje de bloqueo total sin aspectos específicos de seguridad"
2443,"Estoy teniendo problemas con el ingreso al app desde hace unos dias atras. Al registrar la contraseña me arroja que la sesion ha finalizado. Y luego me envian una clave pero que es para cambiar nuevamente la contraseña. Por favor, ayuda. A qué se debe?",authenticity,"Terminación automática de sesión en autenticación y bucle de cambio de contraseña"
2444,"Al momento de registrarme en la app me indicó que me acerque a una agencia o cajero para activar mi cuenta, fui pero en presencia del asesor la app no funcionaba y de igual manera me dijo por la web puedes ingresar y que trate de ingresar mas tarde, ahora estoy tratando y no accede. Espero mejoren la app pronto.",authenticity,"Fallo en activación presencial con soporte presente compromete proceso de registro"
2445,"No se puede usar la aplicacion. Scotiabank para que despliega una aplicacion movil que no funciona. Hubiesen dejado la version anterior. Sale un mensaje: Existe un error en la aplicacion trate mas tarde. Hace dias que estoy tratando y no funciona.",not_applicable,"Error técnico persistente sin aspectos específicos de seguridad"
2446,"La última actualización del 7/11/2019 no funciona. Ni siquiera puede abrirse y reporta error en una ventana emergente. Arreglen el error, porque está perjudicando directamente a los clientes del banco que usan frecuentemente esta app.",not_applicable,"Error técnico inmediato post-actualización sin aspectos específicos de seguridad"
2447,"El diseño está bien, pero el backend está mal. Hice un pago, me descontaron con normalidad, pero sigue apareciendo la misma deuda, encima me cobraron casi 200 soles más. Iré a la agencia, pero seguramente me darán un excelente excusa como siempre",integrity,"Descuento realizado sin actualizar deuda más sobrecargo de 200 soles compromete integridad financiera"
2448,"Al principio estab funcionando correctamente hasta que de pronto dejo de funcionar, llame y dijieron que desistanle e u sale nuevamente funciono hasta que después de unos días volvió a ocurrir. Porfavor si el encargado podría arreglar o bri dar una solución.",not_applicable,"Error técnico recurrente sin aspectos específicos de seguridad"
2449,"He estado 2 semanas sin celular, espero ahora que la instalen haya solucionado el problema de que pude reiteradas veces tus datos y por ningún lado salía la opción transferencia inmediata. Gracias.",not_applicable,"Problema funcional específico sin aspectos de seguridad"
2450,"hasta hace una semana todo estaba excelente , pero.ahora no ingresa a la.aplicación, sale mensaje que no se puede ingresar a ala aplicación !! he desinstalado e instaldo mas de 5 veces y nada, por.favor esperamos una solución , gracias.",not_applicable,"Error técnico súbito sin aspectos específicos de seguridad"
2451,"Envío el código de verificación y me dice errado, vuelvo a pedirlo y me lo reenvian a mi gmail, envío éste nuevo codigo de verificación y me vuelve a salir errado......malísima aplicación, es peor que la otra......... me voy a cambiar de banco, así de fácil.",authenticity,"Rechazo sistemático de códigos de verificación válidos compromete autenticación"
2452,"No puedo utilizar el app en un Samsung S10, sería importante que solucionen ese inconveniente a la brevedad, y que la app sea compatible para todos los equipos móviles, llevo más de una semana en este pésima situación.",not_applicable,"Problema de compatibilidad específico sin aspectos de seguridad"
2453,"Cada actualización es peor, antes en cada actualización me borraba los datos, había que ingresar de nuevo, ahora sale que se cerró la sesión ingresar otra vez y me llega un menaje que alguien querido entrar, malazo",authenticity,"Falsa detección de intento de acceso no autorizado después de cierre de sesión legítimo"
2454,"La aplicación comenzó a fallar desde ayer y no puedo ver mis cuentas. No puedo realizar nada. Sale un mensaje diciendo que hubo un error y están trabajando para solucionarlo.",not_applicable,"Error técnico general sin aspectos específicos de seguridad"
2455,"Estimados desearía que actualizaran su app, ya que quiero entrar por primera vez y cuando llego a la última parte de generar contraseña, me sale el mensaje de ""error de aplicación intente de nuevo más tarde""... Solución porfavor",not_applicable,"Error en configuración inicial de contraseña sin aspectos específicos de seguridad"
2456,"Señores, una porqueria su aplicación, abrí mi cuenta free y hasta ahora no puedo ingresar a revisar mi estado de cuentas. No puedo ingresar con celular rooteado, pero con apps de otros bancos si puedo, su banco en lugar de ser una solución es un problema. Me estoy arrepintiendo de haberme afiliado.",resistance,"Detección de root bloquea acceso cuando otras aplicaciones bancarias funcionan normalmente"
2457,"Muy lenta, no puedo transferir, ni realizar operaciones, deja después de varios intentos, sería bueno implementar el token digital, porque la clave digital demora en llegar y llega desfasada.",authenticity,"Demora y desfase en claves digitales compromete proceso de autenticación"
2458,"Constantemente te indica que la aplicación tuvo un error y que lo intente más tarde o me indica que no es la contraseña correcta, la cambio, ingreso y me vuelve a indicar que hubo problemas con la aplicación.",authenticity,"Ciclo de rechazo de contraseña y error post-cambio comprometiendo autenticación"
2459,"No puedo ingresar a ver mis cuentas. Aparece un mensaje de error. Primera vez de todas las actualizaciones que ocurre esto. Deberia existir una opcion para ir a la version anterior.",not_applicable,"Error técnico post-actualización sin aspectos específicos de seguridad"
2460,"Cuando quiero pagar con código QR, no me aparece el teclado desplegable para introducir el monto, a pesar de haber reconocido el código. Esto es en la versión para mi Teléfono Huawei. En la versión para mi IPAD sí aparece el teclado, pero no se puede finalizar la operación porque me arroja un mensaje de error en la aplicación",not_applicable,"Error específico en pagos QR por plataforma sin aspectos de seguridad"
2461,"No me permite ingresar, acabo de sacar una tarjeta de débito para ahorros, al momento de poner mi tarjeta y contraseña de la tarjeta, me aparece una actualización de datos (número de celular y correo) pero a través de acercarme al banco, cuando el funcionario antes de darme la tarjeta me pidió una actualización y yo le brindé todos los datos, no tiene lógica.",authenticity,"Requerimiento de actualización presencial de datos recién actualizados comprometiendo acceso"
2462,"⚠️⚠️⚠️Falta la opción de agregar cuentas a Favoritos, no me gusta estar copiando y pegando la cuenta. También estaría bien una alcancía chanchito para llenarle dinero y que no se pueda tocar en por ejemplo 1 año",not_applicable,"Sugerencia de funcionalidad sin aspectos específicos de seguridad"
2463,"la app se malogra de la nada y he tenido que reinstalarla 2 veces el último mes.. poco confiable, no se puede acceder a partir de las 22h, no se puede bloquear ni usar plin.. además que semanalmente tengo que desinstalarla porque me bota errores y se torna inutilizable.",not_applicable,"Falla recurrente con desactivación nocturna sin aspectos específicos de seguridad"
2464,"La aplicación es demasiado lento, los mensajes tardan minutos en llegar. Con la versión anterior hacia mis transferencias más rápido. Definitivamente es una pérdida de tiempo.",authenticity,"Demora extrema en mensajes de autenticación compromete proceso de verificación"
2465,"Cuando uso la opción caja fuerte y luego quiero recuperar el dinero es raro que luego aparece en la app que el ""sistema no esta disponible"" es bastante extraño. Ya q pasa cada vez que quiero recuperar mi dinero de esta opción.",not_applicable,"Error específico en función caja fuerte sin aspectos de seguridad"
2466,"ingresa a la aplicación luego de 8 intentos y esto ocurre continuamente, sale un aviso de ""un error en la aplicación, intentr mas tarde"" cada vez peor, en cuanto pueda cambio a otro banco",not_applicable,"Error técnico que requiere múltiples intentos sin aspectos específicos de seguridad"
2467,"Es un desastre completo, presenta fallas todos los días, a veces ni siquiera se puede ingresar, para plinear o transferir se tiene que intentar más de 3 veces, y ni así se puede.",not_applicable,"Error técnico sistemático sin aspectos específicos de seguridad"
2468,"Cómo es posible que no tenga la opción de cancelar una tranferencia de dinero cci a otro banco justo cunado más necesito hacerlo y ni aún llamando porque dicen que ya es tarde y esperar al día siguiente puede que pierda mi dinero enviado, LA APP DEBERÍA TENER LA OPCIÓN DE CANCELACIÓN. mal Scotiabank.",not_applicable,"Ausencia de funcionalidad de cancelación sin aspectos específicos de seguridad"
2469,"Es una pésima aplicación. Se desactiva después de uno o dos usos. Hay que desintalarla e instalarla continuamente. Además, no permite visualizar las cuentas de fondos mutuos.",not_applicable,"Error recurrente que requiere reinstalación constante sin aspectos de seguridad"
2470,"A mi me hicieron duplicidad de pago el cual yo no autoricé, encima mandan 2 cartas para aplazar el tiempo de respuesta para que luego me digan que no me devolverán el dinero que vea con la otra empresa que recepcionó el dinero. Pésimo no pueden ni corregir mi correo que de por si lo escribieron mal, después de hablar con 4 asesores para corregirlo no lo hicieron!! Uno tiene que estar llamando sino no se entera de nada",integrity,"Duplicidad de pago no autorizada sin resolución y errores persistentes en datos de contacto"
2471,"Todo mal con la última actualizacion. No se muestra la pestaña de contacto con el funcionario para las distintas solicitudes, el menú de ayuda no se ve.. por favor corrijan o regresen a la versión anterior",not_applicable,"Pérdida de funcionalidades de soporte post-actualización sin aspectos de seguridad"
2472,"Ya llevo semanas con la misma cosa que error a cada rato.... Ingreso mi dni y mi contraseña y me deriva de nuevo a lo principal que mal ya llevo semanas con este problema y no hay solución no me permite ingresar que feo app en realidad antes estuvo bien y ahora nose que paso semanas sin poder ingresar",not_applicable,"Error técnico prolongado sin aspectos específicos de seguridad"
2473,"Se ha deshabilitado la opción de pagos frecuentes. Pensé que simplemente se habían borrado pero cuando trato de guardar una nuevamente me sale el mensaje que ya se encuentra en mi lista.",not_applicable,"Inconsistencia en funcionalidad de pagos frecuentes sin aspectos de seguridad"
2474,"Estimados, llevo ya más de 1 semana que no puedo entrar al detalle ""pagar tarjeta"" de mi tarjeta de crédito. Necesito entrar para verificar unos pagos del mes y deuda total.",not_applicable,"Error específico en función de pago de tarjeta sin aspectos de seguridad"
2475,"Llevo varios días queriendo iniciar sesión y la app me manda el mensaje que ha ocurrido inconvenientes con el app. Una app que la verdad solo ocupa memoria pues no tiene otro uso que ese.",not_applicable,"Error técnico persistente sin aspectos específicos de seguridad"
2476,"Horrible la última actualizacion en vez de facilitar que sea mas rápido el acceso piden corroborar el celular yo usaba la aplicación para ayudar a mis padres a revisar sus estados de cuenta xk ellos no saben manejar internet son de tercera edad y ahora ya no puedo ... Una barbaridad todo esta peor no lo pueden hacer simple y sencillo muy descontenta",authenticity,"Requerimiento de verificación adicional bloquea acceso legítimo para asistencia familiar"
2477,"Desde que lo instale el jueves 16.08.19 nunca a funcionado sale que hace comflicto con otras aplicaciones. He llamado a Scotiabank y no lo solucionan, ya e instalado e reiniciado mi celular varias veces y nada y aún asi siguen promocionando su aplicación. SOLUCIÓN SEÑORES.",not_applicable,"Falso positivo en detección de conflicto con aplicaciones sin resolución de soporte"
2478,"Pésima aplicación, funciona de manera normal hasta que vincule mi número celular para hacer transacciones desde la red y ya no me permite ingresar, tampoco me dan una solución a los correos que envían para resetear la contraseña",authenticity,"Bloqueo post-vinculación de número celular y fallo en proceso de reseteo de contraseña"
2479,"Desde que se actualizó la aplicación, simplemente no puedo ingresar. Por más que he desinstalo e instalo, cada vez que ingreso mis datos, siempre hay un error y me pide ingresar más tarde.",not_applicable,"Error técnico post-actualización sin aspectos específicos de seguridad"
2480,"Desde el día de ayer, intento ingresar a mi cuenta y no resulta, me bota error tras error y no logro abrir mi cuenta. Por favor mejoren la app y corrijan las fallas, es desesperante no poder realizar tus operaciones .🤔🤔🤔",not_applicable,"Error técnico recurrente sin aspectos específicos de seguridad"
2481,"Con esta última actualización no puedo ingresar por qué me sale a ocurrido un error inténtelo más tarde a pesar de reiniciar el teléfono y desinstalado varias veces la aplicación me sigue saliendo el mismo error",not_applicable,"Error técnico persistente post-actualización sin aspectos específicos de seguridad"
2482,"desde la semana pasada no deja entrar a la aplucacion, la desinstale y volvi a instalar desde cero y nada sigue apareciendo el mensaje ""hubo un error en la aplucacion, intente mas tarde"", por las reseñas veo que no soy la unica..",not_applicable,"Error técnico generalizado sin aspectos específicos de seguridad"
2483,"De lo peor. No se puede llevar a cabo ninguna operación. La he desintalado y vuelto a instalar la ultima version y sigue inutil. Todo el tiempo da el mismo mensaje de no estar disponible. Entonces para que sirve?",not_applicable,"Error técnico general sin aspectos específicos de seguridad"
2484,"No se puede realizar los giros de dinero, me pide actualizar correo y no me llega la confirmación, el ingreso debería ser más rápido y te piden más claves... NO JODAN.. Son los que hacen más actualizaciones y son menos efectivos..",authenticity,"Fallo en confirmación por correo y escalada en requerimientos de claves compromete autenticación"
2485,"A partir de las 0 horas del 23/01/23 comenzó a fallar la app y en el momento que escribo siendo las 02:45 horas cuando ingreso a la app me sale el mensaje de error de la aplicación. Mal por esa parte ya que por esa misma app se realiza el pago por plin. Ojalá se solucione pronto",not_applicable,"Error técnico nocturno específico sin aspectos de seguridad"
2486,"Bueno dias la unica forma para pagar mi estado de cuenta es por su aplicacion o lo puedo pagar por la aplicacion del bcp y quisiera saver si hay un cobro ya que e pagado otros estado de cuenta de tarjeta y no e tenido inconvenientes en recargos de mora y comisiones,etc. Gracias. Gracias.",not_applicable,"Consulta sobre métodos de pago sin aspectos específicos de seguridad"
2487,"Me salió un mensaje de error que dice que no se puede abrir en dispositivos rooteados de un momento a otro. He ido al banco y he llamado, espero la solución. Espero que no afecte la campaña de visa Smart",resistance,"Detección súbita de root en dispositivo previamente funcional"
2488,"Llevo desde el 15 de mayo tratando de ingresar y no puedo...antes ingresaba sin problemas..Me sale el nensaje: Nuev versión disponible User-Agent es requerido.... pero cuando le doy aceptar me manda al play store.. he llamadado por telefono , me fui a una agencia y no me dan solución, me dicen lomismo . Desintale la aplicación,reinicie el celular , cambie la clave de cajero y ninguna cosa funciona .. hasta cuando va a pasar esto Scotiabnk, y veo que esta pasando lo mismo con varios.",not_applicable,"Error técnico específico USER-AGENT sin resolución de soporte"
2489,"Una app muy opsoleta no sirve para cuando mas lo necesitas.. Demora en cargar muchos mantenimientos y sobre todo siempre tiene que pasar algo con la aplicacion.. Se los dejo como tarea",not_applicable,"Crítica general de confiabilidad sin aspectos específicos de seguridad"
2490,"La aplicacion es muy lenta para abrir y esta mañana he intentado ingresar de manera urgente y no me deja, me dice que ha ocurrido un error y asi me sale a cada rato. Solucionen eso por favor.",not_applicable,"Error técnico en momento crítico sin aspectos específicos de seguridad"
2491,"Yo tengo mi dispositivo rooteado (aunque esta palabra no existe) y la aplicación no funciona. Supongo que es por segurisad. Deberian implementar un paso extra de confirmación que permita usar la aplicación en dispositivos con esta característica.",resistance,"Bloqueo por detección de root con sugerencia de autenticación adicional"
2492,"EN GENERAL ES BUENA PERO TIENE DOS ERRORES CLAVE: 1. NO SE PUEDEN GUARDAR FAVORITOS, es una vergüenza para la app de un banco grande, no poder guardar números de cuenta frecuentes. 2. ""hubo en error en la aplicación, inténtelo más tarde""",not_applicable,"Crítica constructiva sobre funcionalidad sin aspectos específicos de seguridad"
2493,"últimamente esta teniieendo muchos problemas, a cada rato hay error o mantenimiento. Por favor traten de arreglar la app o hacer su respectivo mantenimiento en la madrugada no a esta hora que uno lo necesita!.",not_applicable,"Mantenimientos frecuentes en horarios críticos sin aspectos de seguridad"
2494,"Es una Molestia esta aplicación con la Nueva actualización, aparte que te pide ir al Banco cosa que es perdira de tiempo al formar la cola para plataforma y cuando llegas te indica que lo puedes hacer en cajero osea mis 40 min perdidos en esperar porque nunca te indicaron has el tramite en cajero, otra una ves q lo haces en cajero te pide la cochina clave y no sale al toque esperas y sigues esperando y no sale lo realize el tramite a las 4.30pm y por la presión de la gente te tienes que retirar y después de 40 min aparece y ya estas fuera del cajero y otra vez tienes que ir vas otra ves al cajero y la clave que te dieron no es no te sirve, osea otra perdira de tiempo vas otra vez al cajero para sacar la nueva clave digital y por gracia divina te llegó al tk todo ilusionado lo ingresas a la app llenas los datos cosa que molesta y una Ve q dices ya esta aceptas todo y aparece que esta mal la App que lo intente de nuevo más tarde, osea otra perdira de tiempo uno ya no puede hacer sus tramites por culpa de esta actualización, me llego por eso saque la plata y ahora estoy con bcp para los pagos por Internet.",authenticity,"Proceso complejo de obtención de claves digitales con múltiples fallos y rechazo final"
2495,"Una falla con su aplicativo del plin xq ya no es la primera vez que yapeo y no le llega la notificación al que se realiza el yapeo y encima que me descuenta y para reclamar solo atienden hasta las 6pm y uno llega a las 7pm y salgo a trabajar temprano no hay donde reclamar una atención por Whatsapp solo en llamadas",integrity,"Descuentos sin notificación exitosa al destinatario comprometiendo integridad de transacciones"
2496,"Estafa total ahora me bloquean la cuenta por terceriazar su soporte de app ... pésimo servicio ... todos los días a esta hora llaman por fallas de la app sino sirve la app porque no informan que no sirve y suben la versión sin errores ... y todabia llaman x wasap para no grabar la llamada y para colmo me van anular mi cuenta que abuso ...",integrity,"Bloqueo de cuenta alegadamente por tercerización de soporte con amenaza de anulación"
2497,"La aplicación demora DEMASIADO EN CARGAR! es desesperante! ... Antes ni bien ponía contraseña en 2 segundos entraba a mis cuentas, ahora se demora casi 1 minuto en cargar! Deben mejorar esto por favor! 🙏",not_applicable,"Degradación significativa de rendimiento sin aspectos específicos de seguridad"
