comentario_id,contenido,clasificacion_seguridad,justificacion
2311,"Su equipo de sistemas es pésimo, tienen la opción de plin o yape por gusto porque no importa la hora del día siempre falla, de que hubo un error, mejor no ofrezcan una app si nunca va a funcionar o al menos intenten arreglarlo sin errores porque la verdad da ganas de cancelar las cuentas de ahi",not_applicable,"Error técnico constante en pagos sin aspectos específicos de seguridad"
2312,"tienen un aplicación complicada te llenan de mucha información de publicidad de crear cuenta es un contaminacion visual en menos de unas horas se me bloqueo la tarjeta y lo peor que el banco no tienen Buenos precemientos te mandan a llamar a números que nunca contestan pésimo banco, pésimo servicio, mala atención.",not_applicable,"Bloqueo de tarjeta sin aspectos específicos de seguridad digital"
2313,"No sirve para nada esta aplicación, solo sale error error y error no deja realizar pagos, justo en la emergencia cuando más se necesita, verdaderamente no sirva para nada. Antes funcionaba bien ahora ya es historia.",not_applicable,"Error técnico recurrente sin aspectos específicos de seguridad"
2314,"Pésima. Primero te obliga a ir físicamente a una agencia para ""reconfirmar"" tus datos (que ellos ya tienen) y cuando tratas de ingresar solo sale un mensaje de error una y otra vez. Parecen un banco estatal",authenticity,"Requerimiento de reconfirmación presencial de datos válidos seguido de error de acceso"
2315,"De verdad ya me esta cansado esta app, cuando recien lo instale estaba maravilloso , despues que se actualizó se volvio una porquería trato de ingresar y me dice « hubo un error en la aplicacion intentelo mas tarde» , asi llevo varios dias, que horrible que esta , no puedo ver nada",not_applicable,"Degradación post-actualización sin aspectos específicos de seguridad"
2316,"La nueva actualización funciona en Android 4 y no se puede actualizar en Android 6.01. Es una vergüenza, ya que todos los demás bancos tienen sus bancas móviles funcionando a la perfección en todas las versiones de Android. Espero se dé pronta solución, delo contrario será más fácil cambiarse de banco que de celular.",not_applicable,"Problema de compatibilidad inversa sin aspectos de seguridad"
2317,"Pésima la app, falla a cada rato, entro y me dice que estoy bloqueado, me pide que cambie contraseña, la cambio y me vuelve a decir lo mismo, si ingreso mi huella en lugar de mi clave tampoco funciona, y no hay quien te ayude porque tampoco contestan sus teléfonos y ni por la pagina web puedes ver tu dinero en tu tarjeta. Un desastre Scotiabank. Me voy a Interbank porque no dan ni luces de querer mejorar.",authenticity,"Bloqueo recurrente después de cambio de contraseña y falla en autenticación biométrica"
2318,"De que sirve que no te cobren comisión , si te perjudican constantemente con el cuento que están en mantenimiento , me arrepiento haberme cambiado de banco , he pasado momentos desagradables al no poder pagar en el grifo el abastecimiento de combustible ya que no contaba con dinero en efectivo",not_applicable,"Mantenimientos frecuentes sin aspectos específicos de seguridad"
2319,"La app dejó de funcionar desde hace unos días. Se cierra la sesión al querer ingresar, indicando error en la aplicación. Veo que es un problema general. Pésima experiencia.",not_applicable,"Error técnico general sin aspectos específicos de seguridad"
2320,"No me deja ingresar pide codigo de texto, estoy en el exterior sin servicio de Roaming disponible y no hay una manera sencilla de hacer que llegue clave al correo... No ayudan en nada todo tan complicado de manera presencial o demasiados requisitos y costosos... Horrible",authenticity,"Dependencia exclusiva de SMS sin alternativa de email compromete acceso internacional"
2321,"Para ingresar a la App te dan una clave digital la cual te la envían mediante SMS, pero hace poco me robaron y cambié de número de teléfono, ahora no puedo ingresar a mi cuenta porque la clave se la envían a mi anterior número y no hay ninguna manera de resolverlo, ni mediante la web , que fastidio!!!!!!!!!",authenticity,"Imposibilidad de cambiar número telefónico para claves digitales después de robo compromete acceso"
2322,"Esta porquería de aplicación lanza error muchas de las veces en que uno la necesita, otra perla es la llegada de los SMS de confirmación tardía, sino van a tener un buen servicio de APP mejor no lo tengan!!!",authenticity,"Demora en envío de SMS de confirmación compromete proceso de autenticación"
2323,"Sres hay algún problema con la aplicación? No se puede transferir con Plin, no se puede hacer compras por Internet a pesar que está habilitado, pueden dar solución a esto que se ha vuelto fastidioso estar ingresando a cada rato al App?",not_applicable,"Problema funcional en transferencias y compras sin aspectos de seguridad"
2324,"Funcionaba bien hasta antes de la última actualización. Ahora no permite el ingreso, dizque x seguridad ante la existencia de aplicaciones xposed, ramjet o sustrate. veo que muchos tienen el mismo problema. que desastre.",resistance,"Falso positivo en detección de aplicaciones de modificación bloquea acceso masivo"
2325,"Es un tonteria te pide q actualices en un cajero o una agencia mas cercana tu numero de celular y correo electronico. Mi numero y mi correo sigue siendo el mismo es mas me acerque a la agencia de minka. Y me dijeron q no sabian y q habia mas clientes al igual q yo. Q esperemos q solo se actualise la aplicacion es una lastima con escotiabank.",authenticity,"Requerimiento de actualización presencial de datos válidos con personal sin capacidad de resolución"
2326,"Esta aplicación es una tontería, no te permite realizar las operaciones, dice todo el tiempo hubo problemas con la aplicación, deberían tener más empatía y solucionar esta falencia a la brevedad... Uno quiere realizar transferencias y operaciones de pago y no se puede hacer nada. Que fastidio.",not_applicable,"Error técnico recurrente en operaciones sin aspectos específicos de seguridad"
2327,"Es la peor aplicación de banca móvil hasta las app de las cajas le ganan. En la madrugada no se puede ingresar ni usar plin. La verdad deberían cambiar a su programador hasta el queso la app Hoy jueves 25 son las 00.13 y no puedo mandar dinero en plin PORQUERIA DE APP",not_applicable,"Desactivación nocturna programada sin aspectos específicos de seguridad"
2328,"Acabo de bajar su aplicación y no puedo pagar mis servicios. Sale que no tengo recibos pendientes cuando si los temgo. O sale que hay un problema con el movil. Pésimo. Pensé que ahora podría hacer todo por aqui y veo que asi no será. Y no soy la única.. por los comentarios de otros usuarios no hay esperanza. Si hubiera 0 estrellas se las pondría pero tengo que ponerle muy a mi pesar 1. Tendré que hacer todo presencialmente o llevar mi cuenta a otro lado.",not_applicable,"Error en detección de servicios pendientes sin aspectos de seguridad"
2329,"Señores por favor solucionen ya el problema de la app...... Ya actualize y nada , no puedo hacer transferencias entre mis cuenta, ni logro ingresar a mis cuentas, cuando abro la app inmediatamente aparece error. Tienen que hacer algo porfavor.🙏",not_applicable,"Error técnico inmediato post-actualización sin aspectos de seguridad"
2330,"Buenos días, llevo varias veces intentando abrir la aplicacion y solo me sale un msj de Error e intente más tarde. Intento más tarde y no logro acceder a mi cuenta. Tengo pagos que realizar y no puedo hacerlos por este problema.",not_applicable,"Error técnico persistente sin aspectos específicos de seguridad"
2331,"Pésima actualizacion! Llevo 4 dias intentando ingresar, después de completar demasiada informacion, sale el aviso que hay un error en la aplicación y que se intente más tarde",not_applicable,"Error post-ingreso de información completa sin aspectos de seguridad"
2332,"En la última actualización que realizar está hecho un desastre, no carga los contactos de plin y si te demoras un poquito se bloquea y ya no puedes continuar con la operación que estás realizando, mejor volver a la versión anterior",not_applicable,"Problemas de carga y timeouts sin aspectos específicos de seguridad"
2333,"Deberían de revisar bien esta aplicación, siempre sale que hubo error y otra cosa, aveces Plinea hasta 2 veces al mismo número y los movimientos salen con fechas distintas. Hasta los depósitos de mi empleador.",integrity,"Transacciones duplicadas con fechas incorrectas comprometen integridad de registros"
2334,"Buenos días, que incomodidad necesito saber el saldo que presenta mi tarjeta y no puedo visualizar puesto que al descargar la. Aplicación solicite datos contraseñas pero luego sale un mensaje manifestando que no se puede ""utilizar la. Aplicación"" que clase de herramienta es si no se puede utilizar?!!. Gran incomodidad por favor solucionen (cliente insatisfecho)",not_applicable,"Error post-configuración inicial sin aspectos específicos de seguridad"
2335,"Estoy seguro que el área de sistemas del banco no ve esto, su aplicación PLIN se supera cada vez más pero para ser peor. Falla a cada rato , si se pudiera calificar con menos de 1 estrella lo haría. PÉSIMA!",not_applicable,"Error técnico en sistema PLIN sin aspectos específicos de seguridad"
2336,"Pues también con el mismo problema cada vez que quiero pagar sale hubo un error o estamos actualizando y hasta sobrecargo me cobraron por no pagar en fecha reclamé y me han devuelto una parte del sobre pago todavia sigo reclamando.",integrity,"Sobrecargos por imposibilidad de pago debido a errores del sistema comprometiendo integridad financiera"
2337,"porqueria de app siempre que quieres hacer una transferencia se cuelga. dice que ahi fallas que no se pudo realizar, que vuelva a intentarlo en otro momento. como si yo voy a esperar el momento que le de la gana de funcionar a su basura de aplicación. no sirve para nada perdida de tiempo. varias veces en dias distintos nunca funciona fluido como la del interban. pesima app",not_applicable,"Error técnico recurrente en transferencias sin aspectos específicos de seguridad"
2338,"El app está pésimo hace varios días no puedo ingresar sale que hay fallas en el sistema y esto persiste, deben arreglar a la brevedad, ya desinstale la aplicación y la volví a instalar pero siguen las fallas",not_applicable,"Error sistémico persistente sin aspectos específicos de seguridad"
2339,"Terrible me pide identificarme muy seguido y no me permite hacer los pagos que fue para lo que la descargue, ahora tampoco puedo ver los movimientos por qué a veces ingresa y otras aparece un error para que intente luego.",authenticity,"Solicitudes excesivas de identificación bloquean operaciones legítimas"
2340,"ÚLTIMAMENTE TENGO PROBLEMAS AL INGRESAR AL APP, CADA QUE INTENTO ME SALE ""ERROR DE APLICACIÓN INTENTELO MAS TARDE"" Y ES A CADA RATO, OSEA ANTES DE QUE LO ACTUALIZARA ESTABA BIEN PER AHORA YA NI ENTRAR PARA MIS MI SALDO O MOVIMIENTO, ENTONCES TENGO QUE DESINSTALAR TODAS LAS VECES QUE QUIERO INGRESAR PARA PODER RECIEN ENTRAR Y LO PEOR NO ES ESO SI NO QUE CADA QUE CIERRO LA APP Y QUIERO VOLVER A ENTRAR YA NO ME PERMITE Y TENGO QUE VOLVER A DESINSTALAR E INSTALAR PARA RECIEN PODER ENTRAR, LASTIMA.",not_applicable,"Error técnico que requiere reinstalación constante sin aspectos de seguridad"
2341,"Señores buena, deben tener programadores técnicos en el área y un ingeniero en sistemas que verifique y constate que todo los cambio que le realize a su aplicación sea de mejora y no que lo malogre, invierta para que su aplicación no decaiga eso hará que nosotros los cliente nos molestemos",not_applicable,"Crítica técnica constructiva sin aspectos específicos de seguridad"
2342,"Me agrada esta actualización lo que es bien complicado es realizar pagos si quiero pagar campo fe me salen cosas sin sentido y demasiadas opciones..deberían tomar de modelo a la app del BCP es más fácil de usar y más intuitivo con el usuaro",not_applicable,"Crítica de usabilidad en pagos sin aspectos de seguridad"
2343,"Después de instalarlo, quiero ingresar pero sale error en la aplicación pruebe más tarde. Estoy que intento desde una semana pero sale lo mismo, la anterior aplicación ingresaba sin problemas pero cuando lo actualice ya no pude ingresar",not_applicable,"Error post-instalación persistente sin aspectos específicos de seguridad"
2344,"Esta repleto de problemas, salidas inesperadas de la app, existen días en que es imposible ingresar por error en la app , yo no comprendo como pueden lanzar una aplicación con tantos problemas sin solucionar.",not_applicable,"Errores técnicos múltiples sin aspectos específicos de seguridad"
2345,"Es nueva actualización es completamente mala fue una odisea el poder ingresar, porque cambiar si antes me parecía perfecta y sencilla ahora demora demasiado, arreglen esto porfavor que se vuelva sencillo y seguro como antes no este intento de mejorar su app.",not_applicable,"Degradación de rendimiento post-actualización sin aspectos de seguridad"
2346,"Que pasa con la app?? No permite hacer operaciones y a cada instante aparece el mensaje ""Ha ocurrido un error........."" Arreglenlo prontoooo..!!!! Cambiare mi calificacion en cuanto este resuelto (29/06/2022)",not_applicable,"Error técnico recurrente en operaciones sin aspectos específicos de seguridad"
2347,"Tengo una tarjeta que saque en 2019, y sale desactivada??.. desde ese año hasta ahora no puedo activarla y he tenido que migrar a otro banco, porque este banco no me permite usarla¿?... Y peor aún abrir otra cuenta... Con esas ""facilidades"" es muy díficil solventar cualquier deuda así tenga más de 10 años???... Porque según parece las deudas son eternas en nuestro país...",not_applicable,"Problema de activación de tarjeta sin aspectos específicos de seguridad digital"
2348,"le daria 0 estrella si se pudiera no abre la app sale error desde hace una semana y no debe ser asi .. si van a poner una app que este buena pues no que este en fallos porfavor solucionen ese problema porque muchos aparte de mi trabajamos con la tarjeta .... gracias",not_applicable,"Error técnico persistente sin aspectos específicos de seguridad"
2349,"Desde hace varios días me resulta IMPOSIBLE iniciar sesión en esta app. Lo peor es que veo que hay gente quejándose desde la misma semana y la última actualización es del 18/02. Cuándo piensan volver a la última versión que sí funcionaba?",not_applicable,"Error técnico generalizado sin aspectos específicos de seguridad"
2350,"La última actualización está pésima. Al intentar ingresar me sale un mensaje que dice que tengo instalada aplicaciones similares a xPosed, Ramjet o Substrate y no me deja utilizar la aplicación. Por favor solucionen este problema que hasta antes de la actualización podía usar la aplicación sin problema",resistance,"Falso positivo en detección de aplicaciones de modificación post-actualización"
2351,"Hace unos años dejé de usar este banco por la deficiencia en su aplicativo ahora que vuelvo abrir una cuenta aquí encontre que dicha aplicación estaba mejor que antes pero días después que vuelvo a ingresar y me doy con la sorpresa que nose puede pese aver ya echo la actualización ya llevo cerca 3 semanas aproximadamente que no puedo ingresar. Acá voy a recibir mis pagos pero si veo que persiste voy tener que regresar a usar otros bancos así demore uno o dos días para poder visualizar depósito.",not_applicable,"Error técnico post-actualización en cliente que regresa sin aspectos de seguridad"
2352,"Desde hace 1 semana no puedo ingresar a la aplicación. Se queda en la pantalla de carga, nisiquiera abre. He intentado borrando y reinstalando la aplicación pero sigo con el mismo problema.",not_applicable,"Error técnico en pantalla de carga sin aspectos específicos de seguridad"
2353,"La última actualización es un desastre, no se abre la app y si se logra abrir no reconoce las cuentas, no se puede realizar pagos, etc, es necesario que la reparen ya que en este contexto es mas necesario realizar operaciones por la app.",authenticity,"Sistema no reconoce cuentas válidas post-actualización comprometiendo autenticación"
2354,"Buenos días Scotiabank Perú, la aplicación presenta fallos en reiteradas veces, ejemplo en mi caso quiero transferir mi CTS a mi cuenta de ahorros y me sale lo sentimos tu transacción no ha podido ser completada, tu cuenta CTS presenta problemas :( y no hay un medio de comunicación virtual para comunicarse por WhatsApp.",not_applicable,"Error específico en transferencia CTS sin aspectos de seguridad"
2355,"Mi app me obligo a actualizarlo, despues de hacerlo no me permite ingresar indicando ""hubo un error en el app"", necesitaba hacer un tramite por este medio pero me ha perjudicado su actualizacion Deberian primero confirmar el correcto funcionamiento de su app antes de lanzarla y obligar a sus usuarios a tenerla. Tendré que desinstalarla porque no sirve",not_applicable,"Error post-actualización obligatoria sin aspectos específicos de seguridad"
2356,"Me pidió actualizar y desde entonces no me deja ingresar, si van a realizar actualizaciones que sean funcionales ya me sucedió antes, tuve que ir a plataforma y pedir que habiliten mi cuenta , no puede ser posible.",authenticity,"Bloqueo de cuenta post-actualización requiere habilitación presencial"
2357,"Es pésima, ni siquiera se puede abrir el app xq el banco nunca te envía la clave. Ya llevo más de una semana intentándolo. Llame al banco y tampoco solucionaron nada a la fecha. Y hoy vuelve a fallar",authenticity,"Fallo sistemático en envío de claves de acceso compromete autenticación"
2358,"Estoy tratando de ingresar a mi banca móvil y no me deja, siempre sale el mensaje ""hubo un error en la aplicación, porfavor vuelve a intentar más tarde"" De verdad es molesto porque debo hacer un plineo urgente y no se puede. Pésimo servicio.",not_applicable,"Error técnico recurrente sin aspectos específicos de seguridad"
2359,"He estado llamando al número que aparece en esta página pero nadie contesta. Desde el viernes de la semana antepasada, no puedo acceder al app *Desafortunadamente Scotiabank se ha detenido* 'Vuelva a abrir la app' Abres y dice: *Scotiabank sigue fallando* 'Cierre la app' He Desinstalado e instalado 4 veces el aplicativo...y sigue sin abrir dando las mismas respuestas. He llamado a Att.cliente y me dijeron que fuera a plataforma:*cambie su celular* El app. dice que mi celular es apto! SOLUCION",not_applicable,"Error técnico persistente con soporte inadecuado sin aspectos de seguridad"
2360,"La aplicación siempre tiene fallas, y en el momento que más se necesita la app para realizar alguna operación falla, y las fallas son constantes y nunca hacen nada al respecto, pésimo servicio.",not_applicable,"Error técnico recurrente sin aspectos específicos de seguridad"
2361,"Pésimo funcionamiento, casi siempre sale ""vuelve a intentarlo más tarde"" cada vez que quier ingresar a la app. Solucionen y optimicen su aplicativo que genera mucha molestia a los usuarios.",not_applicable,"Error técnico sistemático sin aspectos específicos de seguridad"
2362,"esta apps es una total tonteria y perdida de tiempo. en si el banco por q sus agencias son operados por personas sin un poco de sentido común ni trato a sus clientes. ahora el app lo tengo bloqueado y por mas q asisto a las agencias y me dan solución, es solo eso palabras pq al final nunca se como van mis finanzas. cero de cero por su atención.",not_applicable,"Bloqueo de aplicación sin resolución presencial efectiva"
2363,"Quiero registrar una nueva cuenta para mi papá para q se le haga más fácil ver su dinero pero pide q tiene ir a una agencia y tanta cosa, yo creo q esto es innecesario, antes la wed de scotiabank era más fácil de entrar, vi la nueva actualización pero yo siempre entro a la antigua, ahora ya no está :( la hubieran dejado .",not_applicable,"Requerimiento de proceso presencial para registro sin aspectos de seguridad"
2364,"Hay muchas fallas constantes. No se puede hacer plin ni yapes o a veces sale que no se pudo enviar el dinero, pero sí se envió, provocando envíos dobles. Por favor, dar solución pronto.",integrity,"Envíos dobles de dinero por falsos mensajes de error comprometen integridad financiera"
2365,"Tengo días sin poder acceder porque aparece un mensaje ""la aplicación no se puede utilizar"". Borre todos los datos, caché, desinstalé, reinicié, etc. y continua el problema. Solución señores.",not_applicable,"Error técnico persistente después de múltiples intentos de solución"
2366,"Me pidieron que actualizara la app en la cual accedí, pero no me permite ingresar presentando un mensaje de error y que vuelva a intentarlo más tarde. Me encantaría que pudieran arreglar ese problema. Gracias",not_applicable,"Error post-actualización requerida sin aspectos específicos de seguridad"
2367,"** 02/10 ** he visto las opiniones de otros usuarios y resulta que este problema tiene más de dos semanas. Que asco de banco! ** 01/10 ** desde ayer estoy intentando utilizar la aplicación en mi teléfono Android y se cae... Pide la clave, me muestra durante un segundo mis cuentas y luego se cierra. La he desinstalado y vuelto instalar e igualmente sigue fallando. Qué pena Scotiabank, qué pena que no lo hayas detectado tú antes y qué pena que un par de días no seas capaz de resolverlo.",not_applicable,"Cierre abrupto después de mostrar cuentas sin aspectos específicos de seguridad"
2368,"Llevo varios días sin poder ingresar al app, siempre me sale el mensaje de hubo un problema con la aplicación inténtelo más tarde, pésimo servicio. Uno tiene que hacer pagos, consultas.",not_applicable,"Error técnico persistente sin aspectos específicos de seguridad"
2369,"Que pasa con esta app que cuando uno la necesita no se puede ingresar, ya se me ha bloqueado sola 2 veces y para colmo error en plin casi siempre. Uno necesita pagar algo y el plin no funciona eficientemente. Arreglenlo por favor!!! 😡",not_applicable,"Bloqueos automáticos y errores en PLIN sin aspectos específicos de seguridad"
2370,"Algo esta pasando con la app, siempre esta saliendo error y no deja hacer los pagos, si te llega un pago el dia domingo. Se guarda con fecha del día lunes. No debería, también es lenta.",integrity,"Fechas incorrectas en registro de pagos comprometen integridad temporal de transacciones"
2371,"Muchas veces no me deja ingresar, me dice que hubo un error que intente de nuevo más tarde, pensé que solo era en la noche pero es a toda horas. Como se si alguien me está robando si no puedo ver mi saldo cuando yo quiera",accountability,"Imposibilidad de acceso impide monitoreo de seguridad y detección de actividad sospechosa"
2372,"Me arrepiento de haberme cambiado de banco pensando que era mejor, tuve problemas para hacer pagos con Plin, a veces no carga, que terrible. El otro mes regreso a mi entidad bancaria anterior. Definitivamente no son serios como dice su propaganda. No la recomiendo.",not_applicable,"Problema en sistema PLIN sin aspectos específicos de seguridad"
2373,"Que paso, no se puede pagar ningún servicio, después de la actualización va fatal la aplicación. Pésima, lo hubieran dejado tal cual estaba. Adicional si tengo mi clave digital hace tiempo.",not_applicable,"Pérdida de funcionalidad de pagos post-actualización sin aspectos de seguridad"
2374,"Llevo una semana sin poder ingresar. No se que mas hacer, he ido a ls agencias y me dicen que el problema est siendo tratado y que es por la actualización. Fatal y mal servicio de la aplicación",not_applicable,"Error post-actualización sin resolución presencial efectiva"
2375,"Me gustaria que antes de que finalice sesion haya la opcion d poder elegir si desea seguir o cerrar la sesion, al menos que pregunte eso una vez, xq me ha pasado muchas veces q estoy haciendo pagos o transferencias o revisando los movimientos d mi cuenta y sale un mensaje q la sesion ha finalizado. Por favor agreguen esa opcion.",not_applicable,"Crítica constructiva sobre timeouts de sesión sin aspectos de seguridad"
2376,"Esta app es de lo más nefasto. Siemore hay problemas y hay que estar intentando e intentando para poder hacer una transacción. Solo problemas con este banco, sus seguros no cubren lo que te dicen y es muy vulnerable a robos.",not_applicable,"Crítica general sobre vulnerabilidad sin aspectos específicos de seguridad digital"
2377,"Tengo inconvenientes en el app, por ejemplo cada rato se actualiza para la clave, tampoco puedo pagar mi tarjeta me dice que el servicio no esta disponible, vendo intentando ya hace 5 días, y se vence el 23/12/24.",authenticity,"Solicitud excesiva de actualización de claves bloquea pagos de tarjeta"
2378,"Era una buena aplicación. Desde la última actualización esta lenta e inesperadamente se cierra. Sus claves llegan a la mensajería de inmediato, pero no permite verlo por un tiempo prudente.",not_applicable,"Cierre inesperado y problemas de visualización sin aspectos de seguridad"
2379,"No puedo entrar a la apk. Me sale su sesion ha finalizado engrese nuevamente. Y luego m3 mandan un mensaje diciendo que alguien a intentado ingresar desde otro celular. Cuando he sido yo que intento ingresar.. Q pena q no reconozca mi cel. Arreglen esa falla..",authenticity,"Falsa detección de acceso desde dispositivo desconocido generando alertas erróneas"
2380,"Pésima aplicación falla demasiado o está a cada rato en mantenimiento. Si pueden escoger otro banco háganlo! O usen yape porque lo raro es que puedas plinear sin problemas desde esta aplicación",not_applicable,"Mantenimientos frecuentes y errores técnicos sin aspectos de seguridad"
2381,"Aveces deja de funcionar esta app y no te permite iniciar sesión y no deja de llegarte los SMS de que estas iniciando en otro dispositivo a pesar que es el mismo, falta mucho por mejorar, muchísimo.",authenticity,"Spam de SMS por falsa detección de dispositivo diferente comprometiendo sistema de alertas"
2382,"Me gusta la aplicación pero hoy que realmente la necesito me sale mensaje que hay problemas y que vuelva intentarlo más tarde. Igual pasa con la banca por Internet en desktop. No me permite iniciar sesión desde hace horas.",not_applicable,"Error técnico simultáneo en app y web sin aspectos específicos de seguridad"
2383,"No funciona la app, problemas para el plin, no llega el dinero, todos los días deja de funcionar a las 11 de la noche y no se puede hacer pagos y tampoco funciona la tarjeta en el mismo horario.",not_applicable,"Desactivación programada nocturna sin aspectos específicos de seguridad"
2384,"Pésimo, estoy intentando pagar y siempre sale clave invalida y me llega otra clave, y así sucesivamente, porque lanzan cambios sin probarlo bien. Me estoy llenando de claves que no son válidas. No debería poner ninguna estrella.",authenticity,"Generación masiva de claves inválidas compromete sistema de autenticación"
2385,"Uno esta apurado en entrar a revisar el aplicativo para realizar el uso y sale esto que retraza .ya no pude mandar a tiempo .xk mientras descarga y si ko tuviera megas necesario...creo que deben ciestionar el mandar mensahe de actualizacion si ya uno usa el aplicativo.me eoja xk ni espacio tengo en mi celular para hacer dicha descarga.",not_applicable,"Problema de actualizaciones forzosas sin aspectos específicos de seguridad"
2386,"La app continúa fallando casi 3 semanas, la desinstalé y volví a instalar..pero nada. Simplemente se cuelga. Cuando van a solucionar el problema? No todos podemos ir al banco a realizar operaciones.",not_applicable,"Error técnico prolongado sin aspectos específicos de seguridad"
2387,"Esta con demasiada fallas la última actualización , cuando ingreso sale error que lo intente más tarde y aveces la clave digital demora demasiado , con la anterior versión era más rápido .",authenticity,"Demora excesiva en envío de claves digitales post-actualización"
2388,"Hoy 20 de febrero de 2021 intento abrir la aplicación y se para cerrando ni permite llegar a poner la clave. Desinstalé y volví a instalar pensando que hallaría solución pero el problemas persiste. Necesito urgente mover mi dinero. Muy mala aplicación.",not_applicable,"Cierre inmediato antes de autenticación sin aspectos específicos de seguridad"
2389,"Srs del banco estoy muy incontento con su proceder 1o no me aceptan la clave y después al querer cambiarla cundo me dan la clave despues de ingresar No de DNI ,No de tarjeta ,y todo lo que hay que llenar cuando pongo la clave que me dieron no la acepta ,la cambian muy rápido y vuelvo a repetir hasta 3 intentos q me dicen que ya se acabaron mis opciones. Voy a retirar mi dinero",authenticity,"Rechazo sistemático de claves válidas incluso después de proceso de cambio oficial"
2390,"De la noche a la mañana ya no quiere funcionar la aplicación ingreso todos mis datos y se cierra sola la aplicación me nota Si me pudieran dar una solución porque yo trabajo con la aplicación para ver los movimientos que realizó y ahorita no está funcionando como debe",not_applicable,"Cierre automático después de ingreso de datos sin aspectos específicos de seguridad"
2391,"Todo bien, pero hay algunas opciones que han retirado cómo el efectivo móvil... De ahí en cuánto a la interfaz ha mejorado pero está un poco lenta.... la anterior era mejor. Saludos.",not_applicable,"Crítica constructiva sobre funcionalidad eliminada sin aspectos de seguridad"
2392,"Pésimo ... Cada actualización nueva pide más claves para ingresar y al solicitar la clave digital el SMS demora mucho, finalmente cuando está abierta si atiendes Wasap por ejemplo y regresas a la app del banco está ya está cerrada... Ojalá mejore y vuelva la anterior",authenticity,"Escalada en requerimientos de claves y timeouts agresivos comprometen usabilidad segura"
2393,"Tío Scotiabank la nueva actualización me encantó, era más gráfica, mas clara y enserio se veía mucho mejor pero hace dos días ya no puedo usarla, sale que existe un error con la aplicación, arreglé esto a la brevedad porfavor y le cambió a 5 estrellas aparte merecemos respeto no? Somos clientes y estás fallas con un banco así no pueden existir.",not_applicable,"Error técnico post-actualización inicialmente exitosa sin aspectos de seguridad"
