ID,Comentario,Clasificacion_ISO_25010_2023,Justificacion
2515,"Si no fuera por esta pandemia y otros asuntos, por el simple hecho de que esta app no sirve ya me hubiera cambiado de banco, no puedo hacer nada, no es mi internet, ya desinstalé, y nada de nada, para los desarrolladores que comentan que esta app es una maravilla, por favor... MÁS GANAS!!!!!!",not_applicable,"Queja general sobre funcionalidad"
2516,"No funciona la App cada vez que intento aparece el mensaje que hubo un problema y que lo intente más tarde no funciona el App en los Android solo esta operativa en iPhone solucionen el. Problema",not_applicable,"Problema de compatibilidad de plataforma"
2517,"Muy muy muy mal si se supone que muchas veces usamos app por falta de tiempo y evitar colas y otras incomodidades bajamos aplicaciones en el celular pero este app tienes que hacercate al banco para obtenerlo. En mi opinion muy mal y eso que somos clientes",not_applicable,"Crítica al proceso de obtención de la aplicación"
2518,"La aplicación es terrible. La ventana desaparece al proceder a pagar. Tampoco se solucionó desinstalando y volviendo a instalar. Y tampoco se solucionó reportando la avería al banco. Hoy 15 02 2019 y después de la última actualización, al pagar pide seleccionar una cuenta e igual desaparece.",not_applicable,"Problemas de interfaz y cierre de aplicación"
2519,"Hace varias horas estoy intentando ingresar y me sale error. No puedo ingresar por más que ya actualicé la app. También te piden demasiadas claves para hacer pagos y transferencias.",not_applicable,"Error de acceso general y queja sobre proceso de claves"
2520,"Desde el mes de febrero 2023. La aplicacion ha fallado mucho. Colocas tu clave y sale un mensaje de contraseña fallida o de error en la aplicación. Intentalo mas tarde. Que ha pasado con la actualización de esta app, intento por la Web y me sale lo mismo.",authenticity,"Rechazo sistemático de credenciales válidas - falla de autenticación"
2521,"Llevo varios días tratando de ingresar pero siempre me sale que ""ocurrió un error en la aplicación y que intente más tarde"" eh desinstalado y vuelto a instalar y nada.",not_applicable,"Error persistente de aplicación"
2522,"Está fallando, el código que me envían supuestamente es incorrecto apesar de que lo ponga correctamente, se demora en aceptar después de varios intentos, solucionar esto por favor.",authenticity,"Códigos de verificación marcados como incorrectos siendo válidos"
2523,"el app es basura. no llega la clave digital. despues de 1 hora recien llega. lo peor es q lo solucionan y al poco tiempo otra vez el mismo problema. Encima me sale error de aplicativo y no solucionan. no la recomiendo",authenticity,"Falla sistemática en entrega de claves digitales para autenticación"
2524,"Mejor estaba la anterior,podia ingresar mas rapido a ver mi saldo,cualquier movimiento, esto es una tonteria solo se queda cargando y sale error,lo intento una y otra vez y nada. Que pesima app",not_applicable,"Comparación negativa con versión anterior"
2525,"La peor app del banco del planeta. En serio es el servicio más deficiente con el que me ha tocado lidiar en mi vida. No abre, dice que hay un error, después de las 11pm no funciona, cuando es quincena o último de mes menos funciona. La verdad no tiene sentido continuar en este banco. Debería darles vergüenza no hacer nada para solucionarlo. Dejen la tacañeria y ofrezcan un servicio de calidad, ya que no es gratuito, porque por todo cobran",not_applicable,"Crítica general al servicio y horarios de funcionamiento"
2526,"Desde que actualice mi celular a Android 10, la App ha dejado de funcionar en mi equipo mi 9, y van 3 semanas sin poder entrar por la aplicación, ni con la última actualización de hoy han corregido esto.",not_applicable,"Problema de compatibilidad con versión de Android"
2527,"Pésimo. El 80% de las veces que quiero pagar con plin, falla. Se supone que es una aplicación de un banco serio, no puede ser posible que apps de otros bancos con plin funcionen correctamente, aquí falle. Ya pues ""hablemos serio"" no dicen?",not_applicable,"Fallas en funcionalidad de pagos"
2528,"La app No funciona ,indica que hubo error y que intente mas tarde. Acabo de llamar a la central de Scotiabank para reportar la incidencia,,me indicaron que ya no siga intentando por hoy dia, que espere a mañana. Vamos a ver si para mañana habra solucion.",not_applicable,"Error general reportado al banco"
2529,"Desde su última actualización no puedo ingresar, siempre sale el mensaje de que ocurrió un error y que vuelva a intentarlo más tarde. Y así quieren que saque una tarjeta u otro producto con Uds.?",not_applicable,"Error post-actualización"
2530,"App demasiado lenta, Plin más lento aún, mantenimientos programados que impiden usar la App, varias veces se cae la App y no se puede ingresar. De las peores App de bancos en el Perú",not_applicable,"Crítica general sobre rendimiento y mantenimientos"
2531,"Trato de actualizar la aplicación pero no me deja, supuestamente por falta de espacio y me pide eliminar aplicaciónes pero no es cierto porque tengo como 4Gb de espacio disponible y ademas puedo descargar y actualizar otras aplicaciones menos esta.",not_applicable,"Problema de actualización por supuesta falta de espacio"
2532,"Dejo de funcionar porque dicen que están dándole mantenimiento durante una hora como máximo... Y no se puede usar la tarjeta para comprar por internet porque todo su sistema se cayó.",not_applicable,"Problema durante mantenimiento programado"
2533,"Con las app anteriores nunca tuve inconveniente alguno. Con esta actualización se frego todo ya que ni siquiera puedo ingresar por que según esta plataforma mi celular esta rooteado. Ojo. Mi celular no está rooteado y aun así no me deja ingresar solucionen este problema urgente. Gracias",resistance,"Falso positivo de detección de root - sistema de protección rechaza dispositivo legítimo"
2534,"La opción Borrar Compras está fallando hace meses. Me aparece un gasto en soles de marzo que hace tiempo ya borré. Y no aparecen más gastos desde ahi, por ello no puedo borrar nada.",integrity,"Datos de transacciones inconsistentes - registros no se eliminan correctamente"
2535,"Pesima caida con la actualizacion con android,ya no abre la aplicacion..favor su atencion para pronta solucion Cuando van a corregir la demora en llegar la Clave Digital q llega al celular...pesimo;siempre falla o no llega",authenticity,"Falla sistemática en entrega de claves digitales"
2536,"Porfavor, ¿Podrán arreglar su sistema móvil?, me ha saltado varias veces error al querer abrir la aplicación y no voy a estar instalando, y desinstalando, el año pasado me daba perfectamente y ahora me da problemas.",not_applicable,"Errores frecuentes de apertura de aplicación"
2537,"Muy mal está app, no puedo realizar pagos desde que la actualizaron, dice el banco que están haciendo correcciones desde setiembre ya es mucho tiempo, ojalá pudiera ponerle cero. La anterior estaba mejor.",not_applicable,"Imposibilidad de realizar pagos post-actualización"
2538,"Anteriormente podía realizar transferencias tan solo seleccionando la cuenta. Ahora tengo que ingresar el número de cuenta. Que pasó? Mis cuentas las tenía registradas. Existe forma de recuperar el listado de cuentas a las que realizó transferencias? Es urgente.",accountability,"Pérdida de configuración de cuentas registradas - falta de continuidad en datos"
2539,"No sirve para nada esta aplicacion antes normal podia ingresar ahora nada ingreso mi dni y nada me sale error en la aplicacion intentar mas tarde deberian dejarlo como estaba antes la unica manera de poder ver mi estado de cuenta es por la web y no por aplicacion arreglen.",not_applicable,"Error de acceso persistente"
2540,"Señores de Scotiabank, de varios días estoy intentándo acceder a la app y emite un error, hay varios usuarios que muestran el mismo problema, por favor den solución lo más pronto posible para facilitar los diversos movimientos que realizamos como clientes.",not_applicable,"Error de acceso generalizado reportado por múltiples usuarios"
2541,"Tienen varias actualizaciones y no han podido corregir que los movimientos no aparecen ordenados por fecha y hora. Siempre aparece de primero un movimiento de 1 o 2 días antes.",integrity,"Orden incorrecto de transacciones - datos temporales inconsistentes"
2542,"Tengo muchos problemas con el bendito ""plin"" demora en hacer transferencias se supone que es mucho mejor que hacer una operación común mediante el app. Ahora pierdo dinero en vano solo porque no me enviaron la correspondencia del plin a mi correo. Que horror.",non_repudiation,"Falta de comprobante de transacción Plin - pérdida de evidencia"
2543,"Qué mala la aplicación de banca móvil, ingreso mis datos exactos y me dice que el número de tarjeta no está actualizado. Como me va responder así? hoy día saqué mi tarjeta y la señorita que me atendió me dijo que ya podía usar la aplicación sin contratiempos, pero nada de nada. A dónde acudo para arreglar esto por favor.",authenticity,"Rechazo de datos válidos de tarjeta recién activada"
2544,"No me gusta que cada rato actualize por que no todos tenemos espacio de memoria para hacerlo al querer que actualizemos no nos permite entrar a la aplicacion y de verdad me disgusta en cambio bcp aunque no actualizes te dan la opcion de seguir sin actualizar",not_applicable,"Queja sobre política de actualizaciones forzadas"
2545,"Para ser un banco que prácticamente está en casi toda sudamerica su aplicación es mediocre todos los días presenta errores e inconvenientes cada vez que se quiere hacer una transferencia de la aplicación no lo permite porque siempre presenta problemas 👎🏾😡",not_applicable,"Crítica general sobre errores en transferencias"
2546,"Buenas tardes tengo problemas para ingresar, tengo que descargarlo y eliminarlo continuamente para poder ver mi tarjeta; además que solo puedo ingresar una vez y de nuevo tengo que eliminar y volver ha descargar. No se si es la app o es mi equipo que es un Samsung j1 2016. Gracias por su respuesta.",not_applicable,"Necesidad de reinstalación constante para acceso"
2547,"La última actualización es una porquería. Quiero actualizar mi contraseña y me sale un error. Acabo de volver a descargar la aplicación hoy jueves 13 de octubre de 2022 y sigo pensando que la aplicación es una porquería. He hecho varios intentos para iniciar seció, primero quiero cambiar la clave por qué no la recuerdo, me pide ingresar el número de mi DNI y mi clave del cajero y después de ello me dice que, el número de la tarjeta o de documento está equivocado. No puede ser eso posible 😡",authenticity,"Rechazo de datos válidos de identificación - falla en recuperación de contraseña"
2548,"Aplicación nefasta, cambie de dispositivo elimine la app del dispositivo quite todo ahora en mi nuevo dispositivo no puedo vincular la huella. Hago todo el proceso, acepta pero no toma en cuenta. Porquería de app una actualización urgente nefastos",authenticity,"Falla en vinculación de autenticación biométrica"
2549,"No la puedo usar porque me pide una cuenta de débito y sólo tengo tarjeta de crédito xq en agencia me cobran por la emisión del plástico para una cta de ahorros, como puedo acceder a la banca telefónica de esa forma, la versión anterior me permitía hacer mis compras sin problemas, alguna ayuda x favor",not_applicable,"Limitación de acceso por tipo de producto bancario"
2550,"Pésima... Desde que la.actualice porque no tenía otra opción, nunca he podido ingresar,solo.dice error,antes de hacer cambios,asegúrense por favor que todo funciona correctamente y no causen malestar en su clientela, gracias",not_applicable,"Imposibilidad de acceso post-actualización forzada"
2551,"La aplicación falla mucho, varias veces al mes se cae el servicio y no se puede realizar transferencias ni de PLIN, ni Yape y ni si quiera usando números de cuenta, es decir no sirve para nada.",not_applicable,"Fallas múltiples en servicios de pago"
2552,"Está aplicación es una estupidez . Quiero ingresar por días y solo me dice que hubo un error en la app ,por las puras la instale si a cada rato tengo que ir a un agente a ver saldos .",not_applicable,"Error persistente de acceso"
2553,"Todo está bien pero me molesta que seguido te pide actualizar la app se supone que cuando te pide actualizar es por que algo a mejorado al final sigue igual .. ya paren de estar pidiendo que se actualice cuando más s necesita ingresar",not_applicable,"Molestia por frecuencia de actualizaciones"
2554,"Hace 4 días que no puedo acceder al plin, no cargan los contactos, lo eliminé y volví a instalar 02 veces y nada aún, incluso me comuniqué con mi funcionario y tampoco tengo respuesta. Por favor que lo solucionen a la brevedad posible.",not_applicable,"Falla en carga de contactos para Plin"
2555,"No puedo realizar pagos de servicios, ingreso la entidad de servicio, el código, selecciono el monto a pagar y cuando le doy a la opción pagar indica que está cargando por 2 segundos y no se realiza el pago.",not_applicable,"Falla en ejecución de pagos de servicios"
2556,"con la ultima actualizacon ya no puedo ingresa, solo carga despues de poner la contraseña y dice que mi sesion a finalisado cuando nisiquiera empeso , debo volver a ingresar la contraceña y la historia se repite, ademas me llega un mesaje de texto también",authenticity,"Sesiones terminadas inmediatamente después de autenticación"
2557,"Mal aplicativo, deseo realizar transferencias bancarias y pagos por medio de Plin pero no me permite, me sale un error ""Hubo un error en la app, inténtelo más tarde"" Siempre tengo estos problemas, deben mejorar su app móvil. 🤬",not_applicable,"Errores frecuentes en transferencias y pagos"
2558,"Mi app dejó de funcionar hace semanas. Nunca había pasado esto. Por seguridad limpié todo el teléfono y lo dejé como de fábrica. Nuevamente, ya no funciona esta app. ¿Habrá pasado algo con esta app, o es mi teléfono? Quisiera saber? Todo esto empezó como el 30 de abril...",not_applicable,"Disfunción completa de aplicación persistente"
2559,"Una porquería, he desbloqueado la tarjeta hace un mes, recién hoy he ido al banco a que me desafilien y afilien para poder entrar a la app, hago mi cola todo hincha, me tiro dos horas y media esperando turno, media hora más en atención, la señorita me dice que ya puedo ingresar, salgo del banco, ingreso mis datos, creo la contraseña y pum! sale error!, de verdad un asco, tengo que volver al banco, de verdad es una porquería, no le llegan a los talones a la app del BCP, que bazofia.",authenticity,"Falla inmediata tras proceso de afiliación oficial en sucursal"
2560,"Vengo Desinstalando dos veces porque informaron que debía ""actualizar la aplicación "" y cuando ingreso sale el mensaje que hay un problema en la aplicación...arreglenlo por favor!! Necesito hacer operaciones!!!",not_applicable,"Error persistente post-actualización múltiple"
2561,"Pésima actualización, desde ayer que trato de ingresar y sale el error de aplicación. No se puede ingresar ni hacer las operaciones que por lo menos se podía realizar anteriormente.",not_applicable,"Pérdida de funcionalidad post-actualización"
2562,"Tengo el Samsung s10 y no abre la app ingresa hasta el logo luego se sale como si no fuera compatible 😒 Y este problema ya tiene bastante tiempo y no lo solucionan la infesiencia e incompetencia en su máxima explendor !!!",not_applicable,"Problema de compatibilidad con Samsung S10"
2563,"Muy mal Scotiabank. Disminuyen mi línea de crédito sin fijarse, que siempre pago antes de fecha, nunca relizo pago mínimo, hago abonos extras, utilizo la tarjeta con prudencia y nada... aún así sin argumentos válidos me disminuyen.",not_applicable,"Queja sobre políticas crediticias no relacionada con la app"
2564,"Pésima la app, no pude conectarme, me pide actualización de teléfono, tengo full saldo y no se conecta en la séptima vez que intente recién se conecto. Pésimo si de ingreso es así como será en su uso, prefiero desinstalarlo una perdida de tiempo y megas",not_applicable,"Múltiples intentos fallidos de conexión"
2565,"Estoy hace mas de un mes intentando ingresar a la aplicacion y me dicen intente mas tarde y nada, he desinstalado la aplicacion y vuelto a instalar y nada, esta aplicacion es una perdida de tiempo",not_applicable,"Error persistente por más de un mes"
2566,"No funciona en la noches con frecuencia. El pago con Plin y yape falla muuuchas veces. Pierdes mucho tiempo. Con el riesgo que hagas pagos dobles. No se puede escanear pago de yape. Mala app.",integrity,"Riesgo de pagos duplicados - violación de integridad transaccional"
2567,"La aplicación no se puede utilizar en dispositivos rooteados... No tiene sentido. Yo puedo loguearme desde mi celular vía web a mi cuenta. Debería poderse desde la aplicación también. El resto de bancos que manejo no tienen está restricción. Contraten programadores o analistas más capaces!!",resistance,"Restricción excesiva en dispositivos rooteados - comparación negativa con otros bancos"
2568,"No se que pasa con esta aplicación, no puedo ingresar me sale hubo error en la aplicación intenta más tarde. Llevo 3 días intentado abrir y no se puede. Quisiera que arreglen eso lo más pronto posible gracias",not_applicable,"Error de acceso por 3 días consecutivos"
2569,"Me pide clave digital siempre y pongo. No entra ya van 2 meses así fallando de esa manera y se pone así varias veces. Hace que pague mi cuenta a destiempo y pago más intereses.",authenticity,"Falla sistemática en verificación de clave digital por 2 meses"
2570,"Cuando quiero entrar a sección plin no puedo alinear me sale como error de cargar los datos e incluso teniendo internet y esperar hasta que se arregle para hacer un pago ya que algunas personas hacen más rato el pirineo antes de adquirir su producto o taxi muy mal 💔",not_applicable,"Error en carga de datos de Plin"
2571,"Deberás que una reverenda porquería ,ingreso y lo primero que me sale es, hubo un error en la aplicación, estoy intentando por más de 3 semanas. Y nada...! Pérdida de tiempo. Porque no lo solucionan ya .",not_applicable,"Error persistente por 3 semanas"
2572,"No se si sea sólo con los equipos samsung, pero tengo un Samsung Galaxy S22 ultra (hace mas de 1 año) y mi esposa tiene un S23 ultra (hace 1 semana), pero en ambos no se puede usar la biometría en esta aplicación; lo cual no pasa con las otras aplicaciones de bancos (interbank y continental), ni con los equipos que teníamos antes, en los cuales la biometría va excelente. Por favor, buscar cuál puede ser el problema y solucionenlo a la brevedad posible por favor. Muchas gracias.",authenticity,"Falla específica de autenticación biométrica en dispositivos Samsung de alta gama"
2573,"La nueva aplicación no funciona!! Desde que la actualizaron, no puedo ingresar...me sale constantemente que hay un problema con la aplicación, que ingrese más tarde..",not_applicable,"Disfunción completa post-actualización"
2574,"Deberia mejorar en algunas cosas la app pro ejemplo permitir el pase a cuotas de la tarjeta de credito, luego de hacer un pago tarda demasiado en actualizar el estado entre otras deficiencias observadas",not_applicable,"Sugerencias de mejora funcional"
2575,"Desde que mi celular s10+ se actualizó a Android 10 no puedo ingresar a la aplicación,me bota a cada rato que mal que no hallan estado prevenido para una actualización,puse mi reclamo y me dijeron que en cuestion de 1 día lo arreglaran y nada sigo esperando",not_applicable,"Incompatibilidad con Android 10 en S10+"
2576,"Es la peor aplicación, con ninguna app de otra entidad financiera me ocurre esto. Siempre sale el mensaje, de hay un error en el aplicativo. Siempre. Necesito hacer una transferencia desde ayer y hoy he intentado 3 veces y me sigue apareciendo el mismo mensaje de error.",not_applicable,"Error sistemático comparado negativamente con otras entidades"
2577,"Desde más una semana deseo abrir una cuenta de ahorro y ni por la aplicación o web se puede, en sus oficinas se inventan trabas, no tenía idea que el servicio de este banco hubiera decaído tanto, es una pena.",not_applicable,"Problema en apertura de cuenta - crítica general al servicio"
2578,"Malísimo después que se actualizo para abrir la aplicación tengo que intentar más de 10 veces me dice hubo un error intenté más tarde cuando tengo pagos urgente q hacer no me deja, deberían dejar la anterior era más rápido",not_applicable,"Más de 10 intentos fallidos post-actualización"
2579,"No se quien hace sus actualizaciones pero cada vez un asco antes tenia mis pagos frecuentes en el sistema ahora no me aparecen y tengo que buscar de nuevo cada servicio para pagar y ni me deja guardar ya que sale que ya esta guardado.",accountability,"Pérdida de configuración de pagos frecuentes - inconsistencia en datos guardados"
2580,"Hoy 21 de agosto, sale q no es mi contraseña, ingreso x web y todo ok. Arreglen la aplicación, desde hace una semana cuando ingreso mi contraseña se demora en cargar y luego sale msje q está en mantenimiento, q espere 1 hora 😑.",authenticity,"Rechazo de contraseña válida en app mientras funciona en web"
2581,"Tiene muchos errores la app, ni siquiera permite ingresar por ratos o cuando quiero utilizar el plin sale qué mis contactos no se pueden cargar. Así me tiene muchas veces y es estresante.",not_applicable,"Errores múltiples incluido falla de carga de contactos"
2582,"Pésimo, funciona y no funciona... desde ayer trato de abrirla y la app se cierra ... cuando funciona es una maravilla pero cuando no levanta simplemente NO sirve, xsiacaso probé nueva actualización.... el.problema continúa. PÉSIMO",not_applicable,"Cierre automático de aplicación"
2583,"Desde la última actualización esta muy mal, lenta para ingresar el código por msj recontra lento, es la primera vez que me quejo, la verdad muy mala, el diseño esta bien, para ingresar es el problema",authenticity,"Lentitud extrema en proceso de verificación por SMS"
2584,"Cuando uso datos del cell funciona normal, pero cuando uso el wifi sale error de conexión. Algo parecido ocurre cuando uso el navegador chrome, pero en este caso si funciona con wifi sólo si está en modo incógnito",not_applicable,"Problema específico de conectividad con WiFi"
2585,"Tuve que actualizar por obligación y ahora ya no me llegan las verificaciones, pésima su actualización deben mejorarla o corregirla.... arrepentida de este banco, muy a mi pesar tendré que buscar otra opción sino dan cambios urgentes, me esta perjudicando muchísimo.",authenticity,"Falta completa de códigos de verificación post-actualización"
2586,"No sé qué es lo que está pasando con la app. No puedo ingresar a realizar mis operaciones cotidianas, tampoco puedo usar PLIN y la ultima vez que pude usarlo, se duplicó el pago. He llamado a servicio al cliente para que me den una solución y nada. La operadora reconoció que no soy el único caso, sólo me pidió esperar (¿????)",integrity,"Duplicación de pagos PLIN - violación de integridad financiera confirmada por banco"
2587,"Es frecuente que no cargue los contactos en plin, y no puedo preceder a pagar. He tenido que dejar mis productos después de haberlos beneficiados creando un problema para mi y para el vendedor",not_applicable,"Falla frecuente en carga de contactos Plin"
2588,"Inestable y mediocre. Llena de errores cada vez más frecuentes. Ni plinear se puede ahora. ""Error en la aplicación. Intente más tarde"". Lamentable.",not_applicable,"Inestabilidad creciente con errores frecuentes"
2589,"Cuando no está actualizado no deja ingresar y no avisa sobre la actualización. Debería indicar que hay que actualizar para poder utilizar o indicar que hay actualizaciones disponibles hay que estar adivinando.",not_applicable,"Falta de notificación sobre actualizaciones requeridas"
2590,"Desde la ultima actualización sale un mensaje ""Hubo un error en la aplica ..."" y desde entonces no puedo ingresar hasta la fecha. La anterior versión estaba mejor.",not_applicable,"Error persistente post-actualización"
2591,"es una perdida de tiempo, ya que desde ayer intento abrir el app y no se puede, de verdad deben brindar un mejor servicio a sus clientes y mil veces me arrepiento de haberme pasado a este banco y por fuerza tengo que darle una estrella porque si no, se permite publicar lo escrito.",not_applicable,"Imposibilidad total de acceso generando arrepentimiento"
2592,"Pésima actualización. Llevo todo el día intentando ingresar y me sale error! Ahora no me llegan los mensajes de verificación. En conclusión, de mal en peor.",authenticity,"Falta de mensajes de verificación post-actualización"
2593,"Está aplicación funcionaba bien, pero ahora solo dice error en la aplicación cada vez que quiero abrirla, ya la desinstale e instalé nuevamente y nada vuelve a lo mismo siempre, demora demasiado en ingresar y siempre para con fallas",not_applicable,"Degradación de funcionalidad - antes funcionaba, ahora no"
2594,"En estos últimos 4 días siempre que intento ingresar me sale el mensaje de ""error e inténtelo más tarde"" necesito realizar unos pagos urgente que hasta el momento no logre hacer. Esto genera incomodidad y muchas molestias a mi persona y de seguro a muchos de sus clientes que tienen el mismo problema. Espero lo solucionen pronto y más aún en este tiempo por la cual estamos pasando por el covid 19.",not_applicable,"Error persistente por 4 días impidiendo pagos urgentes"
2595,"La app no me permite ingresar... Sale error continuamente... Todo una odisea para transferir... Le das siguiente y te bota que tu sesión ya expiró, cuando ni a pasado 1 minuto una lágrima...?",authenticity,"Expiración inmediata de sesiones - menos de 1 minuto"
2596,"Porquería , no sirve para nada esta aplicación, deberían automatizarla y ser más útil y directa , primero ingresar DNI luego crear contraseña web en la misma aplicación con datos personales , luego de ellos insertar los números de tarjeta , utilizar clave web , políticas y condiciones y listo , así deben trabajar , basuras aprendan .",not_applicable,"Crítica al proceso de registro y sugerencias de mejora"
2597,"Eliminaron la LISTA DE PAGOS FRECUENTES en la app, igualmente no se puede agregar un pago porque dice q ya se encuentra en tu lista de pagos. Esperamos q solucionen esto a la brevedad.",accountability,"Inconsistencia en lista de pagos frecuentes - datos contradictorios"
2598,"Tengo una consulta muy grande. Por que al registrarme en la app me pide contraseña de cajero, es muy raro ya que en las app de la mayoría de los banco dicen que jamás nos pedirán clave. Por favor aclarar mi duda y desconfianza",confidentiality,"Solicitud inusual de contraseña de cajero en registro - genera desconfianza de seguridad"
2599,"No permite el ingreso, siempre sale el mensaje de datos incorrectos, sin embargo con el modo antiguo en Internet logró entrar... Pésima app, solo hay problema con este banco.",authenticity,"Rechazo de credenciales válidas en app mientras funcionan en web"
2600,"Android 10 , MIUI 11 , fallas en la app , no permite ingresar , necesita actualizar y arreglar errores de compatibilidad , la app es muy indispensable para mi, por favor ponerse las pilas.",not_applicable,"Incompatibilidad con Android 10 y MIUI 11"
