comentario_id,contenido,clasificacion_seguridad,justificacion
2123,"De un momento a otro salió error en la aplicación y ya can varios días, ni por web ni aplicativo de play store. Cuándo van a componer esto? Se supone uno usa herramientas que nos facilitan la vida y por el contrario ésta falla nos retrasa.",not_applicable,"Error técnico general sin implicaciones específicas de seguridad"
2124,"No puedo ingresar tengo desde la última actualización tengo un Xiaomi mi9 con Android 10 , veo que ese problema de presenta en varios equipos , es increíble que tengan esa falla tanto tiempo no puedo revisar mis saldos , tengo otras app como por ejemplo BCP y funcióna con normalidad.",not_applicable,"Problema de compatibilidad sin implicaciones específicas de seguridad"
2125,"Estimados Sres. Scotiabank no son cuales son las razones reales de que esta nueva actualizacion este hasta el momento en problemas. Me ha perjudicado perdi una gran oportunidad de negocio en no poder usar este aplicativo en ese monento. Anteriores versiones me ha sido una herramienta util. Es el mismo problema que los demas usuarios. Lo tengo instalado y actualizado y no puedo ingresar. No me sirve la indicacion que debo usar la web. Esto se debio hacer con pruebas paralelas a la version anterior que si funcionaba.",not_applicable,"Crítica técnica general sin aspectos específicos de seguridad"
2126,"Cada vez que plineo me sale ""hubo un inconveniente, el dinero no pudo enviarse. Por favor vuelve a intentar."" Lo intento de nuevo y se pasa como dos veces el monto que quería. Tengo actualizado el app y sigue este error.",integrity,"Transferencias duplicadas por errores del sistema afectan integridad financiera"
2127,"No va bien con android 10 se cierra la aplicación arreglenlo por favor..será que no piensan arreglar la aplicación? Ya es mucho tiempo sin poder abrirlo es absurdo que un banco tan sólido no pueda resolver este problema que afecta a miles de usuarios..",not_applicable,"Problema de compatibilidad sin implicaciones específicas de seguridad"
2128,"Quiero hacer una recarga a mi Claro y me sale ""error, el numero no existe"" por fa una pronta solución. El aplicativo esta genial con Todo sus funcionalidades que lo han agregado. Sería genial que arreglen las fallas que se mensiona en los comentarios.",not_applicable,"Error funcional específico sin aspectos de seguridad"
2129,"Desde hace un par de semanas no puedo ingresar q la app con la biometria, esta simplemente no aparece en la pantalla principal y cuando deseo activarla me saca de la app al inicio, solucionen esto ya que es incomodo tener que digitar la contraseña.",authenticity,"Fallo en autenticación biométrica compromete verificación segura de identidad"
2130,"Muy mala la aplicación, no se qué le paso, siempre la he usado y nunca había tenido tantos problemas como ahora siempre está fallando. No me carga y no acepta mi contraseña. Si por alguna razón llega a cargar no me permite hacer ninguna operación. Es una perdida de tiempo.",authenticity,"Sistema no reconoce contraseña válida comprometiendo autenticación"
2131,"Desde el día hoy el aplicativo no he podido abrirlo me sale ""Hubo un errores en la aplicación. Por favor volver a intentar más tarde"" ; sin embargo, todo el día a estado así. Y yo necesito que la app funcione sino lo puedo hacer movimientos con mis clientes.",not_applicable,"Error técnico general sin implicaciones específicas de seguridad"
2132,"Cuando abro el aplicativo se pone así: Hubo un error en la aplicación. Porfavor volver a intentar más tarde, está desde ayer haber si solucionan este inconveniente tengo que hacer transferencias muy urgentes y así no puedo hacer nada arreglen el problema porfavor",not_applicable,"Error técnico recurrente sin aspectos específicos de seguridad"
2133,"Últimamente es puro error al ingresar a la aplicación, uno queriendo pagar con plin y de pasada revisar su cuenta ya nada hasta el momento no se puede, siempre me sale error de aplicación. Con cada actualización la app está peor.",not_applicable,"Error técnico recurrente sin aspectos específicos de seguridad"
2134,"Despues de tiempo ingreso a la app para ver mis movimientos.. y me pide actualizar Después de la actualización, ingreso mi DNI y contraseña y me sale usuario bloqueado.. ni siquiera he intentado varias veces en la primera no más me sale así..me sale cambiar contraseña Me pide DNI, número de tarjeta y cuando ingreso el número de la tarjeta me sale número incorrecto....la app anterior para mí funcionaba muy bien ,no tenía problemas.pero ahora con la nueva actualizacion tengo problemas...",authenticity,"Bloqueo automático de usuario sin intentos fallidos y rechazo de datos válidos"
2135,"No se porque cada vez que ponen actualizar, an la aplicacion me sale contraseña incorrecta o error, y teggo q actualizar forzosamente, hagan como el bcp, que te indica que debes de actualizar, en cambia esta app no te dice nada y al final no sabes que sucede.",authenticity,"Sistema rechaza contraseña válida después de actualizaciones forzosas"
2136,"Pésimo este banco y está App, parecen pirañas hambrientas, transfiero un dinero para hacer ciertos pagos pero es fecha de pago y en automático te aspiran el dinero en segundos no te da tiempo a uno mismo realizar los pagos en el orden que uno desea y si tienes cuenta en dólares y estás por transferir soles para pagar tu cuota de soles ellos te quita. Los dólares y de ahí se cobran como desesperados, que asco de banco",integrity,"Cobros automáticos no autorizados y conversión de monedas sin consentimiento"
2137,"raioz scotiabank cuantos meses van a tener q pasar para que arregles el app... crei q era el unico al que le salia el mensaje de que hubo un error y nunca entra , pero veo q ya desde hace dos meses demasiada gebte esta reportando este problemq, cuqndo hqbrq solucion ??? en cincobkeses mas un qño ok ya cuantos se fueron a otro banco ? xq yo sere uno más",not_applicable,"Error técnico persistente sin aspectos específicos de seguridad"
2138,"Esta bien la aplicación, pero falta algunas mejoras, sale error en algunas funciones como al ingresar tu email y debería ser un poco más rápida la aplicación a diferencia de sus competidores.",not_applicable,"Crítica constructiva sin implicaciones de seguridad"
2139,"La app no sirve de manera correcta, para iniciar me pide mi DNI y la contraseña, yo la ingreso de manera correcta y me pone un mensaje de "" no es la contraseña correcta"", lo intento varias veces con la misma contraseña y nada. Den ya una solución rapida a este problena porque no pienso estar llendo al banco o al cajero para checar mi saldo a cada rato.",authenticity,"Sistema rechaza consistentemente contraseña válida comprometiendo autenticación"
2140,"Tengo problemas desde el sábado. No puedo abrirla xq dice q no se puede abrir en un equipo ruteador. Yo ni siquiera sé cómo se hace eso. Mi cel es comprado de tienda. Llame al banco y me dijeron a era mi celular. Dijeron q desinstale y vuelva a instalar y sigue igual. Y no soy la única. otras personas tienen el mismo problema. Solucionen este problema",resistance,"Falso positivo en detección de dispositivos rooteados bloquea acceso legítimo"
2141,"Actualicé esta porquería y ahora no sirve, no ingresa a la cuenta. Con tanto dinero que roban, por lo menos contraten un programador que sepa lo que hace, lo peor es que la actualizan cuando uno necesita con urgencia!!!!!",not_applicable,"Crítica general post-actualización sin aspectos específicos de seguridad"
2142,"Demasiado lenta, las transferencias inmediataa llegan tarde y tiene muchos problemas, ahorita por ejemplo quiero transferir y tiene problemas la app, lo unico q queda es esperar q se arregle para retirar todo y cerrar la cuenta, porq de verdad es la peor de las app q he usado",not_applicable,"Problema de rendimiento sin implicaciones específicas de seguridad"
2143,"De una maldita vez quédense con una actualización hace unos días llegue a guardar mis datos de tarjeta para no estar sacando mi tarjeta a cada rato y solo poner mi clave... Y ahora resulta que han actualizado nuevamente su página.. Y ahora pongo mi dni de nuevo mi número de tarjeta y mi clave y oh sorpresa me sale un anuncio diciéndome actualiza tu correo o número de celular por seguridad....??? Y no llego a entrar a mi cuenta que actualizo de donde si mi correo esta bien y mi número también??? Por favor en vez de facilitar a los usuario s nos estresan más. Espero una pronta solución y manera rápida de acceder a mi cuenta sin que me pongan tantas travas.. Suficiente con solo yo poner mi clave",authenticity,"Requerimiento de actualización de datos de seguridad válidos bloquea acceso legítimo"
2144,"Pésimo que ahora cuando haces un depósito a la cuenta de otra persona no te indique el nombre de la persona. Te obliga a que tu lo pongas como referencia, pero no te confirma el nombre de la cuenta de destino. Eso se presta a muchos errores. Antes ingresabas el número de cuenta de destino al que ibas a transferir dinero y te confirmaba el nombre del dueño de la cuenta, eso daba SEGURIDAD, ahora por qué no lo hace?????? Arreglen eso urgente No, no no.....la aplicación sigue exigiendote que pongas el nombre referencial de titular de la cuenta de destino, pero no te confirma cual es el nombre del titular. No han arreglado ésta opción. Esto hace muy insegura las transferencias. UNA LÁSTIMA",authenticity,"Eliminación de verificación de nombre de titular compromete autenticidad de transferencias"
2145,"Por actualizaciones como estas es que estoy por pensando en cambiar de banco. No puedo acceder a mi cuenta, los sms de confirmación me dicen que son inválidos. O arreglan esto o haré campaña contra esta app. Consejo: usen el modo nocturno, así no dañan los ojos.",authenticity,"Códigos SMS de verificación marcados como inválidos comprometen autenticación"
2146,"Es un desastre... El plin no funciona casi nunca, muchos problemas con la aplicación yape, al colocar el número de mi plin en el yape aparece la cuenta de otra persona... La verdad no sirve para casi nada o para nada",authenticity,"Vinculación incorrecta de cuentas en sistema de pagos comprometiendo identidad"
2147,"x favor dejen de actualizar la aplicación cada vez q la actualizan se vuelve peor... en lugar de mejorarla la empeoran... y la vuelven más complicada e incómoda para usarla. nos acostumbramos a una app y vuelvan a modificarla.. encima cada vez q actualizan se demoran semanas en reponer y funcionar bien el sistema... no reconoce todas las tarjetas. De verdad si quieren dar un servicio para mejorar no estén complicándolo cada vez peor..",authenticity,"Sistema no reconoce tarjetas válidas después de actualizaciones"
2148,"No se q esta pasando porq desde principio de año la plataforma no deja entrar al servicio para las operaciones de la cuenta personal y ya por internet desde este aplicativo no funciona y ya no se puede visualizar la cuenta.ni hacer transferecia...porfavor corrijan y solucionen lo mas pronto posible y como es.posible q un banco de gran escala a nivel mundial este pasando por este grave error porq en la actualidad todo se hace por internet y los aplicativos",not_applicable,"Falla sistémica general sin aspectos específicos de seguridad"
2149,"La app se bloquea constantemente..te manda cuadro de diálogo anunciando que hubo un error en la aplicación, intente más tarde..ya el banco me le dio solución , funcionó de manera regular por un mes y regreso el problema del error",not_applicable,"Error técnico recurrente sin aspectos específicos de seguridad"
2150,"Desde el viernes 26/04 no puedo ingresar a la app y mucho menos hacer uso del plin y lo peor de todo es que llamo al banco y dicen que todo anda correcto y que nadie ha reportado fallas. Parece ser que no leen todos los comentarios que manifestamos por esta via. Hasta el personal anda perdido. HAN PASADO VARIOS DIAS Y NADA. SOLUCIONEN!",not_applicable,"Problema de acceso sin aspectos específicos de seguridad"
2151,"Es un problema esta nueva actualización de banca móvil uno ya ni puede ingresar porque a todos nos sale rooteado es una pésima porque no se puede gestionar nada ni ver estados de cuenta ni movimientos creo que a la mayoría nos tiene con este problema y a nadies nos dan solución ya que todas las gestiones las hacemos através de nuestro celular hoy en día ni eso se puede hacer así nos demuestran a los clientes pésima atención deberían arreglar esta aplicación ya que nos están perjudicando",resistance,"Falsos positivos masivos en detección de dispositivos rooteados bloquean acceso legítimo"
2152,"Desde la última actualización en mi s10 plus tengo la misma falla de muchos usuarios que sale que la app de scotiabank sigue fallando aver solucionan de una vez el problema xq necesito hacer pagos x la app movimientos y muchas cosas más por favor arreglen eso de una vez no se queden dormidos",not_applicable,"Error post-actualización sin aspectos específicos de seguridad"
2153,"No sé por qué me están cobrando 19.90 de mantenimiento sin mandarme un aviso o algo, prácticamente me están robando cada mes esa cantidad. Espero una solución pronta para este robo sin avisos, correos, mensajes, ni nada, muy mal!",integrity,"Cobros no autorizados sin notificación previa comprometen integridad financiera"
2154,"Deplorable el servicio de este banco. El call center solo sabe decir su speech para que mantengas la calma y no cuelgues mientras busca una respuesta inútil a tu requerimiento. Además que el aplicativo es extremadamente lente y siempre arroja error. Deficiente la atención al cliente on line",not_applicable,"Crítica general de servicio sin aspectos específicos de seguridad"
2155,"Que pésima app, la mayoría de veces que deseo ingresar no puedo, me sale el mensaje que hubo un problema con la app y que lo intente más tarde. Finalmente, terminó realizando mis transacciones con la app de otro banco que no me falla.",not_applicable,"Error técnico recurrente sin aspectos específicos de seguridad"
2156,"Todavía no lo entiendo bien. Seguí todos los pasos indicados pero cuando quiero consultar mi saldo, me sale ERROR, vuelva a intentar más tarde, por consiguiente, quiero volver a mi anterior sistema y tampoco puedo entrar. Favor apoyarme, fui a la agencia del Jockey pero una ""señorita"" poco amable y malcriada me mandó a sacar un ticket y esperar en la cola, a pesar de mis 74 años y pertenecer a la tercera edad, atención preferencial. Gracias y ojalá que me apoyen.",not_applicable,"Error técnico sin aspectos específicos de seguridad"
2157,"Cada que va actualizandose va fallando realmente me era facil de usar pero con el pasar y más actualizaciones ya no se puede usar uno quiere plinear y nada sale error error pueden mejor el app Si funcionónaria como los primeros días le hubiera puesto 5 estrellas. Pero como está pésimo le pongo 1 estrella ⭐",not_applicable,"Degradación progresiva sin aspectos específicos de seguridad"
2158,"No muestra el saldo real. Pese a que por ejemplo sólo debo 3 dólares en total, cuando entro al detalle de saldo de la tarjeta, para pagar figura como pago total 1600 soles. Los pagos a cuenta al parecer no lo actualiza a la hora de pagar la tarjeta por el App. Muy mal. Y ya va así como 6 meses pese a actualizar el App",integrity,"Información financiera incorrecta y desincronizada compromete integridad de datos"
2159,"Van como 3 veces que voy ingresando los datos y cuando generan clave digital demora 4 min el mensaje en llegar y cuando lo ingreso el aplicativo indica que hubo un error inténtalo más tarde... No logro entrar prefiero la versión anterior.",authenticity,"Fallo en sistema de claves digitales compromete proceso de autenticación"
2160,"Mala experiencia con Scotiabank Me han bloqueado mi tarjeta y me dicen que tengo que ir a un cajero , increíble que en estos tiempos de pandemia me obliguen a salir, no salgo para nada y menos saldría para ir al banco, deben modernizar su banca para que solucionen los problemas por este medio y no obliguen a sus clientes a salir. No he podido pagar a tiempo mi tarjeta de crédito por este motivo, he llamado x teléfono como 3 días con reclamos y todo, y al último me dijeron que vaya al cajero",not_applicable,"Bloqueo de tarjeta con proceso de resolución presencial sin aspectos de seguridad digital"
2161,"Tengo problemas al transferír de Plin a Yape.....el depósito demora mucho hasta 1 día y he tenido problemas al realizar compras...tambn una ves se perdió dinero...nunca llegó a la cuenta destino..a pesar que en el historial salió que había enviado cierta cantidad.",integrity,"Pérdida de fondos en transferencias con registro inconsistente compromete integridad"
2162,"La aplicación esta presentando fallas. Cuando ingreso me dice que mi sesión ha finalizado cuando recién estoy intentando ingresar y me envia clave digital a mi correo diciendo que estoy intentando acceder desde un dispositivo desconocido.",authenticity,"Falsa detección de dispositivo desconocido genera alertas de seguridad erróneas"
2163,"Ha mejorado bastante casi no tengo problemas, excepto por la actualización de consumos y pagos de la tarjeta de crédito, demora días para revisar la operación a diferencia de otras app que es al instante.",not_applicable,"Demora en actualización de información sin aspectos de seguridad"
2164,"Cada vez está peor. La experiencia se está volviendo mala. El app inicia y se cierra automáticamente. En varias ocasiones el Plin no carga pero te descuentan... Empezó bien pero actualmente no y ya estoy pensando cambiar de banco.",integrity,"Descuentos sin completar transacciones comprometen integridad financiera"
2165,"Llevo 1 semana intentando utilizar la aplicación y si no me dice que mi contraseña esta mal, luego de cambiarla me aparece el mensaje ""no se puede usar la aplicación"" para q tantos procesos si no va a ser útil? Espero una solución pronto ya instale y desinstale la app 4 veces.",authenticity,"Rechazo sistemático de contraseñas válidas incluso después de cambios"
2166,"Hace meses que no puedo abrir el app del Scotiabank. Muy mal servicio, ""hubo un error en la aplicación por favor volver a intentarlo más tarde"" y así esta por meses. Llamo al número que indica pero no me dan solución",not_applicable,"Error técnico persistente sin aspectos específicos de seguridad"
2167,"La aplicación estaba muy bien pero con esta nueva actualización lo malograron totalmente, no puedo registrar mi tarjeta de crédito.... Me pido registrar tarjeta de débito y YO NO TENGO TARJETA DE DÉBITO CON USTEDES. Antes tranquillamente podía visualizar mi tarjeta de crédito ahora ya no puedo.",authenticity,"Sistema no reconoce productos financieros válidos del cliente"
2168,"Desde el año pasado no puedo usar la app por que mi samsung galaxy s10+ se actualizo y se cierra automáticamente la app al querer usarla. Pésimo! Debería ser compatible con cualquier teléfono, marca o si éste se actualiza para mejoría.",not_applicable,"Problema de compatibilidad sin implicaciones de seguridad"
2169,"La aplicación nunca abre me manda una y otra clave digital y sigue sin abrir fui al banco y el joven de plataforma me tuvo casi 30 minutos tratando de abrí la aplicación me daba un sin fin de excusas y tampoco pudo abrir la aplicación con mis datos Q me canse de darselos.",authenticity,"Spam de claves digitales sin permitir acceso comprometiendo autenticación"
2170,"Cuantas veces le hacen mantenimiento en las madrugada, dice tomara una hora, mantenimiento programado los 7 días a la semana y 3 a 4 veces al día.... Un porquería. ... Una vergüenza su actualización. Espero la arreglen . Que lastima.ya la desinstale.",not_applicable,"Crítica de mantenimientos frecuentes sin aspectos de seguridad"
2171,"No permite ni ingresar a la aplicación, he tenido que cambiar de clave no se cuantas veces para que pueda ingresar, y es desinstalar y reinstalar la app porque aparece un bug, solucionenlo a la brevedad",authenticity,"Necesidad recurrente de cambio de contraseñas por bugs del sistema"
2172,"Es la peor actualización, llevo 3 días tratando de acceder y tengo que esperar a que me envíen un mensaje de confirmación que llega cada media hora y para cuando lo pongo la sesión ya caduco... No puedo entrar",authenticity,"Sincronización deficiente entre envío de códigos y validación de sesión"
2173,"Atrapado totalmente. Pide dni y luego aparece ventana que dice user agent es requerido. y me retorna al inicio nuevamente para volver a pedir dni. Terrible servicio y lo peor es que estos mensajes_queja de los usuarios no arreglan nada. Hasta es posible que no los miren",not_applicable,"Error técnico de interfaz sin aspectos específicos de seguridad"
2174,"Desde la actualización que lanzaron un 14 de julio 19, un desastre la aplicación, no puedo ingresar a la fecha, he echo de todo ""hasta resetee mi equipo"" y nadie del Scotiabank da solución, por lo que aprecio no tienen personal capacitado, (programadores informaticos) que pasa, no estan a nivel del BCP, BBVA, es una lastima que un banco de prestigio no se preocupe en dar un buen trato a sus clientes, he leído gran parte de las reseñas y la gran mayoría presenta el mismo problema, UNA VERGÜENZ",not_applicable,"Falla sistémica post-actualización sin aspectos específicos de seguridad"
2175,"04/12/2019, nuevamente me estrello contra la pared, la aplicación un desastre no carga.. Lo desinstale, lo volvi a instalar y nada... No carga... Hasta he cambiado mi celular por uno mejor, funciono unos dias, para luego no abrir mas... Me pregunto, porque Scotiabank no pueden desarrollar una aplicación como la del interbank que es una aplicación 5 estrellas...",not_applicable,"Problema técnico persistente sin aspectos específicos de seguridad"
2176,"Básicamente la aplicación ya no sirve el plin falla constantemente y cuando dice que no se pudo enviar , aparece en las operaciones como enviado , luego de 4 o 5 intentos recién notifica que revise , luego de mandar 5 veces recién me sale el mensaje de que revise mi saldo",integrity,"Registro inconsistente de transacciones con múltiples envíos no autorizados"
2177,"Arreglar esta aplicación, ya dos semanas que no funciona, que fastidio, entra y se cierra sola saliendo ""no funciona correctamente"". Ya son demasiados días, como puede ser posible que no arreglen su aplicación!!!",not_applicable,"Error técnico persistente sin aspectos específicos de seguridad"
2178,"Esta aplicacion no se puede abrir desde que actualice mi dispositivo SAMSUNG S 10 PLUS (ANDROID 10), es una falta de respeto condiderando que asi como uno hay muchos usuarios en esta misma situacion. Si consideran y quieren fidelizar a sus clientes deben darle la solucion lo mas antes posible.",not_applicable,"Problema de compatibilidad sin implicaciones de seguridad"
2179,"Una app pauperrima, el sistema se cae todos los días y no permite realizar transferencias ni mandar plin, un banco tan grande no puede contratar un buen equipo de programadores, hackers y un buen project manager para elaborar un sistema que no se caiga cada 10 minutos?, Un grupo de senatinos hacen un mejor trabajo que sus programadores tan mediocres.",not_applicable,"Crítica técnica general sin aspectos específicos de seguridad"
2180,"Soy cliente de Scotia de muchos años y es genial, pero su app se para colgando, tiene muchas fallas, se bloquea, y el tema para usar Plin es un drama total. Si lo mejoran sería un gol. URGENTE POR FAVOR!",not_applicable,"Problema técnico general sin aspectos específicos de seguridad"
2181,"Esta de mal en peor, para empezar la antigua versión estaba mejor ahora ni deja registrarte ya llevo mas de dos semanas intentando registrar mis datos y al final despues de ingresar todos mis datos siempre sale hubo un error en la aplicación vuelve a ingresar mas tarde, no sirve para nada",not_applicable,"Error en proceso de registro sin aspectos específicos de seguridad"
2182,"La app falla constantemente, especialmente en el tema de pagos con PLIN, el mensaje dice que hubo una falla y no se efectuo el pago, sin embargo se realizan 2 descuentos. Me pasa con vendomatica y con pagos con QR",integrity,"Cobros duplicados en pagos QR y vendomatica comprometen integridad financiera"
2183,"Intento ingresar a la App y luego de escribir mi contraseña, me sale un mensaje de que para disfrutar de todos mis beneficios debo cambiar de contraseña para volver a ingresar. Sin embargo no hay forma de ir a Mi Perfil > Contraseña, para hacer el cambio que me pide. Alguien me puede ayudar? Gracias",authenticity,"Solicitud obligatoria de cambio de contraseña sin proporcionar medio para realizarlo"
2184,"Es pésima la aplicación, se congela y no funciona, no reconoce la contraseña y si le escribes a Playstore tampoco funciona porque su correo está lleno y no ingresa tu mensaje de correo. Es muy lamentable que no estén a la altura de la tecnología para dar un excelente servicio.",authenticity,"Sistema no reconoce contraseñas válidas comprometiendo autenticación"
2185,"No puedo utilizar la aplicación. Tengo más de dos meses utilizando mi tarjeta y cuando trato de ingresar me dice que mi tarjeta está inactiva, que llame al banco. Cuando llamo me piden que digite mi clave de de cajero acompañada de #, cuando lo hago se bloquea la llamada y tengo que volver a llamar y así, hasta el día de hoy. No tengo solución.",authenticity,"Detección errónea de tarjeta inactiva bloquea acceso legítimo"
2186,"No c q es lo que pasa con esta aplicación. Trato de ingresar a la aplicación. He dado el número de la tarjeta y mi clave. Luego me sale que me enviaron un código a mi numero de teléfono. Pero el mensaje nunca llegó. Muy mal. No entiendo como crean aplicativos si no funcionan. Que decepción",authenticity,"Fallo en envío de códigos de verificación SMS compromete autenticación"
