numero_comentario,comentario,clasificacion_iso_25010
18,"Arreglen el problema de la confirmación biometrica, es demasiado tedioso estar esperando el correo o mensaje de texto para realizar una operación",authenticity
19,horrible este aplicativo,not_applicable
20,no funciona para nada,not_applicable
21,"funciona bien pero me pide actualizar y acá veo que no hay ninguna actualización, lo que hace que me bote mi usuario a cada rato con un mensaje de actualizar , la cual no hay",not_applicable
22,"llevo todo el día tratando de activar la biometría en mi teléfono, y la aplicación dice que ""ya estoy usando biometría en otro dispositivo"" Y NO TENGO OTRO DISPOSITIVO. Sigo los pasos, pongo mi clave digital y NO HACE NADA NO ACTIVA LA BIOMETRÍA Arreglen esta aplicación porque es un desproposito",authenticity
23,Porqueria de banco deverian cerrar esta entidad al acer una transferencia interbancaria demora demasiado creo que dias y si uno llama nadie responde horas en la llamada y nada que contestan la llamada es una ascooooooo.....,not_applicable
24,a veces se traba y no funciona el pago con qr,not_applicable
25,no funciona para nada....siempre dice error intentar más tarde....es por gusto 😒,not_applicable
26,No permite registrar mi huella y su Call Center ni contesta.,authenticity
27,"no se que le pasa a ésta app, desde el 02 de agosto del 2025, no me permite acceder y encima ahora dice que debo actualizar mi celular si deseo usar ésta apps, mientras que las otras d otros bancos nunca me pide eso y funcionan con normalidad",not_applicable
28,cuando activo la huella digital nunca se activa en otros bancos normal funciona,authenticity
29,"éste último mes, muy pésimo, no puedo activar el uso de biometría, cuando de la nada se salió del modo, ahora tengo que esperar a cada rato el código de validación tanto para ingresar a la app cómo para realizar pagos y depósitos 😐",authenticity
30,"esta bugueada, no se puede activar la biometría, arreglen su app!! 🤦🏻",authenticity
31,"sres arreglar el aplicativo desde que actualice se borró mi usuario, mi huella y ahora no puedo hacer nada todo se desarreglo. urgente por favor con la versión anterior no había problema",authenticity
32,"Quiero activar la biometria, llego al paso de poner mi huella y todo se reinicia para hacerlo desde un principio",authenticity
33,no me deja ingresar me sale que debo actualizar,not_applicable
34,Deben poner los PLIN letras más grandes ya que cuando uno muestra no se ve por tener letras chicas. aplicativo no funciona,not_applicable
35,No permite activar la biometría...no lee la huella...Gracias,authenticity
36,"desde ayer estoy intentando ingresar a la app, y sale error, error, error... he tenido la app por 3 años y ahora viene a presentar semejante inconveniente.",not_applicable
37,me causa muchos problemas el app se congela demasiadas veces y aparte hay operaciones en las cuales nunca llega el dinero,integrity
38,"No funciona el plin desde el 31 de julio, tampoco se pueden visualizar los envíos que me hicieron.",accountability
39,"El app estaba funcionando muy bien antes d su actualizacion, ahora no se puede activar la biometria... sus programadores de donde son??? un asco",authenticity
40,pesimo,not_applicable
41,"desde la ultima actualizacion no puedo hacer compras con tarjeta de debito por Internet, ahora pide clave dinamica, tengo que entrar esperar que llegue correo, inst el código copiar el código, parts que luego el sitio diga cvv incorrecto",authenticity
42,"La app de Scotiabank es la peor de todas. Tener una cuenta de crédito o débito en este Banco es un dolor de cabeza para los usuarios en el Perú. No sólo es inseguro, lento, cobra comisiones por mantenimiento y te descuentan sin avisar, etc. No sé cómo la SBS no sanciona a Scotiabank con el pésimo servicio, sinceramente la peor experiencia. Nunca abran una cuenta en este banco, la app no sirve ni para transferir dinero, todo lo tienes que hacer personalmente.",resistance
43,"por favor arreglen la aplicación no se puede iniciar, me sale error",not_applicable
44,esta última actualización está inestable en el transcurso de la tarde tienes que qué confirmar presionar el nuevo confirmar confirmar confirmar varias veces y no transfiere el dinero,not_applicable
45,pésima se para colgando tengo tres dias sin poder ver mis cuentas,not_applicable
46,"pésimo. La última actualización del app da error, e indica que debo actualizar el sistema de mi celular pero si está actualizado... todo estaba bien hasta que actualice la aplicación.",not_applicable
47,no pasa nada con la aplicación,not_applicable
48,"llevo un día tratando de entrar a la aplicación y está no funciona, que le pasa a este banco",not_applicable
49,la aplicación tiene un error en la biometrica y no me deja activar,authenticity
50,no muy buena me solicita actualizar el SO de celular y esta cin la última version,not_applicable
51,constantes fallos,not_applicable
52,"no me deja hacer transferencias ni plinear , me sale error de autenticación OPD Y también se sale de la aplicación por supuesto error",authenticity
53,esta aplicación es de lo peor,not_applicable
54,"No se cuenta con la opcion de número de operación tan necesario para acreditar operaciones bancarias, seria ideal incluso agregar referencia",accountability
55,hola buenos días señores tienen que mejorar esta App de verdad es frustrantes iniciar sección dura un montón y hay oportunidades que no reconoce los datos y repetir todo desde cero en este momento ni me deja entrar a mi app me borro los datos quiero hacerlo de nuevo no me permite,authenticity
56,genial 👍,not_applicable
57,no deja iniciar sesión,not_applicable
58,"No permite usar el inicio y pagos con huella digital, desde la última actualización borró todo los pagos frecuentes y no permite usar huella digital.",authenticity
59,No puedo introducir mi huella biometrico a cada rato pongo codigo confirmación y no se graba mi huella,authenticity
60,Arreglan la aplicación o me voy a otro banco así de simple,not_applicable
61,siempre hay que actualizar para entrar a esta app del Scotiabank,not_applicable
62,Desde el 31/07/25 el aplicativo presenta serios inconvenientes. No es la primera vez q sucede. Deberían despedir a toda el área de sistemas,not_applicable
63,mala la aplicación. falla en hacer el plin. Sale q no llego vuelvo hacer y resulta que dos veces se plinea. a parte tengo un samsung s25 ultra y no permite activar la biometria. pésima. Deben actualizarla,integrity
64,tremenda basura es este aplicativo,not_applicable
65,"Es horrible la aplicación, falla por cualquier cosa y sino para caida no funciona y lo peor es que pareciera que nunca la arreglan le pongo una estrella porque no puedo ponerle menos.",not_applicable
66,la peor APP bancaria. deberían mejorar,not_applicable
67,Malísimo la verdad una huevad@ hehdhehehehehehehehe,not_applicable
68,"Hoy y ayer no abre la aplicación. Desinstale y estoy volviendo a instalar, ojalá puede abrir.",not_applicable
69,tengo problemas no puedo activar mi huella biométrica en la aplicación para realizar mis transacciones está fallando la app,authenticity
70,cómo siempre Scotiabank perjudicando a los usuarios no podemos abrir nuestro app para pagar llamamos a banca por internet nos piden la clave de la tarjeta y encima nos cortan y no quieren atender tenemos que hacer pagos y no quieren darnos solución Scotiabank cuando mejorarán,not_applicable
71,"Pesima app tiene fallas constantes el biometrico deja de funcionar.. Salen errores no identificados tienes q loguear dos veces por que la primera siempre tiene error, pesima",authenticity
72,Tiene varios problemas que aunque no sean desastrosos son muy molestos además de que no parece interesarles arreglarlos,not_applicable
73,aplicación basura no sirve,not_applicable
74,"muy mala, hace meses q intento abrir el app y solo sale error, dijeron q eran x mi equipo, cambie de equipo e igual no puedo entrar al app, en estos tiempos sin app no se puede hacer nada",not_applicable
75,Xq no puedo entrar ya la active de nuevo y encima q me olvide la contraseña y no se puede. .,not_applicable
76,desastre total y frustrante,not_applicable
77,"Falla continuamente, creo que es por la actualización, voy a seguir usando la aplicación",not_applicable
78,esta fallando y la verdad que me preocupa porque ya no se si seguro esta app,resistance
79,"el PLIN debería sonar cuando recibes dinero , como en el Yape , por qué su app demora 10 mi. en abrir y validar si llego el PLIN , ya pasó años y no pueden realizar esa mejora",not_applicable
80,En cada momento se cae.,not_applicable
81,no deja poner biometria y al iniciar sale error a cada rato a las acciones que uno quiere activar,authenticity
82,Pésimo servicio,not_applicable
83,Al principio todo bien y ahora último me sale que hay problemas con la aplicación. malisimo,not_applicable
84,mucho problema genera el hecho de estar reingresando datos y contraseñas cada vez que se quiere usar la app.,authenticity
85,no me permite ingresar el aplicativo me sale cada rato actualizar 😡😡,not_applicable
86,no sirve,not_applicable
87,"No me deja activar la bimetria en xiaomi Redmi note 10 s , porfavor solucionen eso",authenticity
88,"pésima aplicación, falla en los peores momentos y su servicio de Plin no ofrece ningún beneficio",not_applicable
89,Esta última versión de la aplicación ... para ingresar me pide mi DNI y clave y de ahí tengo que ingresar una clave que me envía al cel y esto se repite de manera recurrente ya no queda estandarizado para un ingreso rápido y se vuelve fastidioso .....deja de ser dinámico y rápido para atender,authenticity
90,nunca se puede entrar a la app siempre presenta problemas que hasta ahora no solucionan,not_applicable
91,una porquería no la puedo desinstalar,not_applicable
92,"La App siempre para presentando problemas, no me deja ingresar, porque siempre me sale que ocurrió un error y que lo intente más tarde. Hasta dan ganas de cambiarse de banco.",not_applicable
93,"Pues me compré un smartphone TCL 50 5G y en el Playstore no me aparece la app de Scotiabank perú, tratando de instalarla a través de un link me sale que no es compatible con el dispositivo",not_applicable
94,Actualicen su biometría no quiere activarse la huella digital,authenticity
95,No pasa nada con esta aplicación falla a cada rato en hacer operaciones y al momento de ingresar es fatal a cada rato tengo que identificarme apenas me llega dinero tengo que pasarlo a otras entidades,not_applicable
96,"Pésimo aplicativo, de las peores billeteras!",not_applicable
97,Falla al enviar dinero sale que si se envió pero no llega al destinatario el monto no le llega se demora no es como antes que si era rápido,integrity
98,"la peor aplicación de todos los bancos, se cuelga de forma reiterada.",not_applicable
99,"Con la nueva actualización no me permite abrir con mi huella. Están teniendo muchos inconveniente, ya que al pagar por plin sale error y se cobran doble 😤😤😤",integrity
100,"deberían poner el monto del pago con letras más grandes, no todos tienen la misma visión",not_applicable
