id,comentario,Clasificacion_ISO_25010
56,un basura intento ingresar y me dice en otro momento intenté estoy como media hora intentando y no hay ningún cajero cerca además q tuve que esperar 20 min para q termine su servicio de actualización ahora estoy a 2 horas de mi casa sin poder ingresar al aplicativo,not_applicable
57,"no me llega la clave dinámica digital, se demora 1 hr",authenticity
58,Desde la última actualización me sale debes activar los servicios de Google para hacer uso de la aplicación.,not_applicable
59,"más de una vez me ha dado problemas, su lentitud para que llegue la clave dinámica en algunas ocasiones ha ocasionado que se bloquee.",authenticity
60,"estoy cansado de actualizar, al mes debo actualizar como 4 veces eso ya aburre al app se está volviendo un asco total",not_applicable
61,"Es una porquería esta aplicación, no tiene ningún suporte",not_applicable
62,no funciona,not_applicable
63,"No puedo realizar ninguna operación sin la clave, ya que esta llega con retraso. Es un problema recurrente para el que no nos dan una solución.",authenticity
64,desde ayer no puedo ingresar a la app ya desinstalé e instalé de nuevo y ya nada deberían de mejorar y dar soluciones de la app rápido,not_applicable
65,no abre,not_applicable
66,Por qué la App no permite hacer captura de pantalla???,accountability
67,ya lo instale pero no puedo entrar se sale la aplicación,not_applicable
68,estaba genial y de la nada dejo de mandarme mi clave dinámica porfavor solucionen eso.,authenticity
69,Debe ser más fácil los orientaciones PAE usuario,not_applicable
70,no puedo abrir el app en mi movil,not_applicable
71,"me dice que mi teléfono tiene root y ni siquiera le he cambiado el sistema operativo o usado servicios root, arreglen eso por favor",not_applicable
72,"la clave dinámica o no llega o llega después de dos horas. Solo le pasa con este banco. No puedo ni pagar otras tarjetas ni servicio alguno, porque todo gira en torno a la clave dinámica que no llega. Terrible servicio",authenticity
73,"Es horrible la app, no te llega a tiempo los mensajes de codigo de verificación, demora una eternidad y cuando llegan el sistema dice que ya caduco, horrible hacer las transacciones via esta app. Igual para ingresar a veces tira error cuando ingresas todos los datos bien, luego salen con que cumpliste tres intentos y te bloquea un dia entero, es un infierno, tienen desarroladores nivel coquito creo. Antes era mejor la banca movil.",authenticity
74,"Que mala aplicación, cuando la quiero usar me sale ""No está disponible en este momento"" y ese mensaje que casi siempre; y tampoco se puede realizar un pago con facilidad porque nunca llega la bendita clave dinámica ... mala malísima y dejen de actualizarla a cada rato, que molestia...",authenticity
75,sy yape hace quedar mal,not_applicable
76,me sale mode de depuración y no entiendo no me permite abrir mi app,not_applicable
77,"A la fecha junio de 2025 el token digital demora unas 6h en llegar la clave, es un chiste de mal gusto, cómo es posible que demore 6 horas en llegar la clave? tan malos son los programadores que trabajan para el BN?",authenticity
78,basura de aplicación no quiere enviar la clave dinámica,authenticity
79,No me deja ver el saldo de mi tarjeta :/ la anterior versión estaba bien ...por q ese afán de molestar a sus clientes de los bancos no entiendo. por qué sale depuración USB?,not_applicable
80,"Sugiero que la aplicación permita tomar imagen de la pantalla, para obtener un registro de los movimientos que uno realiza. No hay forma de obtener un registro detallado de los movimientos, y saldos por intermedio de la app. hoy domingo 29 de junio, hice 2 transferencias interbancarias inmediatas de 500 soles a otra cuenta Interbank, pero solo llegó 1, sin embargo fueron descontados de mi saldo en BN.",integrity
81,"es una porquería de aplicación que no funciona, no puedo ingresar pese actualizar cada rato.",not_applicable
82,"Pensé que era el único a quien le pasaba que la clave demoraba en llegar. Que se retrase 1 minutos podría hasta pasar, pero que me llegue luego de 3 horas es una burla. Deberían de solucionar ese problema, pagar el celular es algo que la mayoría de personas hacen y ahora mismo no están permitendo que uno pague al momento; nadie en su sano juicio te espera 3 horas para que le pagues.",authenticity
83,"Me gustaba más cuando podía realizar captura de las operaciones que realizó, ya que ahora no te permite hacer la captura de pantalla directamente",accountability
84,no puedo ver mi cuenta,not_applicable
85,Siempre se cae la aplicación,not_applicable
86,no carga,not_applicable
87,Mal,not_applicable
88,"por ratos no me deja ingresar, me pide permisos que no se dónde se activan",not_applicable
89,solocionar el problema de ingreso pide activación con Google,not_applicable
90,no manda código al instante para hacer depósitos,authenticity
91,descargue como 3 veces la app y no funciona. Tengo que estar en constante actualización.,not_applicable
92,por el momento no funciona mi app me dice que no se puede abrir en un emulador a que se debe?,not_applicable
93,no pasa nada,not_applicable
94,"La aplicación estaba funcionando genial la primera vez que lo instale, ahora está horrible. La clave dinámica digital demora demasiado en llegar y dificulta la realización de operaciones. Alguna solución urgente🙄",authenticity
95,Nose últimamente la aplicación de banco de la nación pide dar permisos en la aplicación nose a qué se debe este error por favor solucionar cuanto más antes,not_applicable
96,"Me sale un mensaje de error ""Esta aplicación NO puede ejecutarse en un Emulador"" Por favor señores dean solución a este problema. Necesito hacer mis transacciones con caracter de urgencia!",not_applicable
97,pésimo no logro realizar un yape o plin por qué nunca llega la clave dinámica porfavor solucio en lo a la brevedad URGENTE,authenticity
98,mirá que es la peor de todas las versiones no la bajen que se anularan tus datos de tu tarjeta y no te dejará entrar.,not_applicable
99,muy lento,not_applicable
100,Mala,not_applicable
101,"Es intuitiva, pero agreguen el tóken digital. Ahorraría horas de tráfico y papel para llenar la solicitud del token para hacer operaciones en línea con un determinado teléfono.",not_applicable
102,Antes era mejor funcionaba todo conforme pero en últimamente cada rato sale actualizar cuando ingreso sale actualizar el aplicación de banco de la nación,not_applicable
103,"con cada actualización que pasa se vuelve más monse, siniquiera el CVV se puede ver y es algo que realmente hace falta.",accountability
104,Tiende a fallar,not_applicable
105,buena,not_applicable
106,"Banco de porra nunca tiene sistema, su aplicación nunca sirve para consultar saldos y menos para hacer tramites virtuales. Que sentido tiene tener aplicación si igual tengo que ir al banco qué igual nunca tiene sistema.",not_applicable
107,la app está pésima no llega la clave cuando quieres hacer yape o T.intb inmediata y después te sale operación no permitida es un desastre,authenticity
108,No me ds acceso a mi cuenta,not_applicable
109,"no puedo abrir la app me dice que mi teléfono tiene permiso root, qué puedo hacer?",not_applicable
110,"Señores programadores, van tomar en cuenta las opiniones?, hasta cuándo va seguir sin que llegue la clave digital en tiempo real, porque llega recién que salí de la aplicación y eso no puede ser posible, por favor si va ha funcionar bien está aplicación, deberían de una vez ver ese detalle, lo que se esta viendo, una aplicación que no sirve en esa opción; evitamos hacer cola en retirar y depositar en otro😡🤬",authenticity
111,por favor los responsables de la programación del banco de la nación por qué no puedo ingresar a la plataforma del banco de la nación por favor traten de solucionar este caso muchas gracias,not_applicable
112,bueno,not_applicable
113,totalmente pésimo la atención,not_applicable
114,últimamente la app inservible..muchos errores q no terminaría de escribir..,not_applicable
115,No estoy de acuerdo que anden cambiando actualizaciones muy seguido cada dos meses aproximadamente y ellos no me inspira confianza,not_applicable
116,Desde esta última actualización no puedo ingresar a la app porque pide activar servicios de Google no se porqué. Solucionen!!!,not_applicable
117,Demora en cargar,not_applicable
118,"De la nada me vota para actualizar contraseña, y no me reconoce la nueva, me bloquea, espero las 24 horas y resulta que vuelven a actualizar, y ahora me piden con eso de activar servicios Google... pésimo servicio.",authenticity
119,"De mal en peor en cada actualización que hacen, no se merece ni una estrella",not_applicable
120,más o menos,not_applicable
121,no abree,not_applicable
122,no habré me pide activar Google algo q no sirve no puedo hacer mis transferencias,not_applicable
123,cada vez se tiene que estar actualizando y el sistema falla muy mala calidad,not_applicable
124,"este aplicativo de banco de la nación no funciona bien, me pide permiso de roop cuando quiero consultar algo ya no acepta.",not_applicable
125,"Al principio estaba bien que se haya modernizado la app, con los depósitos por número de teléfono y QR, pero ahora esta feo que constantemente pide para actualizar la app y se llena mi memoria de mi teléfono, si no tengo espacio tengo que estar borrando algunos archivos, y si no actualizo no puedo entrar a ver mi estado de cuenta, que fea app.",not_applicable
126,"Limiten las actualizaciones Hay 2 por semana por lo menos, no deja usar la app",not_applicable
127,No me gusta k sale actualizar cada vez que quiero ingresar y es de un día a otro,not_applicable
128,"No me gusta, a cada rato pide actualizar el app",not_applicable
129,buena,not_applicable
130,todo bien,not_applicable
131,"acabo de actualizar el aplicativo y no me funciona la clave, dice k es incorrecto. Y tampoco me permite actualizar mi clave.",authenticity
132,pésima aplicación no ingresa a cada rato pide actualización,not_applicable
133,la aplicación está mala,not_applicable
134,muy lent,not_applicable
135,"ya no se pueden hacer capturas de pantalla, retrocedemos?",accountability
136,"cada día quiere q la actualicen, q barbaridad.",not_applicable
137,buena,not_applicable
138,"no puedo abrir la aplicación, me puede ayudar por favor",not_applicable
139,En vez de mejorar lo malogran lo bueno que tenía la app,not_applicable
140,"Muy Mala esta app, cada vez que desinstalo la app me obliga a ir a la agencia para hacer una cola de 1 hora y tramitar nuevamente mi afiliación, HOY FUÍ y me dijeron que ya estaba, en mi casa traté de sacar mi clave digital y NO ME LLEGA EL CODIGO DE AFILIACIÓN, ahora debo ir otra vez para reclamar eso!!! es una peloteada del infierno que hacen dar a sus clientes SEAN ADULTOS MAYORES y jóvenes.",authenticity
141,mala,not_applicable
142,porque no puedo entrar a mi cuenta en soles,not_applicable
143,solucionen ese problema de que no te llega la calve dinámica digital,authenticity
144,demasiadas actualizaciones,not_applicable
145,hay momentos que no responde,not_applicable
146,tengo problemas para instalar y no me dan respuesta,not_applicable
147,"No permite entrar a la cuenta, sale un mensaje de actualización de datos",not_applicable
148,como que al presente la App esta muy lenta y a cada rato pide actualizar y es aburrido xq aveces hay urgencias,not_applicable
149,"se ha mejorado, aun faltan algunas cosas como la biometria pero en líneas generales esta mejorando",not_applicable
150,No pasa cada se actualiza,not_applicable
151,todos los días pude actualización....😑,not_applicable
152,"con esta última versión que hice el 17 de junio, no he podido ingresar al aplicativo, he seguido los pasos y nada!!! ni por banca por internet",not_applicable
153,cuando actualizo no me permite abrir la aplicación parece que se congela. Y es incómodo porque a cada rato pide actualización.,not_applicable
154,cuando quiero transferir por yape me sale operación no permitida,not_applicable
155,bien,not_applicable
156,"Reinstale la aplicación, entro para hacer plin y me indica que debo acercarme al BN para solucionar el problema, me acerco al Banco(17 Jun)y me indican que tienen problemas para solucionar la aplicación .",not_applicable
157,pésima la app cada semana pide que se actualice la aplicación y encima no deja hacer ningún movimiento 😡😡,not_applicable
158,"desde inicio esta satisfecho la app BN pero desde que se actualizo se hizo una desgracia , no llega clave dinamica en el debido momento, señores les agradeceria que solucionen",authenticity
159,"en token digital, a veces demora demasiado o no llega la clave dinámica. y perjudica al momento de pagar",authenticity
160,sale la opción desbloquear. y no se UE hace,not_applicable
161,Ya no puedo ingresar a mi aplicativo después de actualizar salió algo mal que no puedo ingresar,not_applicable
162,es incómodo estar actualizando,not_applicable
163,mallll maloooo malisimo,not_applicable
164,la actualización malogra lo bueno que tenía.,not_applicable
165,las actualizaciones en vez de mejorar solo empeoran,not_applicable
166,"Es una pena la actualización es muy lenta para realizar cualquier operación, mejor no actualizen la app, si fuera posible no daría ni una estrella, pero se tiene que hacer para que se pueda escribir el reclamo",not_applicable
167,"no entiendo que le pasa a la app, antes la usaba con normalidad con algunas quejas de lentitud y demora en códigos pero controlable, ahora la actualice y me sale que debo activar los servicios de Google para poder usar la aplicación no entiendo nada, aparte eh leído comentarios que no se puede tomar captura de tus movimientos, claro que es importante tomar seguimiento de tus entradas y salidas de la cuenta, PORFAVOR ARREGLEN LA APP, DEJENLA COMO ANTES.",accountability
168,"hay problemas con la APP no se puede transferir y también ni hacer vía celular con yape ingresa todo pero nunca llega la clave digital, espero arreglen eso.",authenticity
169,a cada rato pide actualizar su wb d aa,not_applicable
170,está que me llega al pincho últimamente,not_applicable
171,Incómodas actualizaciones,not_applicable
172,regular,not_applicable
173,no puedo hacer transacciones que está pasando desde medio día de hoy,not_applicable
174,"La aplicación necesita actualizarse a cada rato, eso hace que demore para ingresar a realizar cualquier movimiento o consulta",not_applicable
175,lenta,not_applicable
176,esta muy bien,not_applicable
177,"me para pidiendo que tengo que activar los servicios de Google para entrar a la aplicacion y no entiendo nada😡😡😡😡 anteriormente no pedía eso,y normal podías ingresar",not_applicable
178,No permite recuperar voucher de depósito o transferencia. pide ir a ventanilla previo pago de 10.00 soles. pero en ventanilla se comunican por telefono y luego de 29 minutos contestan. esa consulta de movomiento debe ser gratuita igual que en cualquier otra entidad bancaria.,accountability
179,"Muy mala aplicación, desde que lo instale no se abre se queda congelado en rojo, y ya lleva días así, pedí atención al cliente en llamada y no me brindaron ninguna solución articulando que yo tenía la culpa con mi teléfono. volví a llamar a atención al cliente y no contestan , aparte en la app banca móvil por Chrome ya cree mi clave de Internet y me pide q lo usé en la app , fui al banco y lo mismo , que mi teléfono está mal q lo desinstale y lo vuelva a instalar.😡",not_applicable
180,"Que fea aplicación, cada vez peor, no permite el acceso y lo único que realizan son actualizaciones que no ayudan en nada.",not_applicable
181,mala,not_applicable
182,"hola, quiero reportar un problema de compatibilidad con la aplicación en mi dispositivo: Modelo: TCL Versión de Android: UI de fabricante: TCL UI 7.0 La aplicación se instala desde la Play Store pero se cierra y no permite continuar. El dispositivo está formateado a valores de fabrica y no es root. Podrían verificar si hay restricciones?",not_applicable
183,mal,not_applicable
184,malazo porq no es interactivo,not_applicable
185,lento. el pin de seguridad se demora un siglo y ya se me ha bloqueado eso por mucha razón.,authenticity
186,actualización a cada rato y no se puede acceder a la app,not_applicable
187,Te pide que actualices tus datos pero no llega la clave dinámica a tiempo y se bloquea el aplicativo.La actualización debe ser opcional.,authenticity
188,regular,not_applicable
189,muy seguidas actualizaciones,not_applicable
190,"el aplicativo muy mal, paro actualizando y yendo al banco cada rato por q se desconfigura",not_applicable
191,el sistema me pide actualizar lo pongo a realizar termina de cargar y hago clic al aceptar y no quiere hago y hago clic y no quiere aceptar..no entiendo,not_applicable
192,todo bien con la aplicación pero la app pide muchas actualizaciones sería mejor que arreglen esa parte ya que cada cierto tiempo pide que actualice la app lo demas todo bien,not_applicable
193,"La peor app de mi vida, y la atención es pésima. Les recomiendo que si tiene la oportunidad de cambiar a otro banco por favor háganlo.",not_applicable
194,"señores del BN con ests actualizaciones innecesarias la clave dinámica se demora en llegar como 20 minutos y ya de nada me sirve porque me dice que ""caduco"" y lo peor quiero ver mi CCI y es lo mismo,me pide clave dinámica q llega después de un buen tiempo y no puedo hacer ni ver mi CCI y otra cosa ya ni puedo capturar pantalla para ver mis movimientos,la peor aplicación a diferencia de otros bancos 🏦 un caos para nosotros los usuarios",authenticity
195,no sirve,not_applicable
196,👍 bien,not_applicable
197,no ingresa la aplicación,not_applicable
198,a cada nada pide actualización,not_applicable
199,"Quien sugirió no hacer copias de pantalla por seguridad, si es necesario tener evidencia de una transferia, cada vez peor el BN.",non_repudiation
200,mala,not_applicable
201,"malo, cada nada actualizar",not_applicable
202,muy,not_applicable
203,pésima,not_applicable
204,"Es una estupidez, soy persona mayor y la semana pasada, hemos retirado dinero, y ahora no puedo ver mi movimiento, póngalo cómo antes. Califico. O.",accountability
205,buena,not_applicable
206,"en si es buena, pero últimamente no me deja transferir nada y por momentos falla. Dice que es porque se reinstalo deberían solucionarlo",not_applicable
207,no quiere entrar muy mal la aplicación,not_applicable
208,bien,not_applicable
209,pésima no funciona !!!!hagan las cosas bien si no ...no las hagan !!!!,not_applicable
210,Falla muy rápidamente,not_applicable
211,por ultimo no se k esta pasando con la aplicacione ta fallando🙄 mucho,not_applicable
212,hoy desde las 10 de la mañana no me permitio ingresar y ahora que so las 20:00 sigue con su mensaje de no hemos podido procesar la operación,not_applicable
213,quiero instalar y tengo como 2 meses que no puedo abrir soy adulta mayor y no domino la tecnología,not_applicable
214,"Que esta pasando la app no funciona ya son 8 horas, aveces se necesita urgente y no se puede usar la banca movil es estresante confiar la entidad...solucuonen el problema rapido",not_applicable
215,"Solo hoy presentó fallas desde las 6am hasta la noche, ninguna funcionalidad.",not_applicable
216,"no se que pasa, no puedo entra a la aplicacion",not_applicable
217,No. Abre la. Aplicación,not_applicable
218,Cuando más se necesita el app.. se cuelga o no entra o resulta que tiene límite en su horario.. hoy todo el día no funcionó 😭😡 ARREGLENLOOOO,not_applicable
219,No carga en absoluto nada,not_applicable
220,hay problemas no habré dice intentar más tarde,not_applicable
221,"nunca carga, lleva meses sin funcionar. se queda en rojo.",not_applicable
222,UNO DE LOS BANCOS MAS CAROS Y PÉSIMO SERVICIO.,not_applicable
223,No fluye,not_applicable
224,muy lento,not_applicable
225,no puedo entrar a la aplicación desde ayer no esta funcionando como debe,not_applicable
226,está empezando a fallar el app. no ingresa la aplicación,not_applicable
227,es feo,not_applicable
228,"El aplicativo en estos momentos no se puede ni abrir, y si entra se sale, y dice q en estos momentos no se puede atender y ya está todo el día así",not_applicable
229,"Todo el dia, esta aplicacion de porqueria no a funcionado.",not_applicable
230,Asco la última actualización,not_applicable
231,el día de hoy quise ingresar pero la app no carga,not_applicable
232,no entra a la aplicación,not_applicable
233,No carga,not_applicable
234,"no me abre la app desde hace 3 días , lo instaló y lo vuelvo a instalar y nada también lo descargué en otro celular y nada que abre la app!!!!",not_applicable
235,"hace dos días acabo de actualizar mi aplicación y se ha vuelto demasiado, lenta, no me permite realizar transferencias al CCI, a lo mucho una vez al día. un decepción total. TRATEN DE MEJORAR NO EMPEORAR !!",not_applicable
236,"Presenta muchos fallos, hay días que demora mucho en cargar, es muy lenta todo el tiempo, y ahora esta sin funcionar, no se puede confiar tener el dinero aquí, si cuando necesitas usarlo no sirve",not_applicable
237,Cada cierto tiempo falla! Falta de soporte de los desarrolladores.,not_applicable
238,"No puedo acceder hace horas a la app, no hay actualización pendiente tampoco. Que puedo hacer?",not_applicable
239,No pasa nada cuando quieres hacer algunos movimientos demora en cargar luego te sale que intentar más tarde pésimo servicio un asco,not_applicable
240,no abre la aplicación,not_applicable
241,no ingresa la app,not_applicable
242,Porquería de aplicavion,not_applicable
243,por momento no se puede ingresar,not_applicable
244,"Que esta pasando con los servicios de la APK BN, desde ayer hasta la fecha no se puede ejecutar la apk...esta así ya días con esta problema, espero su pronto solución con la serenidad a este problema",not_applicable
245,uno no sabe cuando se colgara la app ante una emergencia está aplicación es una decepción.,not_applicable
246,"horrible aplicativo, un desastre",not_applicable
247,"Se congela, no funciona arreglen",not_applicable
248,"no me deja abrir la app desde hace días, al momento de querer ingresar mi contraseña no me deja y no veo ningún tipo de solución, app no recomendada",not_applicable
249,"ahora está pésimo la app , falta actualizaciones para poder ingresar a la app , siempre esta que no se puede ingresar... 🙂",not_applicable
250,"Aplicación poco intuitiva y nada amigable, se satura cada dos por tres, y parece ser que ni el banco ni sus desarrolladores, se han percatado de ese grave error.",not_applicable
251,"estoy teniendo problemas con la confirmación de la clave dinámica, no me llega.",authenticity
252,pésima actualizazion última que hicieron . a los señores encargados de esta app. antes podía hacer mis capturas de pantalla para poder tener un registro de mi saldo y así saber cuanto realmente tengo y no que se vaya mágicamente desapareciendo mi saldo. vuelvan a poner captura de pantalla. (por lo pronto estoy tomando foto desde el otro celular),accountability
253,"Buenas tardes,la verdad es buena cada actualización que se brinda,pero ¿podrían hacerlo también en el tema de usar la app sin necesidad de tener alta velocidad de internet?,cada que uso la app necesito tener alta velocidad y si no es asi se congela o sale la opción de no podemos atenderlo en estos momentos. Mientras las demás app si funcionan con el internet ilimitado normalmente.Gracias. Actualmente es 2025 y persiste el inconveniente,espero mejoren la app. gracias nuevamente.",not_applicable
254,te notifican rapido,not_applicable
255,"no permite capturas de pantalla, para mi es importante",accountability
256,No sé puede hacer capturas de pantalla del contenido del app,accountability
257,aplicación con mucho despecfectos,not_applicable
258,"La clave dinámica no llega, todo es una vaina.",authenticity
259,pésima..todo falla.,not_applicable
260,no sé puede descargar la app,not_applicable
261,Seguridad ante todo. Gracias,not_applicable
262,deberían dar más facilidad en créditos para incluir a las personas jóvenes en el mercado crediticio de forma segura,not_applicable
263,No puedo tomar captura cuando realizo yapes,accountability
264,"Arreglen su aplicativo, instale su actualización y ahora no me deja abrir, me sale active servicios de Google, pero si ya está activado, q porq. de app. ....",not_applicable
265,no sé puede usar la app dice que debo activar los servicios de Google no entiendo las otras app de los bancos si funcionan en el dispositivo,not_applicable
266,cada vez peor esta app,not_applicable
267,Xk en la última actualización pide que active los servicios de Google,not_applicable
268,Sería senial que se active el token digital desde el celular por que quita tiempo ir hasta el banco,not_applicable
269,cada momento se actualiza y debo ir al banco para que después de tres horas me atiendan y me den otro código.. toda una molestia,not_applicable
270,No funciona correctamente. Ya tiene días que sale su clave dinámica es incorrecta..Hice una operación y después salió este error. por favor arreglar está falla. No puedo estar así todo el día.,authenticity
271,regular,not_applicable
272,por k no abre la aplicación de banco de la nacion,not_applicable
273,la clave dinámica es muy lenta en llegar,authenticity
274,"Estoy de acuerdo y contento con el servicio y la forma de velar por la seguridad de sus usuarios y lo ecomico sobre el costo de las transferencias, tambien sobre el aumento del monto que se puede transferir diario esperando que nuestro Banco de la Nacion que es de todos los peruanos siga innovando asia el futuro.",not_applicable
275,ay muchas restricciones estaba mucho mejor antes.,not_applicable
276,no funciona,not_applicable
277,"deben dejar hacer captura de pantalla , así queda evidencia aquien se le transfiere😒 está fea la ultima actualización",non_repudiation
278,si es para mejorar pues bien,not_applicable
279,buena,not_applicable
280,con cada actualización arruinan la app,not_applicable
281,tiene falla no puede entrar pesimo,not_applicable
282,"Srs. del BN, que birria con esta aplicación ponganle más seriedad a su trabajo y al desarrollo de este app para que sea útil siempre y no algunas veces si y otras veces no.",not_applicable
283,se traba y nunca entra,not_applicable
284,muy malicima el app ..para enviarte el código de verificación demora más de 15 a 20 minutos a veces ni llega muy mal al inicio estuvo bien pero ahora está más peor,authenticity
285,la app no funciona muy bien cuando haces compras por internet ya no kiere habrir arreglen eso,not_applicable
286,no puedo entrar a ver mi saldo y otros mediante mi aplicativo Mobil,not_applicable
287,demora salir a la aplicación debe arreglar,not_applicable
288,no puedo ingresar tiene anomalías este aplicación,not_applicable
289,De manera frecuente no funciona el aplicativo. No llega el token digital.,authenticity
290,me dice que mi contraseña ya expiró y al momento de cambiar a la primera me dice maximo de intentos y cansa,authenticity
291,se demora demasiado en llegar la clave dinámica digital,authenticity
292,"demora demasiado en cargar el app y en mandar dinero.. y para transferir por celular esa opcion esta inservible, porfavor actualizen de nuevo y regularicen.",not_applicable
293,Demasiado lento,not_applicable
