id,comentario,clasificacion_ISO_25010,banco
24,"Para ser un banco de ""Renombre"", la peor app y peor experiencia, a cada momento falla, se supone que la banca por internet es para hacer tus transacciones rápido y fácil, y nada que ver. cundo necesitas pgr con urgencia algo, da errores, tengo un teléfono nuevo de lata gala, pensando que era mi anterior teléfono y no, con esto compruebo que es la pésima app.Tampoco el comprobante te permite personalizar o ponerle una nota como otros bancos, en fin lo peor de lo peor interbank. NO LO RECOMIENDO.",not_applicable,INTERBANK
25,Aun no resuelven la incompatibilidad con las versiones beta del sistema operativo de IOS,not_applicable,INTERBANK
26,desde que lo hackearon a Interbank Yano puedo abrir la aplicación,resistance,INTERBANK
27,porque no puedo actualizar,not_applicable,INTERBANK
28,"Siempre se corta esta aplicación, no entran los datos",not_applicable,INTERBANK
29,"es la peor aplicación, en tema de seguridad es estupido igual que su gente ""sale notificacion porque es tema de seguridad""... que estupidez, me acaban de robar mi celular y tengo dinero en mi apk Interbank... desde otro celular intento entrar a mi cuenta y no me deja, le pongo mi escaneo de rostro y eso normal... pero a la hora del correo, pongo el codigo que llega y me dice la apk ""este codigo ys fue usado"" y asi varias veces hasta que dice ""llego al limite"" y su soporte nunca contesta,prueben",authenticity,INTERBANK
30,por que se cerro el interbank de mi celular estaba abierta mi cuenta,not_applicable,INTERBANK
31,pésimo servicio siempre está en mantenimiento,not_applicable,INTERBANK
32,actualización pésima lo actualice hace dos días y los dos dias ya me dejó mal no puedo hacer transferencia ni plinear porque no me llega la clave dinámica porfa corrigen eso de lo contrario será cambiarse de banco,authenticity,INTERBANK
33,"Que estupidez de obligarme a cambiar contraseña cada vez que actualizan la aplicación. yo deberia de decidir cuando cambiarla, ademas te bloquea a seguir con otra contraseña si ya intentaste hacerlo una vez y no resultó, hasta el dia siguiente..... estan decepcionando.",authenticity,INTERBANK
34,"Desde hace unos meses está súper leeentaaa, ya no da ni ganas de usar este banco. ¿Tanto dinero tiene el dueño de Interbank y no puede hacer una app decente? Mientras más simple es mejor, le añaden cosas inservibles, por eso se buggea hasta en lo más básico.",not_applicable,INTERBANK
35,antes funcionaba muy bien y ahora no funciona bien,not_applicable,INTERBANK
36,"Mailisima, No llega la clave dinámica a tiempo",authenticity,INTERBANK
37,"es el segundo dia q me estan enviando mensajes en la barra de tareas del celular como si fuera su misma app para actualizar la aplicación,con su cuadradito logo de interbank, no la toqué e ingresé a playstore manualmente para ver si era cierto pero no hay ninguna actualizacion pendiente. esto da un poco de miedo,nose si seguiran hackeando.aclaro q puedo ingresar tranquilamente a mi app y ver mis productos sin problemas,pero es molesto ver esos mensajes q nose si es de la misma app o de alguien +",resistance,INTERBANK
38,"horrible el aplicativo, se necesita ante alguna emergencia no deja pagar con plin",not_applicable,INTERBANK
39,pésima aplicación desmora en llegar la clave dinámica 3 minutos demora porque no se actualizan con las transferencias y plin con rapidez,authenticity,INTERBANK
40,"según leí los comentarios la actualización generará descontento y problemas, desconfío descargar la actualización",not_applicable,INTERBANK
41,problemas al abrir la aplicación.,not_applicable,INTERBANK
42,"Desde la última actualización que tuvo la app, no puedo realizar ningún tipo de pago o transferencia que solucionen lo más pronto el problema ya que no puedo hacer ningún movimiento en la app Espero lo tomen en cuenta para solucuonarlo lo más pronto posible",not_applicable,INTERBANK
43,siempre se cuelga o está en mantenimiento,not_applicable,INTERBANK
44,"Estamos satisfechos con su servicio de Interbank APP gracias por su buen servicio, para todos los clientes.",not_applicable,INTERBANK
45,"Ya son dos actualizaciones que me piden en la semana pésimo,hace un momento hice la actualización y sigue el problema 😵‍💫 no puedo ingresar a mi aplicativo",not_applicable,INTERBANK
46,"mejoren la banca móvil! en los detalles de los movimientos no se ve absolutamente nada o sea al menos pongan la cuenta de origen la cuenta de destino mínimo no¿?, como en otros bancos.",accountability,INTERBANK
47,"No me gusta que no se pueda tomar capturas de pantalla, eso es evidencia para nosotros, pésimo",non_repudiation,INTERBANK
48,porque se debe actualizar App de Interbank a cada momento da mucha incomodidad,not_applicable,INTERBANK
49,este banco no otorga préstamo por tal razón no lo califica,not_applicable,INTERBANK
50,"pésima aplicación, demora una eternidad en cargar la clave dinámica o en todo caso no carga nunca.",authenticity,INTERBANK
51,muy mala,not_applicable,INTERBANK
52,La ultima actualizacion pesima. demora mucho y no llega la clave dinámica,not_applicable,INTERBANK
53,"está app es horrible en seriooooo, horrible",not_applicable,INTERBANK
54,Pésima,not_applicable,INTERBANK
55,"Desastrosa forma de manejar una app, cada nada se congela y no permite visualizar la transacción. Desinstalando...",not_applicable,INTERBANK
56,basura,not_applicable,INTERBANK
57,"pesimo servicio, te pide actualizar y estas en emergencia y no abre la app",not_applicable,INTERBANK
58,Se demora un monton en cargar cada cosa con esta nueva actualización,not_applicable,INTERBANK
59,"deberían habilitar la opción de poner la descripción a cada movimiento, así facilita recordar el tipo de uso de cada transferencia o plin",accountability,INTERBANK
60,"Siempre el aplicativo tiene errores. siempre tengo q eliminar y volver a instalar y configurar el aplicativo. y te falla cuando más lo necesitas. Deberían invertir en sistemas, no me pasa lo mismo con otras apps de otros bancos.",not_applicable,INTERBANK
61,Hoy 04/08 otra vez actualización Monse pasen por favor La app está muy bien Pero porque piden a cada rato actualizarla molesta en serio el resto muy bien. hoy 23/05 otra vez piden q actualize el app q les pasa en serio a cada rato se está volviendo muy malo ni el BCP... en serio ya es molesto esto hoy 29 de mayo otra vez me pide actualización q mal y q feo q a cada rato se actualize está cosa en serio molesta y cansa q FEO DEBERIAN DE VER ESTO SRS...,not_applicable,INTERBANK
62,no actualiza,not_applicable,INTERBANK
63,la actualización es mala es muy lenta comparado como funcionaba antes.,not_applicable,INTERBANK
64,de mal a pero con cada actualización,not_applicable,INTERBANK
65,"con la nueva actualización, ahora se han tomado la potestad de enviar notificaciones con publicidad a su gusto. que incómodo. yo tengo activadas las notificaciones por si avisan de algún consumo indebido y debo andar soportando esto.",not_applicable,INTERBANK
66,demora mucho,not_applicable,INTERBANK
67,horrible aplicación,not_applicable,INTERBANK
68,"La instalo y me sale q tiene una versión buena para mi dispositivo, no entiendo porq me pide actualizar si la acabo de instalar, y en la play store no me sale q tenga una actualización me manda a abrir directamente . Solucionen ese problema",not_applicable,INTERBANK
69,"recontra lenta, mejor es yape",not_applicable,INTERBANK
70,PORQUERIA DE SERVICIO . PLIN SE CUELGA Y CUANDO SE NECESITA PAGAR URGENTE SALE MENSAJE ERROR,not_applicable,INTERBANK
71,cerca de la medianoche suele irse el sistema y es cuando uno más necesita. hay que mejorar en ese tema importante,not_applicable,INTERBANK
72,"la antigua versión era mejor ahora no puedo ingresar, sin la huella",authenticity,INTERBANK
73,Pésima,not_applicable,INTERBANK
74,"No estoy pudiendo ingresar a la app en mi Galaxy S23 Ultra. Me sale que actualize la app, pero cuando voy a Play Store, no aparece ninguna actualización. Necesito realizar operaciones.",not_applicable,INTERBANK
75,mala se lajea,not_applicable,INTERBANK
76,Nefasto. que mas se esperia de Interbank.,not_applicable,INTERBANK
77,porque esta muy lento al enviar su codigo para poder hacer transferencias,not_applicable,INTERBANK
78,"muy lenta , se demora mucho en entrar y cada cierto tiempo pide actualización por las puras",not_applicable,INTERBANK
79,demasiadas actualizaciones es aburrido ese tema.,not_applicable,INTERBANK
80,"Mala experiencia. Antes estaba bien, pero luego cuando abría la app no me dejaba poner mi contraseña, de ahí tuve problemas para plinear que estaba todo lento y se demoraba. Hace dos días tuve una emergencia y tenía que hacer un pago importante y no pude, la clave dinámica no llegaba hasta que expirara sesión, quería volver a intentarlo y ya ni me cargaba que se cerraba sola la app, no sabía que hacer porque no traía tanto efectivo.. ni más",authenticity,INTERBANK
81,está demasiado pésimo está aplicación está pésimo es poco está aplicación no sirve para nada de plin ni puedo enviar a otro banco,not_applicable,INTERBANK
82,no puedo abrir para ver mi estado de cuenta.,not_applicable,INTERBANK
83,👍,not_applicable,INTERBANK
84,esto está peor.....no se puede hacer transferencias ni planear.....osea ....nada,not_applicable,INTERBANK
85,y seguido pide actualizar la app. Acabo de eliminar dos apps que tenían mucho más capacidad que ésta y ni aún así se puede actualizar porque pide más memoria,not_applicable,INTERBANK
86,meh,not_applicable,INTERBANK
87,no sirven,not_applicable,INTERBANK
88,Es un completo estrés este aplicativo.,not_applicable,INTERBANK
89,no se puede usar el plin,not_applicable,INTERBANK
90,cuando se actualiza el app no abre ...se demora ..una vaina😡,not_applicable,INTERBANK
91,el Plin se demora mucho o no funciona,not_applicable,INTERBANK
92,Demasiado lento para ingresar y luego plinear horrible....,not_applicable,INTERBANK
93,"Andaba bien la app. No se ven las compras virtuales ,ni transferencias a otro banco anteriormente demoraba pero si visualizabas ahora no ,da miedo.guardar dinero 💰. E Inviertan en un servidor de mayor capacidad para q no se caiga en momentos de alto tránsito como clientes deben otorgarnos buen servicio pq los clientes se han a ir a otros Bancos .Mejoren pfv es un punto constructivo.Gracias Por que tanta actualización si no funciona bien ????",integrity,INTERBANK
94,no me llega mi remesa hace días queriendo recibir y nose que pasa ahora con la aplicación,not_applicable,INTERBANK
95,Pésimo,not_applicable,INTERBANK
96,es un desastre el aplicativo nunca llega la clave dinamica,authenticity,INTERBANK
97,"Arreglen la aplicación, desde hace mas de una semana se hace un martirio entrar y por ende no poder pagar las deudas...",not_applicable,INTERBANK
98,harto de actualización .. : #,not_applicable,INTERBANK
99,"disculpen está actualización está muy mal no funciona y saben cuál es lo peor que ponen actualizar y ni siquiera una X para retroceder prácticamente te obligan actualizar la banca y no debe ser así, para hagas estás actualizaciones deben probar bien antes de...",not_applicable,INTERBANK
100,La apa demora mucho en actualizarse,not_applicable,INTERBANK
101,"FATAL!!!! Ya actualicé y la opción abrir app no funciona, clickeo allí y nada q abre y necesito hacer una transferencia urgenteeeeeee!!!! MAL MAL MAL‼️",not_applicable,INTERBANK
102,ninguna 🌟. no carga. creo que voy. a descargar. yape.,not_applicable,INTERBANK
103,"no puedo abrir ni app, dice que ya no es compatible con mi teléfono, osea que tengo que tener un iPhone 16 para que pueda funcionar, si mi Android es el 11 y actualizado",not_applicable,INTERBANK
104,"está app es pésima, no confío, pues a veces demora tanto en hacer un plin pues no sale el codigo y me a pasado que luego sale y pago el doble. ahora tengo que pasarme a mi Yape para hacer algún pago y a veces ni eso se puede hacer",integrity,INTERBANK
105,"extremadamente lenta al abrir plin, los desarrolladores de software son malos no optimizan la app para todo tipo de celulares, son mediocres esos programadores",not_applicable,INTERBANK
106,horrible cuando quiero plinear no llega código después de 10 minutos llega código ya no sirve ya,authenticity,INTERBANK
107,buenas aplicación,not_applicable,INTERBANK
108,"esta app es demasiado mala, si tienen la oportunidad de usar cualquier cosa menos el interbank, es muy, muy mala",not_applicable,INTERBANK
109,Pésimo todo lo referente al aplicativo Interbank se cuelga constantemente y las configuraciones son lentisimas,not_applicable,INTERBANK
110,"App complicada y lenta, el codigo muchas veces se demora o no llega nunca. realmente la utilizo solo por necesidad, por q no hay otra opcion",authenticity,INTERBANK
111,"Interbank me descontó 71,50 soles de mi cuenta alegando que fue una transacción que no se había realizado y nunca me los devolvieron, cerré mi cuenta y más nunca tendré nada que ver de nuevo con los ladrones de intercorp",integrity,INTERBANK
112,antes era mejor .se podían realizar las transacciones fácilmente sin complicaciones..ahora toma más tiempo y a veces no se puede transferir.,not_applicable,INTERBANK
113,"Es un desastre, casi nunca funciona.",not_applicable,INTERBANK
114,muy buena la atención,not_applicable,INTERBANK
115,"Una desgracia, me pide actualizar la app, lo hago y ahora para hacer transferencia a otro banco me dice que demora 2 días cuando antes demoraba máximo 10 minutos. Por favor si van hacer una actualización que sea para mejorar no para empeorar.",not_applicable,INTERBANK
116,muy mala la app te da poco tiempo para ingresar tus datos una decepción la app no me gusta,authenticity,INTERBANK
117,"Hola, nunca me llegan las claves dinámicas y quedo mal con mis pagos , deberian chequear eso. Gracias.",authenticity,INTERBANK
118,"El soporte técnico del app es pésimo.. siempre tengo problemas, creo q es hora de migrar a otro banco.",not_applicable,INTERBANK
119,hasta la.gueva la aplicación,not_applicable,INTERBANK
120,muy buena la app me saca mucho de apuros puedo transferir y plinear pero mucha actualización piden,not_applicable,INTERBANK
121,es pésima la aplicación hace semanas estoy que intento cambiar mi contraseña no me llega el código de verificación a mi correo de mal a peor,authenticity,INTERBANK
122,"mala demora en abrir, a veces ni abre",not_applicable,INTERBANK
123,no me indica que pueda instalar la app,not_applicable,INTERBANK
124,"a mi no me deja registrarme, eso solamente tengo inconvenientes al ingresar al app de interbank",authenticity,INTERBANK
125,mucho falla la app,not_applicable,INTERBANK
126,diseño no es amigable,not_applicable,INTERBANK
127,pésimo no se puede hacer pagos de plan ni yape,not_applicable,INTERBANK
128,"Horrible, no carga los beneficios",not_applicable,INTERBANK
129,"pésima , tiene fallas constantes no se puede realizar los pagos de sale antes de poder finalizar el pago antes no tenia estos problemas que tiene ahora",not_applicable,INTERBANK
130,"Demora demaciado, anteriormente cargaba normal, ahora es demaciado",not_applicable,INTERBANK
131,pésima experiencia...te bloquean sin Razón alguno perjudicando operaciones importantes...y lo peor que te dicen que llames a ciertos números donde si bien de desbloquean la tarjeta no te desbloquean en la aplicación que es lo que uno utiliza diariamente. por último la app te pide esperar 24 horas para volver a intentar! .... Que estamos locos señores!!! locos!. no lo recomiendo personalmente.,authenticity,INTERBANK
132,Me molesta que pida activar las notificaciones para hacer cualquier operación y cuando las activo me viene su maldita publicidad en vez de las notificaciones importantes,not_applicable,INTERBANK
133,yape y BCP es mejor,not_applicable,INTERBANK
134,"Pésimo servicio, se demora en transferir el dinero.",not_applicable,INTERBANK
135,últimamente pésima el codigo de transferencia llega demasiado tarde cuando ya expiró la seción.,authenticity,INTERBANK
136,se queda trabas la aplicación y no plinea,not_applicable,INTERBANK
137,"la app venía funcionando bien ,pero desde que actualice la última versión el plin de la aplicación está pésima demora en llegar la clave dinámica,al final el tiempo expira y no se puede hacer trasferencias",authenticity,INTERBANK
138,"La app de este banco es el peor castigo que me ha tocado vivir. Definitivamente mi tiempo no es valioso, toma eternidades hacer pagos simples, la aplicación está plagada de bugs y el sistema de clave dinámica sencillamente no sirve. Me cambiaría de banco, pero mi trabajo me paga en las cuentas de este servicio basura. Una completa tragedia y una vergüenza de sistema, completamente disfuncional desde hace 2 años.",authenticity,INTERBANK
139,Nunca me llega el código de verificación a mi correo cuando intento cambiar de contraseña!!,authenticity,INTERBANK
140,"algo anda mal en la app, cuando hago plin, quiero compartir la captura, coloco compartir y se pone la pantalla negra y se sale de la aplicación. no estoy pudiendo enviame mis capturas",non_repudiation,INTERBANK
141,"Nunca llega el tokken digital, no deja realizar operaciones.",authenticity,INTERBANK
142,demasiado lenta. es muy mala.,not_applicable,INTERBANK
143,hola soporte de Interbank a app está horrible no puedo iniciar seción en la app me sale reconexión no hay red algo así porfavor si lo pueden solucionar es tedioso estar en los cajeros retirando dinero pero aún por las delincuencia que hay,authenticity,INTERBANK
144,"De lo peor, asquerosa la app",not_applicable,INTERBANK
145,estoy haciendo transferencias entre mis cuentas y no figuran que desastre,integrity,INTERBANK
146,"Mala, cada actualización es una falla más de la aplicación debería ser al revés.... lo he actualizado hace una semana y ahora no puedo usar plin",not_applicable,INTERBANK
147,demasiada mala el peor banco,not_applicable,INTERBANK
148,"si le pudiera poner 0 estrellas lo haria, que horrible de verdad, todos los dias siempre es un problema, supuestamente la conexión o se callo el sistema SIEMPRE, en BCP NO PASA ESO",not_applicable,INTERBANK
149,"la última actualización la frego todo, se cuelga al querer plinear o hacer pagos, tiene que haber nueva actualización.",not_applicable,INTERBANK
150,horrible,not_applicable,INTERBANK
151,"malísimo, nunca se puede transferir ni plinear",not_applicable,INTERBANK
152,nunca llega el codigo de verificación tengo que reinstalar constantemente,authenticity,INTERBANK
153,porquería,not_applicable,INTERBANK
154,"la app está horrible no me deja Plinear, por más que ya entre mil veces, no reconoce el número ni los contactos, pésimo servicio.",authenticity,INTERBANK
155,está fallando ya de hace una semana y no hay mejoras 🤔😒,not_applicable,INTERBANK
156,una real porqueria,not_applicable,INTERBANK
157,Desde que actualizaron ya no funciona correctamente el plin y menos viene el codigo de verificación para realizar transacciones. Pésimo servicio,authenticity,INTERBANK
158,Pésima experiencia. Pésima.,not_applicable,INTERBANK
159,Demasiado mala para transacciones internacionales,not_applicable,INTERBANK
160,no puedo hacer transferencia a mi una cuenta,not_applicable,INTERBANK
161,no me permite cambiar mis configuraciones de tarjeta... lleva así días... pésimo,not_applicable,INTERBANK
162,"No sé si será mi celular, pero el aplicativo me demora en plinear, se demora en actualizar mis transacciones, no puedo colocar los números de teléfono para pagar , demoras, tras demora, es recontra lento y encima algunos QR en yape no aceptan.",not_applicable,INTERBANK
163,"acabo de hacer una transferencia de 50 soles desde mi cuenta Interbank , a mi cuenta BCP y no aparece el dinero transferido.",integrity,INTERBANK
164,"Muy mal. Llevo una semana y no puedo utizar plin no aparecen ningún contacto para plinear, un desastre",not_applicable,INTERBANK
165,se para cayendo la app,not_applicable,INTERBANK
166,"en la app deade ayer me aparece tenemos problemas de conexión, intentelo más tarde, como si no tuviera internet y sí la tengo. ayuda",not_applicable,INTERBANK
167,"Es urgente que revisen la última actualización de la app. Sus fallas constantes me hicieron perder una campaña de Extracash y ahora no puedo acceder ni a millas benefit ni a mis beneficios, sale lo sentimos y no sé que más. Por favor, revisión urgente, pues están perjudicando a sus clientes.",not_applicable,INTERBANK
168,"cada rato se cae el sistema,no llega rápido la clave dinámica para mi una completa estupidez",authenticity,INTERBANK
169,cada vez aparecen más errores y menos funciones,not_applicable,INTERBANK
170,"te falla en el peor momento posible, gracias por bloquearme el acceso durante un pago clave que tenía que hacer y hacerme esperar un día entero...",authenticity,INTERBANK
171,"cuando compro con tarjeta de crédito lo pago ese mismo día y nose porque de intereses me cobran 0.03 céntimos , esto no pasa en otros bancos , por ese motivo voy a anular mi tarjeta",not_applicable,INTERBANK
172,no entra la app nisiquiera me deja entrar al menú principal,not_applicable,INTERBANK
173,muy mal banca movil comenzo a cobrar 3 soles x cada depósito muy malo,not_applicable,INTERBANK
174,"pesimo funcionamiento. No abre la app, solo sale ERROR. No puedo hacer nada asi",not_applicable,INTERBANK
175,bien,not_applicable,INTERBANK
176,"pésimo APP está última hace la operación y no te sale código automático y todas las operaciones te rechazan, antes era rápida y hacías varias operaciones",authenticity,INTERBANK
177,"muy mala aplicación , cada que lo abro no hay plata 😪",not_applicable,INTERBANK
178,"una porquería la app. no puedo hacer ni transferencia ni plin, la clave digital demora en llegar demasiado",authenticity,INTERBANK
179,horrible de los horribles no me permite validar mi identidad esta tonteria no te dan ninguna solucion cuando vas a su Sede principal lo unico que te dicen es cambiar de telefono estan locos ellos deberían de solucionar por algo es su trabajo pésimo,authenticity,INTERBANK
180,"Realmente un servicio digital incompetente, quize pagar un producto y me bloquearon la tarjeta de AHORROS! Perdí una oportunidad y gané malestar, es preferible tener el dinero en efectivo. Como perjudica este banco!",authenticity,INTERBANK
181,no ingresa al aplicativo móvil se cuelga mucho,not_applicable,INTERBANK
182,muy lento,not_applicable,INTERBANK
183,pésimo para fallando el aplicativo de lo peor 😡,not_applicable,INTERBANK
184,"Que basura de App , el peor aplicativo del mundo enserio, que mal servicio nunca vale está basura de aplicación.",not_applicable,INTERBANK
185,"una porquería de app, ya en el mes va cayendo 3 veces que pésimo servicio.",not_applicable,INTERBANK
186,"banco asqueroso puras actualizaciones en el día, no dejan ni pagar mal servicio",not_applicable,INTERBANK
187,"el mensaje de para realizar la operacion no llega... tienes que instalar y volver a instalar seguido, porque a veces llega bien y luego ya no...",authenticity,INTERBANK
188,falla demasiado,not_applicable,INTERBANK
189,pesima aplicacion,not_applicable,INTERBANK
190,"a cada rato sale en mantenimiento, ya es el colmo no tener una buena app",not_applicable,INTERBANK
191,😡😡😡😡Pésimo aplicativo siempre se cuelga y no nos deja ni plinear ni transferir debe ser como el bcp que tienen su billetera digital en otro aplicativo. Por favor deben darle un mantenimiento a este aplicativo qué nos deja sin poder retirar nuestro dinero. 😡😡😡,not_applicable,INTERBANK
192,horrible no puedo hacer ningún operación se volvió una xqria,not_applicable,INTERBANK
193,"pésima experiencia no carga,nada solo sale error",not_applicable,INTERBANK
194,"No sé puede realizar ninguna operación por la app, cada vez está peor !!!",not_applicable,INTERBANK
195,"en el se va en la noche no hay servicio la verdad me estoy cansando de este banco,NO LO RECOMIENDO PARA NADA.volvere al bbva",not_applicable,INTERBANK
196,mucho falla al querer plinear es como si fuera que no tiene señal uno cuando esta apurado y quiere plinesr falla y otros dias re soluciona no pasada nada es mejor yape al parecer,not_applicable,INTERBANK
197,pésima experiencia,not_applicable,INTERBANK
198,mal servicio,not_applicable,INTERBANK
199,siempre falla cada vez peor,not_applicable,INTERBANK
200,mucho retraso mala app,not_applicable,INTERBANK
201,cada día está más peor el aplicativo de Plin,not_applicable,INTERBANK
202,"cada rato cayéndose, la verdad muy mala aplicación en momentos cruciales es cuando deja de funcionar por disque mantenimiento. 🙄",not_applicable,INTERBANK
203,es un asco esta app,not_applicable,INTERBANK
204,"terrible aplicación, a veces no funciona y te deja colgado",not_applicable,INTERBANK
205,"una porquería esta aplicación, uno quiere hacer pagos urgentes y sale que hay problemas en cargar la aplicación",not_applicable,INTERBANK
206,es una basura el app,not_applicable,INTERBANK
207,a cada rato se queda sin sistema,not_applicable,INTERBANK
208,que barbaridad. toda las veces su app deja de funcionar. y lo peor hasta la web. ni uno ni lo otro. que desastre con interbank,not_applicable,INTERBANK
209,es una m cada rato actualización no puedo hacer nasa,not_applicable,INTERBANK
210,pésima app,not_applicable,INTERBANK
211,"pésima, siempre sale con inconvenientes",not_applicable,INTERBANK
212,"muy mala, se cae a cada rato, el plin es horrible, mejor yape",not_applicable,INTERBANK
213,"horrible, siempre está inhabilitado prácticamente secuestran mi dinero sin poder hacer ninguna transacción.",integrity,INTERBANK
214,"siempre falla su app, que esperan para solucionar las fallas, siempre es lo mismo",not_applicable,INTERBANK
215,asco de aplicativo. cómo va dejar de funcionar cuando le da la gana,not_applicable,INTERBANK
216,Deja de funcionar casi siempre,not_applicable,INTERBANK
217,Muy mala app. Noc para q actualizan tanto si igual va a star fallando deben tener un soporte más eficiente y cuando te quejas por redes lo único que dicen es las disculpas del caso. Q sentido tiene decir eso. Si esto es una app con dinero nuestro q deja mucho q desear de verdad.,not_applicable,INTERBANK
218,El código llega tarde o nunca. Es la única App que siempre funciona muy mal.,authenticity,INTERBANK
219,"horrible aplicación que los servidores se paran trabando un asco no pongan su dinero en esta aplicación, suele caerse y no sirve para emergencias hoy 24 de julio del 2025",not_applicable,INTERBANK
220,una porquería te manda a banca por Internet osea el app está por las puras en una emergencia no sirve que es ésto trabajen en mejorar eso las otras apps se los llevan de encuentro .,not_applicable,INTERBANK
221,"se para cayendo a cada rato, salen mensajes de error, está en mantenimiento, errores con plin y es demasiado lenta",not_applicable,INTERBANK
222,"Una porquería su sistema demasiado lento, encima pide actualizar y en lugar de mejorar más lento lo ponen... No saca de apuros más complica las cosas...",not_applicable,INTERBANK
223,"de verdad son una verdadera porquería, lento, con errores cada 2 días, no te llegan los códigos de verificación, son lo peor que hay por banca móvil, son el único banco que hacen ir a sus cliente al banco hacer transacciones que otros banco y app lo pueden hacer",authenticity,INTERBANK
224,"Todo el tiempo falla el sistema, pésimo servicio",not_applicable,INTERBANK
225,"El app no siempre permite iniciar sesión, últimamente se crean bucles para iniciar sesión. Me he quedado esperando para poder pagar y he terminado usando mi efectivo.",authenticity,INTERBANK
226,HASTA LAS HUEVAS!,not_applicable,INTERBANK
227,"últimamente al realizar un plim o transferencia no aparece la clave dinámica, por lo tanto no hay forma de realizar una operación desde el telf.",authenticity,INTERBANK
228,Para actualizar la clave es un problema,authenticity,INTERBANK
229,Se cuelga,not_applicable,INTERBANK
230,reinstale la app y la función de cámara automática no funciona a pesar de no moverme y estar bien iluminado. el sensor de huellas digitales no reconoce mi huella y no encuentro la opción para reingresar mis huellas dactilar,authenticity,INTERBANK
231,"está aplicación deja mucho que desear , no funciona correctamente",not_applicable,INTERBANK
232,"Está app deja mucho que desear ,no me sirve para plinear,ni hacer transferencias , pide clave dinámica que demora siglos en llegar y no puedo hacer más que ir a un agente y realizar mis pagos 😡",authenticity,INTERBANK
233,no es posible que siempre que tenga que realizar algún pago importante o transacción siempre falle es una estupidez de app,not_applicable,INTERBANK
234,Para pagar con plin tengo que abrir la aplicación desde que salgo de casa :),not_applicable,INTERBANK
235,no se xq me blokean al querer comprar criptos,authenticity,INTERBANK
236,"pésimo servicio, app terrible",not_applicable,INTERBANK
237,no me brindan la clave dinámica para generar mis pagos,authenticity,INTERBANK
238,llega el código de verificación después que se agota el tiempo de uso no se puede usar,authenticity,INTERBANK
