id,comentario,Clasificacion_ISO_25010
18,"Arreglen el problema de la confirmación biometrica, es demasiado tedioso estar esperando el correo o mensaje de texto para realizar una operación",authenticity
19,horrible este aplicativo,not_applicable
20,no funciona para nada,not_applicable
21,"funciona bien pero me pide actualizar y acá veo que no hay ninguna actualización, lo que hace que me bote mi usuario a cada rato con un mensaje de actualizar , la cual no hay",not_applicable
22,"llevo todo el día tratando de activar la biometría en mi teléfono, y la aplicación dice que ""ya estoy usando biometría en otro dispositivo"" Y NO TENGO OTRO DISPOSITIVO. Sigo los pasos, pongo mi clave digital y NO HACE NADA NO ACTIVA LA BIOMETRÍA Arreglen esta aplicación porque es un desproposito",authenticity
23,Porqueria de banco deverian cerrar esta entidad al acer una transferencia interbancaria demora demasiado creo que dias y si uno llama nadie responde horas en la llamada y nada que contestan la llamada es una ascooooooo.....,not_applicable
24,a veces se traba y no funciona el pago con qr,not_applicable
25,no funciona para nada....siempre dice error intentar más tarde....es por gusto 😒,not_applicable
26,No permite registrar mi huella y su Call Center ni contesta.,authenticity
27,"no se que le pasa a ésta app, desde el 02 de agosto del 2025, no me permite acceder y encima ahora dice que debo actualizar mi celular si deseo usar ésta apps, mientras que las otras d otros bancos nunca me pide eso y funcionan con normalidad",not_applicable
28,cuando activo la huella digital nunca se activa en otros bancos normal funciona,authenticity
29,"éste último mes, muy pésimo, no puedo activar el uso de biometría, cuando de la nada se salió del modo, ahora tengo que esperar a cada rato el código de validación tanto para ingresar a la app cómo para realizar pagos y depósitos 😐",authenticity
30,"esta bugueada, no se puede activar la biometría, arreglen su app!! 🤦🏻",authenticity
31,"sres arreglar el aplicativo desde que actualice se borró mi usuario, mi huella y ahora no puedo hacer nada todo se desarreglo. urgente por favor con la versión anterior no había problema",authenticity
32,"Quiero activar la biometria, llego al paso de poner mi huella y todo se reinicia para hacerlo desde un principio",authenticity
33,no me deja ingresar me sale que debo actualizar,not_applicable
34,Deben poner los PLIN letras más grandes ya que cuando uno muestra no se ve por tener letras chicas. aplicativo no funciona,not_applicable
35,No permite activar la biometría...no lee la huella...Gracias,authenticity
36,"desde ayer estoy intentando ingresar a la app, y sale error, error, error... he tenido la app por 3 años y ahora viene a presentar semejante inconveniente.",not_applicable
37,me causa muchos problemas el app se congela demasiadas veces y aparte hay operaciones en las cuales nunca llega el dinero,integrity
38,"No funciona el plin desde el 31 de julio, tampoco se pueden visualizar los envíos que me hicieron.",accountability
39,"El app estaba funcionando muy bien antes d su actualizacion, ahora no se puede activar la biometria... sus programadores de donde son??? un asco",authenticity
40,pesimo,not_applicable
41,"desde la ultima actualizacion no puedo hacer compras con tarjeta de debito por Internet, ahora pide clave dinamica, tengo que entrar esperar que llegue correo, inst el código copiar el código, parts que luego el sitio diga cvv incorrecto",authenticity
42,"La app de Scotiabank es la peor de todas. Tener una cuenta de crédito o débito en este Banco es un dolor de cabeza para los usuarios en el Perú. No sólo es inseguro, lento, cobra comisiones por mantenimiento y te descuentan sin avisar, etc. No sé cómo la SBS no sanciona a Scotiabank con el pésimo servicio, sinceramente la peor experiencia. Nunca abran una cuenta en este banco, la app no sirve ni para transferir dinero, todo lo tienes que hacer personalmente.",resistance
43,"por favor arreglen la aplicación no se puede iniciar, me sale error",not_applicable
44,esta última actualización está inestable en el transcurso de la tarde tienes que qué confirmar presionar el nuevo confirmar confirmar confirmar varias veces y no transfiere el dinero,not_applicable
45,pésima se para colgando tengo tres dias sin poder ver mis cuentas,not_applicable
46,"pésimo. La última actualización del app da error, e indica que debo actualizar el sistema de mi celular pero si está actualizado... todo estaba bien hasta que actualice la aplicación.",not_applicable
47,no pasa nada con la aplicación,not_applicable
48,"llevo un día tratando de entrar a la aplicación y está no funciona, que le pasa a este banco",not_applicable
49,la aplicación tiene un error en la biometrica y no me deja activar,authenticity
50,no muy buena me solicita actualizar el SO de celular y esta cin la última version,not_applicable
51,constantes fallos,not_applicable
52,"no me deja hacer transferencias ni plinear , me sale error de autenticación OPD Y también se sale de la aplicación por supuesto error",authenticity
53,esta aplicación es de lo peor,not_applicable
54,"No se cuenta con la opcion de número de operación tan necesario para acreditar operaciones bancarias, seria ideal incluso agregar referencia",accountability
55,hola buenos días señores tienen que mejorar esta App de verdad es frustrantes iniciar sección dura un montón y hay oportunidades que no reconoce los datos y repetir todo desde cero en este momento ni me deja entrar a mi app me borro los datos quiero hacerlo de nuevo no me permite,authenticity
56,genial 👍,not_applicable
57,no deja iniciar sesión,not_applicable
58,"No permite usar el inicio y pagos con huella digital, desde la última actualización borró todo los pagos frecuentes y no permite usar huella digital.",authenticity
59,No puedo introducir mi huella biometrico a cada rato pongo codigo confirmación y no se graba mi huella,authenticity
60,Arreglan la aplicación o me voy a otro banco así de simple,not_applicable
61,siempre hay que actualizar para entrar a esta app del Scotiabank,not_applicable
62,Desde el 31/07/25 el aplicativo presenta serios inconvenientes. No es la primera vez q sucede. Deberían despedir a toda el área de sistemas,not_applicable
63,mala la aplicación. falla en hacer el plin. Sale q no llego vuelvo hacer y resulta que dos veces se plinea. a parte tengo un samsung s25 ultra y no permite activar la biometria. pésima. Deben actualizarla,integrity
64,tremenda basura es este aplicativo,not_applicable
65,"Es horrible la aplicación, falla por cualquier cosa y sino para caida no funciona y lo peor es que pareciera que nunca la arreglan le pongo una estrella porque no puedo ponerle menos.",not_applicable
66,la peor APP bancaria. deberían mejorar,not_applicable
67,Malísimo la verdad una huevad@ hehdhehehehehehehehe,not_applicable
68,"Hoy y ayer no abre la aplicación. Desinstale y estoy volviendo a instalar, ojalá puede abrir.",not_applicable
69,tengo problemas no puedo activar mi huella biométrica en la aplicación para realizar mis transacciones está fallando la app,authenticity
70,cómo siempre Scotiabank perjudicando a los usuarios no podemos abrir nuestro app para pagar llamamos a banca por internet nos piden la clave de la tarjeta y encima nos cortan y no quieren atender tenemos que hacer pagos y no quieren darnos solución Scotiabank cuando mejorarán,not_applicable
71,"Pesima app tiene fallas constantes el biometrico deja de funcionar.. Salen errores no identificados tienes q loguear dos veces por que la primera siempre tiene error, pesima",authenticity
72,Tiene varios problemas que aunque no sean desastrosos son muy molestos además de que no parece interesarles arreglarlos,not_applicable
73,aplicación basura no sirve,not_applicable
74,"muy mala, hace meses q intento abrir el app y solo sale error, dijeron q eran x mi equipo, cambie de equipo e igual no puedo entrar al app, en estos tiempos sin app no se puede hacer nada",not_applicable
75,Xq no puedo entrar ya la active de nuevo y encima q me olvide la contraseña y no se puede. .,not_applicable
76,desastre total y frustrante,not_applicable
77,"Falla continuamente, creo que es por la actualización, voy a seguir usando la aplicación",not_applicable
78,esta fallando y la verdad que me preocupa porque ya no se si seguro esta app,resistance
79,"el PLIN debería sonar cuando recibes dinero , como en el Yape , por qué su app demora 10 mi. en abrir y validar si llego el PLIN , ya pasó años y no pueden realizar esa mejora",not_applicable
80,En cada momento se cae.,not_applicable
81,no deja poner biometria y al iniciar sale error a cada rato a las acciones que uno quiere activar,authenticity
82,Pésimo servicio,not_applicable
83,Al principio todo bien y ahora último me sale que hay problemas con la aplicación. malisimo,not_applicable
84,mucho problema genera el hecho de estar reingresando datos y contraseñas cada vez que se quiere usar la app.,authenticity
85,no me permite ingresar el aplicativo me sale cada rato actualizar 😡😡,not_applicable
86,no sirve,not_applicable
87,"No me deja activar la bimetria en xiaomi Redmi note 10 s , porfavor solucionen eso",authenticity
88,"pésima aplicación, falla en los peores momentos y su servicio de Plin no ofrece ningún beneficio",not_applicable
89,Esta última versión de la aplicación ... para ingresar me pide mi DNI y clave y de ahí tengo que ingresar una clave que me envía al cel y esto se repite de manera recurrente ya no queda estandarizado para un ingreso rápido y se vuelve fastidioso .....deja de ser dinámico y rápido para atender,authenticity
90,nunca se puede entrar a la app siempre presenta problemas que hasta ahora no solucionan,not_applicable
91,una porquería no la puedo desinstalar,not_applicable
92,"La App siempre para presentando problemas, no me deja ingresar, porque siempre me sale que ocurrió un error y que lo intente más tarde. Hasta dan ganas de cambiarse de banco.",not_applicable
93,"Pues me compré un smartphone TCL 50 5G y en el Playstore no me aparece la app de Scotiabank perú, tratando de instalarla a través de un link me sale que no es compatible con el dispositivo",not_applicable
94,Actualicen su biometría no quiere activarse la huella digital,authenticity
95,No pasa nada con esta aplicación falla a cada rato en hacer operaciones y al momento de ingresar es fatal a cada rato tengo que identificarme apenas me llega dinero tengo que pasarlo a otras entidades,not_applicable
96,"Pésimo aplicativo, de las peores billeteras!",not_applicable
97,Falla al enviar dinero sale que si se envió pero no llega al destinatario el monto no le llega se demora no es como antes que si era rápido,integrity
98,"la peor aplicación de todos los bancos, se cuelga de forma reiterada.",not_applicable
99,"Con la nueva actualización no me permite abrir con mi huella. Están teniendo muchos inconveniente, ya que al pagar por plin sale error y se cobran doble 😤😤😤",integrity
100,"deberían poner el monto del pago con letras más grandes, no todos tienen la misma visión",not_applicable
101,"Desde el 27 de julio el app ni tarjetas funcionan, pésimo servicio",not_applicable
102,muy pocas agencias...u y en los conos peor una agencia por distrito...q abuso. y en verano es peor con las collas,not_applicable
103,"La aplicación de Scotiabank en vez de mejorar, empeora, ya no puedo ingresar a la aplicación, ya que sale un mensaje de error desde hace días, desinstale e instale y sigue con el mismo error 👎🏻.",not_applicable
104,"horrible no puedo hacer absolutamente nada lo único para que sirve es para gastar mi dinero y verlo nada más, intento entrar para sacar intercambiar dólares no puedo,tampoco para transferir mi dinero a otro banco o al yape y el Plin tampoco funciona, arreglen su app de porquería siempre dicen que ""tenemos problemas con la app"" pero siempre es así no importa la hora en día,tarde o noche siempre sale error arreglen sus app de pésimo servicio y tengo que ir al banco para sacar una billetera digital",not_applicable
105,"de la nad no puedes ingresar al app, solo aparece que hay un problema con el sistema y ya va como 3 dias, muy mala aplicación",not_applicable
106,"mi opinión es más que todo para advertirles y darles un consejo , Scotiabank se a puesto pésimo tanto como sus transacciones y pagos , llegan a demorar mucho tiempo días sobre días , tengo muchos problemas no se lo recomiendo , tengo 5 días esperando una transferencia enserio creen que van a estar así todo el tiempo duermanse y pronto acabarán como caja Sulla...",integrity
107,"Por favor que se pueda acceder a la app aun así exista una nueva actualización, como voy a actualizar? si vengo al app para recargarme",not_applicable
108,"recién abrí mi cuenta sueldo, pero no puedo ni transferir!! que cólera 😡.",not_applicable
109,Presenta errores de ingreso y transferencias constantemente.,not_applicable
110,está presentamos muchas fallas no puedo entrar a mi cuenta,not_applicable
111,su app está teniendo problemas cada rato sale hubo un error k mal 🤔,not_applicable
112,la última actualización ws un desastre con muchos problemas para enviar plin o yape.. sale error,not_applicable
113,la peor aplicación lo tiene Scotiabank se cuelga con frecuencia y sale error de la aplicación con frecuencia también uno quiere plinear a yape y no permite se cobran el dinero luego hay que llamar porque el sistema lo retuvo en su nube y no se puede agregar la huella dactilar ya que uno sigue todos los procedimientos y sale aviso que vuelve a registrar no funciona no es ligero para efectuar las transacciones demora sale que está cargando y luego sale aviso inténtalo más tarde,integrity
114,27 28 de julio y no puedo ingresar al app sale que hay un problema con el app,not_applicable
115,"el app está fallando, cada día está peor, ya no puedo agregar la opción de reconocimiento de huella al ingresar o hacer pagos vía online.",authenticity
116,no me deja ingresar me aparece un mensaje hubo un error en la aplicación.,not_applicable
117,No sirve esta porquería,not_applicable
118,Tiende a fallar generalmete por la madrugada.,not_applicable
119,Que pasa la apps esta muy mal,not_applicable
120,👎,not_applicable
121,que por queria 😡,not_applicable
122,"Intento pagar mi tarjeta de credito y me sale que no me pueden atender,desde ayer esta así. Aparte que a cada rato dale que debo iniciar sesión de nuevo. La app esta fallando",not_applicable
123,"Tiene constantemente problemas, que no puedo iniciar el ingreso",not_applicable
124,"Me gusta el banco, pero no su aplicación. A veces presenta errores al usar Plin: se duplica el envío o, en otros casos, no se realiza. He tenido que hacer transferencias entre mis cuentas de diferentes bancos para solucionar el problema (especialmente cuando intento pasar de Plin a Yape). Es una locura, pero al menos hay formas de resolverlo. Ahora imagina que no acepten tarjeta y tu único medio de pago sea la billetera digital… ese error realmente te pone en aprietos.",integrity
125,Pésima banca móvil. Tuve que volver a instalarla. Se cierra la app. Mala experiencia.,not_applicable
126,"Peor, horrible aplicación",not_applicable
127,hasta las patas.,not_applicable
128,aplicativo con fallas de madrugada,not_applicable
129,"pésimo siempre se demora en cargar y no acepta todos los QR, además no me deja plinear a todos los números, siempre sale error y en las noches prácticamente desde las 11 ya no puedo plinear ni pagar, pésimo servicio y app",not_applicable
130,una app horrible no hagas sistema durante dos horas y no puedo ver mis movimientos,not_applicable
131,horrible perdida de tiempo,not_applicable
132,"terrible la función del app con plin, ya que sale error o mucho tiempo de espera y después de varios intentos lo hace pero al poco rato sale los ""plineos"" fallidos y luego toca pedir rembloso al local o persona por el inconveniente, es muy molesto",integrity
133,"malaaaaa simplemente mala, he corrido con la mala suerte que cada vez que la necesito el Plim está caído, después de las 10 y 11 pm deja de funcionar como si las personas no tuvieran vida a esa hora, es fatal!",not_applicable
134,terrible,not_applicable
135,"Scotiabank, inviertan en mejorar esta app que es el uso principal de los clientes, en más de 2 ocasiones me retuvieron un Plin o yape por error de la app, se cierra sesión solo, da temor enviar dinero pq no sabes si fallara la app y se retendrá el monto. solucionen",integrity
136,"aplicativo de miercoles es super lento para hacer cualquier cosa, y cuando necesitas transferir o enviar un plin arroja error y se queda pensando.",not_applicable
137,últimamente horrible.,not_applicable
138,contenta por la seguridad que nos brinda,not_applicable
139,una porquería no responden y te cortan la llamada. no puedo entrar a mi app Scotiabank hace 2 semanas .,not_applicable
140,"Una aplicación que te falla cuando más lo necesitas, que desepcion.",not_applicable
141,"horrible!!! es muy estresante, no me permite activar la biometria, he ido al banco y supuestamente ya esta todo OK igual no puedo, se cierra la sesión abruptamente. Hace 1 año atrás no tenía ningún problema",authenticity
142,no funciona bien,not_applicable
143,"porquería de app móvil, aprendan de su competencia",not_applicable
144,"Constantes fallas, tanto para el uso directo como para Plin. Perjudican los tiempos y generan incomodidad oara usuarios",not_applicable
145,"Pesimo servicio, la página falla muchas veces y para plinear también hay varios problemas",not_applicable
146,"Esta aplicación es la peor que pueden tener la bancos , no me acepta ni registrarme , pésima, horrible, mal muy mal",not_applicable
147,La aplicación es muy buena pero no me deja vincular mi biometría (POCO X7 PRO),authenticity
148,"Este app es muy buena, sin embargo si resalto que para ingresar es muy difícil ya que abre y cierra ingreso con mi huella y es lo mismo eso dificulta la operación. falta actualizar",authenticity
149,"App con fallas, muchas veces no envia la clave digital para ingresar o lo peor para confirmar un pago (ni por msms ni por correo).",authenticity
150,"Tuve que volver a instalar el app, pero es terrible y desesperante, mandan la clave y mientras la copias lo más rápido que se pueda. ya se cancelo y nuevamente a realizar todo, como 10 a 12 veces para que funcione, no me llega mis movimientos de pagos o envíos, e pasado muy malos momentos, cuando e tenido que pagar por plin y el app No Funciona y recurrir a una persona o tener efectivo la Aplicación es un Desastre No Funciona y esto ya tiene Mucho tiempo",accountability
151,el plin se traba es muy malo. lo uso por necesidad mas que por gusto,not_applicable
152,demasiado lento e inservible,not_applicable
153,cada día está de mal en peor siempre dice que hay un error no abre al instante el aplicativo esto es caótico,not_applicable
154,pésimo aplicativo,not_applicable
155,Asco de actualización,not_applicable
156,"literalmente la aplicación presenta serios problemas, pongo mi clave y me dice que es incorrecto, también me dice que hay un problema con la aplicación. la situación es que los problemas se hacen recurrente y nos perjudica de Gran manera",authenticity
157,"se cierra cada rato, no funciona el plin",not_applicable
158,Presenta fallas siempre al momento que realizas algún movimiento,not_applicable
159,no me deja depositar,not_applicable
160,"EN LA MAÑANA EN EL BANCO ME DIJERO QUE YA PODÍA USAR AP ,VENGO Y ME SALE DATOS INCORRECTO 😡 DAN CÓLERA. No sirve siempre falla, cuando más lo necesites",not_applicable
161,"Sigue siendo muy mala , el único filtro de seguridad es el DNI , debe ser doble filtro como otros bancos ejemplo BCP y el INTERBANK el número de la tarjeta completo y el DNI, debido a q cuando te roban el teléfono descargan tu info en otro celular y con tu DNI entran rapidísimo . Ahora siendo 2025 sigue siendo la peor aplicación regalan todos los nombres en PLIN , MIENTRAS QUE OTROS BANCOS PROTEGEN TUS DATOS",confidentiality
162,una porquería de app deja de funcionar hasta antes de la media noche uno tiene una emergencia y se muere porque no se puede utilizar la app para comprar o hacer pagos mejoren,not_applicable
163,lento,not_applicable
164,"mala la aplicación muy lenta se para el plin de este banco se cae mucho en las tardes a un amigo y que 50 sole por habrir una cuenta se pasan .........................................................................................................................................,................. .........................................................................................................................................,................. .............................................",not_applicable
165,"Plin debería ser una app fuera e independiente. Eso de abrir la app del banco para usar Plin es muy engorroso, aprendan de su competencia Yape. 🙄",not_applicable
166,"pésima aplicación , cuando quiere hacer una operación, se corta una y otra vez , lamentablemente tengo que ponerle una estrella , por qué no le pondría ni una.",not_applicable
167,"Por que no me llega mi clave digital a mi número, si no he cambiado de número es el mismo. Alguna solución?, de nuevo me volvió a pasar",authenticity
168,Es muy frecuente sus errores para ingresar.,not_applicable
169,"en iPhone la aplicación está muy bien optimizada, sin embargo en Android es TERRIBLE, la aplicación se demora en ingresar y al querer usar el PLIN se tiene que esperar buen rato para que se pueda habilitar poner el monto.",not_applicable
170,"Siempre hay error tras error. La app No abre, y en muchas ocasiones me sale que No se transfirió mi dinero pero en realidad Si. Es la Peor App de Todos los bancos. Den gracias que No hay 0 Estrellas",integrity
171,"mala experiencia, me pide mi código de verificación a través de mi número Pero en cambio el código nunca llega, perdida de tiempo",authenticity
172,No puedo abrir la app y además me sale que no es posible abrirla en mi dispositivo,not_applicable
173,"Al iniciar te tiene que llegar un codigo por mensaje y hay momentos que nunca llega ese mensaje , tienes que reiniciar el celular o hasta desinstalar y nuevamente instalar para q funcione la app. También mensajes donde dice que está contraseña no es válida.",authenticity
174,no me permite entrar a la app y es estresante,not_applicable
175,"Es la peor banca móvil que he tenido, es más mi calificación es -1000⭐",not_applicable
176,Siempre tiene problemas para el PLIN y a veces no sirve la identificación biométrica,authenticity
177,No me llega mi código de verificación a mi número por sms,authenticity
178,"horrible aplicación, desde el celular la cuenta SBP no se puede transferir entre cuentas horrible",not_applicable
179,"La app falla mucho para plinear o yapear, no se concreta la operación y a veces sí se concreta pero igual sale mensaje de error y no se envía la constancia al correo",accountability
180,me descriminan porque puse c- e y no dni,not_applicable
181,"inestabilidad por completo ,no puedes ni realizar plin ni transferencias .. Me cambiare de banco",not_applicable
182,No puedo ingresar me sale error de aplicación por favor arreglen ese problema 👍,not_applicable
183,"super insegura está aplicación roban y la seguridad bancaria ni sirve, mala elección este banco no responde por sus ineficiencia en cuanto seguridad no la recomiendo para nada así q cero estrellas y full decepción",resistance
184,"esta aplicación es un porquería con el plin, te puede dejar colgado en el mejor momento, no sirve 0 estrellas",not_applicable
185,es una completa porquería está aplicación,not_applicable
186,"No se puede confiar es esa app específicamente en el plin, siempre falla cuando más lo necesito y hoy más que nunca me fallo cuando estaba realizando una compra😡",not_applicable
187,"una app mediocre. para acceder presenta problemas, llevo días intentando abrir y su clave dinámica llega después del tiempo limitado que te dan para colocarlo. siempre presenta errores. no la recomendaría para nada!!",authenticity
188,"Mal la verdad siempre presenta problemas y sale un mensajé diciendo Algo pasó y se tiene que seguir intentando y así está la mayoría del tiempo, que pésimo servicio",not_applicable
189,una de las peores aplicaciones de banco.,not_applicable
190,La inestabilidad de esta aplicación es insoportable. El plin te suele dejar tirado en cualquier momento y las transacciones son muy inseguras. No es de ingreso rápido o fluido por que te dice que tu sesión ha finalizado cuando recién acabas de ingresar. Lo peor es que no se ven intentos de mejora.,resistance
191,"Tengo problemas para ingresar al plin falla constante, y hoy está peor",not_applicable
192,"ahora no se puede hacer plin a yape, de mal en peor",not_applicable
193,no me deja agregar una nueva tarjeta 😔,not_applicable
194,¡Está consumiendo demasiada batería!,not_applicable
195,"muy mala experiencia, se cuelga mucho y el plin nunca funciona",not_applicable
196,mALASO,not_applicable
197,siempre está en mantenimiento,not_applicable
198,"App lenta, no funciona a medianoche, duplica el plin, un desastre",integrity
199,es un engaño no puedes gestionar nada desde aquí muy mal,not_applicable
200,cuando envio dinero me dice que no tengo saldo pero en mi tarjeta si hay dinero suficiente scotiabank,integrity
201,"Es deficiente. Recargas mínimas de 10 soles, muchos servicios no se pueden pagar ya que no están afiliados y la cereza del pastel es que la app es demasiada lenta y con publicidad. Simplemente horrible.",not_applicable
202,cuando hago pago Plin me manda un mensaje q no se envió el dinero. pero al ver la cuenta si hizo la transferencia. una ves hice doble transferencia.. eso está mal,integrity
203,instalo la APP y no hay opción para abrir,not_applicable
204,la app presenta problemas constantemente porque cuando quieres ingresar te dice en estos momentos estamos presentando inconvenientes o problemas y se cierra. Que frustante,not_applicable
205,Esta aplicación es terrible.. algunas veces funciona otras no.. llevo varios días queriendo ingresar y no abre.,not_applicable
206,"muchas fallas consecutivas en el.plin te sale error y se envia el dinero, o apartir de las 12 am no se puede plinear.",integrity
207,No se puede enviar dinero es una perdida de tiempo,not_applicable
208,Nunca funciona bien el Plim,not_applicable
209,no pasa nada,not_applicable
210,"como un banco tan grande no puede solucionar problemas con transferencias a plin, yape. de que sirve tener la plata ahi si no puedes transferirte ni 10 a tu cuenta en otro banco de manera inmediata en la noche. definitivamente su foco de atencion esta muy lejos de donde deberia realmente estar",not_applicable
211,lo peor que puede existir,not_applicable
212,Pésima política de atención.,not_applicable
213,no puedo abrir mi cuenta,not_applicable
214,una porquería de servicio,not_applicable
215,pésimo,not_applicable
216,Hay momentos que se cierra el aplicativo de la nada y no deja entrar a revisar los movimientos. En lo personal hice un movimiento antes que se cierre pero al último paso se cerró y no dejó revisar para nada ni volver a entrar al aplicativo hasta el día siguiente y no llegó el monto a la persona que se debía plinear pero el día siguiente que recién deja entrar se realizó el movimiento conforme y por ende pagué doble al final y no me dan solución accesible.,integrity
217,"no funciona la aplicación, estoy que intento durante todo el día, y me ha hecho quedar mal ante los servicios que utilizado",not_applicable
218,mal mal siempre falla,not_applicable
219,"Es de lo peor, se demora mucho tiempo en hacer llegar la transferencia, que se realiza a otros bancos de la misma titular, solo estoy en esta porque la empresa realiza el pago por esta banca🙄.",not_applicable
220,"La peor app que conozco, pésima aplicación, se para colgando, no ingresa. realmente causa molestia.",not_applicable
221,me bloqueo la cuenta solo por varios intentos de contraseñas no sirve la app,not_applicable
222,es un estrés cambie de tarjeta y mi aplicación no sirve,not_applicable
223,me da error en la app al instalarla,not_applicable
224,quise abrir cuenta simple desde chile y no pude en varias oportunidades que lástima parece k del exterior no funciona. Tendría k viajar a Perú y es k necesito cuenta en Perú aunk ya no viva allá 😑,not_applicable
225,demora mucho en poder plinear y la captura de.pantalla de los plineos (monto pago) son muy pequeñas,accountability
226,malísima la app no deja afiliarte a Plim ya estoy haci dos meses y no actualizan si app ya llevo trabajando con este banco casi un año y jamás había tenido este problema deberían solucionarlo le doy una estrella,not_applicable
227,tengo problemas para abrir el app,not_applicable
228,"Nose que pasó con esta app que no funciona nada bien, está pésimo.",not_applicable
229,"Si pudiera darle 0 estrellas lo haría, ni siquiera se puede iniciar sesión aparece un apartado diciendo que hubo un error y por favor inténtelo más tarde, ya van más de 3 veces y sigue con lo mismo, pésimo servicio, borren la app",not_applicable
230,No se puede plinear precenta problemas la aplicación,not_applicable
231,"Su ineficiencia en cuestión de velocidad hizo que tomara la decisión de que sacara mi dinero y lo pusiera en otro banco y dejara de usarla, me da mucha pena porque llevo años teniendo su tarjeta de débito",not_applicable
232,Jamás logro activar poder iniciar sesión con la huella,authenticity
233,no sé puede poner configurar la huella,authenticity
234,"No es amigable con el usuario. No guarda como el Yape un registro de operaciones recientes para, si se debe pagar al mismo casero, no tener que repetir el proceso de pago, buscando el número... No advierte cuando se hace doble pago, sino una débil advertencia, definitivamente debe ser mejorado este proceso de pago.",accountability
235,Quiero ver la clave y me expulsa de la app. pésimo,not_applicable
236,Holaaaaaa Scotiabank ahora cuando transfiero demora mucho en llegar el pago al otro banco como 5 horas o más ya eso no es transferencia inmediata cuando pide un código y se me cierra la app parece una burla sos urgente urgente arreglar la app tenía mi plin en Scotiabank Pero como puedo plinear me tenido que buscar otro banco para plinear o yapear felizmente ahora se puede plinear por yape y desde plin a yape arreglen para poder transferir,not_applicable
237,no puedo ingresar sale error de aplicación intente más tarde ya voy intentando como 2 días y nada,not_applicable
238,Pesima,not_applicable
239,mala aplicación.,not_applicable
240,"Me llegan notificaciones de promociones y no meja desactivarlas desde la app, me sale ""Hubo un inconveniente. Por favor, vuelta a intentar"".",not_applicable
241,que paso ya no sale para entrar con huella y en configuración de huella se reinicia la app,authenticity
242,"se cuelga constantemente, pide dos veces identificación en cada paso para ingresar. No lo recomiendo",not_applicable
243,no puedo pagar con plin ni yape . horrible la app no me facilita para nada la vida . me complica,not_applicable
244,"Recomiendo que no la usen, tienen un servicio de Plin malisimo! Realmente es pesimo! cuando quieres enviar dinero, te sale un error que aveces llega aveces no, de las pocas veces que uno lo quiere usar, falla. Me ha dejado muchas veces sin poder pagar. Les recomiendo usar YAPE, tiene un mucho mejor soporte, se cae pocas veces en cambio el plin de Scotianbank es terriblemente malo.",integrity
245,"la app es malísima, tiene demasiadas fallas, el Plin deja de funcionar por horas, por favor arreglenla.",not_applicable
246,"Esta app es una porquería. Super deficiente, siempre falla y sobretodo en la noche. Además la interfaz es lenta y fea.",not_applicable
247,la peor experiencia bancaria que he tenido ha sido con este banco. le pongo una estrella porque no se le puede poner menos. la peor decisión que tomé fue abrir una cuenta en el Scotiabank. la App no sirve nunca para nada. siempre da error. nunca puedo contar con mi dinero cuando lo necesito. siempre está en mantenimiento. son lo peor de lo peor. estoy muy descontenta.,not_applicable
248,que porquería de aplicación está peor que dina no sirve para nada,not_applicable
249,si aplicativo es una porquería,not_applicable
