id,comentario,clasificacion_ISO_25010,banco
351,Hay días en los que el aplicativo no permite hacer transferencias y prácticamente deja el dinero atascado sin poder usarlo. es horrible.,integrity,INTERBANK
354,"Lunes 7 de julio no puedo realizar transferencias soles ni dólares, ni por app ni por la web y teniendo sms de confirmación, horrible app, tendré que retirar mi dinero en sus oficinas y luego cerrar mi cuenta, horrible.",authenticity,INTERBANK
355,"Cuando se requieren claves dinámicas para operaciones o transferencias, estas llegan cuando ya no son validas, entonces prácticamente no se puede usar el aplicativo para pagar.",authenticity,INTERBANK
356,La aplicación falla constantemente con respecto a la llegada de la clave dinámica no llega o a veces llega despues del tiempo y no deja hacer las transferencias.,authenticity,INTERBANK
359,"No me permite poner el motivo del plin :( Luego no sé en qué gasté, en cambio en yape sí me permite poner motivo :/",accountability,INTERBANK
362,"la app es pésima, a cada rato dice que están trabajando en arreglarlo y varias veces me puso en apuros de pagar al instante porque tarda mucho o dice que no se pudo hacer cuando si se realizó la operación, pésimo la verdad",integrity,INTERBANK
363,"Malísimo, se queda congelada la pantalla al inicio de sesión, tengo que reiniciar el teléfono para que vuelva a la normalidad. También se congela cuando hago operaciones y pasa el pago doble apesar de enviar solo 1 código de verificación. Se acaba de actualizar hace unos días y el problema persiste.",integrity,INTERBANK
366,de verdad que experiencia tan reprochable y no le recomendaría a ningúna persona usar la aplicación por qué es un asco total como una entidad financiera tan grande como Interbank no se preocupa en su banca digital lento se lagea plineas y sale que tardara 2 minutos para que llegue la transferencia tu no sabes cómo hacer ver ala.persona que le transferiste por qué no hay constancia de nd,non_repudiation,INTERBANK
367,"Todo iba bien con la aplicación, pero hace un mes y medio el plin de la aplicación esta funcionando muy mal, demora demasiado en cargar y al final no llega la transferencia, pero hoy ya fue el colmo, tuve que hacer el pago por efectivo, ya que no cargaba, sin embargo despues de 10 minutos al ingresar a la aplicación veo que si se hizo la transferencia y todavía tres veces, osea me descontaron bastante dinero, y cuando llamo a atención al cliente, demoran más de diez minutos en contestar.",integrity,INTERBANK
371,"últimamente está fallando mucho!!!!! no me ha permitido hacer plineos ni pagos ni transferencias y hoy, ni siquiera puedo ingresar!!!!!! Tienen que solucionarlo pq sino, es imposible llevar un adecuado control de los gastos ni mucho menos.",authenticity,INTERBANK
372,"Sale error el plin y aun así transfiere el dinero, he transferido 2 veces por error, felizmente me di cuenta.",integrity,INTERBANK
378,"Lo malo de la aplicación es que se cuelga y varias veces no me llega la clave dinámica, por lo que he tenido que instalar varias veces la aplicación. Lo bueno es que no cobra mantenimiento, eso es rescatable, mejor Yape o BCP, hasta hoy no tengo peoblemas con la aplicación y tampoco cobra mantenimiento.",authenticity,INTERBANK
379,"No se puede hacer recargas del Metropolitano, el codigo para la operación no aparece o demora demasiado. No se puede hacer PLIN",authenticity,INTERBANK
381,"la app no me deja hacer transferencia, ni plineo, no llega la clave dinámica.",authenticity,INTERBANK
382,"la verdad estoy teniendo muchos problemas, una lentitud tremenda para entrar a las opciones y ni que decir de la clave dinámica",authenticity,INTERBANK
383,No sirve para validar la identidad.,authenticity,INTERBANK
387,"Necesitan hacerme un plineo urgente de un monto grande pero como no he estado usando mucho mi app, le dije a una persona que me hiciera un plineo de 2 soles para probar si me llegaba y no figuró en mi saldo. Me comunique con soporte y me logró ayudar pero me dijo q vaya a configuración de plin y resulta que había una opción para recibir plin a Interbank u otros bancos y este estaba en otro bancos,cosa q yo no puse. Pudieron enviarme el monto grande y quedarse en el aire como esos 2 soles",integrity,INTERBANK
389,terrible por las que quiero hacer transferencia no me viene la clave dinámica ni quiere funcionar la aplicación,authenticity,INTERBANK
392,"La app funcionaba muy bien, fui al banco porque no se actualiza el token digital y me enviaron un mensaje que estaba solucionado, pero es mentira sigue igual de mal.",authenticity,INTERBANK
393,la clave dinámica tarda muchísimo en llegar,authenticity,INTERBANK
394,La clave dinámica nunca llega he llamado.. he presentado el reclamo e Interbank no lo soluciona es una porquería está app NO LA RECOMIENDO EN LO ABSOLUTO! Mejor descarguen yape...,authenticity,INTERBANK
396,"La app es malísima, más de media hora y clave dinámica no llega. luego cuando llega sale que ya expiró el tiempo de la clave o el tiempo de la sesión",authenticity,INTERBANK
397,"es una porquería de aplicación, siempre demora la clave dinámica y justo cuando uno más lo necesita",authenticity,INTERBANK
398,"está horrible, pero que antes. Demora en venir el codigo de verificación a la hora de plinear a alguien y a su vez viene infinidades de mensajes retrasados y repetitivos. NO SIRVE LA APLICACION PLIN",authenticity,INTERBANK
402,"tu app es una porquería no reconoce la ""contraseña"" y cuando le doy cambiar la contraseña y recibo el código de verificación me sale ""estamos teniendo problemas"" y me bloquean los códigos 1 día",authenticity,INTERBANK
404,"desde la nueva actualización ya no eh podido hacer ninguna transacción ni hacer uso de mi plin , la clave dinámica jamás llega y no puedo hacer nada en la app , no puedo usar ni transferir por qué la clave dinámica jamás carga ni llega , pésima aplicación",authenticity,INTERBANK
405,la app tiene inconvenientes para que llegue su código de confirmación y no dan solución por ningún canal,authenticity,INTERBANK
411,"Terrible la última actualización, provocó que bloquean mi acceso",authenticity,INTERBANK
414,NUNCA LLEGA EL CODIGO DE CONFIRMACIÓN PARA HACER PAGOS TX Y DEMAS. ES MOLESTOSO ESTAR A CADA RATO DESISTALANDO E INSTALANDO LA APP,authenticity,INTERBANK
416,"no carga la clave dinámicaaa, demora demasiadooo",authenticity,INTERBANK
419,"pésima app ,actualización tras actualización y la app empeora. Ahora te piden la clave dinámica a cada momento y lo peor de todo es que no llega nunca. PÉSIMO, una porquería",authenticity,INTERBANK
420,"se para cerrando , no deja ingresar los números para plinear , únicamente funciona después de varios intentos volviendo incómodo el metodo de pago , para iniciar seción demora una eternidad , no se compara con yape xd",authenticity,INTERBANK
426,"después de su última actualización es horrible, no ingresa, demora mas de 1min, la clave dinámica una eternidad para que llegue para eso ya paso el tiempo estimado para vencer una clave dinámica, fatal fatal, debería a ver opción en ponerle -5 estrellas para que sepan en que están fallando los desarrolladores de la app",authenticity,INTERBANK
427,"No puedo transferir dinero, al inicio pensé que era porque faltaba actualizar la app, pero después de actualizarla sigue igual, ya son 3 días que intento realizar la transacción y la bendita clave dinámica me llega cuando ya caducó, eso si es que llega",authenticity,INTERBANK
430,una porquería poóoooooorque no eliminan la clave dinámica si nunca va a llegar 0 estrellas,authenticity,INTERBANK
433,No llega la clave dinámica. una demora. No sirve,authenticity,INTERBANK
435,se para cerrando cuando quiero pagar. y se tiene que ir al banco para activar el plin. tomando en cuenta que el BCP solo te pide los datos de tu tarjeta para activar el yape. sin mencionar que Gatito FBI los hackeo.,resistance,INTERBANK
436,Es una porquería la App antes funcionaba bien ahora demora mucho en cargar demora en cargar la clave dinámica y nunca llega ya he perdido dinero por culpa de la app hasta ise mi reclamo en banco y según ellos dijeron que todo estába bien cuando todo fue error de la porquería de la app Ya pues señores de Interbank con tanto dinero que se manejan no pueden hacer una buena App si siguen así poco a poco su porquería de app y sus empresas van a ir decayendo,integrity,INTERBANK
437,"Horrible lo que hicieron con la app, el código de verificación no te llega nunca, no puedes plinear ni transferir",authenticity,INTERBANK
438,un dolor de cabeza está app deseo hacer una transferencia y no llega el token o código de verificación,authenticity,INTERBANK
440,"cada vez más deficiente su app,falla todo el tiempo ,no se puede plinear,por mantenimiento,o porque el código de verificación nunca llega,malisimo",authenticity,INTERBANK
441,"Tiene fallas, los reembolsos no son claros cuando ocurren, y no indican las tasas de cambio de dólares a soles que utilizan en las compras en dólares NO USAN EL CAMBIO INTERBANCARIO usan uno muy desventajoso que nunca muestran. A las 00:00 H todos los días se cuelga siempre el sistema u ocurren errores en las transacciones y pagos.",accountability,INTERBANK
443,está app es una mrd no vale para nada . nunca llega ese código de mrd y no puedo hacer ningún pago por plin,authenticity,INTERBANK
444,El código de confirmación nunca llega.,authenticity,INTERBANK
445,la clave dinamica demora demasiado en llegar tampoco me deja hacer transferencias entre mis cuentas.,authenticity,INTERBANK
446,"Estas dos últimas semanas funciona muy lento, no carga. Uno no puedo realizar operaciones. Desde que ocurrió lo de la filtración de datos, el servicio es deficiente. El tiempo es dinero.",confidentiality,INTERBANK
447,los mensajes de confirmación nunca llegan,authenticity,INTERBANK
449,"demora en llegar la clave dinámica para confirmar un plin o una transferencia, el servicio me parece pésimo.",authenticity,INTERBANK
451,"La verdad esperaba más del banco Interbank, su aplicación demora en mandar la clave dinámica lo cual no permite realizar pagos y transferencias, una pena realmente quería hacer muchas cosas (tarjeta de crédito, préstamos, etc) pero no brinda la seguridad o confianza que esperaba",authenticity,INTERBANK
452,"terrible!!! nunca llega clave dinamica, voy a tener que cerrar mis cuentas e irme a otro banco, ys no sirve!!!",authenticity,INTERBANK
453,"una de las peores aplicaciones de banco, su clave dinámica no llega , lo único que genera es retraso e incomodidad",authenticity,INTERBANK
455,actualizen la aplicación la clave dinámica de demora bastante en llegarrr,authenticity,INTERBANK
457,"La última actualización es una desgracia!! La clave dinámica demora demasiado en llegar, no puedo plinear ni transferir!!! Antes funcionaba muy bien, era mejor q otras apps pero ahora está lenta, no carga los datos y peor no puedo hacer pagos. Soluciónenlo por favor!!!",authenticity,INTERBANK
458,"Es una porquería la app no puede hacer transferencias nunca lleva la clave dinámica, no puede planear, esta por gusto mejor cambiarse de banco una decepción su aplicativo",authenticity,INTERBANK
459,"La clave dinámica nunca llega y si llega después de una hora cuando no es necesaria, después del hackeo ha ido a peor",resistance,INTERBANK
460,"Pésimo servicio de interbank. Demora en llegar la clave dinámica, una larga eternidad para que llegue al celular.",authenticity,INTERBANK
462,LA CLAVE DINÁMICA NUNCA LLEGA ARREGLEN SU APP!!!!!!!!! sería excelente si la app funcionará sin la necesidad de datos o onsumir mis gigas y las actualizaciones llegan SIN previo aviso causando malestar y actualizar la app mientras se quiere pagar HAGAN BIEN SU TRABAJO!!!!!!,authenticity,INTERBANK
465,Actualicen la aplicación!!!!!! la clave dinámica no llegaaaaa,authenticity,INTERBANK
466,"un asco su clave dinámica, te deja esperando por horas",authenticity,INTERBANK
467,"la app es demasiado lental, no llegan el codigo para plinear y hacer trabsferencia tengo que retirar dinero en cada agente o cajero que pueda encontrar no ayuda en nada, rn estos momentos tengo una emergencia de plineo y no me llega el codigo",authenticity,INTERBANK
468,el bendito código de verificación que problema es!,authenticity,INTERBANK
469,"PÉSIMO. Nunca llega la clave dinámica, estoy cansado, solo queda migrar de este banco.",authenticity,INTERBANK
470,"Demora en llegar la clave dinámica, eso es muy incomodo para hacer las operaciones.",authenticity,INTERBANK
471,a cada rato me pide la clave dinámica y no me deja plinear,authenticity,INTERBANK
472,nose por qué nunca me llega la clave dinámica y es bien lento tendré que llamar o retirar mi dinero definitivo,authenticity,INTERBANK
473,"yo no lo recomiendo, ya que nunca llega la clave dinámica para cuando deseo hacer un yapeo",authenticity,INTERBANK
474,"no funciona, cada vez que quieres transferir tarda demasiado la clave dinámica y ya no lo acepta luego.",authenticity,INTERBANK
476,nunca llega la clave dinamica,authenticity,INTERBANK
479,"cuando uno necesita hacer una operación, la clave dinámica se demora una eternidad, y cuando llega, te dice que el tiempo límite paso, 😠😠😠",authenticity,INTERBANK
480,"El App ya no es de ayuda. En banca por internet te obligan a usar la app para las transferencias inmediatas, pero al hacerlo el msg con el código de confirmación nunca llega y genera una pérdida de tiempo (mañana, tarde o noche) ... Ya lo reporte a mi sectorista y aun no lo solucionan. PÉSIMO",authenticity,INTERBANK
485,"la clave dinámica no me llega, en casos de emergencia me deja mal varado, siempre problemas con este banco, es hora de cambiar a otra entidad.",authenticity,INTERBANK
488,"He tratado de transferir desde un movimiento guardado predeterminado, ingresar 5 minutos después de 4 intentos, luego ingresar a movimientos otros 6 minutos más, para q al final cuando quise realizar la operación me saque dela aplicación x exceso de tiempo de espera, esta horrorosa esta app, antes era más amigable, espero lo solucionen pronto, xq sino hasta luego.",authenticity,INTERBANK
489,"No es posible que tome 10 minutos entrar a el aplicativo y no puedo sacar mi dinero porque demora tanto en cargar y sale ""Tiempo de sesión expirado"" no vuelvo a usar más interbank",authenticity,INTERBANK
493,un dolor de cabeza está app la clave dinámica nunca llega,authenticity,INTERBANK
500,"Esta App me está convenciendo de pasar todo mi dinero a otro banco, cuando quiero hacer una operación no me llega la clave digital y es muy fastidioso no poder operaciones cuando lo necesito.",authenticity,INTERBANK
