id,comentario,Clasificacion_ISO_25010
46,"tengo tiempo que no me llega la notificación cuando me yapeando, esa voz que dice yape... no sé por qué ya tengo tiempo, antes si me avisaba por favor traten de ayudarme a solucionar",not_applicable
47,tenía mi cuenta creada con mi DNI y de ai no puede recuperar es un farsa me dió perder mi dinero que le tenía confiado,accountability
48,mio no puedo reconocer posterior de mi DNI electrónico,authenticity
49,mi celular es poco x4 Gt y el aplicativo cada rato cuando inicio se cierra y sale+ yape no responde+ arreglen eso por favor ya intenté comunicarme por que página wsp yape y no dan solución y dejan en espera,not_applicable
50,no puedo descargar yape no se a que se debe lo estoy intententando muchas veces ya y nada lo desinstale y lo volví a instalar y ya no quiere dice que ocurrió un problema no se que hacer más ya,not_applicable
51,No me deja instalar en la honor 200 me sale error,not_applicable
52,"ya ingrese, pero me dise que no estoy afiliado y no me pueden yapear",accountability
53,no puedo compartir el comprobante del yapeo,not_applicable
54,no descarga,not_aplicable
55,desinstale la aplicación yape y ahora no puedo instalarlo nose porque razón ya borre más de 1000 fotos y videos y aún así no puedo instalarlo 😭 Alguien que me de ayude porfavor,not_applicable
56,No deja cambiar de número pese a dus pasos como te pide.,not_applicable
57,"no quiero que me manden notificación de diamantes del free fire hasta el día de hoy me robaron pedazos de ladrones ,muy mala aplicación solo engañar a la gente",integrity
58,no instala urgente atender,not_applicable
59,buena app,not_applicable
60,tengo problemas para descargar la aplicación,not_applicable
61,tengo el s24 ultra y ni puedo instalar yape ? que paso,not_applicable
62,"quisiera que me ayuden cuando salio para actualizar, cargaba todo al 100% pero no actualizaba, me salia vuelve a intentarlo más tarde y mediante ustedes un asesor le dije el problema hizo tal cual las indicaciones ne dijo y sigue igual más ahora que no me deja instalar ahora YAPE:(",not_applicable
63,mala experiencia stoy ke instaló mi yape pero no abre mi yape.eso es mi problema kisi3a saber porque noo puedo ingresar a mi yape pero no puedo abrir mi yape hecho mucho pero no puedo no sé porque anteriormente tenía mi yape pero lo decintale y en otro dispositivo lo bolbi ah instalar pero lamentablemente no puedo acceder a mi yape k es de vital importancia para mi espero poder saber como puedo Acer para acceder ami yape ..espero atentamente algo de ayuda para acceder ami yape k no logro entra,not_applicable
64,por que no puedo actualizar la aplicación del yape,not_applicable
65,no sé puede actualizar el app,not_applicable
66,me descontó dinero (45soles),integrity
67,No me drja descarga la aplicscion. ....,not_applicable
68,mejoren su optimización al actualizar me da error,not_applicable
69,cree mi cuenta con mi visa no sirvió que mal 👎,not_applicable
70,no puedo instalar yape ayuda,not_applicable
71,no puedo descargar,not_applicable
72,no sé puede actualizar el yape,not_applicable
73,Yape es una aplicación de porquería no vale la pena descargarla debería de eliminarla más bien de Play Store,not_applicable
74,Tengo un motorola G power no puedo acceder a mi cuenta por que mi dispositivo no es compatible dice.......,not_applicable
75,no puedo ingresar a la aplicación,not_applicable
76,No se puede ingresar a partir de las 5 de la tarde a pesar que ya lo e actualizado,not_applicable
77,no hay sonidos de yape,not_applicable
78,Una app muy fácil de usar.,not_applicable
79,No responde,not_applicable
80,constantemente se cobran el dinero de las recargas y no me llega nada cuando necesito con urgencia,integrity
81,"estoy muy molesto porque pixverse y otro más aps me vienen sacando o robando mi dinero sin mi autorización,solo TikTok me lo pide la autorización y está bien pero los demás no se ustedes permiten eso,ya van cuatro meses,eso no deben de permitir ustedes.",integrity
82,no me da préstamo y siempre estoy al día con mis pagos,not_applicable
83,"no me llega las notificaciones de yate, cuando me yapean como hago.",not_applicable
84,"necesito actualizar la app, sin borrar lo único que puedo y quiero tener en el cel...existe alguna otra opción?",not_applicable
85,primera vez voy a instalar que sea buena aplicación,not_applicable
86,"Que estúpido que no deje crear mi cuenta solo porque no tengo 18 años, nunca más usaré esta basura...",not_applicable
87,"Lo mío no es opinión, es consulta, según la sucursal de Chiclayo, ustedes no tienen manejos en Euros y estoy a punto de recibir una donación para un ORFANATO por €552,000.00 euros, próximamente abriré con ustedes la cuenta de mi ONG'D CENTRO DE ESTUDIOS SOCIALES DESARROLLO AGRARIO Y APOYO AL ADULTO MAYOR. CESDAAM.",not_applicable
88,tiene problema la app para crear una cuenta no llega el codigo de verificación 😥,authenticity
89,Ya fue,not_applicable
90,Me acaban de yapear 15.40 soles y llega la notificación pero mi saldo no sube nada xq xq bcp explicame esto,integrity
91,después de las 12 no te deja yapear ni nada,not_applicable
92,cuando intento ingresar con mis datos (no wifi) me sale que algo salió mal,not_applicable
93,hey tenido un problema con la actualisacion de yape tengo un monto y no sale el saldo me sale 00.00 no tengo manera de como utilizar mi saldo restante .,integrity
94,no sé puede usar para menores de edad y eso no me gusta,not_applicable
95,ok,not_applicable
96,tengo problema con mi yape,not_applicable
97,No puedo crear mi cuenta algo raro 😑,not_applicable
98,Regular,not_applicable
99,"se satura en días de pago fines de semana, quincena y mensual",not_applicable
100,un poco vien,not_applicable
101,todo bien pero no sé q paso de la nada ahora sale q tengo 00/$ saldo solucionen el problema,integrity
102,no se puede instalar la app,not_applicable
103,"aplicación de mrd, necesariamente tengo que ser mayor?",not_applicable
104,"Estaba yapeandole a alguien, y de pronto me apareció un ""ocurrió un inconveniente, no te podemos mostrar tu salario"" detesto eso, me da la sensación de que mi dinero acabará desaparecido. La última se me perdió una mínima de dinero, pero eso no debía ocurrir.",integrity
105,ARREGLEN EL PROBLEMA DE YAPE POR LAS MADRUGADAS!!!!!!,not_applicable
106,no me agarra la aplicación 😔,not_applicable
107,"deberían de crear cantidades de pago como de 5, 10, 20, 50 en su pantalla principal. y de hacer un segundo filtro antes q se realice el pago. cómo en el aplicativo del BCP para verificar los datos antes de yapear.",non_repudiation
108,no deja poner el número completo,not_applicable
109,ta mal optimizadoo,not_applicable
110,creo que no es buena aplicación...ya que ni me permite crear una cuenta,not_applicable
111,Se cierra cuando entró a ayuda y darle a el comercio no reconoce mi pago.,not_applicable
112,Se desactiva el sonido de yape en mis 2 celulares,not_applicable
113,no se puede vincular ala cuenta de caja Huancayo,not_applicable
114,durante la noche la app para fallando y no permite realizar los pagos. causa malestar,not_applicable
115,Buenos días anoche me plinearon S/50.00 soles y al abrir hoy mi app de Yape solo hay S/1.73 😱 a que se debio,integrity
116,muy buena,not_applicable
117,no sólo desaparece saldos te dicen q en 72 horas el dinero de compras rechazadas estará en tú cuenta no lo hacen así es malísimo.,integrity
118,no puedo abrir mi cuenta con yape no sale el codigo,authenticity
119,ya pe no es para anuncios todo es negocio y admira como por un sistema monopolizan a la gente ya pe ahora es un servicio y es propagandas que lástima que se valgan de un servicio para engatusar a la gente,not_applicable
120,Bien,not_applicable
121,muy lento,not_applicable
122,la app es muy buena y facilita los pagos a terceros ..pero pienso que la privacidad es importante y esta app envia datos completos de la persona del negocio a el comprador..y esto abre una puerta a tus datos nombre completos para malas personas ..deberia haber una opcion para esconder datos y en su lugar configurar el dueño del yape con una palabra clave .asi la privacidad se mantiene..,confidentiality
123,no permite pagar importes altos,not_applicable
124,siempre falla,not_applicable
125,no suena notificación de yapeo,not_applicable
126,que es muy bueno con el,not_applicable
127,Aun no puedo usar la aplicación pero es muy buena e importante,not_applicable
128,"Primero esta muy buena, pero ahora quiero crear yape y no puedo, me sale número de celular ya se encuentra aprobado en otra cuenta, me ayudan",accountability
129,Desde ayer no puedo entrar esta que repite lo mismo Algo salio mal así nomas esta que sale,not_applicable
130,importante,not_applicable
131,"No me agrada que le hayan cambiado el tono de notificación clásica que tiene, ahora suena como un timbre simple",not_applicable
132,dejen de actualizar no tengo memoria y no qero perder plata,not_applicable
133,agregando paypal a yape también para transferir dinero se paypal a yape o de yape a paypal.,not_applicable
134,no permite compartir por WhatsApp los pagos,not_applicable
135,A alguien le ha pasado que cuando se instalan yape suena su notificación con una vocesita que dice yape y después ya no suena?. Ahora solo suena el sonido genérico de notificacion. Mi consulta es como regresar el sonido original del yape,not_applicable
136,"no me deja usar yape a pesar que reseteé mi celular 5 veces, que basuras",not_applicable
137,todo está bien yo que uso continuo ningun prestamo otros que tienen el historial en rojo califican prefiero prex porque hasta prestamos dan y también se puede yapear y planear y siempre hay promociones y descuentos al comprar.,not_applicable
138,"la aplicacion esta bien pero lo que no me gusta es que cuando quiero iniciar sesión en otro dispositivo no valida mi rostro aunque se vea nitida o sea igual al de la ultima ves, deberian arreglar ese problema.👎",authenticity
139,no pued abrir l aplicación en mi zte v70,not_applicable
140,Podrían agregar opciones de accesibilidad a la aplicación para cambiar el tamaño de letras y la interfaz. etc Gracias,not_applicable
141,me sale error mi yape,not_applicable
142,"Por qué motivo Yape no acepta mi identidad? no logro obtener una cuenta 😶Y demora en aceptar mi identidad facial, a qué se debe el problema? necesito la App porque me dijeron que es muy útil.",authenticity
143,no puedo acceder ala aplicación,not_applicable
144,no suena el yape,not_applicable
145,Porque ya no se puede recargar diamantes para el frefire?,not_applicable
146,tengo un reclamo hace unos minutos me descontaron de mi yape 10 soles quiero que me ayuden,integrity
147,No me gusta que se retrase en la notificaciones con los pagos,not_applicable
148,"estoy sin yape 8 días ,cambie de operador y ahora no me llegan los msj de confirmación de yape ni del app BCP conatacte por Whatsapp a yape y dicen que tienen problemas para enviar los sms",authenticity
149,"no puedo abrir mi yape no me deja poner la contraseña ni por último mi huella, se lajea",authenticity
150,"la app tiene bastantes fallas, ya 2 recargas que no me llegan el saldo, arreglen su app por favor :)",integrity
151,"na sería un 5 estrellas pero no se puede eliminar el historial, a menos de que lo elemines yo quiero que se borre como Google se pueda borrar algo del historial",confidentiality
152,porque mi yape no tiene la notificación yape,not_applicable
153,se queda cargando,not_applicable
154,buena bcp,not_applicable
155,quiero ingresar a promo en yape y lo puedo se pone todo blanco,not_applicable
156,no puedo ingresar,not_applicable
157,está lento,not_applicable
158,"es muy lento para entrar, donde ses que me encuentre, que operador de telefonía me recomiendan uds. gracias",not_applicable
159,yape no me funciona nose que hacer no me deja ingresar nose que tiene la aplicación necesito que me ayuden,not_applicable
160,"la verdad me parece genial , pero acabo de tener un problema Desapareció dinero solo sin yo hacer Algún tipo de transferencia y le doy un 1",integrity
161,No emtiendo porque crean un app que siempre falla en todas las madrugadas y en hora punta todavía más 12 am y de 2 a 3 am.,not_applicable
162,"no puedo habrir mi app, estoy muy incomodo",not_applicable
163,ULTIMAMENTE FALLA MUCHO EL SISTEMA DE LA APLICACIÓN,not_applicable
164,"Vergüenza con su Préstamo de Crédito , Por eso 1 estrella",not_applicable
165,muy bueno,not_applicable
166,Han eliminado las notificaciones de audio por yapeo? el popular YAPE?,not_applicable
167,"Me disgusta que ahora se demoren en evaluar el crédito, antes era mejor",not_applicable
168,es muy útil y ahorrador.. gracias,not_applicable
169,Gracias a Sunat nadie esta usando yape :),not_applicable
170,no me deja ingresar el número completo cómo puedo hacerle,not_applicable
171,no quiero actualizar,not_applicable
172,"mucha actualización,ya da cólera y ensima te exigen Grrrr",not_applicable
173,Por qué le quitaron el sonido yape...,not_applicable
174,no funciona,not_applicable
175,las alertas no suenan ni por mas que le puse las del celular. Eso me decepciona :-(,not_applicable
176,No sirve la función de activar compras por Internet 🙁,not_applicable
177,que esta pasando por q demora demasiado,not_applicable
178,no deja hacer nada aparir de las 12 am,not_applicable
179,"la app funciona bien pero cada vez que ingreso, me pide que active la ubicación por GPS. Tengo un celular Xiaomi",confidentiality
180,no habré la aplicación en mi cel,not_applicable
181,buenas,not_applicable
182,e bien,not_applicable
183,no puedo autenticar la verificación por rostro,authenticity
184,"Sres de yape tengo un inconveniente al registrarme en yape AL ESCANEAR MI DNI LA APLICACIÓN NO LO ESCANEA , ME COMUNIQUE CON USTEDES AL WASAP QUE MENCIONAN E HICE LO QUE DIJERON Y NADA, SIGUE IGUAL Y AL FINAL SU ASESOR ME MANDO AL BCP DICIENDO QUE NO PUEDE HACER MÁS, MI mobil TIENE BUENA CALIDAD DE IMAGEN, el problema Es LA APP de PORQUERÍA ,TE PIDEN DE TODO, Y AL FINAL TE MANDAN A LA AGENCIA EN DONDE NO TE AYUDAN , y te dicen que tienes que abrir una cuenta BCP, eso no quiero , arreglen esto",authenticity
185,Terrible aplicación perdí mi dinero cuando yapee,integrity
186,"Quisiera tener yape pero como tengo 15 anos no puedo ingresar a la app hasta tener los 18 años y me gustaría que bajen la edad para ingresar a yape,por favor🥹.",not_applicable
187,"no sé actualiza fácil ,estoy un poco descontento",not_applicable
188,llevo días que mi aplicación de yape no me funciona ...no sé qué a que se debe si alguien me podría ayudar,not_applicable
189,tengo más de 300 megas en prepago y no me deja ingresar 😡 para hacer mis recargas ¿ cuánto quieres 1 giga? 👎,not_applicable
190,bueno,not_applicable
191,como activo el sonido yape ?,not_applicable
192,no puedo abrir esta app,not_applicable
193,Se pone lenta,not_applicable
194,exele te,not_applicable
195,muy buena,not_aplicable
196,🥰🥰🥰,not_applicable
197,"Añadan la opción de editar el nombre, tambien ya no me suena la notificación de yape. Solucionen eso y para cuando el modo oscuro",not_applicable
198,pésimo servicio desde la última actualización ... no me deja ingresar,not_applicable
199,no puedo abrir el yape 0/0,not_applicable
200,dicen que no se hacen responsables por los servicios de terceros que promocionan a pesar de lo pedimos que puedan ser y luego de las quejas todavía lo siguen promocionando.,accountability
201,tiene defectos que no se puede usar rn este dispositivo,not_applicable
202,Yodo bien,not_applicable
203,Es una porquería estar actualizando cada momento,not_applicable
204,"la real en madrugadas eh quedado fuera en carreteras xq el yape no funciona puedo tolerar, me envían un dinero pongo ver saldo y me sale q tengo 1sol , siempre supe q en cualquier momento algo fallaría xq estás en el Perú (peruano disq pendejo) un niño tiene más creatividad en manejar un aplicativo ,reniego d la aplicación q para estos tiempos no dan servicio para futuro xq empiezan a dar sospechas d estafar cuando lo vean necesario ,no seré parte d esto",integrity
205,Se desaparece el dinero de mi billetera lleve la cuenta a que se deve,integrity
206,por qué no puede leer el QR,not_applicable
207,no puedo ingresar a yape me sale k algo salió mala lo desinstalo y lo vuelvo a instalar y nada que abre,not_applicable
208,no puedo ingresar a la aplicación de yapeeeee ayuda,not_applicable
209,buena solo que al beses te descuentan,integrity
210,HOrrible,not_applicable
211,eh tratado de hacer una compra por internet y no me han validado a pesar que yape me cobró,integrity
212,porque no puedo entrar,not_applicable
213,ok,not_applicable
214,todo excelente solo que el sonido se desactiva y no suena como siempre,not_applicable
215,no se actualiza,not_applicable
216,muy. bueno,not_applicable
217,"es buena la aplicación, solamente que cuando quiero cerrar sesión es un poco complicado",not_applicable
218,como hago que el yape no me congele mi dinero oh retención del mismo porque me yapearon 400 soles y me los tetubo el BCP,integrity
219,buenas por q cuando me yapean ya suena cuando llega antes sonaba y decía yape,not_applicable
220,la app no me reconoce y no puedo crear una cuenta 😞 .,authenticity
221,si me gustó,not_applicable
222,no puedo entrar a yape,not_applicable
223,que siempre pide actualización y si mi cel está lleno no puedo..,not_applicable
224,bueno,not_applicable
225,muy buena,not_applicable
226,"Muy buena app Pero tiene un dicho problema muy ocurrente esque es al momento de recargar saldo, .osea no entiendo el límite por yapeo por persona eso realmente es molestoso y si no debería aver eso Yaque uno necesita primordialmente para sus labores o trabajos , realizar llamadas o usar Internet no, Pero haces algo de 3 o2 veces de recarga y ya no se puede más honestamente espero que en la siguiente versión no ocurra está tontera",not_applicable
227,"antes pagaba los créditos semana antes que termine la fecha límite y tú historial crediticio subía, ahora los préstamos cada vez más bajos y uno pagando antes de tiempo incluso, que ilógico Y ahora evalúan a tu pareja osea porlas pagó puntual, tontera!",accountability
228,Quisiera saber por qué en el celular Samsung A16 no tiene activado el propio sonidito de YAPE? AYUUUDAAAAAAAA..,not_applicable
229,fatal me bloquearon la cuenta y tengo plata no se ya inicie varias veces y sale que tú cuenta está en proceso o renovación devuelveme mi cuenta yo tengo plata ahy,accountability
230,Demasiadas actualizaciones piden ya aburren,not_applicable
231,una porquería de madrugada. mejoren su sistema,not_applicable
232,muy buena app lo malo es que pide muchas actualizaciones,not_applicable
233,se congela,not_applicable
234,excelente,not_applicable
235,"En mi equipo no me permite ingresar la app, antes me permitía hasta el viernes y ahora no me permite y no se si es el equipo o la app",not_applicable
236,me encanta pero abeses tiene pequeñas falla,not_applicable
237,muy mal,not_applicable
238,con todo lo que sucede dar información pública es dar.informacion a terceros que no compete,confidentiality
239,suele abandonarte.,not_applicable
240,ahurita no tengo transferencia en Yapy ...actualizeme x fabo.,not_applicable
241,Ok,not_applicable
242,no salen los movimientos hechos con tarjeta,not_applicable
243,En este celular no quiere abrir yape como puedo hacerlo,not_applicable
244,lo incómodo es que se tiene que actualizar cada semana 😉,not_applicable
245,ya aburre que yape esté actualizando cada cierto tiempo 😡ay veces no tengo mucho espacio en mi teléfono,not_applicable
246,muy bueno,not_applicable
247,Es de mucha ayuda.,not_applicable
248,es una gran facilidad para todo tipo de transacciones económicas,not_applicable
249,"todo bien, hasta que en esta última actualización se desactivó el sonido de *yapee* al recibir yapeos",not_applicable
250,todo bien ! pero mucho actualizan y aveces no hay espacio para la.actualización 🤷,not_applicable
251,no sé que pasá con el yape es muy complicado,not_applicable
252,"a cada rato me sale actualizar, eso atrasa, debería de mejorar.",not_applicable
253,me pidio actualizar yape y lo actualize y no funciona,not_applicable
254,"Me es muy útil, PEROOOO es una molestia sus actualizaciones, este mes actualize hace unos 10 días y otra vez sale ""actualizar"" LO PEOR es que en el momento que se necesita NO se puede usar hasta hacer actualización y eso es un gran percance porque a veces se está con poca batería y al pedir actualizar no deja entrar a la app, ojalá puedan resolver eso , una emergencia y hay que estar perdiendo tiempo, a veces uno olvida actualizar, pero 2 veces en 1 mes que MOLESTO...por eso le doy 2 estrellas",not_applicable
255,Por q no se puede instalar el yape en mi móvil ??,not_applicable
256,No deseo actualizar porque la memoria del celular se recarga y no hay acceso al yape,not_applicable
257,Cada vez pesa mas las actualizaciones,not_applicable
258,"pueden dejar de estar actualizando constantemente está cgd4 de app??? cuántas actualizaciones más van hacer ?? si siempre es la misma estupidez, no me dejan usar la app por sus constantes actualizaciones, un desastre sus programadores enserio",not_applicable
259,no pongan tantas actualizaciones por q después dice que no hay espacio y cuando dice eso yo lo necesito urgente....gracias...,not_applicable
260,"Es muy tedioso estar lidiando siempre con las actualizaciones que prácticamente no mejoran nada, sigue siendo igual",not_applicable
261,bueno,not_applicable
262,todo bien lo malo piden actualizacion cada rato y uno no tiene memoria pero si su dinero ahi y no se.puede usar sin actualizar se pasan,not_applicable
263,regular,not_applicable
264,últimamente está fallando bastante se queda congelada,not_applicable
265,lamentablemente no puedo usar su aplicación no reconoce ni alguna solución,authenticity
266,bueno,not_applicable
267,no me sirve,not_applicable
268,es buena la aplicación solo que la palabra que decía yape ya no dice no sé si es error del sistema por favor que alguien me responda,not_applicable
269,mucho nos ase actualizar ocupa bastante espacio,not_applicable
270,esta solucionando problemas de pago,not_applicable
271,todo bien pero ya mucha actualización a cada rato y cada vez ocupa más espacio,not_applicable
272,la aplicación nesecita una actualización que se pueda permitir hacer transferencias de yape a interbank débito,not_applicable
273,que cosas actualizaran a cada rato muy mal 👎,not_applicable
274,Naa lo mejor👍👍,not_applicable
275,buena,not_applicable
276,ayudaaa no puedo instalar la última actualización,not_applicable
277,"No me fue compatible para ninguno de mis 6 dispositivos , arreglen esta app",not_applicable
278,"No me deja ingresar a yape a pesar que ya tengo 18 años la edad necesaria para tener ya mi yape, y también tengo mi dni amarillo pero aún así no me deja quiero una solución ante este problema",authenticity
279,"Mala estoy intentando actualizar la App más de 6horas y nada , no puedo usar el aplicativo",not_applicable
280,"no puedo entrar a mi yape, hace un mes. ya lo instalé y desintale como 3 veces. El técnico dice que fallo del sistema ya estoy harta",not_applicable
281,soy Amelia lachira Villegas estoy buscando que a Bra pasado con mi yape estoy buscando a ayuda que no funciona ayúdenme por favor gracias y muchas bendiciones 🙏,not_applicable
282,ya aburre mucha actualización,not_applicable
283,"Es muy incomodo querer realizar un pago y no poder entrar a la aplicación al momento, tiene muy buen servicio por lo general pero lo que no es justo es no ingresar al momento que se desea , ya son muchas las veces que este problema se viene presentando",not_applicable
284,se queda congelado,not_applicable
285,está a la mano muy bien,not_applicable
286,Mucha actualización cada mes es una abuso,not_applicable
287,es una buena aplicación no he tenido problema pero últimamente tengo ese problema de que no puedo actualizar mi yape porque dice que la aplicación no está permitido en el dispositivo,not_applicable
288,no deseo actualizar por el momento por favor no interfiera mi activividad . gracias,not_applicable
289,"en caso de urgencia me ocupa un poco de tiempo hacer está actualización, pero bien",not_applicable
290,hacen lo que quieren,not_applicable
291,Las actualizaciones acarrean desconfianza en estos tiempos. deberían ser voluntarias.,not_applicable
292,debería haber filtros para buscar el historial de pagos y cobros por nombre y número,not_applicable
293,buena,not_applicable
294,"por que me pide consecutivamente que actualice la aplicación, otros usuarios no tienen ese problema.",not_applicable
295,ojalá puedan avilitar el envío de dinero a más países Latinoaméricanos como argentina y Venezuela,not_applicable
296,Es buena,not_applicable
297,nd bueno,not_applicable
298,"estoy descontenta por las actualizaciones que piden a cada momento, hay veces que he yapeado y no sale, y vuelvo a yapear doble vez, y ahora no sé, cuántas veces he realizado pagos dobles, ya tengo miedo de volver a realizar pagos por este medio...",integrity
299,Ya tengo como 2 años y nunca me ofrece un crédito para subir mi historial crediticio,not_applicable
300,Buena,not_applicable
301,Es un aplicativo muy importante que facelita la vida cotidiana,not_applicable
302,que es muy bueno,not_applicable
303,Muy bueno,not_applicable
304,bien,not_applicable
305,yo no he solicitado me interrumpe el adseso,not_applicable
306,es una buena aplicacion,not_applicable
307,Horrible por que me obliga a bajar la aplicacion en todos mis equipos. La cuenta esta bloqueada y la necesito tengo dinero alli,accountability
308,la mejor aplicación que hasta ahora me a resultado muy útil y muy rentable🌟👍,not_applicable
309,No se actualiza fácil difícil de actualizar,not_applicable
310,"no puedo yapear, yape no es seguro es cuando al bcp le da la gana",not_applicable
311,"todo bien con la aplicación, pero por qué no dan la misma opción con el banco de caja Piura !??.",not_applicable
312,No es una app segura es vulnerable,not_applicable
313,que está pasando con yape intento varias veces ingresar y no ase el ingreso normal como tiene que ser una solución por favor,not_applicable
314,a cada rato pide actualización y eso incómoda y ya fastidia,not_applicable
315,hola quiero actualizar mi yape pero ya no me deja entrar a yape que puedo hacer,not_applicable
316,Ahora tengo dinero,not_applicable
317,"hasta hace un mes yape era excelente, ahora va en decadencia, ahora puedo decir que es un asco",not_applicable
318,no puedo entrar no se como más de 30 minutos esperando y no entra para crear mi cuenta,not_applicable
319,buena app genera ahorros,not_applicable
320,"desde ayer no puedo ingresar a mi yape y no se las razones, según me comentaron es no puedo ingresar a mi yape desde ayer y no se el motivo segun me comentaron es por mi equipo de celular ( motorola g04 )",not_applicable
321,"No me compliques la vida, así nomas",not_applicable
322,"es una app muy buena si no tienes efectivo al instante,pero con esto de las actualizaciones constantes ya no se si sea una buena app 🤨🤨🤨🤨,hace 1 mes actualize ahora me vuelve a pedir lo mismo",not_applicable
323,buena .,not_applicable
324,muy mal la apk no me deja instalar en mi celular versión 12,not_applicable
325,pesimo,not_applicable
326,su servicio de atención es un m,not_applicable
327,Ok,not_applicable
328,Buena,not_applicable
329,"excelente aplicación,me facilita pagos de comprás sin cargar en el monedero por seguridad",not_applicable
330,no puedo entrar a mi yape,not_applicable
331,esta wue v4da vuelta pide Actualizar. hace 1 semana lo actualize.. tanto pide borrar para tan solo 60Mb ... borre mas 500Mb tube q borrar fotos videos Aplicaciones . pero q pndjadaaaaaa,not_applicable
332,con yape trabajo correctamenta es muy practico para los negocios,not_applicable
333,porq tengo auctulizar tanto a yape,not_applicable
334,pésima app te obligan actualizar cuando uno no quiere,not_applicable
335,No se puede actualizar mi yape,not_applicable
336,oy no,not_applicable
337,no entra,not_applicable
338,"demasiadas veces se actualiza siendo esto molestoso, porque en el momento que más se necesita pide actualizar y lamentablemente aveces esta llena la memoria Interna y no se puede actualizar automáticamente.",not_applicable
339,por que no puedo utilizar yape en mi moto g9 play. si es android 11,not_applicable
