id,comentario,etiqueta
1517,"Hace dos meses que ya no puedo transferir por su app, sólo puedo transferir entre mis cuentas pero a terceros no, me hace perder el tiempo yendo al banco sobretodo en estos tiempos que estamos en estado de emergencia! Siempre me sale que hay un problema con mi fecha y hora, que lo ponga en automático, desactivo y activo el automático y sigue igual!",not_applicable
1518,"El tiempo de respuesta después de ingresar algún dato es muy lento. También, siempre que quiero hacer un pago/transferencia salta un error y la operación se realiza dejando dudas y no mostrando la constancia de pago. Terrible, antes no funcionaba así.",non_repudiation
1519,"El app tiene cosas buenas y sencillas, pero le doy 3 estrellas porque en cada actualización del app el toquen digital se desvincula y uno tiene que ir a oficina a activarlo nuevamente haciendo perder el tiempo al cliente. Tengo la app de otro banco y no sucede eso cuando hay actualizaciones.",authenticity
1520,"Malísima! Constantes problemas de ""error al establecer conexión con tu Token digital"" Súper lento... Lo mismo con el yape. Una estrella es mucho. Deben mejorar eso. La interfaz es lo que único que puedo rescatar...",authenticity
1521,He abonado para hacer transferencias como siempre lo hago a familiares pero ahora el TOKEN DIGITAL está desactivado voy y clickeo en el token para ver que pasa y la aplicación se cierra. NO puedo pagar. NO puedo transferir. NO puedo recargar nada de nada. Token digital no funciona,authenticity
1522,"Rápida, amistosa, usualmente sin problemas, es una gran ayuda, pero últimamente presenta errores, no puede completar algunas transferencias y hay que repetirlas para que se realicen, ha sucedido que habiendo pedido repetir el pedido de transferencia realiza el traslado 2 veces y hay que reclamar para que lo corrijan. Un fastidio!",integrity
1523,"Desde la última actualización obligatoria no funciona el app en mi celular. He cambiado la configuración e incluso reinstalado el app y no funciona. Al no poder acceder ni al token digital, tampoco me deja hacer ninguna operacion vía web. Esta actualización ha hecho que no pueda disponer de mi cuenta.",authenticity
1524,"No se puede ni siquiera entrar a la app y las pocas veces q se puede ingresar, se cuelga la app, no carga las cuentas...un desastre la aplicación. La antigua app casi nunca falla y esta falla a diario muuuuchas veces. Es imposible usarla diariamente.",not_applicable
1525,"La versión anterior era mil veces mejor, es un desastre. La última versión más amigable pero funcionan pésimo Tienes que cerrar sesión para actualizar tus saldos, se cae a cada rato y te manda a la web, es un app! para que voy a querer ir a la web",not_applicable
1526,Está pésima. Se actualizó hace unos días y desde allí ya no puedo ingresar a ver mi estado de cuenta. Se cierra ni bien se pone la clave de 6 dígitos. Corrijan eso y cambiaré la puntuación. No sirve de nada tener una aplicación que solo ocupa espacio en el celular.,not_applicable
1527,"No ayuda la actualización. Pide ingresar números de token para una transferencia de cuentas del mismo BCP (terceros), y eso implica cerrar sesión de app, anotar tus números u volver a terminar la operación es menos de 1min. Nada amigable",authenticity
1528,"Desde que actualizaron la aplicacion, no sirve para nada. Son mas las veces que aparece el mensaje de error, que las veces que puedo acceder a mi cuenta. Esa interfaz en donde no puedo Visualizar todas mis cuengas apenas ingreso, sino solo algunas. No me gusta",not_applicable
1529,"Totalmente muy mala aplicación siempre es, está y fue asi no la recomiendo para nada, con esta ultima actualización no puedo hacer casi nada aparte de ser lenta necesito transferir y realizar pagos URGENTES pero no me permite ya que solicita el token digital que yo ya la tenia activado en mi dispositivo pero ahora ya no y es mas, no me permite solicitarla nuevamente señores, es inaudito que siendo un banco tan grande con muchos clientes siempre tengan este tipo de ERRORES, es un fastidio total. he decidido pasar todas mis cuentas incluyendo la de sueldo a otro banco ni mas con este.",authenticity
1530,"La App era rápida y eficiente hasta la reciente actualización. Ahora se congela, es lenta y preocupa usarla considerando el cuidado que se debe tener en operaciones bancarias. Además la nueva distribución no es más amigable, al contrario. Una pena este retroceso.",not_applicable
1531,"Nueva actualización, nuevos problemas. No se puede ingresar con tarjetas saldomático. No testean sus actualizaciones antes de lanzarlas? Si desean les hago el favor, antes que sigan lanzando problemas. Increíble que fallen en algo tan básico y no corrijan el proceso. Pésimo.",not_applicable
1532,"Es una app que da dolor de cabeza, en muchas ocasiones tarda en cargar, según es inestable o no tengo conexión a Internet. Ahora confiado quiero hacer pago de servicios y no esta disponible. Que asco de app y la gente de sistemas que anda detrás de esto. A mover todos mis ahorros a Interbank o Bbva que son mas eficientes.",not_applicable
1533,"La app demora mucho en cargar, para ingresar sale anuncio de error y hay que intentar muchas veces. Además no hay la opción para modificar la visibilidad de la(s) cuenta(s). La anterior interfase era mucho mejor, más sencilla y amigable.",not_applicable
1534,"Esta nueva versión tiene problemas, se cuelga a cada rato. No me deja ver mis cuentas en la aplicación. Cada vez que quiere ver o realizar alguna operación aparece error en la aplicación. Funcionaba perfectamente hasta que me pidieron que actualizara la app.",not_applicable
1535,"Que estupidez de app, se elimino mi token digital, y ahora no puedo afiliarme al digital ni al biometrico, por otro lado que es muy lenta la interacción, le daria 0 estrellas pero no hay esa opcion, el area TI movil, que desgracia, parece que no tienen QA antes de lanzar las betas...",authenticity
1536,"La versión anterior era más intuitiva para personas mayores y personas que no dominan la tecnología, está nueva versión tiene más errores que la version anterior. Deberían incluir ingreso a la aplicación con huella digital como la App del Interbank que es de lejos la mejor.",authenticity
1537,"Es malísima está nueva versión , NO me permite ingresar , se cierra automáticamente cuando ingreso mi clave 6 dígitos, dos semanas con el problema y realmente es un estrés, deben lanzar actualizaciones para dar mejor servicio. Cambiemos de banco para que aprendan a dar mejor servicio.",not_applicable
1538,"Mi experiencia con esta app es pésima. Casi nunca puedo transferir dinero porque ""no puede conectarse a mi token digital"". Cada vez que debo hacer alguna operación, falla y tengo que ir hasta el banco a hacerla. Así como cobran sus tasas, deberían brindar un servicio mínimamente oportuno. Horrible.",authenticity
1539,"Es muy mala la actualización, en las transferencias no salen cuentas favoritas igual en pagos de servicios y recargas telefónicas, tampoco deja disponer del dinero de la tarjeta de crédito dice que no hay conexión a internet. Realmente me parece que es una payasada lo que hicieron. La anterior app del bcp funcionaba muy bien. Esta app no sirve ahora preguntase si los desarrolladores de esta app merecen su paga.",not_applicable
1540,"Pésima app desde su actualización , no me dejaba usar el token digital , trate de instalar de nuevo y ahora no puedo entrar porque me pide el SMS de verificación , el cual nunca llega , es realmente fastidioso estar así pq uno quiere hacer sus transacciones de manera digital , rápida y segura.",authenticity
1541,Porfavor deven solucionar el problema de la APP No permite ingresar demora cargando al final sale error intento varias veces y no se puede hacer nada. Antes que hagan la actualización me funcionaba muy bien espero que solucionen lo mas rapido posible que en este tiempo por la cual estamos pasando es muy importante para hacer los pagos y transferencias,not_applicable
1542,"Todo funcionaba bien antes de la actualización. Ahora de 20 veces que intento ingresar, 19 me dice que ha ocurrido un problema. Que fastidio con la aplicación y te dice que visites la viabcp pero si vas a transferir cuando te pide el token es lo mismo porque no puedes ingresar.",authenticity
1543,"Esta última actualización ha sido lo peor, no permite ni siquiera ingresar a la app, cuando recién puedes ingresar, figura: ""error"", de lo peor, lenta con errores, si hacen cambios elaborenlos bien sino mejor no hagan nada.",not_applicable
1544,"La verdad es q estoy agradecido de mantenerme informado de cada retiro q realizo con control gracias a la app... lo malo es q no se pueda obtener la clave token como muchos otros bancos q permiten hacerlo por medio del internet mismo con la app.. acercarse al banco en estos momentos es un riesgo total al solo tratar de conseguir la clave token.. si se pudiera tener el acceso con mis propios datos por medio de mi celular y mi app,ya estaria mas q contento. En verdad no seria nada malo q faciliten",authenticity
1545,"En primera instancia cuando iba a realizaba una transferencia a otra cuenta BCP me pide después de la confirmación el token digital. Lamentablemente no hay forma de observarlo dentro de la app, para ello hay que salir completamente y chequear en un botón en la pantalla inicial y claro hay un segundo lamentablemente y es que al durar 60 segundos el número de token digital hay que correr literalmente, cuando ya se hace la transferencia, pero igual sale error como que ya cambió el token digital😡😤",authenticity
1546,"Pésima de verdad, cada vez que hacen una actualización viene con errores. Lleva días sin poder funcionar correctamente, no se puede hacer transferencias, si te hacen pagos no figuran y llaman al banco pero tampoco te solucionan. Pero para cobrar mantenimiento si son bien buenos.",accountability
1547,"La última actualización es un asco. Demasiado lenta para abrir, consultar productos, etc. Es como si hubieran colocado consultas sobre toda la BD en vez de filtrar por datos específicos. El inicio es muy bonito, pero eso es lo de menos si la aplicación no es funcional",resistance
1548,"Los de BCP me respondieron y ya pude ingresar al app, lo intenté con la 2da opción y funciona. Por favor sigue los siguientes pasos: 👉 En caso de encontrarte con red wifi, realiza el cambio a uso de datos. 👉 En caso de estar solo con datos móviles, colocas en modo avión el equipo, apagas el celular por 5 minutos, lo enciendes y activas los datos. Nos comentas como te fue. 🙏",not_applicable
1549,"Pésima actualización.....si no han probado bien, para que la ponen....lo único que han hecho es que todos tengamos un pésimo concepto del banco. Porque ante tantas fallas no regresan la app anterior y cuando ya la tengan bien probada sin ningún tipo de error la actualizan..",not_applicable
1550,"La peor actualizacion, ya no le dan soporte a la version de mi sistema operativo en el cell y solo por la aplicacion se puede ver el Token Digital para hacer transferencias por la app web, practicamente quede con la cuenta inservivle(para hacer transferencias) que molesto ir al banco o cajero para poder realizarla. Tremenda falla logica por parte de los desarrolladores.",authenticity
1551,"No sirve esta app, si hacen modificaciones es para mejorarla, no para empeorar. Tengo que cerrar y abrir a cada rato la app porque oh! ""Ocurrió un problema"". Pésimo. Son uno de los bancos con mas usuarios y no pueden tener una app decente que no se caiga con tan solo abrirlo.",not_applicable
1552,"Les pondría 0 estrellas y es que el problema lo tengo desde que reinstale la aplicación, ingreso mi tarjeta y contraseña, me lleva a otra pantalla donde dice siguiente, le pico y me dice que tengo que elegir entre 2 opciones que no aparecen por ningún lado de la pantalla, llamo a banca móvil y el teléfono nunca lo contestan, arreglen esos bug, que cada vez la aplicación se va haciendo peor",not_applicable
1553,"Solo diré que antes de la actualización la aplicación funcionaba muy bien y en lo particular no me daba ningún error ,la nueva versión no me deja ni recargar cada vez que intento realizar alguna tranferencia o una simple recarga me bota un error y no realiza la transacción debieron probar bien la app antes de dar un actualización ,en mi opinión nunca tuve peor experiencia con ninguna otra app de banca móvil .Espero solucionen prontamente el problema .La anterior app era mucho mejor.",not_applicable
1554,"No me permite entrar a mi cuenta acabo de instalar la app y solo me aparece un mensaje diciendo 'ups parece que ocurrió un error, porfavor vuelve a intentarlo mas tarde' porfavor solucionen el inconveniente lo más antes posible, es una molestia no poder usar un aplicativo que ustedes mismos brindan para nuestra facilidad.",not_applicable
1555,"Arrenglen urgente esta app no se puede actualizar. Estoy tratando de actualizar varias veces y solo aparece esperando descarga y nunca actualiza es una lastima esta aplicación. En vez de agilizar o mejorar la app, se pone cada vez mas lenta y pesima. Tengo urgencia de hacer transacciones y no puedo!!!!!.",not_applicable
1556,"Debido a la actualizacion de la app cada vez que realizo una operacion tiene algun problema para ser finalizada, ya sea por hora fecha , un error disque de ME-1301 u otros que no llegue a tomar pantalllazo. Ahhhh pero el que mas ""FASTIDIA"" es cuando quieres colocar el.nombre de los favoritos.... Nunca permite escribir , las letras de la nada se repiten N veces , hasta los mumeros 😡😡😡😡😡😡.",not_applicable
1557,"La nueva actualización en tema de gráficos está bonito, pero en funcionamiento está pésimo, tienes que hacer miles de intentos para poder ingresar y si tienes suerte poder hacer una transacción, he tenido perdida en mi negocio virtual por culpa de su app que no sirve desde que actualizaron , por favor arreglen ese grave error porque no saben cuanto nos perjudica a todos...",accountability
1558,"Este aplicativo es una tontería, pide actualizar y no abre. Es una pérdida de tiempo. No mejoró nada está pésimo el servicio. No puedo realizar transferencias, en conclusión no abre el aplicativo, se queda en proceso de actualización. Tengo suficiente espacio. 😔",not_applicable
1559,"Pésimo, con la última actualización todo se fue al tacho, su funcionamiento es intermitente. Lo peor es que no a todos los usuarios les pasa lo mismo, está actualizada mi App, pero desde ayer no puedo conectarme, la vez pasada no pude hacerlo en una semana.",not_applicable
1560,"Pésima última actualización. Lo peor que pudieron hacer es hacer más complejo su aplicativo y que requiera versión ""más moderna"" de SO. En muchos dispositivos dejó de funcionar y por ende no permite hacer operaciones. Al menos para compensar saquen una versión Lite o que pida menos recursos. Gracias.",not_applicable
1561,"No sé para qué tanta actualización si las funciones siguen siendo las mismas, además que la velocidad de la app es cada vez más lenta, deberían mejorar su plataforma en vez de sacar actualizaciones que no benefician en nada al usuario.",not_applicable
1562,"La peor versión, espero que contraten verdaderos profesionales para que hagan una buena app. No ingresa, de la nada se cuelga y en algunos teléfonos ni siquiera funciona por el tamaño de la pantalla. Parece hecha por egresados de universidades de medio pelo de esos que todo es copy paste y no verdaderos progamadores.",not_applicable
1563,"No se puede instalar la actualización reciente. Llega a 100% y luego aparece un mensaje de Play Store que no se pudo instalar la aplicación, pero no sale el motivo. Ya intenté todos los pasos de la guía de playstore (reiniciar, borrar caché, etc) y ninguno funciona.",not_applicable
1564,"Pesima, muy lenta, DEMASIADO LENTA. Se cuelga a cada rato. La actualización hizo que la interfaz demore años en cargar para poder poner mi clave digital. Y luego otros 5 minutos abriendo el producto. Adicional la banca por internet esta igual, no puedo pagar, no puedo consultar saldo. Pd: no me deja pagar préstamo :) para que lo instalo si no me deja hacer los movimiento",not_applicable
1565,"Otra vez vuelvo a colocar que su aplicación es inservible! Desde la actualización necesito generar pagos sin salir de casa, transferencias por trabajo y NO SE PUEDE. Pero para cobrarse automáticamente si me olvidé un día el pago....hasta los dólares me cambia para cobrarse, ahí si son rapiditos. Porquería.",not_applicable
1566,Creo que es la peor aplicación que puede un banco tener. Siempre se cae la conexión. Salen errores interminables cuando se quiere hacer operaciones. Se cierra. Está en infinito mantenimiento. Es el colmo que un banco que hace el serio tenga una aplicación tan mala. Todo eso da poca seguridad.,not_applicable
1567,"Malditos BCP, antes podía ingresar a mi app con toda normalidad para hacer pagos de la tarjeta, servicios y ahora me pide que actualice mi sistema operativo de mi celular... Solo complican las cosas; hay muchas personas que no tenemos para poder adquirir en estos momentos un buen teléfono; en mi caso tengo un celular de categoría media y ahora ya no puedo entrar a la app... Quiero regresar a la app anterior donde todo andaba de la mejor forma. Como siempre ustedes pensando en sus bolsillo que en el cliente. No les voy a pagar su TC sino tengo mi aplicativo.",not_applicable
1568,"Aun esta pesima la actualizacion, no se puede ingresar sale ERROR, deberian quitar la parte donde te piden el token, se que lo hacen por seguridad pero al no obtener el token digital por la app ni por la web se puede hacer operaciones porque tendria q sacar uno el token en fisico y el banco te cobra. Por favor solucionenlo cuanto antes, la version anterior meses atras estaba muy bien.",authenticity
1569,Una completa porquería de aplicación. No puedo ingresar. Antes sí podía. Luego el 1er error fue que no podía hacer transferencia porque me salía error de fecha y hora a pesar de que estaba ya automática. Y ahora ya ni se puede entrar a la app. Repito: Una porquería de aplicación.,not_applicable
1570,"La versión anterior era más amigable y fácil de usar entre todos los bancos. Esta versión es desagradable y confusa, empezando por poner al revés cuando quieres hacer una transferencia: destino - origen, cuando lo normal es tomar desde la cuenta de origen hacia la de destino.",not_applicable
1571,La aplicación es una porquería cada rato tengo que estar actualizando que tontería es eso....perdida de tiempo.....uno que quiere revisar su cuenta no puede porque abres la app y está bloqueada y aparte quieres actualizar y no se puede porque no permite.....espero solucionen todo esos errores al menos actualizacion debe ser una vez al año....le daría 0 estrellas pero no hay,not_applicable
1572,No pueden poner una opción donde uno vea las transferencias que haces detalladamente. Cuando a uno se le olvida hacer captura de pantalla no puede volver a ver qué cantidad transfiero y quien. Si no le hice en el momento entonces hay que esperar un largo tiempo que le llegue al correo.,accountability
1573,"Malisina aplicación, no sirve para nada , si tengo 2 tarjetas se confunde entre las cuentas y si renuevo la tarjeta no elimina y bloquea la otra cuenta, de verdad que para todo lo que cobran su servicio es malísimo y su área de desarrollo es peor sacar versiones tan malas, muchas opciones sale el mensaje opción no disponible, de verdad que deja mucho que desear está aplicación",not_applicable
1574,"Sin duda alguna es la peor aplicación de los bancos principales del país, porque cuando intentas ingresar por primera vez a la aplicación no te lo permite, sale el mensaje de ""¡Ocurrió un problema!"" pero cuando funciona no llega el código de confirmación. Es horrible la experiencia.",authenticity
1575,Ahora pide actualizar y ya no puedo instalar la aplicación porque no es compatible con el huawei. Pésimo. Antes de realizar un cambio deben pensar en todas las opciones de los usuarios. Siempre que realizan cambios algo deja de funcionar y sale el mensaje en este momento no está disponible. Y ahora que? Mis operaciones por el app? Cual es la ayuda que obtengo por parte del bcp?,not_applicable
1576,La verdad que para ingresar los números del toqué es muy rápido. Y se bloquea muy rápido debería tener cada persona una clave en el token no estar ingresando otro otro número y no deja hacer pagos rápido se acaba los 60 segundos.. Ése es mi sugerencia.,authenticity
1577,Va de mal en peor y encima el token se toma tiempo para ingresar y salir lo que corta el tiempo de utilidad de la clave generada. Aparte de que no hay forma de regresar a una versión anterior de la app que sea más estable y sin tantas fallas.,authenticity
1578,"Pesima aplicación, de todas las que he usado hasta ahora la única que constantemente no funciona, saltan problemas en cualquier momento, especialmente con el famoso token digital. Ciertamente priorizaron la estetica antes que funcionalidad en su actualización.",authenticity
1579,"No comprendo por qué dejó de ser una buena App, sus actualizaciones son cada vez peores y estresantes, comprendemos que algunas actualizaciones pueden presentar huecos, pero ser reincidentes ya es un problema. La peor experiencia.",not_applicable
1580,Con las nuevas actualizaciones de la app está peor . Cada vez que ingreso a ver mi estado de cuenta y hacer transacciones se cuelga la app . primero dentro a la app .y al rato se cuelga y o lagea. Y así no se puede hacer nada . sinceramente cada está peor la application . Deben de mejorar bastante eso. Encima lla no hay para solicitar cuenta Token digital . Lla no hay es opción en la app. Debe de arreglar urgente eso .yo trabajo bastante con la app y estando así no se puede trabajar bien .,authenticity
1581,"Desde hace días no funciona la aplicación, no se puede transferir, está congelada totalmente y no solo es en mi caso, si no de varios conocidos que les estoy consultando y pasa lo mismo. No puede ser que suceda esto... Son buenos para cobrar pero no para dar soluciones.",not_applicable
1582,"Malisima, todo el tiempo se cuelga y demora, la he tenido que desinstalar y volver a instalarla y nada, no abre, tanta plata que nos cobran y no pueden mejorar su sistema, es el colmo, es la uní,mca app que tiene estoy problemas. Actualizen su App!!",not_applicable
1583,"Mala a muy mala, no lo recomiendo. Lo peor es que te brindan solución. Al Actualizar, ya no paso de tipear mi clave, se cierra automáticamente. Dice que esta App actualizada funciona con S. O. Windows desde 7.0 para arriba pero NO ES CIERTO o que pasa que no se interesan por atender este problema de sus clientes",not_applicable
1584,"Pesima desde la actualización, ya no me deja emplearla, hice todo lo posible para descargarla como borrar la app, eliminar datos de play store, cambiar de cuenta, reiniciar mi WiFi o descargarlo muy cerca a mi WiFi,etc. Ahora no puedo hacer las transferencias diarias que hacía constantemente, me a complicado el día a día.",not_applicable
1585,"Falta mucha optimización, la app carece de estabilidad al igual que la app de Yape, en ocaciones no me abre la app y se demora en cargar. Me sale que lo estarán solucionando. Pensé que era por el teléfono pero tengo un S10 y es igual de mala",not_applicable
1586,"Esta versión es recontra inservible, tengo que desinstarlar y volver a instalar varias veces cuando sale un mensaje que ocurrió un error, en la versión anterior era mas sencillo y ahora con esta versión no puedo encontrar la empresa con la cual siempre le transferia, esta horrible.",not_applicable
1587,"La nueva actualización es pésima, me sale error todo el tiempo, se lagea, la presentación no es de utilidad para el usuario. La versión anterior era mucho mejor simple, sencilla pero eficiente. Mejoren en la seguridad y no en poner ""bonita"" su app.",not_applicable
1588,"Se supone que uno de los objetivos del area de sistemas es que la aplicacion sea entendible y accesible para el usuario, la ultima actualizacion es un fiasco, de lo poco que pude ver no tiene nada novedoso aparte del diseño. Ahora es por eso que muchos usuarios estan limitados a la banca movil por su dispositivo, ya que requiere una version de android reciente, gracias bcp.",not_applicable
1589,"La aplicación es realmente paupérrima, cada semana llega a colgarse; se supone que las comisiones cobradas en cada establecimiento también debería servir para obtener un mejor rendimiento en la aplicación. No solo es el problema en la atención, en la larga cola; sino también por el medio virtual.",not_applicable
1590,"La aplicación tiene demasiados problemas, funciona malísimo. Tiene problemas para abrir la aplicación, sale error al cargar los estados de cuenta, sale error para pagar servicios, o sale error para hacer transferencias. Arreglar problemas de la aplicación, ya lleva demasiado tiempo con fallas.",not_applicable
1591,"No se puede activar,solo si borras informacion importante para uno. No facilita asi actualizacion de APP No puedo abrir mi cuenta por internet si no actualizo. Asi no puedo ver mi saldo, hacer transferencias, ver deposito alguno o realizar pagos. No puede ni debe ser obligatorio actualizar APP, es un derecho del usuario. No hay ninguna clausula contractual que asi lo ordene o prevea.",not_applicable
1592,"Esta es la peor app que he usado en mi vida. Parece hecha por un estudiante de primeros ciclos. Esta versión es 10x o 100x más lenta que la anterior. No puedo pedir mi estado de cuenta, me sale error. E hice el cambio al token digital en la versión pasada porque mi token físico murió, pero ahora me piden que lo vuelva a hacer y para ello quieren que ponga la clave de mi token físico!",authenticity
1593,"La aplicación funcionaba bién antes que pidiera actualizarla, a partir de ese momento al tratar de ingresar sólo sale un mensaje que mi tarjeta está bloqueada, lo cual es muy incómodo por la pérdida de tiempo que genera y la inseguridad o duda de que estás aplicaciones sean seguras.",authenticity
1594,"PésimA Super PésimA, hasta ahora no puedo entrar, esta colgado. La antigua aplicación estaba bien . Muy mala decisión de cambiar para mal. Lo peor es que obligan a actualizar la aplicación hará el 31 de enero . Pero no funciona hasta ahora esta aplicación, totalmente colgada, dice no carga el teclado.",not_applicable
1595,"La Peor App de un banco que he podido manejar es una mier.... el banco cobra por absolutamente todo y no tiene para invertir en un buen sistema o buenos programadore, vive caído, todo el tiempo tiene problemas, no muestra nada mas que 20 movimientos y no los muestra con detalles, solo el deposito y ya, no hay número de operación ni hora ni nada toca esperar un mes para que te den la información que asco BCP asqueroso VIVEN TENIENDO ERRORES, MANEJAE EL DINERO ES UNA PRIORIDAD COMO ES POSIBLE!!!",accountability
1596,"Deberían borrar su app de PlayStore por que no sirve para nada e igual con la de Yape, y si no, contraten a un equipo que si va a mejorar el funcionamiento y no empeorarlo. Y el quipo que lo esta actualizando, miren la app de Interbank, es mas practica de usar y mas estable. Sin tanta cosa sin sentido y diseños tontos.",not_applicable
1597,"Una actualización debe implicar mejoras en su funcionalidad y optimizar recursos. Una actualización no es cambiar de posición los botones, resaltar colores, y sobre todo ralentizar los tiempos con la sicronización con sus servidores. Pésimo",not_applicable
1598,Anteriormente funcionaba muy bien ayer me salió la nueva actualización. Ahora no puedo entrar a ver mii saldo. Me pide el. Siguiente paso pero no puedo avanzar pork las dos opciones nonse puede seleccionar. Porfavor alguna ayuda. Deben arreglar la aplicación Como les repito anteriormente funcionaba muy bien.,not_applicable
1599,"Una total porquería la actualización. Despidan a todo el equipo que hizo esto y contraten gente que sepa de verdad. Causa demasiado perdida de tiempo. De 10 veces ingresa 1 sola vez, es lenta, se cuelga, no reconoce el token, continuó?",authenticity
1600,Es la peor aplicación. Tengo la última versión instalada y no muestra todas las transacciones que he realizado y las transacciones que se muestran están incompletas. Aclaro que esperé 3 semanas y no se actualiza la información. Pésima. Nada confiable.,accountability
