ID,Comentario,Clasificacion_ISO25010
1911,"Es lamentable que un banco tan conocido y de renombre tenga obsoleta la aplicación, como termino de instalar el aplicativo si es que no se puede avanzar del paso 2, te piden seleccionar una alternativa de las que dan pero las pestañas no están activas, srs. Del BCP tienen que solucionar sus inconvenientes YA.... al ser un banco con tan amplia cartera de clientes, imagino que no quedran largas colas en sus oficinas",not_applicable
1912,"Me cambie a BCP y cuando quiero usar su app, no puedo pasar de la opción 1 debido a que me dice elija entre las opciones para recibir el mensaje de confirmación, las cuales no se ven. Arreglenlo ya que no soy el único que tiene ese problema.",not_applicable
1913,"Pésimo, la nueva actualización está pésimo, no se puede visualizar los saldos y movimientos, solo aparece el mensaje de ""hubo un problema vuelve a intentar en unos segundos"", por favor arreglen lo más antes posible.",not_applicable
1914,"Desde el año pasado cuando intento hacer transferencias a cuentas 'nuevas' (que no están en mi lista de favoritos) del mismo banco y coloco la clave del token digital, me sale la opcion de que tengo que configurar la hora y fecha de mi celular la cual está bien! Desinstalo e instalo la app y siempre el mismo problema.",authenticity
1915,"Para ser una app de uso bancario, las continuas fallas son recurrente y continuas, lo que hace sumamente engorroso el uso de la app e imposibilita realizar las transacciones al momento algo que es muy molesto, y parece que nunca arreglarán la fallas que presenta.",not_applicable
1916,Desde que actualizaron la aplicacion de banca movil no puedo entrar por que no es compatible tengo un LG k11 y no es compatible habemos personas que no tenemos el dinero suficiente para comprar un telefono de alta gama para que sea compatible con su aplicacion que tiene bastantes fallas señores del BCP porfavor piensen en las demas personas tambien..,not_applicable
1917,"Desde que actualice he tenido problemas, me sale ocurrio un error, llamé al bcp y me dijeron q actualice mis datos ya lo hice, he desinstalado y vuelvo a instalar, a veces entra, y casi todo el día me sale error haciendo clic al icono. En fin hasta ahora no se q hacer",not_applicable
1918,"A ver la app pedía migrar a una versión más actualizada de android, ya está hecho, ahora no puedo realizar ninguna operación porque sale el mensaje ""hubo un error al cargar el modo de confirmación"". He reseteado el telf a su estado original y nada. Porquería de aplicación, para que diablos sirve entonces!!. 😡",authenticity
1919,"Que esta pasando? La aplicación es un desastre, intento abrir e inmediatamente se cuelga, no abre! La versión anterior funcionaba muy bien, hagan algo solucionen por favor!!! Hay mucha gente que trabaja con la banca movil, solucionen pronto no se puede trabajar así, se supone son una compañía seria que no debería pasar eso seguido, ¡ ya pues bcp!!",not_applicable
1920,"La aplicación antes de cambiarme de teléfono ne funcionaba muy bien, ahora que tengo un teléfono más moderno y la aplicación no me abre ya voy días intentando ingresar a la app y no me permite solo me sale un mensaje que la app esta fallando y la verdad no entiendo ahora estoy volviendo a instalar de nuevo a ver si con esto funciona. Espero que puedan solucionar ese problema tan pronto sea posible.",not_applicable
1921,"A pesar de haber actualizado el sistema del celular en su totalidad, me sigue pidiendo que cambie de zona horaria, porque no coincide supuestamente con el app y cuando pones la opción comunicarte con el banco si persiste el problema, no contestan nunca.",authenticity
1922,"Pésima la última actualización, demasiados errores. No permite ver el Token para operaciones por la web, errores durante la transferencia, espero solucionen esos detalles. Con la versión anterior no ocurrían esos problemas.",authenticity
1923,"Pésima actualización, está lenta y muchas veces no se pueden realizar ningún tipo de operación, y ahora ni siquiera me permite ver los números de cuenta de mis contactos favoritos, tampoco graba el alias que le pongo a mi cuenta, no sé visualiza el tipo de cambio, está fea la aplicación.",accountability
1924,"La actualización de su app es una completa burrada , quiero ingresar y sale que ocurrió un problema, en unos instantes se solucionará y nada. Estoy así desde más de 1 semana! Lo hubieran dejado como antes !!",not_applicable
1925,"Pésima aplicación, soy cliente antiguo del BCP y realmente molesta e incómoda que la aplicación que crean supuestamente para facilitarnos la vida nos la complique a cada ratos, uno ya no puede realizar sus operaciones como antes, continuamente se encuentra en actualización, y ni que decir de su mantenimiento, creo que sí no sirve, mejor dejar de hacernos perder el tiempo y simplemente sacarla de la play store. Cosas como está me hacen pensar seriamente en dejar de trabajar con este banco",not_applicable
1926,"Es una porquería la nueva actualización que han hecho, nose puede ni siquiera ingresar a la app todo el tiempo arroja error, y si por casualidad logras entrar se demora una vida en hacer cualquier operación. Es un fiasco!",not_applicable
1927,Esta interesante. Pero si deberia de haber una opcion igual que la anterior donde puedes a llegar ocultar una cuenta si mo quieres mostrarla a simple vista. Vean ese tema y que ademas se desconfigure esa opcion con alguna clave para que sea mas confiable,confidentiality
1928,"15 de Setiembre y el error aún persiste, la aplicación se crashea (se cierra repentinamente al intentar abrir) antes de liberar una nueva versión deben probar en diferentes modelos de dispositivos, en mi caso es un Xiaomi, ni desde Play Store o la misma tienda de Xiaomi puedo ingresar al app, deben solucionar el problema lo más pronto, muchos nos estamos viendo impactados",not_applicable
1929,Desde unos días sale un error al momento de realizar cualquier operación que mi teléfono no tiene hora y fecha automáticas y por lo tanto no se puede hacer la operación. Sin embargo mi teléfono sí tiene hora y fecha automáticas. Además la app no tiene icono para señalar error o fallas.,authenticity
1930,"Pésimo, no puedo hacer absolutamente ninguna operación, ni pagar el celular, ni pagar alguna mensualidad, NADA. Con su estúpido mensaje ""hay problemas en el sistema... Le notificaremos pronto"". Increíble como un banco de esa talla no tenga una buena red. Básicamente solo los uso por el yape, en cualquier otro ámbito, otros bancos (y sus aplicativos) son infinitamente MEJORES. Pésimo servicio (1 estrella).",not_applicable
1931,"Pésima la actualización... No se lancen con algo nuevo si no está bien probado, es una falta de respeto con los clientes. El mayor problema, que hay muchos, es que no llegan las notificaciones al mail de la operación realizada y sin embargo lo ofrecen. Qué están esperando? una denuncia ante Indecopi que lo que ofrecen no se cumple hace más de 15 días. Y peor para las empresas, la SUNAT exige esa confirmación. Esperaré unos días para recibir todas las notificaciones, sino haré la denuncia.",non_repudiation
1932,"La app funcionaba muy bien hasta las actualizaciónes que la malogran inutilisando y causando un tremendo desastre la app .perjudicando a miles de usuarios ya que muchos pagamos vía banca móvil. préstamos bancarios créditos ,compras ,mensualidades ,deuniversidad,y otros pagos .. y nos emos sentidos vulnerados y muchos maltratados .al no poder pagar a tiempo por qué las quincenas ,fines de mes hay infinidades de pagos .y al confiar nuestro dinero a una entidad financiera. Y no queremos maltratos",not_applicable
1933,"(Comentario antiguo )Amo esta app es fácil segura y amo tener la facilidad de depositar o transferir así sea 5 soles. Esa era mi opinión hace un tiempo, pero desde que actualice la app nunca pude volver a entrar. Muy Mal muy mal.",not_applicable
1934,"Es una desgracia la Banca Móvil BCP recientemente actualizada, NO se puede consultar, constantemente sale error y te direcciona a su página web, sin resultado alguno, lo he desintalado y vuelto a instalar y sigue igual, esto data desde hace una semana...pésimo servicio. BCP contraten especialistas para actualizar su APP....",not_applicable
1935,"Funcionaba perfecta hasta hace unas semanas, ahora cuando ingreso el token para confirmar una transferencia o operación, se borra el token que ingresé y se pone el teclado seguro otra vez así en bucle, he intentado de muchas maneras intentar hacer operaciones y nada , espero puedan solucionar mi problema",authenticity
1936,"De lo peor, cuando tenía la versión anterior no tenía problemas pero desde que se actualizó no funciona adecuadamente, no abre ""en unos minutos lo solucionaremos"" y se pasa el día sin poder usarla. Una desgracia total!!!",not_applicable
1937,"No sé si les pasa a otras personas, pero en las últimas semanas, la app está calentando el teléfono, además de consumir mucha batería sin usar, la tube que detener forzosamente para que deje de consumir esa cantidad de batería, recién ahí todo se normalizo.",not_applicable
1938,"Pesimo la nueva aplicación, no carga mi tarjeta, no visualiza mis creditos no se puede modificar el orden de la visualizacion de las cuentas al inicio, que les pasa en vez de mejorar empeoran, desde el movil no se pueden hacer giros???? Mejoren el aplicativo el anterior estaba mucho mejor den mas seguridad no modelitos de aplicativos",not_applicable
1939,"Desde hace más de un mes pensé que estaba fallando mi celular, desinstalé la aplicación como tres veces y volver a activarla e ir al banco a activar mi token, pero después de que la app se actualiza, ya deja de funcionar, se cuelga, no ingresa, pero ya me di cuenta que no es mi celular si no la app. Los comentarios negativos tienen tiempo y se ve que hasta ahora no dan con la solución al problema. Sigo sin poder ingresar a mi usuario, se supone que la app es para no ir al banco! 🤬",authenticity
1940,"Un desastre la aplicación, tuve problemas con la actualización anterior y ahora con ésta última ni siquiera me deja actualizarla, por ende ya no puedo utilizarla. Lo desinstalé y quise volver a instalar y no me deja... ya intenté varias veces y nada, reinicié mi equipo, lo apagué, borré la caché y los datos de la Play Store y nada de nada... es la única App Banca Móvil BCP que no me deja instalar, todo el problema pasó con su última actualización que no me deja instalarla.",not_applicable
1941,"Buenas noches. Desde el pasado domingo 10, no carga la aplicación, simplemente me bota al menú inicio del celular, no mostrándome nada...ya lo reporté en 3 oportunidades a banca telefónica, ya lo desinstalé y reinstalé, por último hoy ya lo revisaron en la of de Surquillo, borraron caché, revisaron config. horaria, modo avión, desinstalaron, reinstalaron....me dijeron que sólo cabía esperar y me dieron un token físico para hacer mis operaciones por internet.......así va a ser en adelante ?",authenticity
1942,"Buenas tardes, algo está pasando con la aplicación, no abre, he desinstalado e instalado, pero sigue ocurriendo el mismo error. No permite abrir el app. Por favor solucionar el inconviente lo más pronto. Gracias.",not_applicable
1943,"La aplicación se ejecuta en segundo plano y cuando veo los detalles de consumo de la bateria de mi tel, sale mucho consumo de esta aplicación. Arreglar eso ya que ni siquiera he abierto la app. Instale nuevamente la app, lo abro y se cierra automáticamente al segundo.",not_applicable
1944,"Desde hace 2 días, la app sobrecalienta mi celular y consume casi de la mitad de la batería a pesar de que no la he usado ni 1 minuto. Lo pude ver con la información del consumo de batería. Lo único que hace esta aplicación actualmente es dañar los equipos. La tuve que desintalar para que mi celular no se dañe.",not_applicable
1945,Una porquería lo que están haciendo con la app. Desde hace un mes no puedo ingresar al aplicativo. Necesito entrar nuevamente y tardan HORAS en enviar un código de verificación al correo. Ya que tardan tanto no puedo ingresar ese código que me llego ya que el aplicativo después de tanto tiempo se cierra. Vergüenza da que un banco tenga tan mal una app.,authenticity
1946,"Buenas Buenas, hasta ahora muy bien, muy práctico y fácil de usar. solo que eso de la medianoche no puedo ver mi movimientos ya que lo habro para verificar mis movimientos y hacer control y apunte d ellos. no se que pasa que no se puede ver. no se si será solo ami. ya me informarán. at. muy agradecida.",not_applicable
1947,"La actualización del app, una total porquería, no abre la aplicación se cuelga , que hacen con tanto dinero que no hacen por lo menos una buena aplicación .. un desastre , me hace perder mucho tiempo , tomarán en cuenta nuestros comentarios , porque es la peor app de bancos que eh usado hasta ahora con esta última actualización..",not_applicable
1948,"Iba bien. Pero ahora la aplicacion se abre sola, estoy viendo peliculas videos o leyendo chateando y en cualquier momento se abre la app solita. Se pone azul la pantalla y lo que este haciendo lo cierra o lo pasa a segundo plano.",not_applicable
1949,"Estoy con horas que la banca móvil se está descargando pero no hay respuesta. La verdad ello me genera incomodidad, primera vez que tengo este problema. Alguna solución para estos tipos de casos, ya que por lo leído en los comentarios no soy la única que tiene esta queja. Por favor que opción puedo tomar, o que alternativa me dan para poder volver a utilizar banca móvil desde mi celular porque tanto insistir con la descarga y demora demasiado ello preocupa y incomoda por el servicio brindado.",not_applicable
1950,Muy mala la aplicación para poder hacer mis trámites ya que no se puede ingresar a la banca móvil y no se por que motivos se corta derepente sin aver comunicado a los usuarios de dicho corte o no se es lo que está pasando con esta aplicacion desde hace muchos días estoy si. Poder ver mi estado de cuánta mucho menos mis movimientos como tampoco puedo hacer tus tracciones con normalidad que me veo en la obligación de cambiar de aplicación a otra identidad bancaria ay que por las noches tambien t,not_applicable
1951,"Hasta la fecha (2 semanas) que pidió actualizar el app desinstalando y volviendo a instalar NO me llega el código de seguridad, he ido a una oficina me han comunicado con el área de sistemas y hasta ahora NO puedo usar la banca móvil. En vez de mejorar el aplicativo está dando mucho que desear (antes no tenía este problema).",authenticity
1952,"Ago 2021: Le sigo dejando 1 estrella porque la necesito usar un par de veces al mes y justo en esos días, no funciona 🤷🏻‍♂️ ====== (este comentario ya fue porque fue para versión anterior no recuerdo de qué año) A parte de no funcionar con root, no hay opción de pagar servicios... Y la nueva banca por internet no funciona en el browser (Chrome) del celular. Nuevamente desinstalada.",not_applicable
1953,"No funciona!!! , hace 2 semanas no abre esta aplicación, muestra el logo un segundo en pantalla y luego se cierra sola. Escribí varias veces y lo único que hacen es disculparse y ""prometer"" qué están trabajando y solucionaran el problema.... Nos vamos para el mes entre disculpa y disculpa con este fallo en la app. Que mediocridad!!!! Por cada semana que pase, seguiré actualizando esta opinión, veamos cuanto tiempo me pasea BCP con el cuento de, ""estamos trabajando para solucionarlo""",not_applicable
1954,yo le pondría cero estrellas ya que desde que me han dado estas nuevas tarjetas con diseños no logro ingresar al aplicativo no hace reconocimiento facial y cuando lo genera después de muchos intentos termina por decir que ocurrió un error inesperado que vuelva a intentarlo en unos minutos pues aquello la verdad que es muy estresante y así me tiene ya bastante tiempo,authenticity
1955,"He tenido problemas con la aplicación ya que no me permite abrir después de colocar la contraseña no ingresa, sale cargando y luego se sale automáticamente, la he vuelto a instalar y este inconveniente sigue. Se supone que la app debe agilizar operaciones bancarias. Espero mejoren en eso.",authenticity
1956,"Hace una semana que la aplicación no está funcionando correctamente. Al iniciar, solo aparece el logo y el símbolo de ""Obteniendo sesión de usuario"" y se queda ahí. Por favor, arreglen esto, ya que ahora más que nunca es necesario que funcione correctamente este tipo de canales.",not_applicable
1957,"Me indica que supere los límites de dispositivos vinculados, descargue las versiones anteriores logré ingresar y eliminar los dispositivos que tenía vinculado pero me sigue apareciendo el mismo error con las últimas actualizaciones a pesar de que ya eliminé los dispositivos vinculados, no me permite ingresar, por favor arreglenlo",not_applicable
1958,"Hola, he estado intentando acceder a la aplicación durante varias horas sin éxito, al igual que con Yape. Considero que esta situación no debería ocurrir, ya que muchas personas dependemos del BCP como medio de pago y confiamos nuestro dinero a esta institución. Actualmente, no puedo realizar pagos ni transferencias, lo que me impide hacer cualquier cosa porque no puedo pagar.",not_applicable
1959,Ocurrio un problema nuevamente. Por favor quines somos clientes y que hemos hecho uso este medio queremos un servicio disponible ya que es nuestra herramienta de trabajo. Por favor si ven que está ocurriendo demasiados problemas con la actualizacion de su aplicacion informen adecuadamente. Comuniquen si mientras solucionan vamos a dejar de usar este medio por favor.,not_applicable
1960,"Señores BCP por favor hagan algo para arreglar esta aplicación que desde que la actualizaron lo único que hace es dificultar el uso de la misma. Cada vez que deseo abrir la aplicación debo reiniciar el teléfono. Antes no era así. Soluciones este problema cuanto antes por favor porque, como verán en los comentarios todos los usuarios estamos descontentos con la nueva actualización. Gracias",not_applicable
1961,"Pésimo realmente, hace un mes atrás vengo queriendo crear mi calve de 6 dígitos para poder usar la aplicación y siempre me sale ""Ocurrió un error inesperado"" siempre me sale eso y hasta el día de hoy no puedo crearlo por lo tanto no puedo acceder al aplicativo. Cuanto tiempo más demorará sus pequeño error que nunca lo solucionan.",authenticity
1962,No se qué le pasó a la app de BCP ya estoy viendo fallos en la app se cuelga o se congela o hay veces poniendo bien mi pin sale error. Ahora con la actualización sale un mensaje de que lo sentimos la app presenta un fallo se enviara un mensaje. Y nada llevo 5 días así y para mí es muy incomodo.,not_applicable
1963,"Señores de BCP cuando van a arreglar su app?? Es inútil tener su app instalada porque nunca funciona. Por lo visto no soy la única y ya desde hace un año que siguen con el mismo problema. No se pasen pues, cero consideración con nosotros, sus clientes que mantenemos NUESTRO DINERO en su banco. Mínimo deberían prestar más atención a su app con tanta comisión que cobran.",not_applicable
1964,"Tiene muchos defectos. Su servicio digital es una lágrima. Son un banco y una institución con muchos clientes y que lucra excesivamente con sus usarios, ¿Y con este servicio nos retribuyen? Actualizaciones que nunca acaban de descargar, cuando descargan nunca abren... Si no fuera porque recibo depósitos aquí haría todo en Interbank. Están hasta el queso.",not_applicable
1965,Totalmente horrible desde la última actualización.Carga como 30 minutos para que luego me salga ocurrió un problema vuelve a cargar. Ya voy como medio día y nada. Podrían solucionar ese problema por favor. Ahora por la coyuntura no se puede ni ir a las agencias por que te atienden después de 5 horas de haber hecho cola.,not_applicable
1966,"Verdaderamente malisima la actualización, ahora ya no puedo entrar me dice que mi cel esta mal, y antes si podía ingresar con normalidad, ahora nada, para que actualizar por unas animaciones, di lo que queremos es seguridad!!!!, realmente pésima, doy una estrella por que no se puede comentar sin eso",not_applicable
1967,"El aplicativo estaba muy bien hasta que decidieron actualizar y ahora todo es una porquería,desinstale para ver si por lo menos así me dejaba transferir pero ahora no se puede ni descargar del play store. Que decepción bcp si abrían más agentes de los otros bancos hace rato doy de baja esto. No pueden trabajar así esto aburre para el cliente que le gusta lo practico,no nos compliquen las cosas.",not_applicable
1968,"Señores desde el día de ayer 14-06 que trato de ingresar a revisar mi cuenta y me salta el mensaje de erro, indicando que intente nuevamente, pero hasta el día de hoy, que he intentado mas de 40 veces ingresar a mis cuentas, no logro poder ingresar. He desistalado la app y vuelto a instalar pero nada.",not_applicable
1969,"Cada vez q me pide q actualice se demora un monton me sale q ocurrio un problema y q intente mas tarde t asi......... hasta q ya no pude actualizarlo y lo desinstalé y ahora que quiero instalarlo ya no puedo, carga y carga y nada ahora me quede sin la aplicacion, seguiré intentando pero es un fastidio todo esto en vez de mejorar, empeoramos.. plop!!!!!!!!",not_applicable
1970,"La peor app de banca es esta. Quiero crear mi contraseña y siempre me dice lo mismo: "" error, vuelva a intentarlo "" Una y mil veces es lo mismo. A ver si hacen algo por mejorarla. La verdad es que no le daría ninguna estrella, pero para publicar esto me obligan a darle aunque sea una. Un asco!!! Mucho mejor es la de Interbank.",authenticity
1971,"Nunca carga esta nueva versión en mi cel, que desgracia de Actualización...Y sigo esperando que corrijan los errores de la ultima actualización de la App pues ya estamos 20/10 y sigo sin poder ingresar; o es que están esperando que el cliente anule su cuenta bancaria para que recien corrijan el problema??? No los entiendo que están buscando realmente conplicándole la vida al usuario final...",not_applicable
1972,"La verdad es que no entiendo por qué la app pide un modo de bloqueo de pantalla con esta última actualización. Yo no la he configurado porque, cuando la tuve, en un momento dado la máquina no me reconoció para desbloquearlo y tuve que resetear desde el recovery. Yo no veo necesario ello y crea problemas para algunos usuarios como en mi caso.",not_applicable
1973,"No puedo ver mi estado de cuenta mediante la app desde octubre 2021, estoy comentando esto en abril 2022. La solución que me da el banco es un token físico que cuesta S/. 30 (moneda peruana) ($10) que tengo que pagar para poder realizar transacciones mediante la web de viabcp. Ya realice llamadas a sistema y reconfigure la tarjeta pero la única solución que me dicen es que el sistema operativo de mi Samsung Galaxy A20 no es compatible con la actualización de la app, lo cual es ¡discriminatorio!",not_applicable
1974,"Pésimo rendimiento en cuanto a las foto facial, intento crear una cuenta 🙄 pero al momento de finalizar en la parte de crear una clave de Internet no responde para luego que me salga una ventana de que ocurrió un error, cuando tengo una buena cobertura a Internet, pésimaaaa experiencia hasta el momento",authenticity
1975,"todo esta bien hasta que a los desarrolladores del aplicativo se les dio la reverenda gana de quitar el soporte para celulares con androit 10 , perdi mucho tiempo buscando la manera de realizar mis operaciones que eran muy urgentes , al final al llamarlos por telefono medijero que el androit 10 es muy viejito , mis bolas digo , el interbank funciona con todos los dispositivos y me van adecir que no, pues ... muy mal al final compre un celular nuevo como si la plata callera del cielo @$@%@^@&",not_applicable
1976,"Malísima, tuve que formatear mi celular para poder ingresar al app y ahora tampoco puedo usar el token del BCP. Me pide ir al banco a volver a activarlo. Una pérdida total de tiempo, parece que sus programadores son de quinta y no saben todo el daño que han causado. Para mi suerte pude recuperar mis token de los otros bancos rápidamente via SMS y ahí no tengo problemas ¿por que no inventan algo asi Sres. BCP?",authenticity
1977,"¿Hasta cuándo tenemos que esperar para que la app sea operable? no puedo hacer ningún pago, está obsoleta, si le pagaron a alguien para hacer estas últimas actualizaciones por favor pidan su dinero de vuelta y contraten a alguien eficiente, no cumple su finalidad. Definitivamente comenzaré a depositar más dinero en mi cuenta del Continental.",not_applicable
1978,"La actualización fue una estrategia? La única solución que dan es que esperemos hasta la primera semana de noviembre para que la app funcione correctamente y cuando le preguntas sobre el token te dicen que puedes adquirir el físico en las agencias, el que menos se ve obligado a ello cuando el error es del banco",authenticity
1979,Descargue la aplicación. Quería transferir a otra cuenta y me piden toquen. Yo tengo mi clave de 6 digitos para ingresar a la aplicación. Pero no me acepta l momento de transferir. Entonces solicito en el candado un toquen y me sale un plazo para generar. Que pezadilla. Con Interbank es al toque 🙊.,authenticity
1980,La allicacion no funciona correctamente.casi siempre sale que estan trabajando y que disculpe que no se puede iniciar secion.y cuando uno es cliente y esta en el extranjero es mucho mas complicado hacer las transacciones en linea porqje demora mucho o se cierra muy rapido y te pide contraseña,not_applicable
1981,"De ser una excelente app paso a ser la que más problemas ha registrado en este 2021. Al día de hoy sigue siendo en ocasiones imposible acceder a ella. No se sabe en qué han fallado para que terminen siendo la app con más fallas en el mercado bancario. Lamentable, ojalá la puedan arreglar. Saludos BCP.",not_applicable
1982,"Abri mi app BCp y me sorprendio porque me pide que ingrese datos personales como Numero de tarjeta, DNI ,,, a mi me parece que son estafadores ciberneticos que han entrado a la banca celular y ahora quieren los datos para vacearme la cuenta. No he ingresado por temor , y ahora no se como volver a hacer mis operaciones con la banca celular. No se si realmente es una actualizacion...No merece ninguna estrella, pero para que la lean leer macaré una.",resistance
1983,"Como usuario nuevo debo comentar que la app está fatal. No se puede crear clave web ni token porque no reconoce el rostro. Me la he pasado más de una semana en este proceso de intentar acceder a la app y otra que nuevamente pide clave y foto para crear token. Pésima la app y ni hablar de la atención al cliente de esta entidad bancaria, no ayudaron en nada. (Estoy así por el trabajo ya que cambiaron de banco, de lo contrario nunca tuviese una tarjeta como esta)",authenticity
1984,"Es vergonzoso que el banco más grande del Perú tenga una App cómo está. La app se la pasa mostrando mensajes de disculpas... No lista los favoritos, errores en la lectura del token, errores para transferencias interbancarias y cuando quieres hacer pago de servicios al 4to o 5to intento funciona. Una pérdida de tiempo",authenticity
1985,La aplicación no me sirve desde hace 1 semana. Lo único que me dicen sus asesores es que llamé a su banca por teléfono en donde ni siquiera te contestan rápido. Después de días me da la opción de ingreso pero me sale que intente en 5 minutos. Lo peor de todo es que ponen en sus redes que su app funciona normal cuando no soy la única con el problema. Pésimo!,not_applicable
1986,"De mal en peor!!! La volví a instalar en un teléfono que actualizó su sistema operativo de forma oficial y esta inútil aplicación dice que el teléfono tiene privilegios root, una reverenda porquería!! Ni siquiera la del BBVA me dió esos problemas!! Actualicen su sistema!!",not_applicable
1987,"Mala aplicación desde que la actualice estoy teniendo unos inconvenientes, necesito hacer un trámite urgente desde mi aplicativo y se me cierra la pagina, no puedo realizar algún movimiento porque de la nada se cierra. Haber si pueden solucionar lo mas antes posible estos problemas todo estaba bien hasta que se me dio por actualizar pensé por algo mejor pero fue al revés porque no me ayuda en nada, es necesario tener el aplicativo en mi móvil pero de que me sirve si no me deja hacer algún trámi",not_applicable
1988,"Esta horrible esta aplicación, arreglen yaaaaa me desespera, tuve que eliminarla y la volví a instalar y no puedo ingresar no llega a tiempo el código para activarla o llega después que ya paso el tiempo y vuelves a solicitar el código y es lo mismo. Muy mala calidad con su aplicación de este banco.",authenticity
1989,"12/07 Ya actualicé y beneficio hay? No puedo ingresar, justo cuando necesito hacer unas transferencias.. ""lo sentimos ocurrió un error inesperado. Por favor intenta más tarde"" estoy con ese problema ya media hora.. 13/07 ""Lo sentimos ocurrió un error inesperado.."" sigue fallando, no puedo ingresar, mejor estaba la versión anterior a pesar que también tenia algunos errores..",not_applicable
1990,"Fatal lo peor en app, lanzan supuestas actualizaciones y con cada actualización la app es peor. Siempre con su ""ocurrió un problema"" o ""vuelva a intentarlo"" y el colmo que cuando uno trata de meterse sale que hay que hacer una actualización!! El descaro de app.",not_applicable
1991,Cuando intento entrar dice que las aplicaciones del bcp no pueden ser ejecutadas en dispositivos que hayan obtenido privilegios de administrador. Si es mi dispositivo porque no debo tener esos privilegios una cosa es la app y otra cosa es mi dispositivo y lo que yo decida acerca con él. No puedo abrir la app.,not_applicable
1992,"Terrible!! Realmente la peor aplicación de banca por Internet, ni siquiera puedo ingresar a ver mi información y a cada instante me sale: Ups, error! Me parece pésimo que ni siquiera se dignen a poder solucionar su aplicación que ya lleva varios días así.. Es una falta de respeto a nosotros los clientes..",not_applicable
1993,"Siempre que hacen actualizaciones me causan problemas. Me dejan con varios días sin poder utilizar la aplicación hasta q resuelvan el dichoso problema. Muy decepcionante el equipo que trabaja en la aplicación. Hoy es Domingo 7 de Mayo del 2023, a ver para cuando resuelven el problema que no me deja actualizar.",not_applicable
1994,"Calificación de cero para abajo. No deja ingresar, te pide codigo que se envía al correo, sólo da 40 segundos y el correo con la clave llega después de 2 minutos o al minuto y medio. A qué neofito le encargaron el diseño y modificaciones al sistema de convalidación de seguridad?. No es la única banca por la que poder obtar exiten otras más eficientes.",authenticity
1995,"La última actualización y el token virtual malograron la aplicación ahora solo sirve para perder tiempo. Y ni llamar a banca Telefónica, te pasan de inepto a inepto y cada uno pide que le vuelvas a contar tu sufrimiento con la app. Deberían reestructurar su departamento de sistemas NO SIRVE!",authenticity
