id,comentario,etiqueta
1017,"Es la peor app se supone que acaba actualización que se da, debe mejorar pero es peor, no se puede hacer pagos sale error, o no tiene pagos pendientes, se tiene que intentar más de 10 veces para poder realizar el pago la verdad que es una pérdida de tiempo y ala vez me genera una amargura. 😡 Banco tan grande para esto.",not_applicable
1018,"Esta App, esta de mal en peor, solo encuentras accesos conveniente para el banc, sin embargo no existe ningún beneficio para el usuario, por ejemplo, no puedo ver la información de mis transacciones, y el historial de de estas, son limitadas, como máximo se puede ver un mes atrás... me tiene muy limitado esta app...Les pongo como ejemplo la App de Scotiabank...",accountability
1019,"Actualice a la nueva versión por que me obligó el app, pero sinceramente esta versión no sirve, se la pasa colgada, nunca abre, tiene demasiados errores, por que lanzan la actualización sin haber hecho las pruebas correspondientes primero?. Si ya funcionaba muy bien la versión anterior, por que desmejorarla. La verdad no entiendo.... Por cierto, no puedo iniciar sesión por que nunca llega el mensaje con el código 🙄🙄🙄",authenticity
1020,"No entiendo para que actualizan su app es lo peor que han hecho, la versión anterior estaba mejor no tenía problemas de conexión, te pedía cerrar sesión y no se tenia problemas, con esta última versión todo falla cuando se quiere transferir o pagar un servicio es muy lenta o no se concreta la operación, los favoritos ya sea para pagos de servicios o de transferencia muchas veces no salen, cuando logras abrir la app y después la cierras ya no abre sale un mensaje de error....pésima...0 estrellas.",not_applicable
1021,Desde el 13 de set se cierra automáticamente en el celular cada vez que lo abro y es el celular donde siempre he hecho mis operaciones. Y en mi otro celular si abre pero no puedo hacer nada porque no tiene el token activado. Dice que debemos esperar una actualización. Ya lo desinstale y volví a instalar con reinicios incluidos y nada,authenticity
1022,La aplicación sigo sin poder descargarla. Se para em 73% y no sigue igual esta yape. Se para en 84% las 2 aplicaciones me obligaron a actualizar si no no fuera echo nada... revise la memoria de mi equipo actualice software y nada. Sigue igual. Esa aplicaciones están defectuosas. Tengo un j7 Android 9 no creo que sea mi equipo,not_applicable
1023,"Pesima, la nueva versión expone los datos; en mi caso se abre o ejecuta cada rato la app bcp como que fuera una publicidad y molesta. La desistale hace la vuelvo a instalar dice que mandara sms para confirmar, nunca lo envía. Y nuevamente se abre automáticamente la app bcp. Recontra pésimo.",confidentiality
1024,"Entro a la app y me bota al rato, y no se puede concluir ninguna operación, e intentado en varias ocasiones y lo mismo me bota mientras estoy en la app, del mismo modo e desinstalado y vuelto a instalar y sigue el mismo error, porfavor de corregir ello ya que no se puede realizar casi nada.",not_applicable
1025,"Es muy lento para ingresar y le falta el pago con QR, ya que hay personas que no manejan muchas aplicaciones y solo tienen la aplicación de su banco. Lo único que les queda es usar la tarjeta o hacer transferencia manualmente con el número de depósito. Deberían de implementar el pago con QR dentro de la aplicación BCP.",not_applicable
1026,"Estaba usando todo bien, desde ayer lunes 02/08 cada vez que abría la app se cerraba de la nada, desinstalé y volví a instalar, ahora me piden mis datos los ingreso, coloco el código que nos mandan al correo le doy siguiente y me sale un mensaje que Uno o más datos son incorrectos y no me permite avanzar con el registro. Ayuda por favor",authenticity
1027,"Amigos del BCP, opino que agreguen en la página web visualizar 50 movimientos diarios y la hora de los mismos para ser más específico y agreguen el número de óperacion en la aplicación, pues, hay momentos en qué la página web del BCP se pone inaccesible y solo queda la aplicación pero en la aplicación solo puedes ver montos de los que no se sabe de dónde provienen, sin embargo con el número de óperacion se hace más fácil especificar la transferencia. Bendiciones y éxitos para ustedes.",accountability
1028,"No pueden tener una unica actualizacion que sea estable y funcione bien, me tiene harta que me obliguen a actualizarlo constantemente y que esas actualizaciones pesen bastante espacio, debo estar borrando varias apps para que recien se actualice y ahora ya no poseo de qué borrar y no puedo entrar a la app a ver mis cuentas. Totalmente insatisfecha.",not_applicable
1029,"Una porquería la nueva actualización, ni siquiera me preguntó si quería actualizar a esta versión. Cada vez que hago uso de la app, la siguiente vez que quiero entrar sale mensaje de error, me obliga a reiniciar el celular para poder ingresar de nuevo. Será momento de cambiar de banco, la única razón por la que estaba en BCP era por la versión anterior de la app.",not_applicable
1030,"Que ha pasado con esta app? No puedo ingresar hace más 2 semanas! No funciona, pruebo desinstalando y volviendo a instalar, tengo que volver ya 3 veces al banco para activar el token y allí nadie sabe que pasa, todo mal! Si hubiera opcion de poner 0 estrellas eso les pondría. Por favor mejoren!!",authenticity
1031,"Esta es la peor aplicación que he instalado, se pierde la conexión al momento ingresar para habilitar o deshabilitar la función de compras por Internet, se pierde la conexión al momento de realizar las transferencias entre cuentas y a terceros, muy muy mala esta actualización y le doy una estrella porque sino no deja publicar, la verdad no se merece estrellas",not_applicable
1032,"La nueva actualización, el nuevo formato, el nuevo orden de las cuentas, nada amigable, la intención fue hacerlo más moderno pero no ayuda a tener la información completa a la mano, para cayendo el sistema, es más lento, solo me deja ver 3 cuentas y la demás tengo que entrar a la otra opción, si quiero sacar una y poner otra no se puede, hago una transferencia no procesa, luego se duplica. No es necesario que sea tan atractivo, la idea es que tenga toda la información a la vista y sea rápido.",integrity
1033,"Bastante mal la aplicación se buguea, da errores o simplemente no carga, los problemas que me dió es el siguiente: error tras el reconocimiento facial para cambiar la contraseña de internet. Error tras el intento de ingresar la clave de internet. Error al cargar datos de usuario. Simplemente extresante y frustante, a mi sincera opinión yo crearía una mejor app (execto en el aspecto de la seguridad) yo creo que le falta más dedicación a la app.",authenticity
1034,"Para ser uno de los bancos que más utiliza el peruano deberían hacer las cosas más faciles. por ejemplo dar fecha y hora y número de transacción al realizar una transferencia. osea en el historial,eso es uno de los errores más grandes que tiene el aplicativo la otra es que con cada actualización en ves de mejorar va hacia atrás",accountability
1035,"La adaptación a esta nueva actualización es un poco complicada aparte que tiene errores , en mi opinión prefiero la versión anterior en esta tiene demasiados fallos . Muchos clientes usamos está plataforma para trabajo depósitos a terceros y etc para ahorrar tiempo y hay momentos que necesitamos esta herramienta y no fluye solucionenlo porfavor",not_applicable
1036,"No sirve su sistema, ponen demasiada ""seguridad"" pero no pueden enviar bien un simple código de seguridad por correo, ponen un tiempo limite como protocolo de seguridad y no verifican que todo sea enviado, encima bloquean el usuario cuando su sistema es el que falla, pésimo servicio, generan mucha pérdida de tiempo",authenticity
1037,"Pesimo la ultima actualizacion. Tuve problemas al iniciar anteriormente y creí q eran mis datos, pero fue el app. Ahora se fue el problema de inicio pero cuando hago una transferencia me dice q el token falló por la fecha, la cual debe estar en automático..y está así. En conclusión, no me sirve el app.",authenticity
1038,"Al igual que a otros me pasa lo mismo desde hace un tiempo atrás ahora que más lo necesito por la cuarentena no puedo hacer pagos desde mi celular ni enviar dinero a terceros, me estresa todo esto! Por favor dean una solucion inmediata porque la actualizo y nada! Eso quiere decir que ya es problema de la app y en realidad están quitandole el buen servicio que tenía.",not_applicable
1039,"Pesima actualizacion, pidiendo datos nuevamente, errores en cada pantalla, desconexiones todo el dia, no se puede transferir, en fin, un reverenda porqueria. ¿Por que cambiar lo que funcionaba bien? Ya estoy viendo opciones para cambiarme de banco, todo lo realizo por internet y una pesima aplicacion no me permite estar tranquilo.",not_applicable
1040,"Tengo un teléfono Huawei con sistema operativo Android 7 y con la última actualización que han hecho de banca móvil BCP no puedo descargarla a pesar de que mi teléfono si cumple con los requisitos sugeridos por el programador. Con la anterior versión no tenía ningún problema, la utilizaba para realizar todas mis operaciones de mi negocio. Ahora me he quedado en el aire. Tendré que que cambiar de banco.",not_applicable
1041,"PÉSIMO diseño del aplicativo. Increíble que el BCP haya reemplazado una versión que funcionaba bien por otra que parece desarrollada por inexpertos: No es amigable, Es redundante, Da errores por no tener disponibles opciones y módulos. No consigo solución presencial en agencias, ni llamando al Área de Canales Digitales. Veo que el aplicativo tiene severos problemas de compatibilidad con las marcas de equipos. Me provoca quejarme vía el Libro de Reclamos. *** Ha pasado 1 mes y sigo sin solución",not_applicable
1042,"Tengo un problema con la fecha y hora, cuando quiero realizar alguna operación me aparece que debo tener la hora en modo automático. Lo tengo así por defecto, igualmente intente cambiando la configuración y sigue resultando el mismo error, la aplicación se vuelve inútil con este problema que viene pasando desde hace más de un mes, necesitan arreglarlo, pésimo servicio",authenticity
1043,"Mucho se demora.. Está versión de app les sugiero qué ya dejen de actualizar a cada rato, es una incomodidad al cliente. Y para esto se tiene qué tener un navegador e internet qué navegue bien más si uno usa más sus otras redes y no es así. Exijo solución rápida para satisfacer al cliente y dar una buena atención piensan qué estamos no haciendo nada.. Yo paro ocupada y no estoy para perder tiempo ⏳ para mi es oro 🥇",not_applicable
1044,"es frecuente que salga el mensaje ""vuelve a intentarlo estamos trabajando para darle la mejor experiencia"" y lo peor es que no se puede usar cuando más se necesita y funciona lento. Sigo teniendo problemas como siempre para ingresar ya sea de iPad, android samsung S9 plus y S10; ed una pésima aplicación. Bbva e Interbank hasta tarjeta Oh cero problemas pero bcp nada recomendable!! Aprendan y mejoren la App es julio 2019 y sigue siendo una porquería!!",not_applicable
1045,"La última actualización es basura, no sirve, solo muestra todo el tiempo el siguiente mensaje: ""¡ocurrió un problema! Nuestro equipo está trabajando ..."", No se puede entrar a la app y no se puede ni usar el token, y por cierto le falta a la app usar solo huella para ingresar.",authenticity
1046,"La aplicación iba de maravilla, hasta que se agregó el código de validación de cada sesión en la app. Resulta que tarda demasiado en llegar el código de validación y cuando este llega, la sesión ya ha expirado. Les pido corregir este inconveniente, ya que causa mucho malestar en cada usuario. Espero tomen en cuenta está sugerencia.",authenticity
1047,"Pésima está actualización. Aparte de lo ya reportado por otros usuarios, al poner la cantidad empieza por los decimales y conduce a equivocaciones. Por ejemplo, si pongo 200 muestra 2.00, debo completar con más ceros para llegar a la cantidad. Regresen a la versión anterior hasta que afinen bien está versión.",not_applicable
1048,"Aplicación de m.... Primero uno debe entrar al apartado del token y memorizarlo, luego entrar para por ejemplo hacer una transferencia y prácticamente debe correr porque el token dura 1 minuto.... No jod... No pueden enviarnos el token por SMS o hacer algo al respecto, sinceramente es la app de Banco más deficiente que he visto.",authenticity
1049,Esta actualización es la peor que ha tenido para empezar ya no tiene la privacidad que tenía la anterior aplicacion en caso de tener una cuenta adicional que la ves cuando la desbloqueas esta aplicación se corta a veces no entra es lenta no la recomiendo espero mejoren o regresen a la aplicación anterior que estaba mejor a comparación de esta gracias,confidentiality
1050,"Pésimo funcionamiento de la actualización del app bcp, esta horrible, es deficiente, muy lenta y tengo problemas siempre con el aplicativo ""actualizado"", ustedes tienen suficiente dinero para mejorar su app, esta pésimo, muy malo, no entiendo cual fue la ""mejora"", espero que arreglen el app con tanto dinero que nos cobran en vano por múltiples sin fin de comisiones extraordinariamente exageradas deberían al menos tener una buena app con ese dinero que les pagamos. Espero solucionen pronto la app",not_applicable
1051,"Tuve que ir al banco debido a que borraron toda mi información de la app y nadie contesta por telf. Pasando por encima de uno como siempre. Encima el numero de mi trajeta se guarda automaticamnete, cosa que no quiero!! Parece que le hacen la vida más facil a los rateros y hackers!! ahora la app SE CUELGA!! ES LENTA!! NO ME DEJA ENTRAR!! EMPEORÓ!! Pesima actualización",confidentiality
1052,"Es la segunda vez que me pide actualizar en menos de 6 meses,en la primera actualización no podía hacer transferencias a otras cuentas, ni pago de otras tarjetas visa, tampoco acceder al token digital. Ahora estoy actualizando y solo actualiza al 98% no llega al 100 %. Otra vez tengo que ir al banco y hacer cola. Es una verdadera molestia y pérdida de tiempo.",authenticity
1053,"Me creo un grave inconveniente, porque no pude realizar el pago oportunamente, porque no pude actualizar el Token Digital. Lo cual demoró hasta el otro día. Es un buen candado, hay que utilizarlo en resguardo, no para obstruir. Buscar un mecanismo que sea útil y apropiado, aunque el robo en todas sus esferas, es sumamente delicado y no tiene fronteras.",authenticity
1054,"Se supone que los cambios son para mejorar, pero la última actualización es un desastre. Me dijeron que se mantenía activo en la token pero aún que aparece registrado con mi equipo el token no funciona. Si van a actualizar y tenemos que activar el token a cada instante, mejor no cambien nada por qué no tengo tiempo para perder tres horas haciendo cola en una agencia para activar el token.",authenticity
1055,"Su app está peor...aparte d colgarse y no reconocer los contactos favoritos, tengo q salir y entrar constantemente...ahora ya no me da la opción d compartir la transacción x whatsapp ni x ninguna otra, ahora sólo sale x correo d outlook...x otro lado, es un problema agregar a un nuevo contacto como favorito, es complicado colocar el nombre, se autoescribe y repiten las letras...uno tiene q escribir una letra y borrar la q se repite y luego se terminan juntando las palabras...Solución x favor YA.",accountability
1056,Espantoso. Me cambiaré de banco. No puedo pagar el préstamo con anticipación. Lo peor es que cuando llega el día del pago no se puedo pagar. Y esto genera un interés diario. Y como se supone que pagaré sino lo puedo hacer. Si la misma app no me lo permite. Desastroso el servicio. Anteriormente noté deficiencias. Pero esto es demasiado. 😡,not_applicable
1057,"A partir del año 2021 cada vez que intento logearme a la aplicación se demora en confirmar el código de confirmación, a veces nunca llega. Cada ves que llegó a logearme todo bien pero, cierro la aplicación y la vuelvo abrir y me sale tarjeta bloqueada, es la quinta vez que intento y sigue pasando lo mismo",authenticity
1058,"Por favor solucionar el tema de la última actualización! No puedo entrar por nada, he desinstalado montón de veces y sigue apareciendo un mensaje como para actualizar datos, estos incluso los he actualizado telefónica y presencialmente, luego de todo el tiempo perdido, me indican que es falla de la aplicación y ya va más de una semana!",not_applicable
1059,mi aplicativo abre ingreso y al poco tiempo se cierra totalmente... luego de la actualización me pasa esto...,not_applicable
1060,"La App está fallando, cuando se quiere pagar un servicio sale error y que vuelva a intentarlo más tarde, sin embargo en los movimientos sale que ya se pagó, sin mostrarnos la constancia de pago. Porfavor arreglenlo, la constancia de pago es importante para llevar nuestro control y para demostrar que el pago ya se efectuó. También en los movimientos deberían agregar la opción de descargar o compartir la constancia de pago.",accountability
1061,"El app dejó de funcionar desde el 14/09 la re instale 3 veces, borre caché y ya me comuniqué con la fan page de BCP pero no me dieron una solución solamente que son mal funcionamientos inesperados. Que triste no poder solucionar un problema de este tipo teniendo las capacidades para hacerlo afectando a miles de clientes. Espero una pronta solución, y por favor, no me respondan que me comunique en Facebook, ya lo hice.",not_applicable
1062,"Pésima la nueva actualización de la App! Con la anterior versión no había tantos problemas, para que una actualización si no es para mejorar. Un desastre la verdad, cada vez que intento realizar una transferencia da algún mensaje de error, hasta para visualizar los saldos! Terrible!!!",not_applicable
1063,"Me tienen podrida con sus actualizaciones cada dos meses,nunca se puede confiar en la app,la quieres usar en la calle y no puedes porque de la nada salió una nueva actualización y debes descargarla si quieres usarlo. La app es lenta,tiene fallas y nisiquiera se nota en qué sirven las actualizaciones,ocupan espacio y empeoran la app. Sí se pudiera poner menos calificación, muchos ya lo habríamos hecho.",not_applicable
1064,"No puedo hacer ops porque el token digital ha vencido (vaya uno a saber por qué, tengo el mismo cel, la misma tarjeta, la misma ubicación). No se puede renovar: puros mensajes como OPERACIÓN FALLIDA. Me llega un correo que dice tengo que acercarme a una oficina para renovar el dichoso token. Pérdida de tiempo total. Esto no pasa con apps de otras instituciones financieras.",authenticity
1065,"He utilizado la interfaz desde hace en tiempo y estas últimas actualizaciones se han vuelto tediosas, no puedo realizar ningún pago porque me sale el mensaje de que la ""sincronización de mi token fallo a causa de la hora y fecha en mi dispositovo"" que lo ponga en modo automático cuando si está en este modo. Estoy con el mismo problema desde inicios de año y me sorprende que solo actualicen huevadas y no las quejas de los clientes.",authenticity
1066,Realmente destruyeron una buena App. A quien se le ocurrió actualizar el aplicativo que venía funcionando muy bien por esta actualización que es un porquería. Ahora en los baucher no sale los mismos detalles de antes. Realmente una lástima y debería despedir a los que cambiar el aplicativo que está lleno de errores y bugs por todos lados,accountability
1067,"Pésima realmente, he tenido que instalar y desinstalar como 7 veces y no acepta la clave digital, en una de ellas pude ingresar y nunca me llega la clave toquen digital, no pude hacer transferencia, ahora ya no puedo entrar a la app. Por qué hicieron una actualización a la app si no tenían seguridad del soporte que tienen, llamo al banco y el teléfono está colapsado no puedo comunicarme. De verdad pésimo pésimo.",authenticity
1068,Que está pasando con su aplicación del bcp siempre para teniendo problemas desde la última actualización y lo más importante quitaron la opción para colocar correos al momento de realizar una transferencia y era el motivo por el cual usaba la aplicación que pesimo en serio vuelvan colocar la opción de colocar correos.. hasta el momento no cambiaré la calificación.,accountability
1069,"Malísima aplicación, e intentado por más de 1 mes entrar por primera vez a la aplicación con mi nueva tarjeta y me aparecen mil errores! Primero que el código que me envían al celu es incorrecto, y lo vuelvo a enviar y escribir una y otra vez y me sigue saliendo incorrecto!!. La banca telefónica me dice que en esos días había un error. Luego de 3 semanas volví a intentar y sigue igual y al abrir la app escribo todos mis datos rápido y me dice error y que paso mucho tiempo y vuelva a intentarlo!",authenticity
1070,"Para mi ha sido fácil de entender y adaptarme a la versión. Lo malo es que tiene muchos problemas para leer saldos, para activar y desactivar la tarjeta, o para simplemente bajarme el estado de cuenta. Las otras app de otros bancos funcionan mucho mejor y son más estables. Creo que deberían ya tomar cartas en el asunto y no dejas que los usuarios se sigan quejando del App. En este mundo digital es sumamente importante que este tipo de servicios están disponibles 100%",not_applicable
1071,con la última actualización ya no puedo usar la app porque se cierra automáticamente si intento registrarme. ¿qué se supone que haga con mi dinero?,not_applicable
1072,"Con la nueva interface de la aplicación se fue todo al diablo... De cada 10 intentos carga en sólo una, en las 9 restantes te sale ""ocurrió un problema"" ""visita viabcp""... Realmente antes casi todo lo hacia con esta banca.movil BCP que nunca fallaba... Ahora ya estamos viendo otras alternativas... La verdad muy mal.",not_applicable
1073,"La app está bien, cumple con su función, es decir ver mis movimientos y mantener un control de mi cuenta. Pero desde la última actualización no me deja realizar ninguna transferencia, se congela cargando y nunca se puede realizar. Espero se solucione pronto porque ya lleva un poco más de una semana que no puedo hacer ninguna transferencia.",not_applicable
1074,"En estos momentos estoy deseando cambiarme de banco con urgencia. Ya que utilizo su aplicación con mucha frecuencia en un solo día y lo único que veo cuando la abro son sus popups de error con el sistema, internet , etc aunque es más que obvio que desde que actualizaron lo arruinaron por completo. Es una app de uso comercial, no precisamos elegancia, precisamos funcionalidad y eficiencia. A mover ese código porfavor.",not_applicable
1075,"Pésima aplicación, siempre tiene problemas. Nunca abre y cuando lo hace siempre es con errores, ni siquiera me permite ver el supuesto token para hacer transferencia y es en vano ir al banco los msjs con el código de confirmación es la espera más larga. Pero para hacer los cobros directos si son los primeros, para ese tipo de operaciones ahí si no se necesita nada 👎",authenticity
1076,"Manejo apps de 4 bancos continuamente, todas mejorables, pero desde q BCP lanzó su nueva versión es de lejos la peor, se cuelga, no acepta dijitar la clave, arroja error permanentemente, le cuesta cargar el token, te deja varado con las operaciones, no accedes a tu base de contacto y un largo etc, etc.",authenticity
1077,"Muy triste está situación, es la segunda vez qué me descuentan dinero. La razón ni yo le la sé, peor aún las personas que atienden en el banco. Muy lamentable para las personas que tenemos dinero para cualquier emergencia. Y ni qué hablar de la app, tiene un tiempo totalmente inadecuado, no carga rápido, se tiene que esperar para colocar la contraseña, y está actualización qué si o si la tienes que realizar, cuando uno lo que quiere es solo ver su estado de cuenta o realizar alguna transacción.",not_applicable
1078,"Mala me parece mejor la anterior versión más práctica fácil acceder a las distintas funciones, en temas de esta naturaleza se debe priorizar LA FUNCIONABILIDAD y no diseño de dibujos y otras cosas que confunden al usuario. Totalmente horrible esta actualización encima se desactivo mi toquen digital y hasta ahora no lo puedo configurar y no carga la funciones. Me han decepcionado BCP ahora tendré q usar más las App de mis otros bcos para pagos. Le doy un 0 a esta actualización.",authenticity
1079,"Lastima q no hay opción de no ponerle estrella,esta de mal en peor la app. Se supone q las actualizaciones sirven para mejorar, pero esta versión es malisima, cuando quiero hacer un pago, simplemente no se puede. Me piden actualizar la hora y fecha automático para el token! @BCP Deberían leer las quejas y mejorar!",authenticity
1080,"Pésimo, vuelvan al anterior, dónde se podía poner texto de referencia de tu transferencia. Se cuelga a cada momento. Demora en cargar más que el app anterior. Estoy pensando seriamente a cambiar de banco porque ete problema está desde agosto no han dado libertad al cliente a elegir el actual o el anterior. Malazo.",accountability
1081,"Actualice la aplicación el día de ayer y ahora cuando intento ingresar se cierra automáticamente la aplicación, con la versión anterior no sucedía, no he podido ingresar a mi cuenta desde la app",not_applicable
1082,"Pésima aplicación, anteriormente se podía hacer todo tipo de transacciones y ahora te pide el número de tu tokem físico (aunque nunca hayas tenido uno) y para usar el tokem digital, debes de salir de la app y usar este código que te dura un minuto y rezar para hacer esa aplicación en un minuto ( que con lo lenta que es esta aplicación es imposible), la versión anterior estaba decente, traiganla de regreso por el amor de Dios.",authenticity
1083,"Bcp que dolor de cabeza, se actualizo para mal la App y tuve que perder mi valioso tiempo para buscar un banco bcp en provincias para activar mi token digital y cada vez vez se cierra siempre sale errores en la app y tengo que reiniciar el celular muchas veces, por favor solucionen el problema. Muchas gracias",authenticity
1084,"Esta un poco rara la actualización, deberían poner como en la anterior la opción de enviar el comprobante de envío a otros correos como tenia la anterior. Además de que al cambiar el orden de primero vemos a donde va que a donde llega marea ya que nos hemos acostumbrado al anterior.",accountability
1085,"Desde que actualicé a la última versión hace 2 días, tengo muchos problemas. A cada rato se interrumpen los pagos de servicios o transferencia, con el error de no contar con conexión de internet, cuando si la hay, y muy estable. Muy mala experiencia de usuario. Vuelvan a la anterior versión, que era muy estable.",not_applicable
1086,"No puedo ver mis saldos ni depósitos desde agentes (me aparece que no tengo dinero en la cuenta cuando no es cierto), muchas veces hay problemas con la red y para poder realizar transferencias exige ir a una de sus instalaciones para obtener la clave token, de lo contrario ofrecen usar Yape, que tiene un sistema aún peor que esta aplicación.",authenticity
1087,"Es un completo desastre esa última actualización ya ni ganas da de entrar al app porque cada que lo hago me sale ""error vuelve a intentar"" mejor estaba la actualización anterior en vez de mejorar la fregarón. Ustedes mismo como banco han hecho que me cambie a otro banco descargando el app y ahi hago todas mis trnaferencias sin ningún problema.",not_applicable
1088,"Ya desde casi 1 semana me salio un mensaje en mi celular que indicaba q había problemas con la aplicación, la cual desde ese día dejo de funcionar, ya lo desinstale unas 10 veces y nunca abre, pero si se queda abierto en segundo plano , mi celular es un S20 Ultra y e visto q con los del mismo modelo ha habido ese error , ya que mi cuñada tiene el mismo celular y le paso lo mismo , se requiere que hagan una actualización para corregir este error si no va haber mucha gente disconforme.",not_applicable
1089,"Le daría 4 estrellas a la versión anterior de esta App. A la versión actual solo 2 estrellas. La aplicación falla con demasiada frecuencia, lo que no pasaba con la versión anterior (lo más frecuente en cuestión de fallas es que la aplicación no quiera abrir). Si pudieran solucionar este problema sería genial. Gracias.",not_applicable
1090,"No lo recomiendo. La primera vez que lo instalé funcionaba aparentemente bien, pero ahora ni siquiera me permite ingresar. Presenta problema de accesibilidad y genera bastantes molestias. Es una aplicación que deja mucho que desear. En mi experiencia personal: NO SIRVE. Consejo: no la descarguen, perderán su tiempo.",not_applicable
1091,"Una porquería!!!! 😡 Que mal que el encargado del sistema deje tan mal parado esta entidad,definitivamente no están brindando un buen servicio.. Todo viene desde la cabeza, y al parecer no están supervisando el trabajo en sus rubros Entiendo que nada es perfecto, pero en reiteradas ocasiones estoy teniendo diversos problemas con el servicio.",not_applicable
