id,comentario,etiqueta
1242,"Si pudiera dar 0 estrellas las daría. Pensé que era el único con problemas en la app pero ya veo que TODO EL MUNDO tienes los mismos inconvenientes. LLEVO 3 DIAS intentando hacer una transferencia interbancaria y sigue saliendo error. Me lanza que mi clave es incorrecta, se queda congelada y no puedo hacer nada.. en fin, hicieron una desactualización de porquería",authenticity
1243,"Desde su última actualización y su nueva imagen, esta pésima la aplicación, dificultad para realizar pagos, actualizar el estado de cuenta, ingresar a la aplicación, no carga los favoritos, no actualiza el token digital para hacer pagos, no se pueden hacer transferencias. Pésimo servicio.",authenticity
1244,"No se que pasa ultimamente, trato de abrir la aplicacion y se cierra automaticamente ya lo volvi a instalar y nada, por favor hagan algo, a muchos de mis amigos les esta pasando lo mismo, esto ya es un problema general, evaluen bien antes de lanzar sus actualizaciones que perjudican mas de lo que benefician.",not_applicable
1245,"Se cuelga muchas veces,y cuando se realiza una transferencia no siempre envía la constancia al correo,e invita a volver a intentar,pero si lo intentas aparece la operación duplicada y tienes q hacer tooooodo un trámite para la devolución e incluso no lo puedes hacer con BCP sino con la empresa a la q se le duplicó.Adicionalmente la actualización es tan pero tan lenta q termina por cansar con la espera como hoy 28 e FEB",integrity
1246,"Malograron la app, antes era excelente, ahora un desastre, no se puede usar a pesar que he reinstalado la última versión, además pretendí usar la zona segura del BCP para una transferencia y gran sorpresa en la relación de bancos a transferir no figura el BBVA, me obligan a usar el cajero. Se necesita solución inmediata a estos problemas BCP es un maltrato a los clientes. No le daría ni una sola estrella pero para publicar este mensaje tengo que marcar al menos una estrella.",not_applicable
1247,"Pésima app, primero le faltan funciones como desbloquear con huella, cerrar cuentas de manera más fácil, pero lo que me dio más cólera, fue que no me deja verificar el token digital con el escaneo facial, se queda en bucle una vez que me ha escaneado, vuelve al inicio como si no hubiera escaneado nada, y tengo que estar pasando por el banco para que al final me deriven a banca por teléfono, pérdida de tiempo y paciencia.",authenticity
1248,"Pesima app, la he descargado nuevamente porq mi celular lo formatee, y me sale ingresar código de validación q llega a mi celular lo ingresé y sale código incorrecto cuando es el mismo número que me llega en mensajes, y solicito nuevamente el código y llega después de finalizado la sesión que dura 40 segundos, pésima aplicación siempre lo mismo con los del bcp, ya aburren, mejor cambiaré mis cuentas al continental que nunca he tenido esos inconvenientes.",authenticity
1249,"Hice unas transferencias de montos regulares y en algunas me salió ""error, intentar de nuevo"" así que lo intenté de nuevo, pero resulta que ""SI"" se realizó la primera y la segunda operación, causándome un daño enorme. Esto ya ha pasado varias veces en montos menores también. Esto considero que es grave y no lo corrigen desde hace tiempo. Ahora febrero 2023 y sigue muy su App a tal punto que transferiré mis fondos a otro Banco dado que falla demasiado causando pérdidas en dinero y tiempo valioso",integrity
1250,"Esta nueva aplicación es muy mala hace 3 días que no puedo hacer ninguna operación marco mi toque digital y me sale que esta mal (error) y que me van a bloquear, si yo sigo con el mismo celular que habilite mi toke digital, como es posible que nos perjudique de esta manera , mejor estaba la versión anterior nadie les pidió que hagan otra versión, sino pueden hacer algo bien mejor no lo hagan y lo peor es que cuando uno va al banco a que te ayuden y no te reciben de la mejor manera😖😖",authenticity
1251,Hace un par de dias funcionaba correctamemte y desde hace 2 dias no logro entrar a la App. Tengo un GALAXY S21+ 5G y es increible q la app presente errores. Me manda a suspension profunda el mismo sistema. Es incomodo perder el tiempo estando llamando a su centro de Atencion. No sirve para nada. He formateado mi telefono y la AP no levanta. No se que han hecho con la APP. NO FUNCIONA..!!,not_applicable
1252,"No se puede utilizar, No se puede hacer la actualización de los datos, la aplicación te dice que te envara un código a el correo y este demora en llegar 30 minutos y para cuando llega la sesión en el aplicativo ya expiro, y te pide volver a ingresar lo cual implica volver a enviar el código y este de nuevo se demora 30 minutos en llegar. En conclusión nunca pude ingresar a la aplicación",authenticity
1253,Desde hace unos dias intento abrir la aplicación y esta no abre y luego me sale un ventana pequeña que la aplicacion: Banca móvil BCP sigue sin funcionar. He intentado resolver el problema borrando la cache y datos de la aplicación y desinstalando y volviendo a instalar y el problema persiste. Por favor me pueden ayudar a resolver el problema. Muchas gracias,not_applicable
1254,"El app es bueno, no eh tenido problemas. Pero sería genial que sea más liviano como del INTERBANK y sobre todo, que aparezca los número de operaciones de todos los movimientos o solo de los depósitos. Ya que trabajo mucho con eso. Y es una molestia estar entrando a la banca por internet para verificar. Seria genial implementarlo. Gracias.",accountability
1255,"Ya mas de 15 dias que no puedo abrir la app bcp para hacer mis movimientos!! BCP cuando se levantara su app??? De nuevo desde que actualizaron la app el 28 de febrero del 2024 se volvio a caer la app no me funciona, de manera similar que en octubre del 2023 luego de dos meses se me arregló. Porque tienen que actualizar muchas veces si va ver problemas en algunos equipos como el galaxy A30 -.-",not_applicable
1256,"PESIMA!! Tengo 2 semanas intentando ingresar y me pide una clave de acceso que ""enviaran"" a mi correo, pues si llega pero luego de 30 a 40 minutos, cuando tengo la clave mi sesión ya cerró y así estoy 2 semanas en un bucle infinito. Definitivamente mala la programación de esta app, si la mejoran puede que la vuelva a instalar, por ahora negativo.",authenticity
1257,"Señores de bcp pedimos solución por el tema del app esta actualización es pésima, no permite realizar las transacciones con éxito porque aparece un error ,solo se puede hacer a los favoritos y es inaudito que un banco con prestigio como ustedes pueda tener estos errores. Necesitamos la solución lo más pronto no soy el único tengo varios familiares amistades con el mismo problema. Esperamos la solución lo más pronto.",not_applicable
1258,"Porquería de app..!!! No se para que actualizan el interface si estaba bien, preocúpense en mejorar la seguridad para que no nos roben.!! Llevo 3 semanas sin recibir los correos de confirmación de mis pagos, tampoco me deja acceder a la aplicación, siempre sale: Estamos trabajando en actualizaciones, tampoco por la pagina web no me llega los correos ó comprobantes de pago ni para un correo opcional.",accountability
1259,"Para ver los movimientos rata bien, pero a veces al hacer la transferencia se congela y dice error, pero al ver la cuenta ya se hizo la transferencia, y solo se puede ver en el correo, y si no sabes bien tu correo puedes terminar perjudicado. Antes en al hacer la transferencia te permitía registrar el concepto ahora no... ojalá lo mejoren.",integrity
1260,Después la actualizacion lo que hicieron fue dañarla . Más trabajo para que dibujo y animación lo que se quiere es seguridad y menos riesgoso para no equivocarnos por las pura colocar el mensaje porque no aparece . Lamentablemente lo que hicieron fue una desgracia con esta actualización. La versión antigua estásba mucho mejor . Póngale cero por bruto 😭,accountability
1261,Pesima actualización no funciona al abrir la Ap sale que esta dejo de funcionar al parecer no es compatible con Android 10 la versión anterior funcionaba muy bien con la última actualización no se puede acceder y nos complica porq al estar afilado al token digital mientras no sea por la ap no puedes hacer ninguna operación espero que solucionen pronto,authenticity
1262,"Bcp cree que porque usamos su servicio de tarjetas de crédito, ahorros, etc tenemos plata para cambiar de celular a uno que tenga Android 10 pésimo lo que estab haciendo con las actualizaciones Yo tengo un celular con Android 8 y ahora no puedo utilizar la app. Pésimo servicio 😡 en vez de mejorar para sus clientes, les complican todo",not_applicable
1263,"una porquería de app no me deja ingresar cada vez q quiero ingresar me sale ""ocurrió un problema nuestro equipo esta trabajando para solucionarlo ,daños unos minutos e inténtalo de nuevo y me manda a la banca x Internet q clase de aplicación es yo preferiría seguir con la antigua q con esta actualización q an echo y si no asen algo para q esto mejoren xq es demasiado para q tanta actualización a nadie le importa los cuadros dibujos q salgan es un aplicación de banco no una aplicación de juegos .",not_applicable
1264,"Qué pasa con la aplicación??? Desde el 12/12/2022 que no funciona y me dice que la vuelva a abrir lo hago y me dice que no se puede y que la cierre. Ya me queje varias veces, primero me dicen que desinstale y lo vuelva a instalar. Pero como aún así no funciona, me dicen que van a enviar un correo al área respectiva. Pero aún no la puedo usar porque sigue sin abrirse.",not_applicable
1265,"No me permite ingresar a mi cuenta, ya registré mis datos en múltiples oportunidades y sigue saliendo que hay un error, que espere unos minutos. No hay una respuesta o solución a esto, me comunico con atención al cliente y hasta me cuelgan. Esta actualización está horrible, nada funciona. Si pudiera le daría 0 estrellas.",not_applicable
1266,"Con la ultima actualización la aplicacion esta dando muchos problemas, me paso que al momento de hacer una transferencia a otra cuenta ,al momento de confirmar aparecia una pantalla de carga y se quedo ahí por mas de 10 minutos y no me aparecio en ningun momento el baucher y aun asi los fondos se transfirieron, lo cual ocasiono que casi pierda mi dinero, felizmente la persona a la que transferi el dinero fue consciente y recibí lo que compre. Deberian mejorar la aplicacion y no empeorarla!!!",integrity
1267,"Es un problema constante que me viene sucediendo, cada vez que pide la aplicación actualizar demora en reponerse; ahora ya voy una semana tratando de actualizar y aún puedo hacerlo, favor BCP tener en cuenta estos comentarios de muchos y evitar inconvenientes ya que me es muy útil dicha aplicación pero con este problema de actualización afecta mucho.",not_applicable
1268,"Lo peor! Esta nueva aplicación no sirve desde que la crearon, en vez de mejorar lo que hicieron fue empeorar. Siempre se tiene problemas, errores de sistema, de token, definitivamente no sirve. Espero que los administradores del banco estén al tanto de esto y trabajen en una nueva app o regresar a la versión anterior. Hoy 15 de febrero todo el día fallando la app.",authenticity
1269,"Buena aplicación en general. Pero el equipo de TI debería hacer una versión estable en caso de emergencias, en el País que vivimos la conexión por Datos es volátil y ante una emergencia el actualizar por obligación es una desventaja total.",not_applicable
1270,"No puedo hacer transferencias interbancarias ni entre cuentas de terceros del mismo banco, sale teclado seguro escribo los número del tokken continuo y vuelve a cargar teclado seguro, desinstale y volví a instalar y ahora sale que no puedo ingresar por que excedí número de cuentas... Sería bueno que prueben bien el uso de su app para mejorar y no retroceder en la atención a sus usuarios",authenticity
1271,"Antes la app funcionaba bien, pero ahora no se que actualizaciones están haciendo que se cierra y tengo que desinstalar e instalar de nuevo, eso fue hace una semana, había solucionado el problema y ahora me esta pasando lo mismo otra vez, es una pérdida de tiempo tratar de buscar solución desde el teléfono cuando el problema es de sus ing de programación",not_applicable
1272,"No funciona la App. Abro y se cierra automáticamente, no me permite ingresar. Hace varios días que está pasando lo mismo. No puedo hacer transferencias desde la web, porque me pide mi token digital por seguridad, pero la app se cierra incluso antes.",authenticity
1273,"Pésima actualización ahora se tiene que cerrar sesión para ver el token digital, para poder hacer una transferencia ya sea entre las mismas cuentas a terceros o incluso cuando querías realizar una recarga cuando antes podías realizarlo con solo ingresar porque se supone que siendo banca móvil ya tienes todo registrado la verdad que tremenda decepción con bcp",authenticity
1274,"Desde el 2014 esta App ha mejorado bastante pero no lo a la altura del avance de la tecnología, la gran mejora es el Token digital pero habría que ver en adelante su perfección. Por otro lado falta incorporar las tarjetas empresariales y corporativas.",not_applicable
1275,"Sigo con la antigua app y espero quedarme con esta interfas por que la nueva es realmente pesima orrible , mas animacion que la verdad es un asco su app y hablo por todos creo , en ves de mejorar empeoran , por mas que califiquen 1 estrella creo que estan centrados en sus programadores , por que no piensan en volver ala antigua actualizacion , que es mas facil rapido y sencillo , que es asi como deve de ser una app de banco, pero igusl les importa un comino lo que digan sus consumidores",not_applicable
1276,"No me da la opción de "" actualizar luego "" es ACTUALIZAR ... Si o Sí ! Y es frustrante x que en mi caso tuve que realizar una operación de urgencia y no pude posponer la actualización. Y es algo insulso la actualización ya que la App no cambio en nada 😡. PERDIDA DE TIEMPO!!.",not_applicable
1277,"Cada vez que abro la aplicación se cierra nstantáneamente, mejor dicho no se puede abrir, lo he reinstalado varias veces y reiniciado mi teléfono y sigue igual, eso que uso un equipo actual, un SM-G678F con Android 13. Por favor solucionen cuánto antes este error, no puedo usar mi banca hace semanas, creí que era un problema con mi equipo pero veo que le pasa a muchos de mis familiares",not_applicable
1278,"Porquería de aplicación, es el colmo que siendo una entidad bancaria que maneja grandes cantidades de dinero, no puedan con la optimización de una simple app, la carga de acceso es eterna y si entra no se puede vincular con la tarjeta débito por qué el código de validación tarda años luz en llegar... Es año nuevo, pónganse las pilas y dejen de estar hueveando",authenticity
1279,"Está un desastre esta aplicación, no puedo usar la aplicación por el siguiente motivo: Debo de validar un código de verificación que llega a mi correo electrónico, sin embargo este código de verificación demora aproximadamente 40 minutos en llegar a mi correo, y sin el código no puedo usar la aplicación, y hasta q pasen 40 minutos el ingreso del código de verificación ya expiró. Solucionen este problema que ya lleva meses",authenticity
1280,"Por cada actualización que hacen empeoran el aplicativo!! Cada que necesito hacer alguna transferencia marca error como si estuviese caida toda la plataforma, marca error al cargar el teclado numerico para ingresar la contraseña y si por un milagro logro ingresar no carga para realizar transferencias o pagos 😡😡",not_applicable
1281,"Una porquería está app hasta hace poco funcionaba todo bien, ahora cuando quiero ingresar me dice q mi tarjeta está bloqueada desinstalo la app y la vuelvo a instalar y puedo ingresar bien, cierro sesión y cuando quiero volver a ingresar otra vez con la misma porquería de que mi tarjeta está bloqueada cuando no es así. Antes me parecía una app genial pero ahora con este fallo tengo q desinstalar e instalar la app cada que quiero ingresar. ABSURDO",authenticity
1282,Su última actualización se ve horible la aplicación no arranca se traba su diseño a mi parecer es fea y al menos varios de mis amistades opinan lo mismo ojalá corrijan el error que sale porque no se puede acceder a nada se queda en inicio y nunca avanza y yo que utilizo bastante la app estoy muy decepcionado de su última actualización.,not_applicable
1283,Para ingresar a la app demora en cargar y el teclado es tan pesado para digitar la clave. Lo mismo sucede cuando navego por su app al querer realizar una operación o tan solo para entrar a mi cuenta. Deberían mejorar el rendimiento y no solo enfocarse en el diseño.,not_applicable
1284,Yo pensé que era mi celular por reciente actualización de mi versión Android 10 hasta que lo desinstale y lo instalé pero nada sigue con el mismo error que no me deja abrirlo pero viendo los comentarios todos tienen el mismo problema así que señores del BCP mejoren su plataforma virtual de banca móvil. Muy pésimo desde hace más de una semana ya no puedo ingresar.,not_applicable
1285,"La app tuvo problemas, las solucionaron, es buena aún así, sin embargo, me gustaría que, como otras app bancarias, permita visualizar desde la interfaz de la app los detalles de la movimientos, como el nro de transacción, hora, fecha, entre otros detalles que se a veces son importantes.",accountability
1286,"Hace un mes que no puedo ingresar a la aplicación, me sale un mensaje de que la tarjeta está bloqueada, y no es así ya que llamé a atención al cliente y me confirman que está activa y sin problemas, incluso la puedo utilizar para cualquier tipo de compra, yapear, o banca por internet, pero la aplicación nada, malísima, ya la actualicé y nada, y los de atención al cliente me dicen que espere a que se arregle el sistema, que no pueden hacer nada!",authenticity
1287,No permiten realizar transferencias interbancarias diferidas por la app cuando en todas las aplicaciones de los demás bancos permiten. Deberían permitir realizar ambas tanto diferencidas como inmediatas. Y ahora tampoco puedo realizar transferencias interbancarias inmediatas. Cada vez peor la app.,not_applicable
1288,"No me sirve la aplicación, llevo días sin poder entrar a realizar pagos, y tengo que perder tiempo en ir a cajeros o al banco. Podrían repararla o cambiarla a la anterior. Se supone que debería ser de mejor utilidad, sin embargo, hacen perder más tiempo. No merece ni una sola estrella. Pero hay que calificar, sino no te permite, ni siquiera opinar",not_applicable
1289,"Falta hacerle mejoras a la app, quise hacer una transferencia y me mostraba error con la hora, por más que lo tenia pedía el aplicativo (siempre está así) no pude por que se quedó en el mismo error, encía para eso, se bloqueo el token y al llamar a la central telefónica del bcp no hay respuesta, hasta la fecha sigue bloqueado, lo deje de usar",authenticity
