ID,Comentario,Clasificacion_ISO25010
1720,"Hasta parece que lo hicieron con la intención de que el usuario no pueda realizar su pagos a tiempo y pague penalidades. Una bazofia la nueva actualización, debieron mejorar y empeoraron. Ahora sale error cuando quiero realizar cualquier operación, dice que no está sincronizado el token digital y que ponga en automático la hora. La hora de mi celular está en automático. Ayer 04/11/21 podía realizar operaciones y ahora ya no.",authenticity
1721,"Ninguna estrella, antes el código para que piden en el segundo paso se podía hacer más rápido pero ahora se demora UNA HORA en llegar ya cuando la sesión es INVÁLIDA! y lo peor cuando lo quieres hacer vía SMS NUNCA LLEGA! e instalado y desinstaladi esta aplicación 2 VECES! Y nada que funciona PÉSIMO SERVICIO! 😡😠 y una perdida de tiempo total!",authenticity
1722,"Mala experiencia. Se congela, está más lenta en relación con la versión anterior. Su aspecto es amigable pero en cuanto a la rapidez de uso lejos de mejorar, la percibo muy lenta. Esperemos se corrija.",not_applicable
1723,"Estoy intentando hace 4 días ya descargar el aplicativo y no me deja... Me sale un mensaje de que ""vuelva intentarlo más tarde"" etc.. etc... Tome varias medidas como asegurarme de que haya memoria, limpie el cache, actualize mi versión Android, reinicie y apague ... Y nada me funcionó ... Por favor atención a este caso... Ya que todo comenzó con una actualización del bcp y que me obligó a desinstalar el aplicativo y cuando lo quiero instalar me sale un mensaje mencionado en líneas más arriba.",not_applicable
1724,"Pésima actualización, no carga nada, todo desordenado, no se ven todos mis productos, solo me dejan escoger unos cuantos, sinceramente la version anterior era mas simple a la vista e intuitiva, no se puede hacer nada. Pésimo todo.",not_applicable
1725,"Sinceramente hasta el momento me terminé de decepcionar de la app , sabía que aveces falla pero ya esto es demasiado, nose si los mismos del banco sabotean para que uno no pueda hacer nada en la app, llevo días si poder usarla, la versión anterior era mil veces mejor con sus fallas y todo, pero desde que actualice esta versión, es una total porquería que no sirve para nada",not_applicable
1726,"No tiene la opción de agregar correo al pagar un servicio Mucha actualización... cuando me comparten internet no puedo hacer nada, tengo que poner el chip al celular ahí recién la aplicación bcp puede funcionar... estaba bien hace un año, ahora es una app que da más afán y disgusto.",not_applicable
1727,"Solo me deja entrar una ves y después me dice que mi tarjeta está bloqueada y no me deja entrar. Que mal, la versión anterior que tenia funcionaba bien, pero cambie mi tarjeta porque esta deteriorada y me dijeron que tenia que instalar nuevamente la ap para pedir mi token con la nueva tarjeta, y ahora entro y me dice que la dichosa tarjeta está bloqueada, pero por mi laptop entra normal sin problema osea es problema de la ap. Con la del bbva me funciona muy bien y no hay problemas nunca me ha fa",authenticity
1728,Por favor solucionen el.proble.a de App dice que están intentando resolver el inconveniente que vuelva a intentarlo pero lleva meses y nada cuando fui al banco me dijeron como nose les cobra nada a veces presenta inconvenientes es decir porque es gratis te dan cualquier cosa entonces cobren y den un buen servicio en estos tiempos no podemos ir al banco por cualquier cosa aparte hay colas largas....por favor darle solución gracias,not_applicable
1729,Antes dejaba pagar los servicios ahora nada solo da error diciendo que hay problemas en el sistema recibirás una notificación y nunca notifica nada y al día siguiente lo mismo para que habilitan la opción. De pagar servicios si no es posible pésima experiencia,not_applicable
1730,"Hola , hoy me ha aparecido un mensaje para que me comunique con el desarrollador, esto después de eliminar el cache. La App no abre, se cierra automáticamente y ya la desinstale e instale y nada. Pueden dar una solución inmediata para poder seguir haciendo transacciones. Gracias Les escribi hace 2 días, la solución sería que me envíen un link para instalar la versión anterior, la 3.20. La 3.21 no abre. Es urgente! Gracias",not_applicable
1731,"Soy primerizo con las tarjetas y la verdad me siento muy confundido, ni siquiera puedo ingresar, fui a ver el codigo de activación para copiarlo y pegarlo y cuando entré a la app (ni siquiera la cerré) todo se había reiniciado y sin importar que haga, no me deja ingresar a mi cuenta, porque dice que ya está abierta, y yo en ningún momento ingresé a mí cuenta, pésimo servicio.",not_applicable
1732,"Es frustrante está actualización, ni siquiera puedo entrar porque me dice que no tienen mis datos y me pide un correo o celular y cuando llamo a la central solo dicen que están ocupados y que vuelva en 10 minutos y si ingreso en la web no puedo hacer ninguna transacción xk me pide el token digital al cual no puedo acceder por la app. Un total desastre el servicio",authenticity
1733,"Terrible experiencia la del uso de su aplicación, sus actualizaciones son un asco; o funciona mal o no funciona. La versión anterior era mucho mejor, ratificó lo dicho; obligan a actualizar la versión anterior que era mejor.",not_applicable
1734,Por favor help!!! .... Cada vez que ingreso me dice que la tarjeta está bloqueada ....pero borro los datos de la app.... Ingreso a la aplicación como si fuera primera vez sigo todos los pasos y logra ingresar a mi cuenta .....pero cuando cierro y quiero volver ingresar me dice que la tarjeta está bloqueda .....he probado también desinstalando la aplicación pero nada.,not_applicable
1735,"Es una de las app de banco con menos seguridad que vi en mi vida, sus sistemas son muy básicos y no ayudan en nada a la seguridad del usuario sobre todo en casos de robo. La app se cae junto con la de yape impidiendo realizar cualquier movimiento. Deberían mejorar el soporte de la aplicación. Si le pudiera colocar 0 estrellas se lo coloco",resistance
1736,"Que es lo que están haciendo con la app? Se actualizo bajo una nueva plataforma inepta, que piden el ingreso del tocken manual, y cuando seleccionó el automático me envía a la pag. Web, y lo peor de todo es que en atención al cliente no saben que hacer. Hacen perder el tiempo al usuario de ir nuevamente al banco por cosas que ya se hicieron, como sacar nuevamente la clave tocken ( que de por si no funciona en el app).",authenticity
1737,"Después de la última actualización falla constantemente. Una muy recurrente es que el token virtual no se autoescribe automáticamente cuando se trata de transferencias directas a otros bcp. En vez de eso, queda la casilla libre para hacerlo manualmente lo que dificulta ya que hay que salir, entrar al token, memorizarlo o anotarlo, y tener suerte de que no se cuelgue el app mientras se ingresa la nueva transferencia dentro de los casi 45 seg que quedan después de ver el token y salir. Muy mal!",authenticity
1738,"A pesar de todos lo problemas mencionados por los anteriores usuarios....cada día está app está brindando un pésimo servicio y con cada actualización el problema va en crecimiento, más errores y es un dolor de cabeza al momento de querer hacer algún pago o transacción....espero que lo solucionen a la brevedad posible.... gracias.",not_applicable
1739,Imposible entrar a está aplicación . Es lo peor me manda a cada momento error. O vuelve a poner la validación. Muy mal. Cambiaré de banco. Consume mucha memoria no puedo actualizar. Una más fácil de aplicación? ?,not_applicable
1740,"Desde que actualice a la nueva versión ha venido presentando fallas, se para colgando indicando que ocurrió problema y que se va solucionar, y así está por horas, pésima actualización a pesar que tiene mejoras como compartir la confirmación de la operación, pero de nada sirve si se para colgando la aplicación.",not_applicable
1741,"Ya varias cemanas estoy teniendo problemas con la app, intento abrirla y se pone azul con el logo y automáticamente sale de la app ya la instale y la desinstale las de 10 veces ya no se que hacer solo espero que arreglen este problema de una ves no lose si solo yoy yo o hay más personas que les está pasando lo mismo pero por favor BCP pónganse las pilas y solucionen los problemas de sus clientes gracias.",not_applicable
1742,"Desde ayer abro la app y se cierra sola, y me salen mensajes del sistema que la app tiene problemas, bloqueos frecuentes y la manda a suspensión profunda. Ya la desinstalé y la volví a instalar, previo borré los datos y el cache de la app, pero nada... sigue sin abrir",not_applicable
1743,"La opción de reconocimiento facial para la activación del token digital no es compatible con los nuevos Samsung s24 ultra, se realizó múltiples intentos y en diferentes horarios, mas de 3 días intentando activar el token sin éxito. Actualización, el 1 de marzo del 2024, fui a las oficinas y me indican que es un error en todos los dispositivos nuevos y que aun no tiene solución, que ya están con ese problemas mas de 1 mes y no hay fecha de solución y que la mejor opción es comprar un token físico",authenticity
1744,"Yo ya desinstalé la aplicación de mi celular porque desde esta última aplicación , me sale un mensaje que dice: Dispositivo modificado Por tu seguridad retira los privilegios y modificaciones en el sistema operativo. Me explican que es porque el celular fue reparado y bla bla que no es culpa del bcp. Pero si hacen actualizaciones deberían de ver ese tema. Yo tengo mi celular original no es de sgda. Ahora no puedo hacer mis operaciones hasta q no me compre un nuevo. Gracias bcp 😠😠",authenticity
1745,Muy mala la nueva aplicación se cuelga constantemente no puedo ingresar lo intente varias a veces... la aplicación se detuvo o error...muy mal vuelvan al antiguo así no se puede hacer ningún tipo de transacción... Lo peor es que se cuelga en el momento propicio Si van a actualizar ps que la aplicación sea mucho mejor de la antigua no unas más peor que la otra así no se vale...porfavor traten de solucionar lo más pronto que puedan se necesita muy urgente una solución eficaz para esta nueva,not_applicable
1746,"Pésima app y pésimo servicio. El día 23 de enero de 2023 me obligaron a actualizar el app y ya no funciona. Llamé a banca telefónica y me dijeron que por ser mi celular antiguo (a pesar de ser Android 8) no es compatible y que lamentablemente no puedo usar el app. En resumen, perjudican a sus clientes por ser más ""modernos"", linda justificación.",not_applicable
1747,Malisimo esta versión nueva no te permite hacer tus pagos ni disponer de efectivo de tus tarjetas de crédito. Siempre es um. Problema entrar a la aplicación en mis palabras una rael porquería. Me imagino q era mejorar la aplicación no empeorarala. De verda es frustrante,not_applicable
1748,"La nueva actualización no está mal, ESTA TERRIBLE! Con la anterior versión no había inconvenientes tan recurrentes a la hora de ingresar al app. Ahora es común que salga ""Ocurrió un error"". Lamentable.",not_applicable
1749,"Mala actualización, error en la carga, dias de dias con ""nuestro equipo esta trabajando para solucionarlo"", no hay forma en vez de solucionar dificultades está mas complicado que uno pueda usar la banca móvil, prefería la version anterior mil veces!",not_applicable
1750,"totalmente una desastre está última actualización, no me permite ingresar al app si no estoy conectado a una red local. Osea con mi señal de celular no puedo ingresar al app y lo peor que tengo que tener la opción de bloqueo de pantalla con algún tipo de seguridad para poder entrar al app. De lo peor ahora estoy pensando seriamente pasarme a BBVA continental porque no veo ese tipo de problemas en amigos míos. Son de lo peor como aplicativo. Falta la última actualización",not_applicable
1751,"No sé que han querido hacer con esta actualización, se visualizan todas tus cuentas, ya no puedes ocultar una de ellas por seguridad. Si quieres hacer un giro no se puede. Pésima está app y peor su actualización. 06-07-2024: Cada vez peor esta App, ahora ya no se visualiza una de mis cuentas ni el saldo, lo ratifico pésima esta App, con cada actualización aumentan los errores y mi disconformidad.",confidentiality
1752,Pésimo!!! Debo desintalar instalar la app después de haber realizado alguna consulta en mis cuentas puesto que después que exceso el tiempo de permanencia al ingresar nuevamente mi clave ya no es reconocida por la app y después de 03 intentos simplemente me bloquean el acceso por el día. La anterior versión no sacaba canas verdes como esta nueva. Pf corrijan ello.,authenticity
1753,"El app a mejorado de apariencia pero en funcionalidad sigue siendo la misma, no funciona la biometría con huella. No puedo abrir siempre la aplicación me sale error ojalá puedan arreglarla y sea más fluida.",authenticity
1754,"Estoy muy insatisfecho con está actualización. Parece novedosa y muy interactiva pero no funciona bien. Desde que actualicé ingrese un par de veces. Mis otros intentos han sido fallidos. Sale un mensaje diciendo que están trabajando en solucionar el problema. Pero la verdad, nada!",not_applicable
1755,Esta última actualización no permite abrir la aplicación. Se reinicia apenas ingresas los datos de la tarjeta y la clave Internet. Llame a banca por teléfono me dijeron que en 48 horas me solucionaban pero hasta el momento nada. Veo que no soy el único con el mismo problema pero parece que no les interesa a los del BCP darle solución a su famosa actualización.,not_applicable
1756,"Señores del BCP! No puedo transferir, yo tenía la aplicación antigua y era mas rápida y fácil, en esta nueva no me deja ni ingresar me sale ""Ocurrio un problema, nuestro equipo esta trabajando"", por favor es URGENTE! regresen la aplicación anterior, lean los comentarios que no soy la única que se queja, en vez de ayudarnos, empeoran haciendo tonterías para dis que ""Mejorar"", ahora quiero ingresar a la Banca x internet para transferir y me sale q necesito ingresar el nro de token🤦‍♀️",authenticity
1757,"Horrible!!! La version anterior funcionaba mil veces mejor!!! He demorado demasiado en pagar servicios básicos que estaban como favoritos, sólo porque dizque ""no habia conexion"" ""el servicio no está disponible"" y un monton de mentiras más.",not_applicable
1758,"No puedo descargar la aplicación, se cancela automáticamente cuando llega al 80 %, he probado descargando otras apps y descargan normal, el problema es solo con esta aplicación, necesito ayuda. Gracias",not_applicable
1759,La última versión es una perdida de tiempo tengo q llamar continuamente para q me habiliten puesto q se bloquea la aplicación cuando quieres hacer un pago o tranferencia es un asco regresen ala versión anterior o mejoren su aplicativo se agradece de antemano gana bien su trabajo o si no erradiquense por su mala y defectuosa aplicación...el tiempo es oro......,not_applicable
1760,"Me gustaba mas la version anterior, esta nueva version la mitad de las veces falla y sale un mensaje que dice ""ocurrio un problema"" y te deriva a la pagina web del banco, es una app invasiva, luego cuando el ""problema"" se solventa, ya sea minutos o horas despues, la app automaticamente se abre en 1er plano en la pantalla, independientemente de lo que estes haciendo en el telefono, la app se superpone al 1er plano; es mas complicada al momento de ubicar los servicios a pagar y registrar favoritos",not_applicable
1761,"Desde la nueva actualización la aplicación está horrible, si se pudiera colocar 0 estrellas ese sería mi votación. No me permite ingresar a mi App, coloco la contraseña y me redirecciona a la página principal de mi teléfono, para realizar operaciones tengo que ingresar a la banca por internet. Es un desastre total el App BCP",not_applicable
1762,"Malísima. En algunas actualizaciones, simplemente, deja de funcionar, como en las últimas 2. Una vergüenza que un banco tan grande tenga una experiencia de usuario, móvil, tan mala. Deberían aprender de Interbank. Actualización (20/01/20): 3ra actualización y sigue sin funcionar, una desgracia.",not_applicable
1763,"¿Se puede saber qué han hecho con la configuración del permiso de compras por internet de las tarjetas? No me permite entrar en esa opción, sólo me muestra el siguiente msj: ""Lo sentimos, este servicio no está disponible en este momento."" ¿Cómo no van a tener activa esa configuración? Se necesita entrar ahí. En vez de estar ""actualizando"" la app, busquen técnicos que solucionen esos problemas que ya vienen presentando. Es un fastidio tener la obligación de usar la app para ciertas operaciones.",not_applicable
1764,"Que está pasando con la aplicación bcp ,en un momento a otro ,no puedo entrar a la aplicación ,con la última actualización,no me deja ingresar a la aplicación,entro y me saca ,lo he desistalado y vuelto a instalar,sigue con el mismo problema 😵‍💫. Pésimo,no he tenido ningún problema hasta está actualización.🙂",not_applicable
1765,Todos los meses una actualizacion con lo molesto que es estar actualizando para que ademas de eso la aplicacion sea la porqueria mas lenta del mercado. A ver si invierten un poco en personal capacitado el app es un asco total.,not_applicable
1766,Sr.. Bcp traten de mejorar y cincronizar app BCP para que todos los equipos tengan acceso a la plicacion bcp En mi caso se me hace imposible entrar a la aplicacio con mi equipo. Y nesecito estar informado de los movimientos y asi poder hacer mis transferencias. Saludos,not_applicable
1767,"Está actualización es una porquería, no permite hacer nada, para toda función sale mensaje de error, parece tener buena apariencia pero no sirve de nada si no cumple su objetivo, espero que lo solucionen pronto, la anterior estaba muy bien, no le daría ni una estrella por el momento",not_applicable
1768,"Tengo muchos años trabajando con BCP. Pero Ya tengo más de dos semanas con el problema con esta aplicación, todo iba perfectamente bien, pero llegó una actualización el 18/09 y empezó todo a fallar luego lanzaron una actualización el 23/09 y el mismo problema... Lo siento señores del BCP pero a mí ya me perdieron como cliente. Afortunadamente tenemos otras alternativas para elegir. Espero lo solucionen por el bien de sus usuarios.",not_applicable
1769,"Esta aplicación es una porquería, para q entres se demora como media hora, lo peor te dicen q te van a enviar el código a tu correo para q entres, y te envías después de 2 horas y la sesión ya expiró... Carga demasiado para todo... Carga para clave, carga para verificar, carga para todo, es un asco..",authenticity
1770,"Es un completo desastre estoy instalando más tres veces el app porque cada vez que ingreso me sale error, por obligación tuve que actualizar la aplicación porque ya no podía hacer ningún movimiento, mil veces estaba la anterior. Más Enfoque en esta actualización porfavor",not_applicable
1771,"El problema con su aplicación sigue ocurriendo, ya va 2 instalaciones , y persiste el problema. La opción de atajo para Yapear, que esta ubicada en la parte inferior no ingresa, cuando se coloca la clave de 6 digitos, se borra y luego la pantalla queda congelada. Ya hice la consulta a través de Messenger del BCP, y no dieron solución. NO SE PUEDE HACER CAPTURA DE PANTALLA POR QUE LA APP NO LO PERMITE. Ya hice la consulta por Facebook, pero no resulta la solución que brindan..",non_repudiation
1772,Esta actualización que hubo me esta perjudicando demasiado. Como van a hacer una actualización en estos momentos no puedo ingresar a mis cuentas no carga la página de inicio in desastre total. Arreglen este problema urgente. O tendré que mover todo mi dinero a otro banco para realizar mis operaciones. Entras a la banca por internet otra tontería no carga etc. Mejoren no retrocedan con el servicio.,not_applicable
1773,"No me permite ingresar hace 5 días, aparece cargando y ahora tengo que volver a instalar el app. Otro problema fue que cuando cambiaron a su nueva interfaz todos mis datos se eliminaron y tuve que volver a registrarme en la web. Esto ya no es funcional.",not_applicable
1774,una decepción total estoy molesto porque no puedo crear mi clave de internet porque el reconocimiento facial no sirve y pa remate las fotos que toma del rostro lo distorsiona. es una porquería actualice mi rostro en la reniec. pensé que talvez por eso era pero sigue igual. creo que me voy a cambiar de banco mejor. pues no hay otra opción que te den para que puedan solucionar el problema. si el reconocimiento facial no funciona debería haber más opciones. y en el yape igual.,authenticity
1775,"Todo cambio para mal, nunca entra la aplicación cuando la necesito, tengo que reiniciar el celular solo para usar esta app. , los saldos se demoran en cargar y mis pagos de servicios guardados como frecuentes, desaparecieron. Pésima app.",not_applicable
1776,"Cada vez que quiero entrar a la aplicación me aparece que mi tarjeta está bloqueada, lo cual no es cierto y tengo que borrar todos los datos y volver a entrar. Un banco tan grande y no pueden ni con una aplicación de banco, que clase de programadores tienen.",not_applicable
1777,"Llevo varios días tratando de poder ingresar a la app para hacer mis transferencias y no me permite, se cierra automáticamente ni bien la intento abrir. La he instalado y desinstalado varias veces y nada. Sus actualizaciones empeoran la app en lugar de mejorarla.",not_applicable
1778,"La aplicación es buena pero quisiera saber porque ponen la opción de pagar con yape si cuando vas a ver los movimientos o pagos que hiciste con yape no aparecen y en el app de yape tampoco, en el estado de cuenta peor. Lo digo porque hace un tiempo hice un pago con yape en el app del bcp y olvide tomar captura del pago y busque el comprobante y no lo encontré por ningún lado (tuve que pagar otra vez porque la entidad dijo que sin el comprobante harían nada)",non_repudiation
1779,"Nos facilitarían las cosas si pudieran poner para copiar el num de la operación, ya que lo piden mucho cada vez que se hace una operación. Es incómodo tener que memorizar el num de operación para el comprobante de pago. Nos ahorrarían bastante tiempo. Gracias.",accountability
1780,Tengo un problema con la aplicación... no abre en modo datos moviles... en modo wifi si abre... que paso actualizaron la aplicación y pusieron algun bloqueador en modo datos... eso perjudica enormemente ya que no puede realizar mi operaciones en la calle... favor de corregirlo,not_applicable
1781,"En diciembre del 2021 cambie de equipo del celular y tuve que instalar la app y resulta que hasta la fecha de hoy no puedo ingresar ya me comunique por Messenger, WhatsApp y teléfono y nada de solucionarlo. Siempre sale ocurrió un problema que lo están solucionando y que intente mas tarde. Ya a pasado 2 meses y nada de solucionar el problema.",not_applicable
1782,"Es inoportuno pedir de la nada actualización y bloquear la anterior version, si no hay memoria no se instala y generan problemas, termibsnos dejs do de usar la aplicación y ver otro banco o efectivo, no deberian tener este sistema sin avisar y permitir hacer ese cambio tranquilamente",not_applicable
1783,"Se cuelga a cada rato, justo cuando nececito usarla tienen un problema y lo estan solucionando me parece q antes era mas ordenada, ahora mucha ventana por gusto se trata de hacer las cosas mas rapidas no demorandome pasando de ventana en ventana para q mus productos , sin mencionar q hasta ahora por apkicacion no s epuede hacer giros en mi opinion pesima esta actualizacion doy una estrella porwue no se como comentar sin darle ninguna.",not_applicable
1784,"Su última actualización ha sido muy mala, tengo el mismo problema que varias personas reportan aquí, ingreso a la app desde el celular y la pantalla se queda negra. Llamé a la banca telefonica y me dijeron que no habían tenido reporte de presentar problema, super raro ya que aquí hay reportes de esa falla desde el 18, deberían estar atentos a los comentarios para la pronta solución.",not_applicable
1785,"Con la actualización está aplicación q casi no fallaba ahora falla constantemente, además que la interfaz es pésima y nada intuitiva, le baje hasta 1 estrella y le pondría menos xq en lugar de mejorar o mantener volvieron pésima la aplicación, la nueva actualización sigue siendo mala y con más errores",not_applicable
1786,"Que está pasando con la app ya es casi una semana que está fallando, no sé si será por la nueva actualización que hasta ahora no me llega, pero mis problemas son que, demora en cargar el contenido, aveces me sale hasta 3 veces el teclado digital vacío, hace poco me anularon mi token sin razón alguna, quise hacer la solicitud otra vez y puro error salía no quedo otra que acceder a banca por Internet y todo normal. Decepción con la APP 😒😒😒",authenticity
1787,"Todo bien con la app, pero su sistema de notificaciones no se arregla llevo varios días sin que me notifiquen las transferencias que se hacen o quien deposita, me acaban de robar plata de mi cuenta hace 2 días y llamo al banco nl me dan solución, y recién vengo a dar cuenta. Ojalá mejoren su sistema de notificaciones y sus bug que tiene cuando se intenta iniciar sesión.",accountability
1788,"Terrible esta última actualización. Tengo que estar instalando y desintalando a cada rato para hacer mis operaciones. Luego de instalarla e ingresar por primera vez...cierro sesión y para las siguientes sesiones...simplemente me indica cuenta bloqueada, pero mi cuenta sigue vigente ....que terrible. La peor de las experiencias. Espero puedan mejorarlo",not_applicable
1789,"Buenas tardes ,en mi opinión ,pésima la última actualización ,podrían darle solución al problema xfavor ,veo q somos varios con el mismo inconveniente de la app q no funciona ,esto causa demasiados inconvenientes y perjudica a quienes trabajan x este medio",not_applicable
1790,"Me pidió una actualización para ingresar, vengo a la play store y no indicaba nada, luego intento instalarla de 0 y me crea problemas como que no quiere instalarse o directamente me dice que hay problemas con la app. Luego de varios intentos logré instalarla nuevamente, de todas formas la mala experiencia de usuario ya se hizi",not_applicable
1791,Definitivamente no funciona esta última actualización. Deberían poner la versión anterior también como disponible y así evitar que otras personas la estén comercializando. Ya he escrito al chat msn de bcp pero la guía que he recibido no ha solucionado el problema.,not_applicable
1792,"Ya lo había calificado y de pronto se borró mi calificación y comentario! Entonces con más ganas ... pésima app, fui obligado a actualizarla porque ya sabía que era un desastre y encima con menos funciones, ahora no puedo hacer nada por los cientos de errores ... Teclado, login, cargar las cuentas, iniciar una operación ... En cualquier paso puede fallar. Colmo de males que nuevamente tengo que ir al banco a activar mi token digital ...",authenticity
1793,"No se merece ni una estrella Ya más de un mes que no puedo ingresar al app por más que borro el app y vuelvo a descargarlo. Actualizo mi software y nada. Es una incomodidad. Uno no puede hacer ni transferencias porque sale "" ocurrió un error, inténtelo más tarde"" Arreglen eso. Mi equipo es un Samsung",not_applicable
1794,"Es realmente indescriptible manifestar lo que han hecho con esta app, lo peor de todo es que este banco es del que más cobra por transferencias, y sin embargo no pueden contratar a un buen ing de sistemas, porque hasta mi sobrino haría un mejor trabajo con esta app que es un asco, no funciona, te debería facilitar las cosas pero he ido 2 veces al banco a activar el estupido token y supuestamente ya debe estar activo pero su asquerosa app sigue dándome el aviso de que no lo tengo activo, inutil",authenticity
