id,comentario,etiqueta
532,muy mala la aplicación tiene muchos fallos sin sentido y no se solucionan tengo que esperar dias a que se pueda restablecer no se si son las actualizaciones o que pero va de mal en peor,not_applicable
533,"demasiadas fallas últimamente, no me deja transferir, se cuelga, etc, está es la 3ra vez en esta semana que la desinstalo en instalo 😡",not_applicable
534,bien,not_applicable
535,no me deja ingresar dice que tiene error deben actualizar no me deja ingresar ala app,not_applicable
536,no da para mi celular Motorola entras a la app y te bota a la pantalla de inicio vuelvo a intentar y sale qe la app no funciona correctamente ayuden a solucionar ese problema con los celulares motorolas,not_applicable
537,"Desde hace un mes que la app presenta problemas, actualizo, reinstalo, y funciona una vez y luego nunca más, y nuevamente al bucle de desinstalar y reinstalar y funciona solo unos minutos, he visto que más personas tienen el mismo inconveniente, envié un mensaje a los correos de viabcp que aparecen en al Google play, espero su pronta respuesta. En su respuesta me dicen que les escriba al fan page, pero, nuevamente, no uso Facebook, si tuvieran otra manera de contactarlos, por favor.",not_applicable
538,"Pésima, quiero transferir y no funciona el token digital, la última actualización la malogro todo...",authenticity
539,Se cae constantemente y no permite hacer los pagos a tiempo,not_applicable
540,"últimamente viene fallando la app. cada vez que quiero entrar no puedo. tengo q reiniciar el teléfono o volver a instalar la app para que funcione. Eso es en la primera vez, pero cuando quiero volver a entrar ya no se puede.",not_applicable
541,"sinceramente aburre con tanta actualización. deberian hacerla más segura en lugar de estar actualizando cada rato, aburre",resistance
542,presenta falla no puedo ingresar como antes,not_applicable
543,Que es lo q está pasando con esta nueva app..se estanca = no quiere salir ( hubiesen ANUNCIADO con anticipación cambios ahora estoy en problemas no puedo pagar mis servicios ),not_applicable
544,"Esta app la misma cosa, hoy le estoy dando por octava vez la oportunidad y aun así me falla, ni me deja ni ingresar a app y necesito bloquear mi tarjeta, pesimoo",not_applicable
545,"Hace una semana no puedo ingresar la App se cuelga, intenté actualizar, desinstalé e reinstalé y nada.",not_applicable
546,no funciona el token digital,authenticity
547,falla en seguida a la hora que se hace transferencia,not_applicable
548,"en el banco sede de huanuco no ayudan ayudan con banca móvil, pésimo servicio",not_applicable
549,"un favor yo generalmente tengo todo en wardaditos, 1. - cuando retiro algo a la cuenta este no se actualiza tengo que cerrar todo volver abrir para visualizarlo podrían mejorar eso? 2.- cuando estoy mirando algún otra app yape o revisando recibos u otras apps y dejo abierto la app BCP supuestamente ""segundo plano""; cuando regreso a la app está se cuelga no se restablece dónde la deje menos si es volver a loguear se queda todo azul colgado podrían mejorar eso? por favor! gracias.",confidentiality
550,No carga el aplicativo de descuentos desde que lo pasaron a Qore 😡,not_applicable
551,Tú dinero no está seguro.,confidentiality
552,es una porqueria no funciona cuando nececitas,not_applicable
553,Realmente esta mas inservible.. una app que colapsa tan rapido . . En realidad ya no sirve,not_applicable
554,con la última actualización tengo problemas para realizar transferencias,not_applicable
555,para Activar el Token por rostro...no sirve.... pésimo funcionamiento,authenticity
556,Le doy 1 estrellas por que hay que estar actualizando muy seguido la aap,not_applicable
557,"no entiendo porque nos obligan a tener un bloqueo de pantalla en el celular si ya de por sí la aplicación tiene para poner nuestra clave. eso no debería pasar, mal gestinado, hay gente como yo que no quiere tener bloqueo y nos obligan",authenticity
558,mucho molestan ahora no puedo entrar por no tengo seguridad de bloqueo,authenticity
559,no puedo ingresar me bota del sistema bcp celular que uso es el Motorola g60s,not_applicable
560,"no puedo ingresar a mi aplicativo BCP, me indica que hay inconvenientes que intente más tarde, pero desde anoche no me deja ingresar",not_applicable
561,La app no me permite pagar servicios ni hacer transferencias a cuentas de ahorros. Y respecto a pagar con Yape: A veces permite y a veces no. Está Actualizada a la última versión. Que debería hacer ?,not_applicable
562,no funciona en mi teléfono Motorola g60s,not_applicable
563,"Todo bien la aplicación, pero hay problema en el apartado ver movimientos, por ejemplo, no se puede buscar cuando una empresa de ventas realiza el deposito de reembolso. Esto me sucedio con Falabella, despues de un mes recien en el estado de cuenta pude visualizar la transacción del reembolso, pero aún cuando trato de ver dicho movimiento desde la App Banca Movil con el nombre de la transacción o el codigo de autorización que me dieron, no me sale, lo cual me genera desconfianza.",accountability
564,"Después de la actualización de la Apk, ha dejado de funcionar. Cada vez que ingreso la clave web, el aplicativo me expulsa y eso me sucede siempre.",authenticity
565,"no funciona el reconocimiento del DNI y me esta haciendo perder mi tiempo, y el problema no es mi celular pues la imagen esta nitida y sin brillo. Ayudenme dandome solucion.",authenticity
566,no vale no se puede entrar cero calificacion,not_applicable
567,no tengo queja alguna,not_applicable
568,"Le pongo una estrella porque la aplicación no funciona. Desde hace un tiempo ha ocurrido un problema que no me permite abrirla. Cada vez que intento ingresar, simplemente se cierra o aparece un error. Ya he intentado reiniciar mi celular, borrar caché, y hasta reinstalar la app, pero nada funciona. Es muy frustrante porque necesito hacer operaciones bancarias urgentes y no tengo otra manera de acceder a mis cuentas. No es justo que una aplicación tan importante tenga estos fallos.",not_applicable
569,Mucho de que dudar de la aplicativo siempre falla dando mensaje error de servidor,not_applicable
570,"no logro ingresar, me dice error de la aplicacion",not_applicable
571,"Pésima actualización, ya la actualice y aún me dice que debo actualizar 🤬",not_applicable
572,Pongo mi contraseña y se cierra el programa automáticamente.,authenticity
573,descargue la App y no me abre me dice que tiene un error la aplicación 😡,not_applicable
574,pesima experiencia,not_applicable
575,"malísima, no abré el aplicativo",not_applicable
576,cada que ingreso a la app se cierra y no me deja realizar nada,not_applicable
577,bien,not_applicable
578,la aplicación es una basura puras actualización y sigue igual sus errores,not_applicable
579,ok,not_applicable
580,La app mucho falla no me deja hacer pagos,not_applicable
581,"Siempre en los momentos importantes la aplicación se va al suelo. No se puede hacer transacciones interbancaria ni siquiera a cuentas del mismo BCP, nada de Yape o Plin. Y la cereza en el pastel ""excediste el límite de intentos"". Como? Si no pude hacer nada...",authenticity
582,No me deja descargar el app,not_applicable
583,cada que lanzan una actualización que es muy frecuente. la app va de mal en peor,not_applicable
584,mal con la nueva versión. no sé puede hacer pagos ni nada se cierra. y x la banca piden token lo mismo que no tener app e ir a perder el tiempo en el banco,authenticity
585,"NO LOGRO ACTUALIZAR, ME ESTA CAUSANDO MOLESTIAS",not_applicable
586,Masomenos,not_applicable
587,muy mala,not_applicable
588,No puedo hacer transferencia ni puedo cambiar mi token a token digital después q se actualizará la aplicación Dentro de la aplicación no hay ayuda al cliente pésimo servicio,authenticity
589,"ha bajado su nivel demasiado, ya ni da ganas de usarla",not_applicable
590,"no me deja hacer transferencias a nadie, sale por favor inténtelo más tarde",not_applicable
591,"desde la actualización de la versión 5.0.0 no me deja acceder a la app desde mi celular, me indica que la app está fallando.",not_applicable
592,es la segunda vez que la aplicación no puede ingresar por varios días y se cierra inmediatamente,not_applicable
593,no abre,not_applicable
594,"no ingresa,me sale qué ocurrió un error, tengo ya un año con este mismo error. En La banca si puedo entrar pero con La aplicación no",not_applicable
595,"no funciona los beneficios, no se puede acceder y demora",not_applicable
596,no puede cargar,not_applicable
597,"Desde la ultima actualización, esta aplicación está fallando demasiado arreglen eso",not_applicable
598,mala experiencia siempre hay problemas con las transferencias,not_applicable
599,"La experiencia ha mejorado un poco, pero aún hay detalles por corregir. Al realizar un pago con tarjeta de crédito, me quedo atrapada en la pantalla de constancia sin opción para volver atrás. Tengo que cerrar la app manualmente, lo cual resulta en una experiencia bastante frustrante.",not_applicable
600,"la aplicacion qore embebida es en esta app es la peor decision que han tomado, q sea una app aparte como antes",not_applicable
