id,comentario,etiqueta
624,la nueva actualización del aplicativo está horrible,not_applicable
625,se cae el sistema en momentos importantes..A,not_applicable
626,una basura está aplicación no puedo ingresar a la banca móvil,not_applicable
627,la app de cierra ni siquiera inicia,not_applicable
628,mucha falla la aplicación no se descarga y a cada momento actualiza y no deja descargar mejor pasar al interbank mis cuentas,not_applicable
629,pésima plataforma y no válida el token digital de manera directa a la hora de transferir,authenticity
630,Esta fallando esta aplicacion .no se puede abrir hey intentado muchas veces y se cierra automaticamente,not_applicable
631,"NO SE PUEDE DESACTIVAR LOS MENSAJES DE PUBLICIDAD COMO AFILIACION A SEGUROS DE ROBO, DE VIAJE, ETC. TODO EL TIEMPO ME LLEGAN NOTIFICACIONES DE PUBLICIDAD DEL BCP",not_applicable
632,se cierra y sale aplicación no responde 😡,not_applicable
633,normalmente funciona muy bien,not_applicable
634,2 actualizaciones por semana? que carajos pasa?,not_applicable
635,Empeoran con cada actualización,not_applicable
636,pongan préstamos cortos aunque sea de 100 o 200 y nos descuenten semanal o al mes con el interés,not_applicable
637,"muchos problemas , no realiza la transferencia y aparece error porfavor corrijan",not_applicable
638,Cada día es más lento. Está pésimo la aplicación.,not_applicable
639,"el aplicativo es bueno ,pero rara vez deja de funcionar y ahora ya no me permite abrirla aunque ya la haya actualizado",not_applicable
640,Mal fui a comprar pan quería pagar y no con yape y no pude hacerlo,not_applicable
641,con la última actualización desapareció toda mi plata,integrity
642,Exelente,not_applicable
643,"tengo un problema que al escanear mi dni para crear mi codigo de 6 digitos siempre sale el mismo panel rojo, ya han habido varias ocasiones en las que he cumplido con la iluminacion y encuadre que piden y sigue sin escanear (en la pagina y en la app) no se si sea por falta de una actualizacion pero me tiene estresado, mi dni es electronico y el más reciente que ha hecho reniec",authenticity
644,muy lento,not_applicable
645,Presenta fallas continuamente.,not_applicable
646,desde la última actualización no puedo acceder a mi aplicación no puedo hacer nada con mis cuentas por favor deben solucionar el tema cuánto antes,not_applicable
647,a cada rato actualizar 😡,not_applicable
648,no me carga,not_applicable
649,"mi app se cierra, no se ejecuta🫤",not_applicable
650,ta bien 👍,not_applicable
651,desastrosa,not_applicable
652,"Utilizo Motorola y después de muchos intentos de abrir la aplicación durante varios días, el banco respondió mi llamada, luego de mucha insistencia, y me dicen que hay errores con algunos equipos y que pronto deberían actualizarlo y corregir esos errores. Que quede constancia que el banco BCP y sus desarrolladores son el problema por no darle solución inmediata. Mientras, esperaré hasta que se acaben los plazos de mis pagos y comiencen los intereses 🥸",accountability
653,"son las 1:31 am 29 mayo 2025 , como es posible que aparezca , a ocurrido un error en el servicio lo sentimos, muy mala aplicación , por emergencias y me salen con esto .",not_applicable
654,Mínimo un premio por las estrellas,not_applicable
655,"actualmente ya voy casi 1 mes sin poder ingresar al aplicativo de Banca Móvil... al ingresar se cierra automáticamente, no me deja ingresar... hasta el día de hoy no le dan solución a ello porfavor",not_applicable
656,mucho cobra mantenimiento,not_applicable
657,"La aplicación dejo de funcionar, al ingresar la clave se cierra automáticamente por más que lo desinstale y volví a instalar sigue igual, no pueden alterar así porque aquí se hace todos los pagos si persiste no queda de otra que cambiar de banco, 😎👎🏾",authenticity
658,"La app se cierra inmediatamente después de escribir la clave y presionar ""ingresar"". Lleva así ya varios días, es imposible acceder a la aplicación, así no puedo realizar ninguna acción. Es necesaria una solución a este error.",authenticity
659,"Desde la última actualización no puedo acceder a la aplicación, apenas hago el login se cierra automáticamente la app. Tengo un equipo Motorola G60S con Android 12. Tampoco puedo hacer transacciones por la página web porque no puedo generar mi token digital en el app móvil. Espero puedan solucionar este problema",authenticity
660,"No me gusta como se visualizan mis tarjetas en mi app BCP, en una lista y ya no en modo horizontal que se miraba más intuitiva, espero lo arreglen porque lo veo más desordenado.",not_applicable
661,"Estoy presentando muchos inconvenientes con la aplicación. Se crashea, se vuelve inestable en mi celular. me parece una lástima, porque la interfaz está bonita, pero la optimización de la app deja mucho que desear... no es la primera vez que me sucede. Si alguien más tiene una experiencia similar, por favor hay que unirnos para hacernos escuchar. Actualmente, utilizo un Google Pixel en android 15. Espero no sea un problema de sistema operativo, debido a que sería la última versión de Android.",not_applicable
662,Todo bien pero debería a ver una mejor protección con nuestros dólares me acaban de cobrar comisiones en dólares cuando pague el total en soles no me había percatado hasta que revise mis dólares prácticamente me robaron y el banco como si nada entrego mis dólares sin ninguna notificacion a mi persona,accountability
663,Actualicé la aplicación por la restricción de uso si no se tiene la última versión. Es desalentador que te exijan actualizar cuando el aplicativo no está a la altura de sus similares. Adicional a ello automaticen la sección de pagos favoritos de modo que se pueda visualizar/desplegar si existen pagos pendientes en vez de acceder a cada uno de ellos.,not_applicable
664,"Intenté acceder a la app del BCP con mi número de cuenta y clave de 6 dígitos, pero el sistema me da error. Pensando que era por la tarjeta, solicité una nueva, pero el problema continúa. Atención al cliente dice que es un error de clave, aunque la tengo anotada correctamente. Me parece injusto tener que pagar por recuperar el acceso cuando no es mi error.",authenticity
665,"La aplicación con su última actualización está pésima, llevo ya casi 5 días sin tener acceso a ella , solo me da la opción de colocar clave y se cierra. Es una herramienta de trabajo y perjudica no poder tener el acceso rápido y sin errores.",authenticity
666,"La aplicación funcionaba bien, con las normales caídas del los fines de mes y las quincenas, pero últimamente la aplicación se está quedando congelada y no es posible cerrarla de forma normal, hay que intentar ir a configuración y forzar detencion de la aplicación. Pensé que era mi celular pero instale la app en otro celular similar y sucede lo mismo. Espero solucionen esto para poder seguir usando la app.",not_applicable
667,"No se puede dejar en segundo plano, porque a cada rato te salta encima y te interrumpe! Al menos ha mejorado con esta última actualización, pero hay cosas que aún deben pulir, como el que CASI TODAS LAS NOCHES NOS DEJEN SIN SERVICIO DURANTE VARIOS MINUTOS O HASTA HORAS! Si además de tu cuenta personal, agregas la de tu negocio, no afilia el dispositivo a esa cuenta, por lo que no te manda las notificaciones.¿Cómo se supone que voy a saber quién me deposita y evitar estafas?!",not_applicable
668,"Pues estoy presentando fallas, no abre la aplicación y no sé cómo hacer, me dicen que es mi software, ya desinstalé varias veces y nada, con otras apps de banco no tengo problemas. Ahora voy en forma presencial a transferir mi dinero, no puedo manejar la app.",not_applicable
669,"Podrían implementar que se pudiese ingresar a la app solo con la huella digital, otra cosa que no me gusta es cuando te realizan una transferencias bancarias no figure el nombre de la persona, lo hora y el número de cuenta completo. Cualquiera de estas tres implementaciones ayudaría mucho a identificar a la persona que realizó las transferencia.",accountability
670,"La app tiene muchos problemas quiero activar mi mis compras por Internet me indica que hay un error que lo intente más tarde que pesimo y fastidioso, igualmente con el adelanto de sueldo no deja desde la mañana que hay un error que lo intente más tarde.",not_applicable
671,No me deja entrar a la app escribo la clave web correctamente pero aún así no me deja. me bota de la app. tuve que restablecer mi teléfono pensando que era algún problema mío pero nada sigue lo mismo. espero me ayuden a solucionar,authenticity
672,está nueva plataforma es un fiasco ahora no reconoce mi contraseña de internet la trato de cambiar y es un cuenta arriba y ahora con tantas operaciones que hacer y esto lo que ha Sido es un atraso como extraño la anterior versión que perdida de tiempo se supone que el banco es amigo no enemigo urgente arreglen eso,authenticity
673,"Actualicé la aplicación banca BCP ahora al ingresar mi clave de internet para hacer una transferencia no me deja entrar se paraliza , me bota de la aplicación intento una y otra vez y nada , espero solucionen estos inconvenientes que tengo ahora con esta actualización",authenticity
674,"ase como 8 días no puedo entrar a mi app móvil, debo resaltar que mi equipo es Motorola y me dicen que hay fallas técnicas solo con los motorolas, se pasan porque ya muchos días y no solucionan ese problema, un familiar también es Motorola y no tiene ese problema, que raro no???",not_applicable
675,"La app se cierra sola al ingresar la clave, y al parecer no soy el único, son muchas personas con este problema, dejaré de usar BCP.",authenticity
676,"La aplicación siempre en caída, no deja a veces realizar tramites de emergencia. Demasiado inconvenientes. Pésima.",not_applicable
677,"Me piden obligatoriamente usar un patrón de desbloqueo. Yo acostumbro a no usar ninguno y nunca he tenido problemas de seguridad. Tampoco me interesa usar patrón de bloqueo alguna vez porque son segundos que pierdo, ya que uso muy frecuentemente el celular. Tendré que eliminar la app y retirar todo mi dinero del BCP hasta que solucionen este inconveniente. Solo usaré Yape para montos mínimos.",authenticity
678,"Ocurrió un error en el servicio, cuando la quieres usar no sirve, el servicio es lento, demora mucho en cargar y encima te cobran por cualquier mínima transacción que hagas como si hicieran un buen trabajo y se lo merecieran, ojalá me hubiera sacado la tarjeta en otro lado y no con estos estafadores.",not_applicable
679,"INTENTE EFECTUAR MIS PAGOS COMO TODOS LOS MESES. Parece que se produjo un Error de conexión????. No se que cambios han hecho en la APP. Me sale el mensaje.... ""Ha ocurrido un error inesperado. Por favor vuelva a intentarlo en unos minutos"". llame a mi sectorista y me paso con ""experto"", este señor no me soluciono nada, parece que no sabe donde esta. Se limito a decir que posria ser una falla de mi WiFy.... POR FAVOR SOLUCIONEN ESTO, CREO QUE NO SOY EL UNICO AL QUE LE PASA ESTO.",not_applicable
680,"Al principio estaba bien pero desde hace unos días no me deja hacer transacciones, y son urgentes, tengo el dinero pero no puedo enviarlo, eso es muy molesto. Me pidieron actualizar la app y lo hice, pero el problema persiste ¿para que hacen un billetera digital si nunca funciona? es preferible tener todi el dinero en yap que aquí",not_applicable
681,"tanta actualización, y hasta hora no logran colocar el sonido de notificación, llame al número que me brindaron y no existe, hice los pasos de ir a configuración, aplicaciones, yape y notificaciones. y aún no hay me llegan las notificaciones de los yapeos",not_applicable
682,"Qore, los famosos beneficios..... Un verdadero desastre, lento, poco intuitivo, engorroso de buscar, desordenado, parece que la idea es cansar al suscrito y que no haga uso de ellos, ni siquiera siendo nivel 5, nada recomendable",not_applicable
683,"Aprovechen esa ventaja para mejorar esa aplicación, que sea más intuitiva y moderna sin perder la eficiencia. En lo personal, siempre he tenido de cualquier modo complicaciones en el servicio de atención y productos.",not_applicable
684,"Siempre es un dolor de cabeza utilizar su aplicación, hoy quise realizar una transferencia y solo me aparecía que había ocurrido un error, de tanto intentar hacer la transferencia me bloquearon el ingreso a la app hasta el día de mañana cuando tengo que hacer un pago urgente HOY. Les llamo a su teléfono y atienden solo hasta las 7pm. Les escribo a su WhatsApp para hablar con asesor y me dicen que todos los asesores están ocupados y que espere. Su aplicación es una basura y tiene fallas SIEMPRE.",authenticity
685,"Si hubiera la posibilidad de poner 0 estrellas claro que ya lo hubiera puesto, está app no reconforta la expectativas que da en caso de transferencia con token digital la mayoría de las veces sin contar todas la veces que aparece el típico error de transaccion por falla de ese token digital que no funciona.",authenticity
686,"Tonteria de app. Para hacer un cambio me manda a la web, luego me manda a la app, no carga, no carga la camara, no responde, tienen problemas, y para rematar me bloquean el acceso por varios intentos para cambiar mi clave. UN ADEFESIO",authenticity
687,"yo tengo una cuenta sueldo pero el bcp autoriso el cobro do otra intedad y se comieron todo mi sueldo y me quede sin nada, pase 15 dias en una completa necesidad sin una solucion de parte de la entidad financiera pase hambre en algunos dias para que el dinero que tenia en efectivo me alcanzara mientras buscaba otro medio de pago de mi contratante. su seguridad por el piso de esta financiera.",integrity
688,me tomé foto. y pidieron fotos de mi dni. Y por último la foto del anverso del dni. y finalmente dice que ocurrió un error inesperado y estamos trabajando arduamente para solucionarlo. obvio que sólo quería mi rostro. acaso la tarjeta qué da el banco original qué se debe volver a validar otra vez aquí. Acaso mi dni no está ya allí muestra central de datos. y la tarjeta recién acabo de sacarla. en qué manera una tarjeta recién sacada va a ser suplantada. Y no puedo comprar por Internet. qué mal,authenticity
689,"La versión anterior funcionaba con bastante fluidez, ahora ya no funciona, es una perdida de tiempo, otras apps de otros bancos funcionan sin problemas, creo que voy a cambiar de banco.",not_applicable
690,"La mayoría de veces que voy a yapear a un celular me aparece ""ocurrió un error de servicio"" eso es bastante molesto 😾 Una estrella menos no me deja hacer ninguna operación por haber intentado a ver si funcionaba y nada 👎. Mejor usen Interbank",not_applicable
691,"no puedo ingresar a la app, coloco mi clave y automáticamente desaparece la app de la pantalla , e instalado y desinstalado varias veces la app y no puedo utilizar. lamentablemente voy a tener que dar de baja la app y desafiliarme. no dan solución ya llevo más de 15 días con este problema.",authenticity
692,"Desde hace tiempo la app no me permite la configuración de tarjetas, cada que intento desactivar las compras por internet no se guarda la configuración, por favor arreglen eso, pues no quiero volver a pasar otro fraude cibernético",resistance
693,"Su app es una basofia , llevo una hora intentando ingresar , primero me dice que cree una clave de internet, la creo luego me pide la clave de mi tarjeta y cuando la ingreso , me sale error la clave de internet ya está activa. Y cuando intento ingresar con la clave de internet me dice que es errónea y que al tercer intento me bloquean. Basuras arreglen su app o me cambio de banco. Para eso eliminan la opción de ver movimientos en plataforma , cuando su app es una reverenda basura?",authenticity
694,"no se porque me sale error cuando quiero hacer operaciones nuevas, ""la sincronizacion con tu clave token fallo"" es el mensaje que me sale. ni en el banco sabían como ayudarme",authenticity
695,"está última actualización está pésima, no me deja ingresar a la app, cuando quiero ingresar y pongo mi contraseña en automático se cierra el aplicativo y no puedo hacer nada. arreglen eso por favor, ya que no puedo realizar nada.",authenticity
696,"no sirve esta app te piden bloqueo de pantalla, con razon veo quejas los otros bancos estan mejor que este bcp que esta peor lo unico bueno el yape. me decepciona esto.",authenticity
697,en el MOTO G60 se cierra la aplicación inesperadamente y tengo que estar reiniciando mi equipo para acceder solo una vez más.,not_applicable
698,"Llevo varias semanas esperando poder usar el aplicativo y nada, ya lo desinstale y lo volví a instalar y nada no sirve el aplicativo :(",not_applicable
699,"estos últimos meses está fallando el APK, entro pongo mi clave y se cierra en automático ni tampoco puedo acceder a la clave del token para entrar por via.bcp espero puedan mejorar esto",authenticity
700,no puedo ingresar al app ya que sale error a cada instante más de una semana así y no tengo alguna solución departe del BCP,not_applicable
