numero_comentario,comentario,clasificacion_iso_25010
2138,"Estoy muy fastidiada con los mensajes de tiene inconvenientes, estamos trabajando por solucionar. Su plataforma simplemente era una de las mejores y ahora es un fastidio y lo unico que consiguen es que busquemos otros bancos mas eficases.",not_applicable
2139,Aplicativo con lentitud apartir de sus últimas actualizaciones lo simple de antes ahora se vuelve tedioso. El brillo es un fastidio para la vista deberían implementar modo oscuro y adicional a ello optimizar la lupa de ingreso de nuemero en automático a la hora de escribir el número que se va a realizar la transferencia.,not_applicable
2140,"Pésima actualización. La clave dinámica ya no es a través de SMS, y llega 30 a 40 minutos después, cuando ya no es útil. Definitivamente, estoy haciendo todas mis operaciones con el BCP. Lo peor, el banco no reevalúa esta pésima aplicación.",authenticity
2141,"Ni permite plinear y me salen muchos mensajes de error, donde tengo que volver a intentar para recien ingresar, mi celular es un honor magic 6 y mi internet es bueno. Solo he tenido inconvenientes con esta app. :'c antes eras chvr interbank.",not_applicable
2142,"Desde que hicieron la última actualización no puedo ingresar por la App de mi celular, he reportado el error y solo me dieron respuesta que lo revisaran, eso fue hace casi 2 meses y nada. Ya lo instale y desintalé y sigue sin dejarme entrar.",not_applicable
2143,"Estuvo funcionando bien hasta hace 1 o 2 semanas, ahora entra y luego sale que no me pueden ayudar en ese momento.Por segundos veo q ingrese pero sale de inmediato, si van a estar presionando al usuario a q descargue esto, al menos q sus programadores trabajen y no jueguen tetris en su horario laboral, esta app no sirve mas. Permitan el token físico de nuevo. Actualización a Septiembre, ahora luego de desinstalar e instalar, dice q algo salio mal y ni abre.",not_applicable
2144,Tiene mucho tiempo con el mismo problema para ingresar la clave dinámica. A pesar que se actualice el operador o incluso se solucione en tienda o reinstale el app: Persiste el error. Por esta razón no he podido utilizar esta cuenta.,authenticity
2145,"Hasta hace dos meses aprox nunca tuve problemas con la app, pero ahora la única respuesta que me da: la operación no se pudo realizar..., y esto se refiere a que no puedo ingresar a mi cuenta. La desinstale y volví a instalar, y sigue igual. Que está pasando 😔",not_applicable
2146,"Cada vez hay más errores: -Algunas veces no se puede entrar. -No muestra los saldos de vez en cuando -No sé puede acceder a la alcancía por momentos Se supone que es una app para poder acceder a visualizar nuestro propio dinero y poder hacer transacciones, en un momento de emergencia quiero plinear o hacer una transferencia no puedo tener la confianza de que voy a poder acceder a mi dinero a través de esta app.",not_applicable
2147,"Muy buena aplicación, destaca por su simpleza y rápido manejo. Sin embargo no siempre aparecen todas las operaciones que realizas porque en varias ocasiones retiro dinero y no aparece tal operación en la App , mejorar ello porque no genera confianza.",accountability
2148,"La aplicación es buena pero la verdad es bastante molesto que todo el día presente inconvenientes y no se pueda realizar operaciones. Este problema tiene ya más de 2 meses y al parecer no hay solución ni interés en informar al usuario del inconveniente. Con los mensajes de Disculpe las molestias, estamos trabajando para solucionar el inconveniente ya no es suficiente. Ojalá lo solucionen pronto porque no da ganas de usar la App.",not_applicable
2149,"Quiero entrar a mi aplicacion y no me permite , me pide permiso , pero nada de entrar , las actulizaciones ultimas estan pesimas.",not_applicable
2150,"Muy mal la App de interbank, intenté en varias ocasiones transferir dinero a otros bancos y aparece error, que no se pudo completar la operación, si fueran tan amables de solucionar este inconveniente, solo hace perder el tiempo, que pasa interbank así perderás tus clientes. Solucionen el problema. 😠",not_applicable
2151,"La app es buena; sin embargo, hay dos problemas a partir de la última actualización. Uno es que no se puede visualizar fácilmente todos los movimientos de las tarjetas de crédito, sólo se pueden ver los más recientes. Y el último problema es que el tiempo en que se cierra la sesión es muy corto. Ojalá puedan arreglar los inconvenientes. Gracias",accountability
2152,"No entiendo el porqué tiene 4 estrellas si es una muy mala aplicación, no llegan las claves dinámicas, muchas veces la aplicación no abre, se tiene que esperar horas para que ""milagrosamente"" vuelva a funcionar, muy mal interbank, al menos dignate a responder...",authenticity
2153,"Su dicho tarjeta de crédito pre aprobado. Nunca usen su web . Ya que yo use la web , y puse mi dirección y todo y nunca llegó , cada 5 días hablaba por Facebook a su página para saber y siempre lo mismo que espere , yo les decía y si voy al banco a recoger , y me decían que espere , pasaron los días y luego me dijeron que se había cancelado mi tarjeta de crédito y que ya no tenía ninguna campaña. Mientras una amiga fue al banco sin usar la web y altoque le dieron la tarjeta. Decepcionado",not_applicable
2154,"Pésima aplicación, se demora días en actualizar los movimientos y saldos. Muchas veces mi tarjeta se bloquea sola por horas, no me aparecen todas las cuentas que tengo. Si la aplicación antes era mala, desde su actualización está peor",accountability
2155,"Era una de las mejores app de su tipo, pero nose porque hoy por hoy falla en todo momento. Es bastante fastidioso lidiar con esta app porque sus fallas pasan de menores hasta volverse súper complicadas... Ya van 2 días y a la fecha aún no logro no siquiera ingresar a la plataforma virtual",not_applicable
2156,No está funcionando como antes en estos días. Aún así considero que es Ka única app que funciona excelente con Paypal lo único que se demora 5 días para el depósito Pueden mejorar. No recomiendo además porque no te dicen los movimientos u te bloquean la cuenta sin notificación,accountability
2157,"Es una pésima app, ya que los movimientos a la alcancía no te los permite porque según sale su anuncio qué han presentado un inconveniente en el app, pero ya va así desde que se actualizo y no hay respuesta alguna, es una de las peores caídas qué a tenido Interbank app!!",not_applicable
2158,Malisima el plin es super lento tengo como 500 contactos y es super lento lo de alcancía lo an hecho mas engorroso ya no es tan practico como antes ¿como puediron malograr la aplicación de esa manera? Antes era la mejor plicacion bancaria ahora es al contrario. Y deberia tener la opcion de escribir un mensaje como yape. Ya no es intuitiva. Ahora plinear me genera un dolor 😩 de cabeza.,not_applicable
2159,"Varios días he intentado hacer pagos de Tarjeta y no s puede, problema persiste desde el viernes. Es una porquería. Me dieronnla razon la gente de servicio al cliente. Ya hice mi reclamo y lo dejé registrado desde el 5 de julio. Ni plinear. Ya dejen de halagarlos.",not_applicable
2160,"Hasta la penúltima actualización yo calificaba a esta App con 5 estrellas pero llevo varios días tratando de pagar mis servicios, hacer recargas y me sale que habido un error que por favor intente más tarde y revise mi estado de cuenta.. He leído los comentarios y no soy la única que tiene ese problema, por favor solucionar urgentemente esto necesitamos pagar nuestros servicios, actualizar la App con la corrección del error.",not_applicable
2161,"Excelente APP no he tenido ningun problema y cumple todas mis expectativas, funciona bien al 100% . Gracias! Hoy 15.05.2022 La app esta fallando, no entra a la opción OPERACIONES, y desinstalé el app y ya no deja instalarlo denuevo, se queda congelado desde el día de ayer.",not_applicable
2162,No es como antes... ahora la app me obliga a cambiar la forma de llenado de la clave automático (lo que no he hecho ni hare) prefiero llenarla manualmente y gracias a esto no he podido hacer ningún trámite por la app . Ahora tengo que entrar a la banca móvil y encima eso está lento 😐,not_applicable
2163,"Con la última actualización no puedo abrir la app, simplemente aparece en blanco y ni siquiera entra, una verdadera lastima, ya lo desinstale, lo volví a instalar y nada. Solo puedo hacer movimientos por la banca por internet. Por favor necesito una solución. Antes que realice la actualización todo funcionaba bien.",not_applicable
2164,"No funciona para nada. No puedo realizar transacciones, plin, nada de ese tipo. Ahora tengo miedo que ni me deje sacar mi dinero. Creí que este era un buen banco y app porque antes lo usaba con regularidad y la experiencia era buena, ahora no puedo hacer nada. Maldita la hora en que pedí que me pagaran en este banco, estaba mejor con scotiabank 👁",not_applicable
2165,La app funcionaba bien hasta que se actualizo y ahora es un desastre porque se demora más al abrir y aveces al transferir o buscar contactos se cierra la app o indica que no se efectuó la transferencia y hace doble transferencia al volver a intentar. Por favor espero que solucione el problema que ocasiona molestias,integrity
2166,"Que pena que esta nueva versión, lejos de hacer nuestra vida más práctica y rápida, se demora, salen errores, nos mete una publicidad que hace que vuelva a salir y para plinear ni que decir, hagan algo para que siga siendo la app amigable y rápida que los caracterizaba.",not_applicable
2167,"Me gusta mucho la app pero el único error que encuentro es que cuando realizo pagos no me parecen las compras que realice con mi tarjeta, deberían arreglar eso . Ademas que me aparezca mi estado de cuenta de mi tarjeta de débito.",accountability
2168,"Una ineficiencia absoluta. La app no funciona y envía a la web de banca por internet, que tampoco funciona (""lo sentimos, no podemos realizar tu operación en este momento""). Tardan más de 20 minutos en contestar el teléfono. Soy de las personas que no tiene tiempo para perderlo haciendo cola presencialmente. Necesito hacer varios trámites y nada les funciona. Por razones como esta, pierden clientes todos los días.",not_applicable
2169,"De verdad, me parece desanimado molesto que a cada rato estén pidiendo actualizar, además de que no cambia nada la aplicación, es un fastidio enorme que a cada 15 días o por ahí; estén pidiendo la actualización de la aplicación.",not_applicable
2170,"Era la mejor app de todas, pero ahora solo me aparece ""ha ocurrido un error, estamos trabajando en ello"" y ya va como 1 mes que no.puedo ingresar, he llamado a la central y ni aún así funciona. Realmente lamentable como una app tan buena se fue de picada. Espero solucionen este problema.",not_applicable
2171,Esa porquería de App no genera la clave dinámica de forma inmediata para realizar las transacciones,authenticity
2172,"La app estuvo funcional hasta la versión anterior, luego que se actualizo, se cierra de improviso y ya no permite actualizar, lo desinstale e instale varias veces y sigue con el mismo problema, es urgente la solución no me permite realizar operaciones.",not_applicable
2173,"Terrible experiencia, Mi Tarjeta no pasaba el POS de un establecimiento y la App y Banca por Internet no le dejaba ingresar para usar Plin. Al ser domingo no atendía su Banca por teléfono y solo me atendieron x wsp dónde lo único que me dijeron que cambie mi clave web, y obviamente ese no era el problema sino si sistema ... Antes todo bien con Ibk, pero desde esta experiencia... Chau y por supuesto un buen reclamo",not_applicable
2174,"Tengo muchos problemas con la app, ya que siempre está en mantenimiento, y la página web tampoco funciona, uno no puede realizar operaciones y es incómodo porque necesitas al instante y en vez de solucionar tú problema te lo complican.",not_applicable
2175,estado presentando problemas con el plin desde que hice la actualización de mis datos y no me lo am logrado resolver de reporte en reporte,not_applicable
2176,"Hay un error a la hora de poner mi DNI. Siempre me dice que le faltan dígitos, y solo funciona desde la 2da vez que lo ingreso. Además, me parece PÉSIMO que ahora n9 deje hacer capturas de pantalla. Necesito llevar un registro de mis montos ya que encimaa desaparece plata.",integrity
2177,"Es intuitiva, pero no funciona, a veces llega el SMS de confirmación a veces no; hay que intentar varias veces. En créditos a veces hay transacciones con fraude. Así que revisen continuamente. Porque el banco no se hace responsable. No es confiable. Ahora no funciona el Plin. Es una lástima.",resistance
2178,"Estaba bien en la antigua versión, la nueva es más confusa, los pagos que tienes registrados se pagan de acuerdo al último medio de pago, si pagaste con una tarjeta de crédito con esa se cobra, ya no te pide con cual de las tarjetas pagar, claro si tienes otras mas",not_applicable
2179,"Horrible. Lenta, continuamente caida, interfaz ya no amigable, mensajes de error para plinear a números nuevos, el cambio de interfaz no favorece y el dinero desaparece. Si no se interpone el reclamo, no lo regresan en automático.",integrity
2180,"La app era buena en general pero después del rediseño, está pésima, se cierra inesperadamente, cada vez que trato de hacer plin se congela mientras cargan los contactos, luego sale error y la aplicación se quiere cerrar a cada rato realmente es muy incómodo para poder realizar un plin",not_applicable
2181,"Ultima actualizacion empeoro todo, no se conecta, deberian botar a todo ese equipo inutil de ingenieros detras de esta app, como es posible que saquen algo en productivo sin antes probarlo exhaustivamente, he perdido mas de una hora tratando de hacer unas transferencias por las puras, tiempo perdido, mejor escojer esos bancos que valoren el tiempo de sus clientes. Pesimo. Es la 1ra app financiera que posterior a una simple actualizacion te pida ingresar nuevamente todos los datos de la tarjeta!",not_applicable
2182,"Hace mas de 1 año presenta errores, es incomodo que siempre mande el mensaje de estamos trabajando y no se pueda usar esta app...especialmente ahora que es super necesaria... e incluso e intentado hacer mis transferencias en la madrugada pensando que si funcionaria pero nada... espero que los ""desarrolladores"" tomen notas de tantas quejas.",not_applicable
2183,"Es triste como ver una buena aplicación decaer, era tan buena opción, ahora tengo que estar desinstalando a cada nada para poder entrar a mis cuentas, y peor aun las descargas se quedan detenidas por largo tiempo, si este problema continúa, tendré que cambiar de banco 😠",not_applicable
2184,"Con esta nueva actualización no se puede ingresar, ya desinstale e instalé varias veces, al inicio me registro nuevamente y funciona, luego no. Desde ayer 12/2/2023 persiste la falla y no puedo hacer movimientos ni pagar la tarjeta de crédito.",not_applicable
2185,Demasiado mala la aplicación intento plinear o transferir a otra cuenta y sale error si pudiera darle estrella negativas tendría 7 pésimo servicio,not_applicable
2186,"Esta fallando la hora de los envios, le envié a una persona el 30 de julio pero no aparece, sale como 1 de julio. Un horror su aplicación. Mejoren eso porfa. Es tan difícil crear una buena aplicación con toda la plata que acumula Interbank, sí, no lo creo.",accountability
2187,"Deben despedir al que pensó la idea que incluir reconocimiento por rostro, esa tecnología no le funciona a nadie por qué no tienen cámaras profesionales y los algoritmos de reconocimiento confunden los rostros o no llegan a dimencionarlos correctamente, para que queremos una aplicación que no te permite hacer operaciones, no te da más opciones que el reconocimiento de rostro, por qué arruinan una aplicación que ya funciona",authenticity
2188,quize hacer mi primera operación y estoy más de dos semanas sin poder sacar mi plata y no me dan solución para nada se supone que la aplicación funciona para que todo se maneje más rápido pero más me están estorbando,not_applicable
2189,El aplicativo está presentando fallas en el importe mínimo para la suscripción de fondos mutuos. Se reportó hace dos semanas pero aún no se soluciona. Utilicé Erni y Banca por internet como alternativa pero no sé actualizan los saldos disponibles como en el aplicativo y demoran más,not_applicable
2190,"solo un detalle, muy grande, lo movimientos no se actualizan de inmediato, y no hay la excusa de que no se pueda hacer, en la app del BCP aparecen de inmediato, en la INTERBANK APP incluso demora muchos dias en actualizarce los movimientos realizados, es frustrante, molesto y deja mucho que desear",accountability
2191,"Cada vez que quiero ingresar a la app me sale, ""hay un error, por favor desinstalar la app y vuelve a instalarlo en play store"" , puedo entender que sea una vez, pero todas las veces que quiero entrar a la app me aparace lo mismo, es cansado, tedioso, y aveces se necesita hacer las operaciones rápido y estar desinstalando y volviendo a instalar es terrible, por eso la desinstalé definitivamente.",not_applicable
2192,"La aplicación más horrible que he visto en mi vida, para que carajos actualizan si la mejora no se vé, ingreso todos mis datos que siempre he ingresado y me figura que son incorrectos, ahora no puedo hacer uso de mi app, pésima aplicación y servicio.",authenticity
2193,"Antes funcionaba bien, ahora es horrible, a cada rato aparece una notificación que dice ""ha ocurrido un error, inténtelo más tarde"" y no me permite ingresar, hay que estar intentando varias veces y con suerte ingresas. Pésimo.",not_applicable
2194,"Siendo uno de los bancos líderes del país... debería poder mejor esta app. Deberían contar con la opción para poder pagar las tarjetas de crédito con cualquier otra tarjeta de débito como lo tienen falabella, ripley,oh ... seria una buena solución ante la pandemia para ya no ir al banco o agente y poder cancelar las cuotas sin salir de casa... espero su rpta gracias",not_applicable
2195,La nueva actualización es tan pesada que al ejecutar la aplicación casi siempre congela el teléfono por unos 30 segundos antes de que pueda reaccionar. Es tan frustrante que sentí la necesidad de venir a quejarme a la Playstore y dejar una terrible reseña.,not_applicable
2196,"Una verdadera porquería la actualización que a van de hacer, no debí acceder a actualizar, es la segunda vez que desintalo e instaló la app Interbank, y no me envían mi clave a mi celular para recuperar mi contraseña del aplicativo, no la contraseña de mi tarjeta sino del aplicativo y no envían nada, imbeciles hacen perder el tiempo que es vida.",authenticity
2197,"La aplicación está muy pésima, falla cuando se necesita, supuestame el app esta para facilitar pago , y transacciones , pero esta de mal en peor... falla cuando más se necesita y no permite entrar desde que los hakearon se malogra todo. Obliga a retirar dinero y andar con efectivo",resistance
2198,"La ultima actualización es muy mala y muy lenta, para realizar una trasferencia o pago por plin, se demora demasiado para confirmar la clave dinámica, se supone que la actualización es para facilitar el proceso, no para que se haga más tedioso.",authenticity
2199,"Como sugerencia la aplicación debería mejorar en el aspecto de que al momento de pagar por vía internet, debería aparecer la compra que ha realizado, xq no te notifica ni aparece el consumo realizado en tu app si no hasta 1 día después, además los comprobantes de transferencias deberían estar disponibles, xq si se te olvida mandarsela ya no se puede comprobar la transferencia si no tbn hasta el día después.",accountability
2200,"Antes de la última actualización era genial, rápida, ke permitía hacer movimientos rápidos y pagar con plin con más facilidad. Ahora se demora demasiado, prefiero sacar efectivo o pagar con débito es más rápido que la aplicación.",not_applicable
2201,"Señores de Interbank se supone que esta App fue creada con la finalidad de ahorrar tiempo y realizar las operaciones desde la comodidad de nuestro hogar, para tener registro de nuestro saldo, alcancía y realizar operaciones, pero ahora no me deja acceder a operaciones y debo hacer mis pagos en un cajero. Por favor arreglen la App o perderá la eficacia que dice tener.",not_applicable
