ID,Comentario,Clasificacion_ISO_25010
1716,"La aplicación lleva fallando varias semanas. No puedo realizar pagos de mis servicios porque me salen ""no habilitados"". Tengo que entrar a banca por Internet para hacerlo y es incómodo porque se supone que para eso está la aplicación. Espero que lo puedan solucionar. Era una buena app. Actualización: 3 meses después, la app sigue sin funcionar correctamente. Sigo sin poder hacer mis pagos de servicios. Pésimo aplicativo.",not_applicable
1717,"Desde la última actualización estoy teniendo muchísimos problemas con el aplicativo... Me sale un error con el aplicativo lo cual me obliga a estar desinstalando e instalarlo nuevamente en todo momento, ya voy presentando el mismo problema varias veces. Solo hoy tuve que hacer todo ese proceso de nuevo 5 veces. El aplicativo tan bueno que era, ahora se volvió una basura inmensa",not_applicable
1718,"No me parece buena, porque no muestran los movimientos de las transacciones que se hace, siempre que depósito dinero en mi tarjeta de débito, descuentan no se qué y me queda siempre un saldo inferior al que he ingresado, solo sale el monto del depósito más no lo que se llevan. pronto la voy a cerrar, deben ser más transparentes",accountability
1719,"Esta nueva versión presenta muchas fallas, demora en cargar los números telefónicos cuando quieres plinear ya no puedes porque te dice el app no responde desea cerrar o esperar ? todos los usuarios de Interbank se quejan y reclaman que está app no sirve para plim. Yo reporté esta falla, me hicieron reinstalar la aplicación pero el problema no se soluciona. Al programador haber que le haga una actualización, porque no soy yo, son todos los clientes Interbank.",not_applicable
1720,"Estimado equipo de Interbank, Me pongo en contacto con ustedes para hacerles saber que he estado teniendo problemas con sus aplicaciones móviles. Desde hace varios días no he podido realizar transferencias ni retiros ni pagar servicios a través de ellas. Esto me ha causado muchos inconvenientes y estoy muy preocupado por la seguridad de mis cuentas. Espero que puedan solucionar este problema lo antes posible y me gustaría saber cuándo podría esperar que las aplicaciones vuelvan a funcionar",not_applicable
1721,"Al revisar la tarjeta de crédito no te permite ver los gastos realizados en tu tarjeta , y no puedo hacer un pago parcial de la tarjeta de crédito , No me gusta esta nueva versión , prefiero la versión anterior . Aparte en la cuenta de ahorro no se porque se repite un retiro en dos veces con la misma fecha y hora",accountability
1722,"Su aplicación demora en reconocer el rostro para poder activar las operación como transferencias, el mensaje que sale en l aparte inferior debería estar arriba, como voy a saber si esta bien mi rostro si el mensaje está muy abajo de la percepción de los ojos, llevo más de 1 hora intentando y no se puede, deberían al menos colocar un marca de agua para saber donde poner el rostro.....",authenticity
1723,"Tengo problemas con interbank, me retuvieron mi tarjeta en el cajero sin motivo, la bloquee y cambie, y hace 2 dias me pidio reinstalar la app desde googleplay, me pidio escaneo de foto según ellos para seguridad, y hoy la app no funciona, y en el call center 17 minutos esperando para que puedan contestar, si ya esta instalada y no funciona.",authenticity
1724,"MENSAJE RECURRENTE EN LA APP: ""Lo sentimos. No hemos podido realizar tu operación. Estamos trabajando para solucionar el inconveniente"" . Me arrepiento mucho el haber pasado mi cuenta sueldo a este banco por un helado que un promotor regalaba en mi trabajo, sin duda hizo bien su trabajo. Pero, la APP es una desgracia, ""desaparecen"" mis cuentas, luego aparecen, siempre tienen problemas y un largo etcétera. NO la recomiendo.",not_applicable
1725,"Bueno, si siguen obligando a que esté actualizando cada rato me veré obligada a cambiar mi cuenta a otro banco, no es posible que tenga tantos errores a la hora de la transferencias y tenga unas horas de caídas. Tanta promoción. Televisiva y pésimo servicio a sus clientes. Después del bcp ustedes son un desastre.",not_applicable
1726,"Su aplicación va de mal en peor, no te aparecen las retenciones en cuenta, su tiempo para realizar transacciones es muy limitado, y ni que decir qe cada vez que son fechas claves la aplicación no funciona, y demoras horas de horas para solucionarlo, ni siquiera se puede acceder a su sitio web, porque está en ls mismas condiciones",accountability
1727,Que esta pasando últimamente no se puede ingresar a la app y sólo el mensaje de que se han presentado informes inconvenientes. Siendo un Banco Internacional da vergüenza que su app se sature de esa manera. Pensando seriamente en cambirme al BCP que en años que estube casi nunca tuve ese tipo de inconvenientes.,not_applicable
1728,"Horrible desde la última actualización, no llega clave dinámica y cuando llega ya expiró",authenticity
1729,"Después de la última actualización mi aplicación abre y funciona todo, pero a la hora hacer una transferencia no se puede, sale un mensaje "" a ocurrido un error verifique el saldo"", por favor corregir este error, ya que no se puede hacer ningún pago ni transferencia. CADA VEZ ESTA PEOR LA APLICACIÓN.",not_applicable
1730,"Tengo la versión 17.8 y no se por que en la Play store no me arroja la actualización, quiero hacer una transferencia y me sale lo sentimos hubo un error en la operación revisa tus movimientos para ver si fueron debitados.. no entiendo el por qué de este mal entendido. Podrían solucionar el problema por favor ? Hablé con un asesor y me dijo que era por qué tenía la versión anterior pero leo los comentarios aquí y parece que todos tenemos el mismo problema. SOLUCIONEN ESTO PRONTO POR FAVOR",not_applicable
1731,"Pésima application, casi siempre no sirve. Me obligaron ad actualizar la app que, con forti limiti a vez funcionaba, con una versione que de inmediato sale""lo sentimos no hemos podido realizar tu pedido estamos trabajando para solucionar el inconveniente"". Y esto solo para querer ingresar en la app. Que disastro.",not_applicable
1732,"No me funciona el aplicativo. Llame al banco, la solución cambie de clave y reinicie su equipo. Cambie la clave reinstale dos veces el aplicativo pero igual no funciona, su otra respuesta necesita actualizar su equipo, igual no funciona, lo último que falta decir que cambie de equipo, si este equipo es nuevo. La versión anterior estaba bien, cumplía con las operaciones mínimas. Deberian regresar a la versión anterior.",not_applicable
1733,"Comparto la opinión de algunos, hasta antes de la última actualización se podía visualizar la cuenta de ahorro y la cuenta de crédito y x ende realizar las diferentes operaciones en ambos casos. Ahora para hacer lo uno y lo otro necesitas ingresar a cada cuenta. Mala actualización.",not_applicable
1734,"Cuando uno necesita sus operaciones, sale un anuncio que no pueden realizar la operación y que pronto solucionarán el problema. Normalmente la interacción de la app es buena. Pero suele ocurrir que a veces no permite ni siquiera ingresar y tampoco envían la clave para hacer la operación 🤦🏻‍♀️",authenticity
1735,"Algo tan sencillo como visualizar mi saldo en cuenta simplelemente no aparece. Otros apps de bancos lo muestran de manera muy sencilla, hace rato que quiero ver mi saldo y solo me muestra la deuda del próximo mes. Y tampoco puedo visualizar una trasferencia que hice de una cuenta propia de otro banco. En verdad no es muy útil su app tiene muchas cosas por mejorar",accountability
1736,"Acabo de hacer un reclamo, 21/10/24 10.00am el tema es que indican:""solo hay algunos modelos de celuar"" a los que le pide actualización de versión, lastimosamente los que tengamos la 19.9 no permite capturar pantalla a los saldos,etc. De la nada han activado dicha opción abusiva y la respuesta que dan es que vuelva a comunicarme en 3 días, osea debo tener otro equipo a la mano para saber q mis saldos están correctos y q no hayan ""sorpresas"" luego, pesimo servicio consejo, no actualicen a la 19.9",not_applicable
1737,"Está fallando demasiado los pagos en plin que agregué como favoritos ya no puedo plinear, me sale para elegir una imagen y no se puede dar continuar después de elegirla, a veces no se puede enviar a las demás plataformas, si van a implementar cosas, que sean probadas antes para evitar afectar al usuario final",not_applicable
1738,"Como 5 veces me esta haciendo desinstalar y volver a instalar la app, no se que hicieron con esta actualización que estaba funcionando perfecto y ahora para fallando, uno tiene que volver a poner todos los datos en la calle al momento de querer hacer un plin porque la aplicación falla y pide otra vez descargarla, mal todo",not_applicable
1739,"Hace unos días actualizaron y generaron un problema el cual hacia que la app se cierre cuando iba al apartado de plin , logré solucionarlo desinstalando y eliminando datos , ahora actualizan nuevamente la app y vuelven a generar el mismo conflicto , una tontería sus actualizaciones , hasta el momento nunca había pasado eso con la app, la renuevan y generan ese conflicto, si pudiera dar 0 estrellas , lo haría",not_applicable
1740,"De mal en peor, ahora no se puede tomar capturas para poder guardar automáticamente los screenshots para tener registro de las operaciones. Además, siempre a media noche está inoperativo, lo cual no sucede con otras apps bancarias. Hay que pensar en pasar la cuenta sueldo a otro banco.",not_applicable
1741,"Son unos estafadores, te ofrecen créditos extracash que no pagaran seguro de desgravamen por tener tarjeta de crédito, viene tu cota y te agregan el seguro reclamas y te exoneran pasados unos menes de pago te envían un correo indicando que se modificaron la políticas y ahora si te van a cobrar y sino q pagues la totalidad cuando ya prácticamente les pagaste más intereses q el capital, y claro ahora quieren cobrarte seguro cuando mes a mes pagas, que tal estafa y manera de engañar al cliente.",not_applicable
1742,"La última actualización pedía validar con selfie, tras muchísimos intentos y varios días pude hacerlo. Ahora tengo 2 semanas tratando de hacer alguna operación y nada, malísima actualización. A este paso tendré que cambiar de banco. Urgente, regresen a la anterior app que pedía Nro. de tarjeta, era mejor.",authenticity
1743,"Por más que ya se realizó la actualización, me permite el ingreso una vez y luego sale el mensaje que debe de actualizar la aplicación de Play Store. Y no solo eso, también indica que se debe de activar el teléfono nuevamente para realizar transacciones. Una pena como malograron la aplicación.",not_applicable
1744,"Seré sincero cosas que deben mejorar: El problema a la hora de pagar con plin en un mercado como tambo o listo no te llegan las claves numéricas, ese problema pasa a veces, pero siempre pasa los sábados en la noche, no confío en plin a esa hora y ese día mal servicio en ese tema. Ahora una cosa a agregar sería que nos den la opción de agregar una nota a cada pago para nosotros poder saber en qué se gasto cuando vemos nuestras compras pasadas ya que su descripción predeterminada es muy escasa",authenticity
1745,"Por más de 7 años he sido cliente pero en este último año usar el app se a vuelto una situación terrible y horrible , una perdida de tiempo, cuando ingresas no responde, no se puede plinear, no muestra los pagos que realizas en el día, etc y desde hace unos días siempre sale el mensaje "" Algo salió mal estás trabajando en el inconveniente "" . Es increíble que no exista la inversión suficiente en brindar un app q satisfaga las necesidades de sus clientes.",accountability
1746,"Por favor arreglen el problema de conexión de esta app, ayer hice un yape por medio de plin y me salia error de conexión cuando el yape si se había efectuado y no me dejaba hacer captura de pantalla a los movimientos para enviarle al destinatario que si se me había hecho el cobro. Me paso la otra vez que me salia error de coneccion y el plin se hizo 5 veces, arreglen ese error por favor, lo peor que ya no deja tomar captura de pantalla a los movimientos 😡",integrity
1747,¿Como pueden arruinar algo que estaba trabajando sin problemas? . Esto de tener que desinstalar y volver a instalar la aplicación infinidad de veces es un infierno cuando uno necesita realizar pagos o transferencias al momento. ¿Les cuesta mucho leer las calificaciones para darse cuenta de esta falla que ya lleva días?,not_applicable
1748,"Demaciado malo el servicio de plin. Se cae a cada rato. Ya en muchas ocasiones cuando uno va hacer un pago, no llega la clave dinámica, te dice que no está disponible o que está en mantenimiento intenta más tarde. Uno necesita hacer el pago al momento, ya muchas veces el mismo problema por horas.",authenticity
1749,"Si pudiera le pongo menos, su clave dinamica siempre tiene problemas para aperecer cada que vez que tengo pagar por la app es un suplicio y ruego que me aparesca la maldita clave dinamica como ahora! por mas que estoy al dia en la actualizaciones. Desteto esta parte de la app no puedo pagar mucho con su app mala.",authenticity
1750,"Ahora no funciona bien la aplicación, cuando abro la pantalla se pone en blanco y luego sale el mensaje ""no responde la aplicación"". Hace unos meses la aplicación funcionaba correctamente pero a finales de Junio que volví a utilizarla empezó a fallar. Utilizó un celular Android (Xiaomi).",not_applicable
1751,"App muy inestable, no permite apagar y encender la tarjeta de crédito sobre todo cuando se está por pagar un consumo, el modo oscuro se desactiva constantemente. Ya probé reinstalándola, nada. Es sin duda la peor App bancaria, BBVA, SCOTIA Y BCP, en ese orden, la superan ampliamente.",not_applicable
1752,"La aplicación estaba bien hasta que hicieron la última actualización, ponen su publicidad de seguro de manera constante, cuando uno está apurado para hacer una transferencia por más que pones el ícono de cerrar esa propuesta de seguro igual entras y es tedioso. Otra característica espantosa es que ya no se puede ver los movimientos que se han realizado en la cuenta, es complicado poner la parte de movimientos y después de luchar para acceder solo puedes ver las 3 últimas. Pésima experiencia.",accountability
1753,"Me encantaba Interbank pero ya hace dos semanas que no puedo ingresar desde el app cuando lo actualizaron. Estuve con la cuenta bloqueada por una semanas sin motivo como si me hubiera equivocado de contraseña. Nada que solucionan el problema y felizmente puedo entrar desde la web, pero cada que intento entrar desde el app, me bloquea porque sí. He llamado cada día y no solucionan, fui al banco y dicen que ellos no ayudan con eso. Validaron datos, cambiaron clave y sigo sin poder usar la app.",authenticity
1754,"La app es muy buena, pero no te muestra TODOS y cada uno de los movimientos que realizas con tu tarjeta o tu cuenta. A veces no recuerdo en qué gasté el dinero y no aparecen movimientos como el retirar dinero del cajero, transferencia, uso de Plin, etc. Y eso realmente es preocupante. En todo lo demás excelente app, super rápida y eficiente pero urge que resuelvan eso. Apps como la del BBVA y BCP te indican cada pequeño movimiento y eso da seguridad.",accountability
1755,"El peor aplicativo de banca por internet. No actualicen a esta versión que es un dolor de cabeza, en lugar de agilizar trámites los complica. Es lenta en cargar, en usar plin, en hacer transferencias, mas pasos para usar la alcancía, no permite digitar montos correctamente. En definitiva es poco amigable y la experiencia de usuario baja. Regresen a la anterior versión que permitía hacer gestiones rápidamente y hasta visualmente era mejor.",not_applicable
1756,"Tengo un xiaomi 13 Lite y me pide el app para poder transferir tomar foto de mi cara con la cámara frontal. Lo hago y la cámara no toma foto y dicho sea de paso el celular es nuevo y no tiene ningún defecto, pero el aplicativo está asociado a mi número , pero insisten en la foto y no puedo hacer nada !!! Tengo que entrar a banca por internet y todas las transferencias tienen fecha de pago Diferido!!!",authenticity
1757,"Señores, últimamente pésima y un desastre su aplicación, no se pueden realizar con rapidez las transferencias, ya que arroja que tienen inconvenientes, y eso me ha costado dinero, ya que en su plineo, es lo mismo, hice una transferencia por plin, y me arrojó el error, tuve que cancelar en efectivo, y oh sorpresa, a los minutos ya habían descontado de mi cuenta. Ni para reclamar, porque el consumo lo hice en un establecimiento lejano. Arreglen su porquería. Agradezcan que no se pueda poner 0.",integrity
1758,"No solamente complicaron las funciones que iban bien y rápidas, ahora son más pasos por ejemplo para sacar o poner en la alcancía, entre otras operaciones, además que diario no puedo ingresar o en las noches o en las mañanas, siempre el mensaje de: Lo Sentimos... Es demasiado desesperante y pueden pasar un par de horas... Pésimo todo!",not_applicable
1759,"Se me cuelga constantemente la app. Cuando deseo plinear se cuelga y cuando no se cuelga me sale un mensaje que ha ocurrido un error y que lo intente más tarde y una vez a las quinielas me deja, me permite una solo vez y luego ya no. Llamé como 3 veces al call por ayuda y siempre me dicen que borre temporales, desinstalar y volver a intentar y así tengo que estar cada vez que quiero utilizarla.",not_applicable
1760,"La nueva actualización ha sido una tonteria, ahora no me permite ingresar a la app con la huella, cambié de número y lo actualice, es más, las claves dinámicas para hacer un transferencia, me llegaban al nuevo número que actualice, ahora me aparece el número antiguo que tenia y tendré que ir al banco a solicitar actualización de datos cuando ya lo habia realizado hace mu ho tiempo y se hizo, deben corregir ese inconveniente, antes no tenía ningún problema.",authenticity
1761,"Terrible diseño de la última actualización de la APP. Todo el fondo es demasiado blanco, muy dificil de ver, parece que te ciega tanto blanco, ademas de haber complicado la forma de establecer el facil acceso en el diseño de cada función. No entiendo porque la cambiaron, esta nueva versión es poco amigable con el usuario, es una lástima. Actualmente, no puedo hacer ningún tipo de transacción por ""Plin"", se congela la app, inmediatamente intento agregar el número o el contacto a transferir.",not_applicable
1762,"La aplicación viene fallando hace un par de meses, solía ser una de las mejores, pero últimamente no me permite realizar transferencias ni plinear por que nunca carga la clave dinámica, es muy fastidioso e incómodo, otras veces me indica que la aplicación no responde y tengo que reiniciar. Solía ser mi banco principal pero debido a lo sucedido me tengo que respaldar con otros bancos.",authenticity
1763,"La aplicación está fallando mucho, no me apareció la constancia en la pantalla cuando realicé un plin porque me apareció una ventana de error y sin embargo me descontaron el monto, encima ni al correo electrónico me llegó la constancia. A parte tienen un pésimo servicio porque el bot ni los asesores contestan para poder dar una solución. Pésimo servicio.",integrity
1764,"La app ha mejorado mucho, pero desde la última actualización han hecho que el acceso automático con huella sea más lento al primero tener que seleccionar una opción, para que tengo que seleccionar una opción antes si de igual manera me van a pedir la huella luego? estaba más rápido cuando abrirás la aplicación y ya podías poner tu huella.",not_applicable
1765,"Desde las últimas actualizaciones la aplicación está horrible!!! Con esta última actualización, cada vez que entro al aplicativo, me pide que desinstale e instale la app, tengo que hacerlo cada vez que entro, que tontería. Si van a estar haciendo actualizaciones constantemente al menos déjenlo funcional ya que es casi imposible utilizarla!!!",not_applicable
1766,"Terrible actualización de APP, en lugar de mejorar el servicio han empeorado. Se pueden realizar operaciones solo cuando el APP quiere, se cuelga o dice fuera de servicio intenta en 30min. No guarda datos, tengo que ingresar mi tarjeta cada vez que quiero entrar al APP. Estoy evaluando cambiar de banco principal solo por este motivo, ya voy semanas con varios inconvenientes por este tema.",not_applicable
1767,"La app se la actualizó el enemigo, un desastre, entras en un bucle de pantallas y pantallitas tratando de que funcione. En el banco los que atienden no la conocen, saben menos que el cliente. Interbank: son unos mediocres e incompetentes. Si van a hacer una actualización tan radical por lo menos tendrían que capacitar al personal para que ayude al cliente. Tuve que ir dos veces al banco y llamar tres veces para lograr que me funcione la app Tiempo que no me enojaba tanto",not_applicable
1768,"Está la última versión por lo que veo, pero no la actualizaré. Porque la última actualización que hicieron no es nada amigable, antes yo presumía de que Interbank tenía la mejor app. Las constancias de pago eran buenísimas. Ahora se ve muy común y eso que no he explorado toda a gran magnitud. Viendo las opiniones de los demás no actualizaré, esperando que puedan mejorarla y consideren nuestras opiniones. Gracias",not_applicable
1769,"Tener cuidado cuando hacen compras online xq si hay retención x cualquier problema no verás en ningún lado donde quedó esa transacción sino hasta 2 o 3 semanas después, cuando uno ya se olvidó. No cuesta nada mostrar la transacción con una pequeña nota de retención* También como los bancos americanos o europeos deberían agregar una columna donde sea visible el saldo efectivo tras un depósito o después de un retiro (o retención). Fácil",accountability
1770,"Con esta última actualización, tengo que instalar y desinstalar constantemente la aplicación, me sale el error de que: ""No es posible ingresar a tu app"", antes no era así, pésima la actualización, una completa pérdida de tiempo, ahora desinstalo y vuelvo a instalar y es lo mismo porque vuelve a botar el mismo error, que porquería.",not_applicable
1771,"Al momento de hacer una transferencia me pidió actualizar la app, lo hice y desde entonces no puedo hacer ninguna transferencia ni pago, he intentado de todo, borrar datos, reinstalar, llamar al banco, etc. sin resultados, la app simplemente se cierra cuando hago click en operaciones, se que no es una falla generalizada pero igual malaso que una actualización dejé la app inservible en algunos celulares...",not_applicable
1772,"No me deja entrar a la APP hace dos días, pésimo servicio!, Muy lenta, y cuando haces alguna transferencia a veces dicen que no se descuentan y te jalan el dinero, si no pueden mantener una app en orden deben quitarla, lo único que hacen es estresar a sus usuarios con la lentitud y no poder pagar nada.... Más lo que paran en mantenimiento, que asco de aplicación.",integrity
1773,"Para realizar un plin es bien complicado, si busco algún contacto de manera rápida la app se cierra, a parte ese anuncio de ""para ti"" impide realizar las operaciones rápidas como un plin exponiendonos a cualquier riesgo inseguro. Lo bueno parece que lo quitaron, como es ""mis finanzas"" el cual me ayudaba a mejorar y ahorrar. Regresenlo y arreglen los errores.",not_applicable
1774,"La app no inicia sesión y no hay forma de saber a qué se debe el error. Mucho menos tener una respuesta cuando ocurre en fin de semana. Decepcionante servicio de Interbank, acaso el equipo de programadores, que imagino se encarga de esta app, puede permitirse estos errores que perjudican al usuario. No tengo como pagar o hacer transferencias urgentes. Mal servicio.",not_applicable
1775,"No puedo ingresar a mi cuenta de Interbank en Perú a través de este aplicativo, como que se bloqueó, estoy en Europa y el número telefónico internacional que dan solo sirve para EEUU y Canadá. Traté de comunicarme por facebook y quieren todos mis datos incluso privados y eso es un riesgo, por whatsApp envías el msj y te hacen esperar de 2 a 3 horas, obviamente tú ya estás en otras cosas y se comunica alguien que solo te da tres minutos de tiempo y te corta. Es horrible.",not_applicable
1776,"La aplicación antes era buena pero la malograron. Agregaron la opción de apagar, pero hay que salir de la app para que funcione, eso es molesto. El pop up azul de publicidad es demasiado intrusivo, es difícil de cerrar y se abre cada vez que quiero ver mis cuentas o tarjetas. Tampoco me gusta nada que ahora se muestran muy pocos movimientos por pantalla, estaba mucho mejor como antes.",accountability
1777,"Que estupidez de aplicación, hice un reclamo porque no ingreso el abono de una transacción, envié las capturas de pantalla de mi estado de cuenta, donde se mostraban que en la fecha no había ningun ingreso, ahora ya no puedo hacer capturas de pantalla y por arte de magia, ahora sí puedo visualizar el depósito, y aún así mis números no cuadran.",accountability
1778,"La aplicación es buena. Sin embargo deberían mejorar la herramienta smart: que vaya acorde a tu período de facturación y no mensual, para que así permita realizar un correcto análisis de tus gastos. Adicional a esto, hubo un tiempo donde en la barra de línea de credito se visualizaban los consumos que estaban pendientes de cargo, esa visualización era bastante útil, deberían volverla a habilitar.",not_applicable
1779,"Terrible, yo que trabajo con 500+ contactos no puedo usar el servicio de Plin porque al solo querer cargar los contactos se cuelga y se cierra la aplicación. Con las versiones antiguas era mejor, si demoraba en cargar pero al menos hacía el trabajo. Pensé que con ésta actualización mejoraría pero está igual. Malísimo. otro detalle es esos anuncios que al darle X de todas formas te lleva al enlace y es una perdida de tiempo.",not_applicable
1780,"Cada actualizacion es peor que la anterior , en bien de mejorar empeora, por ejemplo, No puedo activar las notificaciones de la app , y ya me contacte para que me den solucion pero mis palabras van al vacio, ahora ya no puedo pagar por plin, a parte la app no lee los codigo QR, A veces pago con tarjeta y no me la valida la tarjeta , otro problemas que es lento y lo peor ya no puedo hacer casi ninguna operacion bancaria por que no me llega la clave dinamica. INTERBANK no sirve para mi👎👎👎",authenticity
1781,"Le daría 5 estrellas pero ya hace 2 semanas que no veo mis productos (tarjeta de crédito y extracash) no hay ninguna actualización de la app desde que me sale así al ingresar a la aplicación, por ese motivo no puedo visualizar mi tarjeta de crédito y nada más que mi cuenta de ahorros. Espero que sea algo de momento y pueda visualizar mis productos ya que sin visualizar no me deja realizar los pagos desde la app.",not_applicable
1782,"no soy de hacer estás cosas, es la primera vez que lo hago de hecho desde ya hace un tiempo vengo presentando un pequeño problema, y es que cada vez que quiero hacer alguna operación con plin ya sea una recarga o pagará algún servicio, no se realiza la operación además cuando pago con tarjeta siempre me sale retenido el dinero, ya me metió en problemas en 2 tiendas, asumían que era un estafador",integrity
1783,"Solicito por favor que cada vez que uno quiera ""apagar las Tarjetas"" no se tenga que salir de la app, es verdaderamente incómodo y molestoso el realizarlo. Porque en otras app de entidades financieras más práctico. Además dicha opción no debería ser solo para las tarjeta de crédito sino también para nuestras tarjetas de débito. De manera que no solo se impediría las compras por internet y las operaciones en cajeros, sino que también se impediría los pagos en POS y equipos con NFC",not_applicable
1784,¡Pésimo que no se pueda ver las operaciones que uno realiza con la tarjeta junto con los movimientos de transferencias! No se notifica en la app y no notifican al correo. Pueden hacer un mal cobro y uno no se entera hasta después. Urgente mejorar eso. También lo de separar PLIN o hacerlo más accesible porque lo ponen debajo de la publicidad y demora demasiado en abrir y cargar.,accountability
