ID,Comentario,Clasificacion_ISO_25010
466,"un asco su clave dinámica, te deja esperando por horas",authenticity
467,"la app es demasiado lental, no llegan el codigo para plinear y hacer trabsferencia tengo que retirar dinero en cada agente o cajero que pueda encontrar no ayuda en nada, rn estos momentos tengo una emergencia de plineo y no me llega el codigo",authenticity
468,el bendito código de verificación que problema es!,authenticity
469,"PÉSIMO. Nunca llega la clave dinámica, estoy cansado, solo queda migrar de este banco.",authenticity
470,"Demora en llegar la clave dinámica, eso es muy incomodo para hacer las operaciones.",authenticity
471,a cada rato me pide la clave dinámica y no me deja plinear,authenticity
472,nose por qué nunca me llega la clave dinámica y es bien lento tendré que llamar o retirar mi dinero definitivo,authenticity
473,"yo no lo recomiendo, ya que nunca llega la clave dinámica para cuando deseo hacer un yapeo",authenticity
474,"no funciona, cada vez que quieres transferir tarda demasiado la clave dinámica y ya no lo acepta luego.",authenticity
475,no me deja hacer transferencia,not_applicable
476,nunca llega la clave dinamica,authenticity
477,no puedo realizar operaciones ni planear,not_applicable
478,Muy lentl,not_applicable
479,"cuando uno necesita hacer una operación, la clave dinámica se demora una eternidad, y cuando llega, te dice que el tiempo límite paso, 😠😠😠",authenticity
480,"El App ya no es de ayuda. En banca por internet te obligan a usar la app para las transferencias inmediatas, pero al hacerlo el msg con el código de confirmación nunca llega y genera una pérdida de tiempo (mañana, tarde o noche) ... Ya lo reporte a mi sectorista y aun no lo solucionan. PÉSIMO",authenticity
481,Después de la Última Actualización se volvió super lenta para todas las opciones en la app.,not_applicable
482,ya no puedo hacer pagos... que pasa?,not_applicable
483,"hace 4 días se demora mucho en abrir , esta lento todo",not_applicable
484,"No entiendo porque esta app todos los días tiene problemas, literalmente cuando más urgencia tengo de realizar una transferencia, me sale con su típico mensaje de que no pueden realizar la operación, que lo intente más tarde. Es desesperante esto, y solo por eso cambiaré de entidad bancaria.",not_applicable
485,"la clave dinámica no me llega, en casos de emergencia me deja mal varado, siempre problemas con este banco, es hora de cambiar a otra entidad.",authenticity
486,la app es muy lenta... en cada update lo hacen peor de lo que es...,not_applicable
487,"funcionaba bien. Pero la versión 20.1 No sirve, tarda mucho tiempo en abrir y la navegación en la app es súper lenta. Por favor corregir el problema pronto.",not_applicable
488,"He tratado de transferir desde un movimiento guardado predeterminado, ingresar 5 minutos después de 4 intentos, luego ingresar a movimientos otros 6 minutos más, para q al final cuando quise realizar la operación me saque dela aplicación x exceso de tiempo de espera, esta horrorosa esta app, antes era más amigable, espero lo solucionen pronto, xq sino hasta luego.",authenticity
489,"No es posible que tome 10 minutos entrar a el aplicativo y no puedo sacar mi dinero porque demora tanto en cargar y sale ""Tiempo de sesión expirado"" no vuelvo a usar más interbank",authenticity
490,una porquería está aplicando. nunca se puede yapear o plinear. se demora,not_applicable
491,estou mejor lá aplicação de interbak,not_applicable
492,"Sinceramente me cambie a interbank pensando que no tendría problema en utilizar la app, pero esta horrible no puedo hacer transferencias ni plinear, ojalá mejore pronto si no, me cambiare de banco.",not_applicable
493,un dolor de cabeza está app la clave dinámica nunca llega,authenticity
494,"No me permite hacer transferencias ni usar plin, una basura este banco",not_applicable
495,"Pésimo, que pasa con la aplicación esta fallando no se puede ingresar, se queda cargando y nada..no puedo hacer ninguna transacción! terrible!",not_applicable
496,no me permite habrir una cuenta virtual si foto,not_applicable
497,"Al personal que maneja esta APP dejen de estar jugando, a cada momento hay cambios que generan pérdida de tiempo. No ayudan en la fluides del uso de esta APP tanto cambio y propaganda que ahora sale cuando se abre.",resistance
498,"se demora demasiado en cargar la aplicación pones tu clave y demora para entrar para usar Plin, transferencia y etc, tienes que ir a banca por Internet y recién hacer tus trámites, malísima se puso la app.",not_applicable
499,"Esta terrible esta actualización, no me deja entrar, indica que lo lamenta que pronto solucionaran el problema. Sin embargo, quien me soluciona en el momento que quiero hacer uso de mi dinero.",not_applicable
500,"Esta App me está convenciendo de pasar todo mi dinero a otro banco, cuando quiero hacer una operación no me llega la clave digital y es muy fastidioso no poder operaciones cuando lo necesito.",authenticity
