ID,Comentario,Clasificacion_ISO_25010
729,"Basvra de app, hace varias horas que deseo hacer pagos por el aplicativo ya que ahí siempre cuento con mi dinero y la barbaridad de aplicativo no funciona, en más adelante o pronto me trasladare a otra banca financiera! 👎",not_applicable
730,la clave dinámica nunca llega,authenticity
731,"problemas con la clave dinamica, no estan llegando, no se puede hacer transferencias desde la app, sin las claves dinamicas, solucionen eso...",authenticity
732,"Estas últimas actualizaciones han malogrado la app esta recontra lento en el uso, y no permite realizar transacciones a cada rato se cae.",not_applicable
733,pésima app ... no puedo ingresar ni a ver mi estado de cuenta,not_applicable
734,"está de mal en peor , la app no me deja hacer transferencia ni plineos, la clave dinámica no me llega",authenticity
735,pésima actualización demora muchísimo en enviar claves dinámicas de 10 a 12 minutos,authenticity
736,"No se porque nunca me llega el código de activación cuando quiero pagar o enviar dinero. Y cuando me llega es después de media hora, cuando ya el código no es válido y eso que estoy con buena señal de red. Arreglen ese error lo mas pronto posible, me es imposible realizar mis transacciones.",authenticity
737,no manda mensajes a tiempo para usar el plin,authenticity
738,La contraseña no acepta caracteres especiales...cero seguridad,authenticity
739,"pésimo, desde que actualice no funciona mi app es una sonsera",not_applicable
740,la última actualización es pésima no me sale la clave dinámica para plinear,authenticity
741,horrible,not_applicable
742,Pésima app,not_applicable
743,Malísimo. demora mucho cada gestion de pago,not_applicable
744,"su app es una porquería! nunca llega la clave dinámica, uno necesita pagar rápido y nunca llega",authenticity
745,"Deberían quitar la clave dinámica la hace muy lenta a la hora de realizar los pagos , está malisima",authenticity
746,el app es una completa porquería,not_applicable
747,"Pésimo muy mal no puedo transferir mi dinero a yape o plin aparece una casilla de clave dinámica que jamas envían y ya más de 1 semana con este problema, antes esa clave dinámica no era necesaria para yape o plin ahora esta peor q nunca, pésimo me atrasé en mis pagos ,para q piden actualizar cada semana si no sirve su App",authenticity
748,"para mí funciona bien, siempre deben mejorar en cuanto la seguridad",not_applicable
749,muy mala falla su clave dinámica,authenticity
750,"Esta app es una desgracia, desde fines de diciembre NO puede plinear porque jamás llega la clave dinámica, esto es insostenible!!",authenticity
751,"Pésima las últimas actualizaciones, abres la app y se queda colgada. Ya he reinstalado 2 veces. 👎",not_applicable
752,las claves especiales demoran mucho ... cada vez es más ineficiente,authenticity
753,"de verdad q porquería de aplicación a cada rato se cuelga, hay q desinstalar y volver a instalar a cada rato",not_applicable
754,"nunca llega la clave dinámica que fastidio y encima es un sol lo que deseo pagar, para una urgencia nose puede!",authenticity
755,Es la peor aplicación...a quien contrataron ....a una sarta de incompetentes,not_applicable
756,no se puede acceder cada 6 horas es un problema de la nada no se puede ingresar,not_applicable
757,demora mucho para q llegue la clave dinámica,authenticity
758,De las cosas más absurdas transferencias internas Interbank a Interbank demoran en mostrarse efectivas de otros bancos a Interbank son de inmediatas y la mejor parte de Interbank a otros bancos también se reflejan de inmediato tienen que mejorar eso adicional que la app abra en notificaciones siempre es perdida de tiempo para el usuario.,accountability
759,una basura no deja hacer ni un plin de un sol ...eso que te llega el código nunca llega después de horas llega que horrible,authenticity
760,"una desgracia, la clave token llega muy lento y cuando lo ingresas ya caducó.",authenticity
761,Pésimo servicio El dinero esta en la cuenta de ahorro y no cargan la cuota vencida de la tarjeta teniendo la cuota vencida. El abono llegó el 3 de mayo y hasta el el 6/05 no lo cargan..,integrity
762,"hay problemas al momento de realizar las operacioness, es lento y no aparece el código para realizar las transacciones.",authenticity
763,"No reconoce la contraseña. desinstalo, instalo, entro, y al rato... no reconoce la contraseña de nuevo, desinstalo, instalo, entro, y al rato no reconoce, y así me la paso como un pelotudo. Qué hago? Me cambio de banco?",authenticity
764,"no me llega la clave dinámica cada que quiero hacer un pago, el app es prácticamente inútil, no puedo hacer ningún pago sin que llegue la clave dinámica",authenticity
765,"Porquería de aplicación, carga lento y lo que más me irrita es su plin con su clave dinámico. Encima de cargar una eternidad en cargar, cuando le aplicó la clave me sale que expiró por esperar demasiado, es el colmo",authenticity
766,la horrible clave dinámica que nunca carga dios... una quiere transferir o plinear dinero urgente y nunca llega esa dichosa clave .. siempre use BCP.. pero en mi trabajo lamentablemente solo pagan mediante este banco... horrible experiencia la verdad... prefiero otras bancas moviles,authenticity
767,no puedo plinear,not_applicable
768,no me deja hacer nada,not_applicable
769,una porquería se para cayendo,not_applicable
770,no me gusta,not_applicable
771,nunca llega el código de confirmación y es muy lenta no se que está pasando con esta última actualización,authenticity
772,poco amigable,not_applicable
773,la app falla mucho,not_applicable
774,"me pide actualizar pero no me deja total? mejoren su app, se supone que nos facilita las transacciones que necesitamos hacer para los que no tenemos el banco cerca es un problema que se genera cuando la app no funciona correctamente, dejen actualizar porfavor esta días así.",not_applicable
775,asco de aplicación la verdad con las claves dinámicas que ni llegan la notificación y cuando llegan sale que está vencida,authenticity
776,"fue buena, ahora no sirve, se cuelga a cada momento, no envía clave dinámica a tiempo y cuando la envía ya expiró la operación, los asesores no solucionan nada solo te indican que van a informar al servicio técnico, mientras tanto tengo que pagar por disponer de mi dinero en un agente bancario.",authenticity
777,"antes funcionaba muy bien, desde sus actualizaciones siempre tiene errores para ingresar, siempre aparecen alertas de tuvieron inconvenientes y no se puede abrir, y la he desinstalado varias veces y el problema persiste. realmente no se que está pasando con el banco de Interbank pero no está generando confianza .",authenticity
778,nunca llegan los mensajes de clave dinámica,authenticity
779,"dese la última actualización, la app no sirve para nada. para hacer una simple transferencia de Plin o yape te es imposible porque no te brindan la clave dinámica rápido me tomé una hora para poder hacerlo",authenticity
780,medio,not_applicable
781,"solo 1 semana usando el Plin de Interbank y pésima experiencia, la clave SMS solo llega cuando salgo de la operación...",authenticity
782,Me está dando mucho problema para ingresar y para hacer pagos.,not_applicable
783,"la verdad la app tiene problemas serios, sobretodo para el envío de la clave dinámica, demora tanto o nunca llega, al parecer el banco no hace nada por solucionar este problema, cambiaré de banco a la brevedad.",authenticity
784,"No llega la clave dinámica, y te la pide hasta para planear un sol",authenticity
785,malaso se queda colgado al segundo y tercer intento al entrar,not_applicable
786,"Es la peor aplicación bancaria, no se puede realizar ninguna operación por su maldita clave dinámica sin sentido que nunca lleva o se demora demasiado. Busquen otro banco porque este es una desgracia.",authenticity
787,"La última actualización no sirve,no permite ver los movimientos o sale ""no hay ningún movimiento"". De ser la mejor app, pasó a ser lo peor.",accountability
788,no funciona plineae. no llega el codigo sms,authenticity
789,"se habilita cuando quieren, piensa que la gente no necesita trabajar",not_applicable
790,No está funcionando desde anoche. Está poniendo en apuros hasta para pagar un taxi.,not_applicable
791,no carga la clave dinamica,authenticity
792,"desde que hackearon el banco interbank el app, tiene muchos problemas siempre que entro, dice no hemos podido realizar tu operación estamos trabajando para solucionar el inconveniente, llevo más de un día intentando de entrar al app y no me deja.",resistance
793,"Arreglen la app tiene muchos errores y son varias veces que me deja en vacío, cuando necesito pagar con mi billetera virtual. La clave dinámica se suele generar después de tiempo y luego que dice que el tiempo ya expiró",authenticity
794,"muchas veces cae para realizar el plin, 50% de veces no llega ma clave dinámica, 25% super lento en llegar, deben mejorar mucho en esa app",authenticity
795,la verdad....pésima.....no puedo realizar ninguna operación 100pre sale Lo sentimos en este momnto etc etc bla bla dsps d cguir todas las indikciones akba 100pre allí.....ni plinear ni nada....y eso q ya kmbié d klave komo pidió y aktualicé todo 3 vcs ya tmbn komo pidió.....1 porkería la verdad....x eso yo prefiero efektivo o dinero plástiko ....las apps c kuelgan.....no sirven......1 estupidez....desde q reformaron su sistema cgun para mejorar y modernizar y bla bla bla c ha ido todo al diablo,not_applicable
796,pésimo,not_applicable
797,la clave dinámica se demora demasiado en llegar o nunca llega,authenticity
798,"llevo semanas esperando la clave dinámica, fea app la verdad",authenticity
799,"No llega la clave dinámica, no se puede plinear. Pésimo servicio.",authenticity
800,demora demasiado su clave dinámica y a cada rato pide actualización,authenticity
