ID,Comentario,Clasificacion_ISO_25010
148,"si le pudiera poner 0 estrellas lo haria, que horrible de verdad, todos los dias siempre es un problema, supuestamente la conexión o se callo el sistema SIEMPRE, en BCP NO PASA ESO",not_applicable
149,"la última actualización la frego todo, se cuelga al querer plinear o hacer pagos, tiene que haber nueva actualización.",not_applicable
150,horrible,not_applicable
151,"malísimo, nunca se puede transferir ni plinear",not_applicable
152,nunca llega el codigo de verificación tengo que reinstalar constantemente,authenticity
153,porquería,not_applicable
154,"la app está horrible no me deja Plinear, por más que ya entre mil veces, no reconoce el número ni los contactos, pésimo servicio.",authenticity
155,está fallando ya de hace una semana y no hay mejoras 🤔😒,not_applicable
156,una real porqueria,not_applicable
157,Desde que actualizaron ya no funciona correctamente el plin y menos viene el codigo de verificación para realizar transacciones. Pésimo servicio,authenticity
158,Pésima experiencia. Pésima.,not_applicable
159,Demasiado mala para transacciones internacionales,not_applicable
160,no puedo hacer transferencia a mi una cuenta,not_applicable
161,no me permite cambiar mis configuraciones de tarjeta... lleva así días... pésimo,not_applicable
162,"No sé si será mi celular, pero el aplicativo me demora en plinear, se demora en actualizar mis transacciones, no puedo colocar los números de teléfono para pagar , demoras, tras demora, es recontra lento y encima algunos QR en yape no aceptan.",not_applicable
163,"acabo de hacer una transferencia de 50 soles desde mi cuenta Interbank , a mi cuenta BCP y no aparece el dinero transferido.",integrity
164,"Muy mal. Llevo una semana y no puedo utizar plin no aparecen ningún contacto para plinear, un desastre",not_applicable
165,se para cayendo la app,not_applicable
166,"en la app deade ayer me aparece tenemos problemas de conexión, intentelo más tarde, como si no tuviera internet y sí la tengo. ayuda",not_applicable
167,"Es urgente que revisen la última actualización de la app. Sus fallas constantes me hicieron perder una campaña de Extracash y ahora no puedo acceder ni a millas benefit ni a mis beneficios, sale lo sentimos y no sé que más. Por favor, revisión urgente, pues están perjudicando a sus clientes.",not_applicable
168,"cada rato se cae el sistema,no llega rápido la clave dinámica para mi una completa estupidez",authenticity
169,cada vez aparecen más errores y menos funciones,not_applicable
170,"te falla en el peor momento posible, gracias por bloquearme el acceso durante un pago clave que tenía que hacer y hacerme esperar un día entero...",authenticity
171,"cuando compro con tarjeta de crédito lo pago ese mismo día y nose porque de intereses me cobran 0.03 céntimos , esto no pasa en otros bancos , por ese motivo voy a anular mi tarjeta",not_applicable
172,no entra la app nisiquiera me deja entrar al menú principal,not_applicable
173,muy mal banca movil comenzo a cobrar 3 soles x cada depósito muy malo,not_applicable
174,"pesimo funcionamiento. No abre la app, solo sale ERROR. No puedo hacer nada asi",not_applicable
175,bien,not_applicable
176,"pésimo APP está última hace la operación y no te sale código automático y todas las operaciones te rechazan, antes era rápida y hacías varias operaciones",authenticity
177,"muy mala aplicación , cada que lo abro no hay plata 😪",not_applicable
178,"una porquería la app. no puedo hacer ni transferencia ni plin, la clave digital demora en llegar demasiado",authenticity
179,horrible de los horribles no me permite validar mi identidad esta tonteria no te dan ninguna solucion cuando vas a su Sede principal lo unico que te dicen es cambiar de telefono estan locos ellos deberían de solucionar por algo es su trabajo pésimo,authenticity
180,"Realmente un servicio digital incompetente, quize pagar un producto y me bloquearon la tarjeta de AHORROS! Perdí una oportunidad y gané malestar, es preferible tener el dinero en efectivo. Como perjudica este banco!",authenticity
181,no ingresa al aplicativo móvil se cuelga mucho,not_applicable
182,muy lento,not_applicable
183,pésimo para fallando el aplicativo de lo peor 😡,not_applicable
184,"Que basura de App , el peor aplicativo del mundo enserio, que mal servicio nunca vale está basura de aplicación.",not_applicable
185,"una porquería de app, ya en el mes va cayendo 3 veces que pésimo servicio.",not_applicable
186,"banco asqueroso puras actualizaciones en el día, no dejan ni pagar mal servicio",not_applicable
187,"el mensaje de para realizar la operacion no llega... tienes que instalar y volver a instalar seguido, porque a veces llega bien y luego ya no...",authenticity
188,falla demasiado,not_applicable
189,pesima aplicacion,not_applicable
190,"a cada rato sale en mantenimiento, ya es el colmo no tener una buena app",not_applicable
191,😡😡😡😡Pésimo aplicativo siempre se cuelga y no nos deja ni plinear ni transferir debe ser como el bcp que tienen su billetera digital en otro aplicativo. Por favor deben darle un mantenimiento a este aplicativo qué nos deja sin poder retirar nuestro dinero. 😡😡😡,not_applicable
192,horrible no puedo hacer ningún operación se volvió una xqria,not_applicable
193,"pésima experiencia no carga,nada solo sale error",not_applicable
194,"No sé puede realizar ninguna operación por la app, cada vez está peor !!!",not_applicable
195,"en el se va en la noche no hay servicio la verdad me estoy cansando de este banco,NO LO RECOMIENDO PARA NADA.volvere al bbva",not_applicable
196,mucho falla al querer plinear es como si fuera que no tiene señal uno cuando esta apurado y quiere plinesr falla y otros dias re soluciona no pasada nada es mejor yape al parecer,not_applicable
197,pésima experiencia,not_applicable
198,mal servicio,not_applicable
199,siempre falla cada vez peor,not_applicable
200,mucho retraso mala app,not_applicable
