numero_comentario,comentario,clasificacion_iso_25010
2315,le pongo una estrella por lo mismo que es muy vulnerable su app y además la última actualización es nefasta no te deje ver movimiento y en algunas ocasiones hasta se cierra solo. Mejoren su app para que nosotros como usuarios y clientes de su banco nos sintamos seguros y cómodos con el aplicativo,resistance
2316,"Desde la actualización la clave dinámica llega solo a veces, horrible la app",authenticity
2317,"no puedo tomar un pantallazo a mi pantalla cuando estoy con este app, da mucha desconfianza.",accountability
2318,Un claro ejemplo de cómo algo bueno y funcional al ser mal gestionado deja de serlo. Pésimo,not_applicable
2319,Hace días que no puedo acceder a mi app y no solo me pasa a mi sino a todos mis conocidos que son clientes de ese banco.,not_applicable
2320,"Sacan demasiadas actualizaciones, lo que dificulta hacer mis operaciones, si pudiera le daría 0 estrellas.",not_applicable
2321,Debo reinstalarlar la aplicación cada 2 o 3 días debido a que me deja de funcionar la aplicación.,not_applicable
2322,Fatal quieres ingresar con dni para ver todos los productos que tienes del banco y no se puede obligatoriamente pide número de tarjeta y solo puedes ingresar x números de tarjeta encima para pagar los créditos te dicen que tiene que ir el titular a pagarlo no puede ir otra persona.,not_applicable
2323,es muy buena la app pero cuando quiero a veces transferir la clave dinámica se demora en llegar,authenticity
2324,"la última actualización, ya no se puede ingresar a mis beneficios de la App.",not_applicable
2325,Solo una estrella. Falla demasiado su clave dinámica para operaciones en su app. Pésimo,authenticity
2326,"no me deja realizar ninguna operación, dice que tienenproblemas y que lo están solucionando hace más de una semana. mal servicio.",not_applicable
2327,"Hace 12 horas que intento ingresar a la app. No pasa de la página ""información de la app""",not_applicable
2328,"El Servicio es muy malo desde que han realizado la última actualización, por ejemplo en mi celular HUAWEI Mate 10 Lite ya no se puede hacer pagos por plin y transferencias, antes si esa actualización todo funcionaba bien, el banco no esta permitiendo usar nuestros propios recursos, una demanda en Indecopi debería ser lo correcto!",not_applicable
2329,Tienen que areglar la app denle un buen mantenimiento no se puede usar las funciones que indican,not_applicable
2330,en su actualización es muy lenta peor aún cuando uno necesita hacer pagos,not_applicable
2331,muy mal justo cuando me tocó pagar la cuenta sale actualizar. perdida de tiempo,not_applicable
2332,"el app se para cayendo siempre, desde las últimas actualizaciones solo falla a cada rato",not_applicable
2333,"esto de las actualizaciones si solo hace dos días atrás ,actualice y hoy 48 horas después otra vez? .... app tediosa,",not_applicable
2334,"Una tontería lo de la clave dinámica, porque llevo días sin poder realizar plin y transferencias. pésimo!",authenticity
2335,"Una app lenta, desde que la actualice no me permite tener acceso a mi alcancia",not_applicable
2336,"Desde hace días no se puede trabajar tranquilo, y la aplicación está fallando mucho... es un dolor de cabeza",not_applicable
2337,"últimamente no puedo acceder, siempre aparece algo salió mal pero no especifica el problema muy mal",not_applicable
2338,muchas actualizaciones y no deja hacer las transacciones normales,not_applicable
2339,"No tenia ningun tipo de problema, pero desde ayer que cada vez que quiero entrar a operaciones para usar el PLIN, la app se cierra automáticamente, ya desinstale y volvi a instalar la app y nada. Puedo entrar normal, solo al darle a la pestaña operaciones se cierra ee porrazo.",not_applicable
2340,"Definitivamente esta app esta yendo de mal en peor, es un asco total, no se puede hacer ni yape, ni plim, ni transferencias y solo dice: ""Estamos tratando de solucionar el problema"" pero nunca solucionan nada. Que mal de verdad. Mejor quiten su aplicativo si no sirve para hacer ese tipo de transacciones!!! 😡",not_applicable
2341,"es muy lenta, claves de pago innecesarias. yape es mejor.",not_applicable
2342,"pésima actualización, nunca funciona, clave dinámica nunca llega, menos cuando necesito!",authenticity
2343,"En serio, es un asco. Nunca recibo el codigo cuando quiero pagar digamos Claro. Servia para al menos recargar Bitel y pagar Luz del sur y Sedapal, pero ahora ni eso funciona. Y lo peor de todo, quiere permiso hasta para leer tu historial de navegacion... Intrusiva a mas no poder. Es una lastima, la he probado varias veces durante meses y en lugar de mejorar empeora.",resistance
2344,"Es demasiado intrusiva la publicidad de productos, es horrible está app",not_applicable
2345,"Hasta cuando tenemos que lidiar con una aplicación demasiado lenta, para hacer un plin demora muchísimo, hasta se cuelga el aplicativo. Por favor contraten personal que pueda darle solución a este gran problema que tiene tiempo",not_applicable
2346,"siempre sale que está en mantenimiento, la verdad que últimamente está fallando mucho",not_applicable
2347,"Para activar el token a través de notificaciones se solicita hacer una fotografía, pero no funciona. Estoy impedido de realizar cualquier transacción por culpa de eso. Por favor, validen su buen funcionamiento o caso contrario den alternativas.",authenticity
2348,pésima app no llega la clave dinámica y no permite realizar operaciones con facilidad,authenticity
2349,"Que paso con la interfaz y las operaciones frecuentes que han desaparecido por completo?, Ahora tengo que volver a perder mi tiempo configurando todos los pagos y servicios. Que manera horrible de malograr algo que funcionaba relativamente bien.",not_applicable
2350,"mucho falla ,tienen q mejorar, y no sirve para activar plin deben mejorar mucho",not_applicable
2351,Está app es muy buena súper sencilla y fácil para hacer pagos,not_applicable
2352,"Nose que pasa con la app, nose si seré el único pero cuando abro laapp me sale un mensaje ""No es posible ingresar a interbank app"" y eso es una molestia enorme porque quiero hacer movimientos y no puedo y tengo que hacerlo en la pc que no es tan rápido como la app",not_applicable
2353,No tiene contraste luz nocturna para los q tenemos discapacidad visual,not_applicable
2354,La peor app te deja sin poder ingresar por horas simplemente con la excusa de que tiene inconvenientes.,not_applicable
2355,Las claves dinámicas no llegan desde las últimas actualizaciones,authenticity
2356,"La app funciona bien, pero tiene días e incluso semanas que no funciona la opción de canjear los cupones, por más actualizada que esté la aplicación no deja aplicarlos, si el mismo problema va a seguir no sirve tener la tarjeta, deberían revisar que pasa, creo que todos queremos los cupones y que no funcione es un problema.",not_applicable
2357,Desde ayer la app no funciona. Por favor solucionen el problema.,not_applicable
2358,"La calidad del servicio cada vez esta peor, ahora ni tomar captura se puede, que mal",accountability
2359,última mente mucho se actualiza y eso fastidia un poco se memoria tmabien mucho en actualizar,not_applicable
2360,Lenta en el. funcionamiento del. plin cuando se hace pagos a número de celularm Desactualizada en la información de cajeros,not_applicable
2361,es muy mala la app solo lo utilizo por q es mi cuenta de pago de mi trabajo y casi pasando unos dias te sale actualizar,not_applicable
2362,"Falla como cada vez que se da una actualizacion. Me bloquea el ingreso y me obligara a ir a una agencia, canal telefonico nulo en estos dias. Solucion, hay que insistir para que el registro lo haga un funcionario porque sino no sera posible aceder por web si lo intenta desde su App al reiniciar segun se indica por plataforma. No lo calificaria ni con 1 estrella.",authenticity
2363,"Tengo 2 problemas. Desde que tengo la app nunca he podido hacer recargas BIM y aparte hace como 2 meses desafilié PLIN por motivos personales y a los días, cuando lo quise volver a afiliar ya no me permitía. Llevo 2 meses en eso y solo sale que están trabajando en solucionar el problema. Podrían por favor atender esos reclamos. Gracias",not_applicable
2364,no entiendo para que tienen un generador de código online que se cae a cada rato y te falla en el peor momento en lugar de uno offline tipo authenticator como cualquier app de seguridad respetable,authenticity
2365,No me deja transferir dinero ni hacer pagos falla mucho la aplicación falta mantenimiento,not_applicable
2366,"En plena mejora a ver como continúa, esperemos que mejore para dar una opinión más valedera, mientras tanto, les falta como michi",not_applicable
2367,una porquería está aplicacion siempre tengo problemas es una porquería. otra vez no se puede ingresar sale error que porquéria me voy salir de este banco,not_applicable
2368,"Pésimo desde la última actualización 18/02/25 , carga mucho y nunca entra.",not_applicable
2369,Aún deben mejorar la velocidad y los problemas que hay para los plin ..,not_applicable
2370,"No puedo pasar a cuotas mis consumos, me sale que están trabajando en eso ya casi 1 semana, además que al intentar pagar mis servicios me salía error también, después de dos días recién me dejó pagar. Que está pasando? Si su aplicación era la mejor. Necesito que arreglen eso por favor.",not_applicable
2371,"Resulta lamentable la banca en el Perú para variar, en esta ocasión me encuentro en el distrito de Órganos en la provincia de Piura, no hay una ni una sola agencia",not_applicable
2372,Con La última actualización no se puede ejecutar ningún movimiento.,not_applicable
2373,Falla demasiado corrijan con esas fallas uno tiene dificultades para hacer operaciones y otros,not_applicable
2374,"Actualizar el app y mis ahorros quedaron congelados ,espero lo solucionen pronto",integrity
2375,"cada dos días debo actualizar, tan mal ha estado este banco que recién están arreglando sus aplicaciones? mucho great place to work pero 0 respuesta de sus trabajadores",not_applicable
2376,"la verdad desde la nueva actualización no permite acceder generando un retraso en mis operaciones, me perjudica en todo los aspectos económicos.",not_applicable
2377,pésima está aplicación no carga te mantiene en espera por mucho tiempo no la recomiendo,not_applicable
2378,no me gusta estar entrando desinstalando instalando no hay otra forma mejor y no primitiva. esta bien la seguridad pero que sea actualizada.⁰,not_applicable
2379,"La app es muy dinámica y fluida, pero se cuelga muchas veces",not_applicable
2380,"La verdad no me está gustando este aplicativo porque mucho el.sistema falla , además cuando le pido ayuda por calle Center, siempre menciona que debo eliminar el caché. Y esto no es óptimo. El aplicativo está fallando muchas veces . Me está desanimando continuar en este banco",not_applicable
2381,"Es muy lenta, tanto para ingresar, como para realizar transferencias",not_applicable
2382,apenas pasó 1 semana desde que usé la tarjeta y ya ne han cobrado casi 8 doles de interes!! en solo 7 diaaas!!,integrity
2383,No me permite retirar ni abonar a mi alcancía virtual todo eso paso después de actualizar podrían darme una solucion,not_applicable
2384,Desde la última actualización no me deja ver ni depositar ni retirar saldo a mí alcancía Pésima app,not_applicable
2385,"Plineo a menudo desde su app y he visto que realiza el plineo doble, es un peligro está app",integrity
2386,siempre tengo que desinstarlo porque no se puede abrir el app por inconvenientes del momento que duran dias,not_applicable
2387,"Mejor eliminen , falla su app su seguridad, todo falla, muy mal Interbank",resistance
2388,Siempre se cuelga para hacer alguna transferencia y deja de funcionar en la noche.,not_applicable
2389,que fastidio todos los días una actualización cada rato actualizen lo que van a nesecitar de una vez y listo ...😡,not_applicable
2390,Para cayendo la aplicación y pide actualización cada corto tiempo,not_applicable
2391,"Es lamentable la última actualización, hagan algo para solucionar este problema.",not_applicable
2392,"La aplicación no es que sea mala pero tiene una falla que para mi es muy importante y esa falla es que no aparecen los movimientos de manera inmediata, si compro algo con mi tarjeta no se me refleja al instante, si hacen un conro automatico de mi cuenta, tampoco lo veo alinstante y eso es frustrante.",accountability
2393,"Fallas últimamente en la app o sea si pueden recibir transferencias pero no retiros , pésimo",not_applicable
2394,pésima actualización nunca me llega la clave dinámica para poder transferir o planear. malazo!!!!,authenticity
2395,Tengo problemas con mi app me envía a actualizar y cuando está actualizado no habré para nada,not_applicable
2396,No puedo realizar pagos de servicio desde el app. Solucionen el problema porfavor,not_applicable
2397,"mal, actualiza cada hora y siempre está en mantenimiento",not_applicable
2398,Que ya no se puede tomar captura de pantalla a la transferencia 😒,accountability
2399,Últimamente no me abre la aplicación es un problema porque necesito usar mi dinero y no se puede.,not_applicable
2400,"Cada día está app va de mal en peor!!... Muchas veces no puedo hacer transferencia ni pliniar. Y ha veces cuando no puedo mandar plin , tiempo después resulta que por haberlo intentado varias veces , la app lo da como si hubiera hecho dos depósitos 🤬🤬👎👎",integrity
2401,"Pésimo, anteriormente podía ingresar sin problema alguno, hace más de 1 semana no puedo ni tengo acceso a mi cuenta, siempre me dice que hay un ""error"". Es horrible está app, maldita sea el día en que me pagan por acá.",not_applicable
