ID,Comentario,Clasificacion_ISO_25010
621,14/06/2025 ESTA DESACTIVADA LA OPCION RETIRAR SIN TARJETA,not_applicable
622,"ultimamente esta fallando la app, no me manda el codigo de verificacion al instante, arreglen eso por favor.",authenticity
623,"la clave dinámica nunca llega para realizar un pago, pésimo servicio con esta app",authenticity
624,es una porquería,not_applicable
625,Nunca me llega el código de verificación,authenticity
626,"es la peor app, las claves dinamicas llegan invalidadas por la demora de la misma",authenticity
627,La aplicación está fallando no puedo hacer mis pagos por plin porque tarda en llegar la clave dinámica llega después de 3 minutos a más cuando plineo dice clave incorrecta o expirado arreglen ese problema es bien molesto estresante me decepciona Interbank tendré que cambiar de banco,authenticity
628,desde hace un tiempo se ha puesto lento y sale un aviso que no se puede hacer nada.SOLUCIONEN SU APP para que ayude!!!,not_applicable
629,tengo varios errores con el app que no quieres abrir y se queda congelada,not_applicable
630,Deseo plinear y no me llega el código de verificación ¿qué está pasando con esta app?,authenticity
631,"La identificación de rostro no sirve, estoy varios minutos y no toma foto. Justo cuando debo se hacer un pago importante",authenticity
632,no se que pasa con la aplicación no está funcionando ya no se puede plinear con facilidad..,not_applicable
633,"La aplicación está fallando,sale error estamos trabajando reiteradamente.",not_applicable
634,hasta las webas. nunca llega la clave dinámica,authenticity
635,"Pésimo, no se puede realizar los plineos y recargas. En vez de mejorar está peor la aplicación.",not_applicable
636,no me llega la clave dinámica,authenticity
637,"Me gusta mucho interbank pero últimamente a dejado mucho que desear, prácticamente un día me boto de la aplicación, pensé que no sería nada pero al día siguiente me di con la sorpresa que no podía hacer plin, ni transferir a ningún lado, este fin de mes me cambiaré de tarjeta porque simplemente no me deja hacer ni una sola operación y lo peor es que dijeron que lo iban a resolver y hasta ahora estoy esperando, una total barbaridad",authenticity
638,nada puedo hacer no me sale la clave dinámica tengo que hacer diferentes movimientos y no me sale la bendita clave dinámica,authenticity
639,mal el app mejor me cambio de banco no se puede hacer ni transferencia ni plin,not_applicable
640,demora la clave dinámica,authenticity
641,"Inservible quiero hacer una transferencia de mi plin a yape y nunca llega la clave dinámica estuve esperando media hora y nada, luego cuando intento plinear a otro contacto la misma historia no me llega nada ninguna clave dinámica",authenticity
642,tengo la cuenta hace años porque ahora no me deja plinear,not_applicable
643,"La ultima actualización ha malogrado plin totalmente, la aplicación se demora HORRIBLE en mandar la clave dinamica y cuando llega, ya esta vencida. No puedo ni comprar tranquila porque la clave NUNCA LLEGA.",authenticity
644,nunca se puede entrar siempre dice que están solucionando inconvenientes. una emergencia y nunca se puede usar la app,not_applicable
645,"no abre app..."" problemas de conexion"" no obstante tengo internet y otras apps bancarias si abren. ultimamente todos los servicios intercorp estan deficientes desde interbank, agora, app financiera oh, , iziya, , hasta nass e inkafarma",not_applicable
646,"La app venía funcionando muy bien hasta hace una semana. Me dijeron de soporte que la volviera a instalar y tengo una versión 20.1 cuya presentación es distinta a otra también 20.1. La clave dinámica demora en llegar, además que no tendrían que pedirme con cada transacción; y, plin falla constantemente. Adicionalmente, está lenta en cargar los datos.",authenticity
647,"El plin falla demasiado últimamente, no carga el código de verificación .",authenticity
648,"pésima actualización, no puedo ingresar a la app, más de 3 intentos y nada.",not_applicable
649,El banco obliga a usar su app y está no funciona en lo más básico. Un desastre.,not_applicable
650,mala,not_applicable
651,"Muy lenta y deficiencia en las opciones de las tarjetas, deberían incorporar todas la herramientas de la web al aplicativo",not_applicable
652,"Ya hace 2 semanas que no funciona la app, demora demaciado en llegar el código, muy decepcionante.",authenticity
653,está ves es pésima hay que mejorar mucho más no me habré el plin,not_applicable
654,la actualización está pesima,not_applicable
655,lo instale más de 7 veces y no puedo recibir la clave dinámica,authenticity
656,mal servicio,not_applicable
657,Cansada me tiene esta app a cada rato tengo que instalar y desinstalar ya que no puedo plinear,not_applicable
658,Hasta ahora sigo esperando a que llegue la clave dinámica. Avi no ayuda 👎🏻,authenticity
659,ARREGLEN QUE LLEGUE EL CÓDIGO DE VERIFICACIÓN DIOS,authenticity
660,"últimamente es pésimo no me permite ingresar, hasta dos días sin ingresar me tiene",not_applicable
661,mala aplicación,not_applicable
662,"Es genial est app pero últimamente está fallando no me llega la clave Dinámica para hacer algún pago, al esperar un rato llega pero ya es invalida y realmente molesta eso 😒",authenticity
663,"Pésimo servicio , demasiado lento ,la clave dinámica llega cuando la sesión ya expiró . Tendré que anular esta tarjeta ,ya que tiene muchos errores .No sirve.",authenticity
664,"Desde hace semanas quiero pagar o enviar un plin y nunca me llega el código de aprobación, una desgracia de app actualizaciones inservibles...",authenticity
665,"Cómo comentan, ya no se puede transferir, no llega el código, se reinicia la app, es algo que incómoda demasiado",authenticity
666,"una porquería de aplicación, no sirve, uno espera más de 8 minutos por la clave dinámica. PERO SORPRESA, LA APP SE CIERRA A LOS 5 MINUTOS, ENTONCES ME PUEDEN EXPLICAR COMO LOS USUARIOS PUEDEN HACER. LO PEOR ES QUE AL BANCO NO LE INTERESA.",authenticity
667,"Quiero utilizar el app, y hasta para plinear 1 sol me pide la clave dinámica, que llega luego de 15 minutos cuando la sesión ya expiró. El banco últimamente esta cada vez peor será motivo para cambiarme de entidad financiera.",authenticity
668,"la clave dinamica llega despues de media hora, interbank eres un asco",authenticity
669,"no llego la clave de verificación no puedo hacer ningún cambio en configuración, había cambiado mi mínimo de compra de Plim a 100 soles sin clave y me pide por cualquier monto. muy mala",authenticity
670,no me deja plienar según que código y nunca llega,authenticity
671,Nunca funcionó,not_applicable
672,Terrible experiencia con esta aplicación no me da la clave dinámica.,authenticity
673,"no es amigable, complicado para ingresar",not_applicable
674,"Pésimo sistema, nunca funciona cuando quiero realizar plin o alguna transferencia. todo el tiempo dice lo sentimos y justo en momentos donde no tengo dinero en efectivo 😔",not_applicable
675,horrible el app no llega nunca la clave dinámica,authenticity
676,un fiasco el servicio de plin,not_applicable
677,"terrible, no me permite hacer movimientos, es incómodo que tenga que estar insistiendo varias veces, y no siempre uno tiene el tiempo que quiera la app... malísima",not_applicable
678,las 2 últimas actualizaciones que hice de la app igual de lentas y desesperantes si no fuera porque necesito llevar un control de mi cuenta eliminaría está app,not_applicable
679,"No sirve la aplicación, desde su actualización está pésimo, no llega la clave dinámica.",authenticity
680,"No funciona, hay un problema recurrente hace 2 semanas, no llega el código de verificación para hacer el pago, cada vez peor Interbank",authenticity
681,No están generando las claves dinámicas para los plineos!!!!!!,authenticity
682,esta muy lenta ... a veces no funciona el plin,not_applicable
683,"Pésima, pésima es demasiado lenta y tratar de pagar con Plin es una tortura. Así van a perder clientes",not_applicable
684,la clave dinámica nunca llega,authenticity
685,"Está horrible el sistema, no permite enviar dinero, no me genera el codigo de confirmación, terrible con esto.",authenticity
686,no me está funcionando al querer poner mi contraseña no abre así no puedo hacer ninguna transferencia de dinero ni pagar ni retirar tengo q usar otro banco.,authenticity
687,"La app no sirve, te pide a cada rato clave dinámica para pagar y no funciona, demora mucho. Pésimo servicio en serio.",authenticity
688,"hace tres semanas no puedo pagar con Plin o yape, nunca llega el código de validación, ya actualice volví a instalar. tres semanas sin poder usar el app",authenticity
689,muy mala no deja enviar dinero rápido la clave dinámica demora en llegar deberían habilitar opcion para que llegue la clave dinámica como mensaje de texto,authenticity
690,"En varias ocasiones estoy teniendo problemas con la clave dinámica, y no le dan soluciones, me gustaba tanto esta aplicación y ahora se me convirtió en un dolor de cabeza.",authenticity
691,"Tengo que instalarlo cada dos días aproximadamente, ya que apenas se abre la app se pone a cargar y se congela. Se vuelve inutilizable.",not_applicable
692,"horrible el aplicativo no sirve cuando se quiere realizar pagoossssssss, de verdad no la recomiendo",not_applicable
693,"esta horrible la aplicación, cada que entro a la app esta fallando y tengo que volver a instalarla para que entrar",not_applicable
694,"Desde un tiempo aquí no puedo hacer mis transacciones, la clave dinámica nunca llega, es un fastidio",authenticity
695,la peor app bancaria movil,not_applicable
696,"Horrible esta app! cuando quiero hacer una transferencia o plineo no me llega nunca el código de verificación. Si estuviera en una emergencia y tengo que pagar algo, no puedo hacerlo. y siempre es lo mismo. siempre!!! llamé, reclamé, pero nada. voy a tener que acercarme al banco y retirar mi dinero, y una vez ahí cerrar la cuenta definitivamente, porque no sirve para nada.",authenticity
697,"Ya van varias semanas que demora el envío de la clave dinámica, tengo que esperar más de 5 minutos para que al final llegue pero no es válido, lo único que te dicen es: ""debes actualizar tu app"", tuve ya varios inconvenientes para realizar pagos. ¡Solucionen!",authenticity
698,buenísimo,not_applicable
699,"ya tuve suficiente problemas , pago o plineo queda en espera y nunca llega , meto plata me descuentan que robo, lo único que saben decirle que demora 24 horas que esto que el otro desinstalado",integrity
700,"La app no sirve para nada, cada vez es peor. cada que quiero hacer un plin la clave dinámica nunca llega se demora horas en poder hacer las operaciones que uno quiete y eso es frustrante",authenticity
