ID,Comentario,Clasificacion_ISO_25010
836,Al usar Plin nunca llega la clave dinámica. Varias semanas que viene ocurriendo.,authenticity
837,no sirve,not_applicable
838,"Tiene demasiados problemas, a veces ni siquiera entra al aplicativo y te dice ""lo siento estamos solucionando un inconveniente"" o a veces tardan en mandar los códigos para hacer algún plin. Deben optimizar mejor su aplicativo. También debería haber la opción de colocar alguna descripción cuando se realiza un plin.",authenticity
839,nunca funciona,not_applicable
840,nose k pasa con el app de interbak pero no deja transferir a otros bancos ni pagar ni hacer recargas na de nada voy al agente me sale k mose puede retirar mi dinero k mrd ahora mi plata se kedo el banco,integrity
841,"La aplicación es cada vez peor, la clave dinámica demora horas en llegar y hay ocasiones que no llega es muy estresante.",authenticity
842,mucha actualialisacion del app. pesimo,not_applicable
843,Es una decepción la aplicación antes funciona bien y ahora se demora mucho la clave dinámica y no te deja plinear.,authenticity
844,"pésimo ,no puedo plinear xq me piden código dinámico y ese código me viene después de una hora , no puedo plinear a nadie x ese codigo se demora demasiado estoy angustiada xq no puedo realizar ningún pago xq se demora el código ,exigo un arreglo inmediato xq tengo q retirar ese dinero y no puedo x la demora del código cm es eso posible que esté pasando con una aplicación q es para uso del dinero",authenticity
845,"Muy deficiente la app, no genera la clave dinámica, no te permite hacer movimientos continuos, en mi opinión y según mi experiencia con esta última actualización no sirve",authenticity
846,"Siempre pasa que no me deja iniciar sesión que tienen inconvenientes, no comprendo porque con el dinero que tienen no le dan solución",authenticity
847,"anda fatal, el código para hacer las operaciones nunca llega, cada vez peor.",authenticity
848,"utilizo la app para los pagos del Cole y tengo ya un par de días que me sale su mensaje de error ""Lo Sentimos"" desde la última actualización la app no sirve para ningún tipo de pago.",not_applicable
849,muy mala la aplicación nunca llega la confirmación de la clave dinámica y luego dice mantenimiento de plin,authenticity
850,"Que terrible es su aplicación, siempre que lo necesito no abre.",not_applicable
851,nunca puedo hacer pago porque no me sale la clave dinámica,authenticity
852,"Hasta ahora no funciona el plin, sigue sin llegar la clave dinámica. Pésima app que genera atrasos",authenticity
853,malaaaa,not_applicable
854,siempre puedes confiar en que de la nada no te deje hacer ninguna operación,not_applicable
855,a cada nada me sale tenemos inconvenientes estamos trabajando en ello ya arta estar instalando a cada rato,not_applicable
856,"Sinceramente era muy buen aplicativo, pero últimamente falla en todo, para ingresar sobre todo, que fatal, cero estrellas",authenticity
857,"terrible hasta por un monto mínimo de 1 sol te pide la clave dinámica y nunca llega me hace pasar malos ratos, que sucede con los ing de sistemas terrible situación",authenticity
858,"Es pésima la recepción de las claves dinámicas. Mejoren y usen el mismo método que usa el YAPE ( token digita), ahí nunca he tenido problemas.",authenticity
859,la clave dinamita está pesima,authenticity
860,pésima,not_applicable
861,la clave dinámica nunca llega una stupides,authenticity
862,me aburre usarla ya pongo mi dni y dice error luego si llego a abrir no plineanes todo un caso,authenticity
863,Horrible no lo tengan no sirve,not_applicable
864,"Es una basura esta app, cada semana requiere actualizar... un desastre ya me esta llegando tener vinculo com este banco",not_applicable
865,no puedo plinear ya voy 2 dias q se demora en llegar la clave dinamica por favor arrglen eso,authenticity
866,nunca abre,not_applicable
867,Tengo que instalar y desinstalar para que funcione,not_applicable
868,"No se que pasa con el App, no puedo realizar los pagos, esta que funciona mal, deberían revisar",not_applicable
869,"No ejecuta la operación, indica que no se pudo , pero luego se hace la transferencia engañando al usuario, esto está TERRIBLEMENTE MAL !!!?",integrity
870,una porquería de la última actualización no sirve demora en llegar la clave de tranferencia deberían agregarlo,authenticity
871,"desde que me obligaron actualizar la cual no debería serlo, esta super lento cuando ingreso para seleccionar u operación demora en cargar y se cierra automáticamente después de un tiempo",not_applicable
872,"Terrible experiencia, no me manda la clave dinámica en más 10 minutos y cuando llega ya expiró el código, llevo más de 5 días así, no puedo usar mi dinero por plin, pésima aplicación",authenticity
873,Ha venido a menos,not_applicable
874,"NO LA Descarguen en el momento mas importante y urgente te pueden dejar sin sacar dinero, Gracias a ustedes perdi mi vuelo gracias basuras",not_applicable
875,no llega el codigo de seguridad a los mensajes al plinear,authenticity
876,Se transferió doble de mi alcancía a la cuenta principal y lo peor es que cuando plinee también lo hizo 2 veces el día hoy. Este bug es crítico. También recibí una notificación de transferencia que no es mía. Antes no pasaba esto.,integrity
877,una desgracia es esta app,not_applicable
878,"La aplicación es demasiado lenta, el código de verificación demora en llegar y cuando ya caducó. La última actualización sólo trajo problemas",authenticity
879,"porquería!! ,la clave dinamica nunca me llega y tengo que esperar a que plineen , se supone que es una app que maneja dinero, si seguirá así , me tendría que pasar a BBVA por plin .",authenticity
880,"cuando quiero entrar sale el mensaje e NO HEMOS PODIDO REALIZAR TU OPERACIÓN Estamos trabajando para solucionar el inconveniente, bastante seguido sale ese mensaje cuando quiero ingresar que pasa o que están haciendo con mi dinero ? si lo están trabajando no estoy recibiendo ninguna comisión que pasa , que se pronuncie RODRÍGUEZ PASTOR o será público en la TV y viral en las redes sociales ya que se denota una mala intención sin autorización de los usuarios",authenticity
881,"Pueden arreglar el problema de la clave dinámica porfavor, tengo es esperar demasiado tiempo para que aparezca dicha clave y es un fastidio, ya que necesito realizar operacion y no se puede hasta que me llegue la clave y para variar al esperar demasiado esa clave dinámica se expira y tengo que solicitarlo nuevamente pero está por demás ya que nuevamente se repite el tiempo de espera.",authenticity
882,"He estado intentando transferir dinero por seis horas, la clave siempre llega como cinco minutos después, es imposible.",authenticity
883,"todo el tiempo presenta inconvenientes, no carga, no plinea, está fallando demasiado",not_applicable
884,"Estoy incómodo y molesto, desde la última actualización la app la clave dinámica NUNCA LLEGA, NO PUEDO PLINEAR NI TRANSFERIR. siento que mi dinero está secuestrado, no es la única vez que pasa esto.",authenticity
885,siempre hay errores en el app y no dan una solución rapida,not_applicable
886,"No puedo entrar a la app, me dice que están trabajando en el inconveniente",not_applicable
887,siempre hay problemas con el aplicativo y siempre pide codigo de verificación,authenticity
888,La última actualización la hizo muy lenta.,not_applicable
889,"no sé que está pasando con la App pero hace una semana me esta fallando, no abre lo he desinstalado y sigue igual",not_applicable
890,Casi nunca se puede plinear o transferir. si no te hubiera dinero también en otro banco no se como haría.,not_applicable
891,"pésimo servicio! me dan asco como banco, me han hecho perder el tiempo he tratado de comprar en Zara con mi tarjeta pero su basura no sirve ni para el caldo de perro",not_applicable
892,"pésima app nunca me llega la clave dinámica, tengo que ir al cajero obligatoriamente",authenticity
893,La clave dinámica jamás llega.,authenticity
894,la aplicación se cae constantemente lo que no me permite hacer pagos con plin y estoy insatisfecho con la optimizacion de la app,not_applicable
895,No sirve ... arreglen esta app no se puede hacer ninguna operación se supone que la app esta para eso no? pero no sirve ... 000000000 estrellas,not_applicable
896,no hay opción de ponerle CERO!?? la verdad que sienpre anda caída y cuando quieres hacer uso de tu dinero no puedes por qué nunca te llega el pin de validación.,authenticity
897,"Justo cuando se necesita la app no funciona. Pide actualización a cada rato y en lugar de mejorar, solo empeora. La clave dinámica nunca llega o lo hace media hora después de solicitarlo. Con tantas fallas, pone en duda el tema de seguridad y utilidad en casos de emergencia.",authenticity
898,pésimo,not_applicable
899,que basura no puedo plinear estoy pagando y qu do en ridículo por su estupida app,not_applicable
900,el sistema de plin se cae a cadarato de noche o que esta pasando nesecito aser mis operaciones y no puedo,not_applicable
901,Excelente APP,not_applicable
