ID,Comentario,Clasificacion_ISO_25010
367,"Todo iba bien con la aplicación, pero hace un mes y medio el plin de la aplicación esta funcionando muy mal, demora demasiado en cargar y al final no llega la transferencia, pero hoy ya fue el colmo, tuve que hacer el pago por efectivo, ya que no cargaba, sin embargo despues de 10 minutos al ingresar a la aplicación veo que si se hizo la transferencia y todavía tres veces, osea me descontaron bastante dinero, y cuando llamo a atención al cliente, demoran más de diez minutos en contestar.",integrity
368,que mal que tengo que estar eliminando y descargando la app a cada rato para hacer pagos por que solo me sale que no esta disponible la opción de transferencia deberían de solucionar eso.,not_applicable
369,lamentablemente se caa muy seguido. y nos deja sin opiniones.,not_applicable
370,Para fallando mucho la aplicación,not_applicable
371,"últimamente está fallando mucho!!!!! no me ha permitido hacer plineos ni pagos ni transferencias y hoy, ni siquiera puedo ingresar!!!!!! Tienen que solucionarlo pq sino, es imposible llevar un adecuado control de los gastos ni mucho menos.",accountability
372,"Sale error el plin y aun así transfiere el dinero, he transferido 2 veces por error, felizmente me di cuenta.",integrity
373,se cuelga siempre,not_applicable
374,pésima siempre presente problemas,not_applicable
375,"La aplicación no funciona, luego de ingresar esta todo congelado despues de varios intentos. Cada vez de peor en peor estoy decepcionada de los cambios recientes en interbank",not_applicable
376,No puedo entrar a la app,not_applicable
377,No dan soluciones,not_applicable
378,"Lo malo de la aplicación es que se cuelga y varias veces no me llega la clave dinámica, por lo que he tenido que instalar varias veces la aplicación. Lo bueno es que no cobra mantenimiento, eso es rescatable, mejor Yape o BCP, hasta hoy no tengo peoblemas con la aplicación y tampoco cobra mantenimiento.",authenticity
379,"No se puede hacer recargas del Metropolitano, el codigo para la operación no aparece o demora demasiado. No se puede hacer PLIN",authenticity
380,no me deja hacer transferencias,not_applicable
381,"la app no me deja hacer transferencia, ni plineo, no llega la clave dinámica.",authenticity
382,"la verdad estoy teniendo muchos problemas, una lentitud tremenda para entrar a las opciones y ni que decir de la clave dinámica",authenticity
383,No sirve para validar la identidad.,authenticity
384,activen de nuevo la opción del cambio de la clave PIN,not_applicable
385,"no puedo hacer transacciones. sale constante error, error. como si no sirviera",not_applicable
386,bueno,not_applicable
387,"Necesitan hacerme un plineo urgente de un monto grande pero como no he estado usando mucho mi app, le dije a una persona que me hiciera un plineo de 2 soles para probar si me llegaba y no figuró en mi saldo. Me comunique con soporte y me logró ayudar pero me dijo q vaya a configuración de plin y resulta que había una opción para recibir plin a Interbank u otros bancos y este estaba en otro bancos,cosa q yo no puse. Pudieron enviarme el monto grande y quedarse en el aire como esos 2 soles",integrity
388,buenas,not_applicable
389,terrible por las que quiero hacer transferencia no me viene la clave dinámica ni quiere funcionar la aplicación,authenticity
390,"funcionalmente es muy malo, instale hace rato y no funciona su área de sistemas debe mejorar los accesos",not_applicable
391,"A cada momento pide actualizar, y si no lo haces, no puedes siquiera ingresar al app",not_applicable
392,"La app funcionaba muy bien, fui al banco porque no se actualiza el token digital y me enviaron un mensaje que estaba solucionado, pero es mentira sigue igual de mal.",authenticity
393,la clave dinámica tarda muchísimo en llegar,authenticity
394,La clave dinámica nunca llega he llamado.. he presentado el reclamo e Interbank no lo soluciona es una porquería está app NO LA RECOMIENDO EN LO ABSOLUTO! Mejor descarguen yape...,authenticity
395,No me quiere funcionar la App xd,not_applicable
396,"La app es malísima, más de media hora y clave dinámica no llega. luego cuando llega sale que ya expiró el tiempo de la clave o el tiempo de la sesión",authenticity
397,"es una porquería de aplicación, siempre demora la clave dinámica y justo cuando uno más lo necesita",authenticity
398,"está horrible, pero que antes. Demora en venir el codigo de verificación a la hora de plinear a alguien y a su vez viene infinidades de mensajes retrasados y repetitivos. NO SIRVE LA APLICACION PLIN",authenticity
399,Después de un tiempo usándola me di cuenta que mejor hubiera sacado mi tarjeta en otro banco.,not_applicable
400,demasiado lenta la app,not_applicable
