ID,Comentario,Clasificacion_ISO_25010
74,"No estoy pudiendo ingresar a la app en mi Galaxy S23 Ultra. Me sale que actualize la app, pero cuando voy a Play Store, no aparece ninguna actualización. Necesito realizar operaciones.",not_applicable
75,mala se lajea,not_applicable
76,Nefasto. que mas se esperia de Interbank.,not_applicable
77,porque esta muy lento al enviar su codigo para poder hacer transferencias,not_applicable
78,"muy lenta , se demora mucho en entrar y cada cierto tiempo pide actualización por las puras",not_applicable
79,demasiadas actualizaciones es aburrido ese tema.,not_applicable
80,"Mala experiencia. Antes estaba bien, pero luego cuando abría la app no me dejaba poner mi contraseña, de ahí tuve problemas para plinear que estaba todo lento y se demoraba. Hace dos días tuve una emergencia y tenía que hacer un pago importante y no pude, la clave dinámica no llegaba hasta que expirara sesión, quería volver a intentarlo y ya ni me cargaba que se cerraba sola la app, no sabía que hacer porque no traía tanto efectivo.. ni más",authenticity
81,está demasiado pésimo está aplicación está pésimo es poco está aplicación no sirve para nada de plin ni puedo enviar a otro banco,not_applicable
82,no puedo abrir para ver mi estado de cuenta.,not_applicable
83,👍,not_applicable
84,esto está peor.....no se puede hacer transferencias ni planear.....osea ....nada,not_applicable
85,y seguido pide actualizar la app. Acabo de eliminar dos apps que tenían mucho más capacidad que ésta y ni aún así se puede actualizar porque pide más memoria,not_applicable
86,meh,not_applicable
87,no sirven,not_applicable
88,Es un completo estrés este aplicativo.,not_applicable
89,no se puede usar el plin,not_applicable
90,cuando se actualiza el app no abre ...se demora ..una vaina😡,not_applicable
91,el Plin se demora mucho o no funciona,not_applicable
92,Demasiado lento para ingresar y luego plinear horrible....,not_applicable
93,"Andaba bien la app. No se ven las compras virtuales ,ni transferencias a otro banco anteriormente demoraba pero si visualizabas ahora no ,da miedo.guardar dinero 💰. E Inviertan en un servidor de mayor capacidad para q no se caiga en momentos de alto tránsito como clientes deben otorgarnos buen servicio pq los clientes se han a ir a otros Bancos .Mejoren pfv es un punto constructivo.Gracias Por que tanta actualización si no funciona bien ????",integrity
94,no me llega mi remesa hace días queriendo recibir y nose que pasa ahora con la aplicación,not_applicable
95,Pésimo,not_applicable
96,es un desastre el aplicativo nunca llega la clave dinamica,authenticity
97,"Arreglen la aplicación, desde hace mas de una semana se hace un martirio entrar y por ende no poder pagar las deudas...",not_applicable
98,harto de actualización .. : #,not_applicable
99,"disculpen está actualización está muy mal no funciona y saben cuál es lo peor que ponen actualizar y ni siquiera una X para retroceder prácticamente te obligan actualizar la banca y no debe ser así, para hagas estás actualizaciones deben probar bien antes de...",not_applicable
100,La apa demora mucho en actualizarse,not_applicable
